step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,1516,22.61,1.00,2.89,0.18,11.87,0.20,1.24,0.052,0.277,456690.2,1102597.9,3,127,3.41,1.28,1.11,115.0782,3164.43,81393.9,0.1330,5.0310,5462,4.5309,115,52.3298,386867.1
10000,1,1200,22.67,0.75,2.76,0.18,13.07,0.14,1.19,0.038,0.230,388047.0,878984.0,3,113,3.63,1.24,1.09,93.8272,2712.39,14695.1,10.2945,6.7404,5461,4.7721,126,39.5360,296521.8
10000,2,555,23.55,0.79,2.60,0.61,16.19,0.08,1.18,0.025,0.128,231658.4,525709.1,2,102,3.95,1.18,1.11,62.5661,1406.93,780.6,25.0335,8.1815,5461,6.1568,199,14.4068,116524.1
20000,0,1283,23.43,1.16,3.97,0.23,10.42,0.31,1.30,0.076,0.231,404244.7,1087166.9,4,143,3.43,1.35,1.13,96.3749,3268.51,88452.6,0.0049,4.6968,5462,8.2373,147,52.0715,377016.1
20000,1,1123,21.93,1.08,3.62,0.29,10.76,0.20,1.28,0.057,0.203,357403.0,866996.0,4,133,3.50,1.26,1.16,78.7857,2679.01,14996.3,10.1427,6.2002,5461,6.0783,157,42.8950,311575.6
20000,2,479,23.85,0.69,3.65,0.35,14.68,0.14,1.16,0.033,0.107,143186.4,356617.3,4,95,3.93,1.17,1.08,37.2294,1406.28,626.7,29.4211,8.5487,5461,6.3965,209,7.1906,61395.0
30000,0,1359,25.42,1.38,3.96,0.13,11.07,0.37,1.33,0.093,0.257,388772.5,986824.1,4,102,3.38,1.40,1.10,83.4349,3501.71,84014.6,0.0020,4.7913,5462,7.1840,83,51.6623,356670.8
30000,1,997,27.12,1.54,3.40,0.26,13.39,0.32,1.38,0.088,0.213,353350.8,812734.6,4,122,3.75,1.46,1.11,70.8444,2076.25,16704.3,10.1213,6.3741,5461,7.5055,150,42.7806,304276.3
30000,2,471,28.01,1.04,3.14,0.48,16.86,0.29,1.24,0.072,0.116,145233.8,346502.6,5,84,4.08,1.30,1.04,36.3078,1347.65,1324.1,29.2687,8.2985,5461,7.7112,125,7.8396,65328.3
40000,0,1160,27.20,1.89,4.03,0.06,12.39,0.52,1.46,0.136,0.242,398697.4,1038641.6,12,111,3.59,1.56,1.13,92.2274,3120.12,86592.0,0.0000,4.2330,5462,7.5685,100,53.0938,374425.0
