step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,1327,24.82,2.90,2.69,0.24,15.03,0.58,1.77,0.149,0.316,475322.1,1146518.9,5,112,4.02,1.91,1.28,119.3339,3443.24,82055.4,0.1214,4.9226,5462,5.5248,47,52.1848,409332.0
10000,1,1051,23.97,2.76,2.75,0.17,15.08,0.56,1.74,0.138,0.251,417685.9,965443.8,6,112,3.95,1.88,1.28,101.7754,3127.08,13443.9,8.8376,6.2710,5461,5.8052,122,42.0293,333661.4
10000,2,490,29.19,3.02,3.58,0.27,18.38,0.72,1.74,0.159,0.141,228950.1,528647.0,4,82,4.30,1.96,1.26,62.5829,1220.97,525.6,25.6327,8.4811,5461,6.5159,115,13.3020,110661.5
20000,0,1570,19.52,2.03,1.80,0.11,12.58,0.34,1.56,0.095,0.300,451970.5,1262500.8,4,125,3.36,1.63,1.23,120.3597,3949.00,84422.0,0.0000,3.2133,5462,7.4012,48,55.2612,446668.9
20000,1,1156,22.08,2.34,2.34,0.10,14.24,0.44,1.63,0.130,0.249,367167.1,947794.0,3,126,3.64,1.74,1.24,87.9489,2463.51,12512.1,10.9274,5.3438,5461,6.6611,61,40.6818,332224.3
20000,2,503,23.14,1.54,1.83,0.23,16.72,0.32,1.38,0.087,0.117,141251.9,371105.8,2,93,3.97,1.44,1.18,37.7493,1115.43,306.1,30.2747,8.2273,5461,6.7871,115,7.2302,62163.4
30000,0,1676,20.75,1.98,2.50,0.14,12.72,0.58,1.53,0.136,0.334,462637.1,1371785.8,3,114,3.44,1.59,1.21,127.0632,3438.67,81756.3,0.0000,2.7428,5462,6.9755,30,56.2578,464712.9
30000,1,1194,22.91,2.45,3.33,0.08,13.20,0.70,1.68,0.152,0.261,359555.0,980199.4,2,119,3.61,1.71,1.34,87.6693,2869.38,13679.6,11.8457,5.2055,5461,7.1878,78,39.3934,326113.1
30000,2,554,24.77,2.13,3.35,0.18,15.29,0.70,1.58,0.150,0.131,139592.6,391270.2,2,90,4.07,1.63,1.26,37.2094,1389.73,498.7,30.3639,7.8247,5461,7.1262,131,7.4634,64349.4
40000,0,1477,20.20,2.43,2.46,0.14,12.20,0.50,1.68,0.133,0.291,452127.5,1348088.4,3,112,3.43,1.78,1.25,125.2426,3659.65,84141.1,0.0010,2.6314,5462,6.9266,36,55.2387,454866.5
40000,1,1207,21.91,2.58,3.25,0.21,13.02,0.62,1.73,0.147,0.263,367783.0,989425.4,3,125,3.64,1.82,1.29,88.4038,3506.18,12937.9,11.5747,4.8090,5461,6.7798,55,42.0157,338310.2
40000,2,449,22.99,2.06,3.19,0.14,15.67,0.66,1.51,0.136,0.109,136562.1,384946.2,3,65,3.87,1.61,1.19,36.3915,1051.41,322.4,29.8532,7.8669,5461,6.7629,91,7.1050,60621.8
50000,0,1634,19.75,2.67,2.70,0.14,11.80,0.57,1.77,0.139,0.322,457169.2,1328932.1,2,122,3.58,1.86,1.34,124.0893,4073.45,82643.5,0.0081,2.5530,5462,6.6333,41,56.8913,460156.6
50000,1,1204,20.65,2.72,3.01,0.19,12.39,0.57,1.75,0.134,0.255,355154.8,981487.4,2,108,3.60,1.84,1.30,86.7770,2949.05,13719.2,12.4223,4.7199,5461,6.3693,65,39.6819,326919.8
50000,2,497,23.91,2.55,3.49,0.34,14.90,0.68,1.63,0.155,0.120,135184.1,378756.2,2,101,3.79,1.78,1.18,35.3360,1170.17,401.4,29.9927,7.8128,5461,6.6177,113,6.9688,59747.7
60000,0,1464,22.66,2.85,3.11,0.33,12.27,0.60,1.74,0.149,0.309,447573.1,1323608.2,3,115,3.68,1.92,1.23,122.4561,4188.64,84744.4,0.0036,2.5760,5462,7.8133,23,55.2266,449657.2
60000,1,1082,22.62,2.73,2.91,0.21,12.72,0.55,1.72,0.140,0.234,358966.5,951548.1,3,115,3.67,1.89,1.28,84.8993,2781.25,14434.3,12.5723,4.9767,5461,6.7586,71,40.5186,327141.2
60000,2,531,25.22,3.05,3.72,0.15,13.58,0.66,1.74,0.153,0.122,130902.1,357704.0,3,112,3.75,1.94,1.20,34.8382,1268.85,359.6,30.8745,7.4150,5461,5.7675,85,6.8492,58899.1
70000,0,1392,25.11,3.22,3.31,0.27,13.15,0.62,1.88,0.167,0.318,453551.7,1253241.0,3,108,3.81,2.04,1.29,117.2456,3485.28,82045.9,0.0000,2.6800,5462,6.7996,33,55.8872,453058.1
70000,1,1127,24.63,2.71,3.07,0.31,14.08,0.59,1.72,0.159,0.258,359103.8,938162.1,3,122,3.79,1.88,1.26,85.7008,2499.39,12867.0,11.7492,4.9265,5461,7.2020,66,40.1354,327615.2
70000,2,515,25.84,1.94,2.50,0.26,16.68,0.47,1.48,0.124,0.128,139329.7,374228.3,3,80,4.10,1.56,1.11,36.9711,1197.19,542.8,30.2985,7.6388,5461,6.8024,143,7.6752,66055.9
80000,0,1452,23.85,2.81,2.68,0.40,13.32,0.54,1.76,0.147,0.321,469717.3,1285549.4,2,125,3.70,1.88,1.26,121.4065,3810.71,82848.5,0.0000,2.5417,5462,6.5018,32,57.6903,471395.5
80000,1,1101,23.63,2.54,2.94,0.42,13.29,0.58,1.67,0.146,0.240,353118.7,935091.4,2,95,3.77,1.81,1.20,86.4475,3079.63,13206.8,11.2431,4.6458,5461,7.0164,70,39.1392,323801.7
80000,2,494,26.12,2.10,3.52,0.37,15.81,0.61,1.48,0.146,0.124,145001.6,391416.1,2,87,4.01,1.61,1.08,37.5033,1239.86,429.6,29.8373,7.8442,5461,7.5036,102,8.0590,69586.9
90000,0,1304,24.46,2.79,2.53,0.40,13.88,0.51,1.74,0.147,0.292,465619.2,1285526.8,2,147,3.81,1.86,1.24,123.3184,3975.93,83485.6,0.0000,2.4482,5462,7.3868,30,57.6077,468607.8
90000,1,1102,22.28,2.15,2.22,0.41,13.40,0.42,1.56,0.112,0.231,353648.7,928414.8,2,86,3.63,1.65,1.23,86.5622,2740.63,12009.5,12.1153,4.5492,5461,6.7723,64,39.0643,325344.6
90000,2,455,23.59,1.86,2.27,0.56,14.82,0.45,1.46,0.101,0.100,129177.8,337145.9,2,85,3.72,1.60,1.11,34.2333,1000.67,313.2,31.1363,7.3865,5461,5.9692,61,6.6939,57493.5
100000,0,1444,23.96,2.61,2.81,0.28,13.32,0.59,1.66,0.149,0.313,457191.2,1245977.4,2,132,3.66,1.80,1.19,121.6149,4042.02,83200.9,0.0000,2.3688,5462,6.8019,41,55.9105,459935.2
100000,1,1127,23.61,2.38,2.40,0.41,13.70,0.48,1.62,0.130,0.246,360851.8,923646.9,2,120,3.74,1.73,1.20,86.9323,2783.86,12861.9,12.1620,4.5821,5461,6.4904,70,40.5871,332712.4
100000,2,481,25.56,2.32,2.80,0.39,15.23,0.51,1.57,0.133,0.113,129797.6,328769.5,2,97,4.02,1.69,1.13,33.5725,1302.16,380.6,31.1995,7.4883,5461,6.1261,115,6.6880,57280.1
110000,0,1481,24.60,2.80,3.10,0.63,13.30,0.59,1.73,0.151,0.333,454156.0,1279608.6,2,97,3.70,1.85,1.24,121.6135,4826.93,82135.8,0.0000,2.5381,5462,6.3664,32,55.3290,455489.9
110000,1,1158,23.43,2.42,2.49,0.46,13.52,0.48,1.63,0.131,0.254,377838.9,960748.5,2,119,3.69,1.73,1.17,88.3704,2718.71,13320.4,11.2329,4.5316,5461,7.0546,75,42.8085,350838.3
110000,2,497,24.58,1.73,2.12,0.57,16.01,0.39,1.43,0.099,0.116,137821.5,367554.9,2,99,3.88,1.47,1.14,36.0595,1213.93,424.1,29.5637,7.6228,5461,7.1724,85,7.5125,64256.5
120000,0,1387,23.73,2.64,2.83,0.46,13.10,0.57,1.69,0.146,0.302,472195.5,1288331.1,2,101,3.66,1.80,1.23,122.1720,3951.65,82998.5,0.0000,2.5158,5462,7.0278,33,57.5276,474515.6
