step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density
5000,1,2362,28.2,4.2,3.3,0.3,16.8,0.5,2.02,10.1,1154,188,15.04,24.41,1186,754,422,0.5,2.24,1.47,2.28,4.42,5.03,6.25,27.1,1.018
5000,9,177,9.4,0.1,0.0,0.0,8.3,0.0,1.07,18.4,74,274,17.35,15.32,150,27,0,0.0,1.05,1.08,1.08,2.49,4.18,2.73,22.3,1.080
5000,12,74,10.0,0.1,0.4,0.1,8.4,0.0,1.00,17.6,30,124,6.28,5.69,49,25,0,0.0,1.00,1.00,1.00,2.70,3.45,3.73,21.8,1.114
5000,33,69,8.8,0.0,0.0,0.0,7.4,0.0,1.00,19.4,17,212,7.39,11.86,69,0,0,0.0,1.00,1.00,1.00,2.52,2.04,4.25,14.0,1.178
5000,41,65,8.7,0.0,0.0,0.0,8.1,0.0,1.00,18.0,33,312,20.04,13.51,62,3,0,0.0,1.00,1.00,1.00,2.31,3.83,3.25,23.5,1.050
5000,8,56,8.9,0.1,0.0,0.0,8.6,0.0,1.04,17.4,17,181,5.11,11.42,11,33,12,0.0,1.04,1.05,1.04,2.73,2.80,4.48,32.6,1.016
5000,3,49,16.1,0.1,0.0,0.0,13.5,0.0,1.01,15.8,29,206,12.17,14.44,31,18,0,0.0,1.03,1.00,1.02,3.08,4.33,3.76,24.5,1.176
5000,58,29,9.3,0.0,0.0,0.2,8.3,0.0,1.00,18.0,7,151,6.52,8.51,28,1,0,0.0,1.00,1.00,1.00,2.31,4.76,2.24,19.5,1.110
5000,21,25,9.3,0.0,0.7,0.0,10.1,0.0,1.00,17.0,19,174,4.98,14.17,6,19,0,0.0,1.00,1.00,1.00,3.08,3.16,4.32,30.9,0.838
5000,55,20,11.8,0.0,0.0,1.1,8.6,0.0,1.00,16.5,13,291,16.73,21.22,5,15,0,0.0,1.00,1.00,1.00,3.20,5.55,2.40,28.9,1.285
5000,52,9,20.4,0.0,1.3,0.9,19.9,0.0,1.00,12.7,6,295,10.11,12.41,1,7,1,0.0,1.00,1.00,1.00,4.78,4.44,7.89,29.6,0.987
6000,1,1108,36.4,7.1,5.8,0.8,17.3,0.9,2.81,8.0,684,241,25.04,40.92,513,355,240,0.9,3.34,1.70,3.32,4.98,5.19,7.11,28.7,0.960
6000,12,108,7.8,0.1,0.1,0.0,6.7,0.0,1.03,17.7,24,212,9.09,9.21,75,33,0,0.0,1.03,1.05,1.02,2.47,4.02,3.15,22.0,1.124
6000,41,90,5.8,0.1,0.0,0.0,5.3,0.0,1.01,21.1,38,277,10.95,10.27,85,5,0,0.0,1.02,1.02,1.01,2.04,2.67,2.86,23.2,1.073
6000,3,65,16.5,0.0,0.1,0.0,13.8,0.0,1.00,15.4,29,191,8.05,12.60,32,26,7,0.0,1.00,1.00,1.00,3.18,4.45,3.94,27.3,1.155
6000,9,55,9.5,0.0,0.1,0.0,7.9,0.0,1.05,17.4,14,155,5.06,9.27,15,40,0,0.0,1.09,1.09,1.04,2.44,5.31,1.98,28.2,1.180
6000,107,33,7.2,0.0,0.2,0.5,6.1,0.0,1.00,20.8,18,240,8.33,12.12,3,30,0,0.0,1.00,1.00,1.00,2.30,2.82,3.00,30.8,1.107
6000,55,29,15.9,0.0,0.0,0.2,12.1,0.0,1.00,13.3,18,184,6.07,11.46,1,24,4,0.0,1.00,1.00,1.00,3.28,6.52,3.10,32.9,1.305
