step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std
10000,3323,2.132,0.736,7.27,308547,247046,35,35389,24174,2114311,1334054.2,2977149.0,0.163,0.456,0.170,0.211,79,21.57,20.71,1.84,5.14,2.45,6.72,0.41,1.93,14.55,10.05,0.26,0.89,0.042,0.114,1515,0.025,0.024,0.951,0.000,0.025,742130,626897,14,0.539,0.217,0.094,2410941,0.195,2.567,0.051,18.70,213902,164,1.408,0.321,0.786,17456319,1.47,12.34,0.058,0.364,0.088,5.4,15.0,58.1,112.4,63954,0.244,0.00,0.0028,0.067,562,0.791,0.000,0.868,0.593,3.79,4.24,5.77,0.28,0.089,1.59,1.18,1.62,0.820,0.00469,2.89,360.9994,9234.42,90073.8,140064.9,67.834,164.7567,297.227,446.948,0.921,0.311,19.3,15.597,234.825,228,534.6,75.06,30.615,152.644,1835.5,116.859,0.134,2.00,8.8464,29396.4,0.9819,0.4829,19.25,1.041,0.133,1.0000,0.0000
20000,4440,1.839,0.555,6.33,192527,173595,1,7404,10410,563473,551038.2,1325057.6,0.081,0.567,0.179,0.174,161,15.99,7.34,0.16,1.71,0.28,2.22,0.26,1.43,15.18,6.36,0.00,0.08,0.012,0.087,712,0.214,0.029,0.945,0.000,0.026,248936,202028,2,0.461,0.094,0.095,3168712,0.193,1.807,0.038,15.17,77969,139,2.352,0.339,0.850,8851406,1.06,11.68,0.001,0.033,0.000,8.0,16.3,21.9,92.9,70514,0.269,0.00,0.0008,0.043,547,0.643,0.000,0.764,0.292,3.83,3.19,7.03,0.00,0.000,1.04,1.06,1.08,0.656,0.00233,2.12,157.5359,7630.40,79372.8,140064.9,19.762,52.2997,154.100,196.470,0.827,0.272,6.5,10.362,78.675,141,304.3,32.13,8.879,48.557,841.2,41.826,0.135,2.00,9.4626,42014.0,0.7939,0.4067,15.88,0.997,0.099,1.0000,0.0000
30000,2856,2.478,0.780,8.79,249221,194311,23,36110,20361,1798153,1191669.5,2584883.8,0.095,0.599,0.119,0.187,101,27.97,34.79,0.55,2.54,3.17,8.42,0.02,0.56,14.98,10.82,0.01,0.23,0.035,0.092,1205,0.036,0.030,0.952,0.000,0.018,565393,459062,11,0.268,0.268,0.003,736404,0.201,2.936,0.055,15.21,188487,166,1.438,0.314,0.779,17355265,1.14,12.08,0.049,0.338,0.004,6.0,13.7,100.8,163.7,53496,0.204,0.00,0.0028,0.060,512,0.783,0.000,0.867,0.570,3.73,4.35,5.72,0.03,0.009,1.11,1.17,1.16,0.808,0.00670,3.52,283.4983,9237.56,87144.0,140064.9,73.648,146.5434,237.303,341.012,0.940,0.302,14.9,19.129,231.582,352,1035.5,74.40,9.117,149.683,2053.4,110.923,0.134,2.00,11.0136,31454.8,1.0317,0.5633,18.73,1.228,0.347,1.0000,0.0000
40000,2898,2.050,0.721,9.03,168996,150093,1,10995,7865,634434,530697.9,1266733.4,0.055,0.652,0.145,0.147,163,21.51,17.80,1.06,4.08,4.25,7.73,0.22,1.78,11.30,8.61,0.02,0.23,0.146,0.238,1469,0.050,0.019,0.948,0.000,0.033,229948,188001,2,0.789,0.192,0.026,270978,0.194,2.080,0.052,14.43,78825,139,1.997,0.346,0.733,10337156,1.29,11.31,0.010,0.399,0.010,5.8,17.1,42.2,162.6,48745,0.186,0.00,0.0016,0.065,364,0.708,0.000,0.762,0.317,4.04,3.89,6.84,0.11,0.044,1.17,1.33,1.40,0.722,0.00372,2.01,143.2680,7189.48,100536.1,140064.9,19.896,54.2633,140.471,195.000,0.884,0.345,9.3,10.781,78.085,424,1059.3,35.25,8.296,49.274,2978.4,40.161,0.135,2.00,7.0813,20521.5,0.7746,0.4865,16.82,1.171,0.181,1.0000,0.0000
50000,3790,2.080,0.724,12.26,360095,281680,19,49093,28411,1834113,1090667.6,2667243.5,0.101,0.650,0.144,0.104,81,22.41,21.36,0.53,2.26,3.36,7.06,0.19,1.54,11.07,8.72,0.02,0.29,0.085,0.160,1993,0.014,0.025,0.936,0.001,0.039,678027,534574,7,0.485,0.243,0.032,639206,0.194,2.100,0.052,15.40,276371,167,1.454,0.342,0.739,29454662,1.14,13.47,0.003,0.435,0.006,5.0,15.3,51.9,157.2,57388,0.219,0.00,0.0026,0.074,662,0.833,0.000,0.873,0.480,3.49,4.10,5.37,0.04,0.011,1.11,1.16,1.14,0.854,0.00363,4.01,288.1820,7973.94,93618.3,140064.9,79.241,144.3741,269.779,319.960,0.950,0.324,20.2,13.749,229.001,362,920.7,37.22,8.862,143.411,2449.3,103.595,0.134,2.00,6.5929,24987.0,0.8595,0.6350,15.14,1.370,0.474,1.0000,0.0000
60000,2341,2.679,0.648,7.53,182941,159874,0,15925,8591,1023083,546931.1,1382104.0,0.052,0.647,0.185,0.116,155,29.87,28.40,0.29,1.78,5.08,11.44,0.15,1.06,18.12,10.67,0.00,0.14,0.078,0.162,1114,0.035,0.033,0.947,0.000,0.020,241948,192322,1,0.380,0.620,0.026,393685,0.194,2.453,0.044,15.69,85792,121,1.351,0.362,0.746,9835846,1.07,9.16,0.079,0.322,0.001,7.9,18.6,88.7,130.2,55342,0.211,0.00,0.0013,0.065,348,0.666,0.000,0.747,0.301,4.52,5.01,6.69,0.02,0.006,1.05,1.09,1.07,0.690,0.00517,2.17,140.5050,7483.85,99725.3,140064.9,18.735,53.2068,146.224,201.482,0.857,0.340,14.3,12.114,77.978,219,513.6,66.89,9.008,49.024,2141.9,40.265,0.135,2.00,9.4140,22038.1,0.6972,0.4295,23.64,1.140,0.244,1.0000,0.0000
70000,5230,1.795,0.691,11.28,452799,333096,6,73312,43496,2778046,1164462.6,3298735.0,0.046,0.592,0.245,0.117,84,16.07,20.90,0.29,1.69,2.19,7.75,0.11,1.01,9.22,8.00,0.00,0.06,0.092,0.168,2617,0.042,0.020,0.937,0.006,0.037,864327,685229,3,0.483,0.153,0.027,665527,0.199,2.009,0.047,15.61,302133,135,1.187,0.377,0.823,26219426,1.10,16.17,0.018,0.529,0.001,3.8,10.7,26.5,128.0,61737,0.236,0.00,0.0024,0.063,939,0.748,0.001,0.871,0.486,3.04,4.73,4.24,0.01,0.003,1.08,1.11,1.11,0.785,0.00435,4.24,331.3547,8402.82,88185.2,140064.9,71.939,141.9845,308.352,372.531,0.973,0.298,22.5,22.746,232.338,262,622.1,61.09,8.621,150.275,1867.1,116.558,0.134,2.00,5.6348,29469.8,0.9866,0.5603,11.80,1.378,0.492,1.0000,0.0000
80000,5356,1.668,0.533,8.10,257293,231289,1,11819,14058,799886,553929.2,1624256.9,0.030,0.640,0.212,0.118,155,13.69,9.21,0.07,0.79,2.49,3.89,0.15,1.08,9.10,7.32,0.00,0.04,0.189,0.248,2708,0.019,0.024,0.940,0.002,0.035,331003,258703,3,0.993,0.003,0.043,963127,0.180,1.454,0.034,15.04,108464,114,2.031,0.435,0.845,12536215,1.02,14.46,0.001,0.431,0.000,4.2,12.0,24.4,118.8,63260,0.241,0.00,0.0011,0.066,677,0.619,0.000,0.755,0.268,3.30,4.93,4.47,0.02,0.009,1.01,1.03,1.02,0.644,0.00242,3.02,172.1404,6609.98,86500.2,140064.9,18.515,50.9409,179.954,204.913,0.868,0.300,11.8,12.973,77.345,181,381.8,29.54,7.293,49.038,1317.8,42.959,0.135,2.00,6.4273,34424.7,0.9555,0.5120,11.81,1.164,0.132,1.0000,0.0000
90000,5246,1.693,0.704,20.32,613235,484514,0,80618,48213,2575885,1048048.2,3105052.8,0.091,0.629,0.160,0.120,63,15.01,10.92,0.15,1.27,1.95,4.49,0.04,0.67,8.16,7.37,0.00,0.03,0.099,0.166,2338,0.021,0.022,0.946,0.002,0.031,928632,691914,2,0.382,0.589,0.007,857769,0.188,2.116,0.047,17.07,440403,135,1.205,0.416,0.795,36359895,1.05,16.20,0.000,0.456,0.000,4.0,13.0,26.9,104.0,54040,0.206,0.00,0.0024,0.073,919,0.744,0.000,0.863,0.351,2.81,4.24,4.07,0.01,0.003,1.06,1.07,1.05,0.783,0.00353,5.39,302.9706,8359.89,87875.6,140064.9,74.041,144.2687,334.802,335.813,0.952,0.306,17.6,18.508,230.365,232,566.8,42.13,8.694,145.572,2148.3,100.732,0.135,2.00,5.7552,30191.8,1.2276,0.6693,10.30,1.595,0.482,1.0000,0.0000
100000,3740,2.044,0.564,5.96,222542,206329,0,7688,10031,558659,554466.2,1478384.6,0.047,0.655,0.213,0.085,139,19.30,13.93,0.13,1.22,1.79,7.11,0.06,0.98,15.69,7.18,0.01,0.12,0.042,0.139,1023,0.046,0.032,0.947,0.000,0.021,280106,217713,2,0.941,0.051,0.008,281611,0.188,2.056,0.040,15.18,107660,143,2.646,0.384,0.816,12258361,1.02,10.37,0.021,0.156,0.002,8.0,17.5,27.2,101.0,66079,0.252,0.00,0.0009,0.053,546,0.649,0.000,0.749,0.258,3.88,4.43,6.48,0.03,0.008,1.01,1.03,1.03,0.666,0.00324,2.79,166.3897,7369.44,87447.9,140064.9,19.040,51.6132,170.179,174.837,0.920,0.301,12.1,12.123,77.350,119,271.1,75.38,7.475,48.601,1312.1,42.143,0.135,2.00,9.1628,34268.7,0.7613,0.5259,17.67,1.061,0.095,1.0000,0.0000
