step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density
5000,1,1883,14.0,0.2,0.7,0.3,12.3,0.0,1.05,13.4,703,96,4.13,5.99,756,719,408,0.0,1.03,1.08,1.06,3.25,5.15,4.24,27.9,1.029
5000,5,52,12.3,0.2,0.0,0.1,13.4,0.0,1.07,16.0,35,89,4.39,4.33,6,40,6,0.0,1.04,1.09,1.08,2.90,4.52,3.60,29.0,0.873
5000,2,8,42.5,0.0,3.1,1.6,26.9,0.0,1.00,8.5,8,283,42.87,73.46,5,3,0,0.0,1.00,1.00,1.00,4.88,6.00,5.75,22.2,1.380
5000,73,5,38.6,0.0,0.0,2.2,20.0,0.0,1.00,7.2,3,361,14.88,41.39,5,0,0,0.0,1.00,1.00,1.00,4.20,6.20,6.20,10.7,1.836
6000,1,2027,13.0,0.2,0.7,0.2,11.1,0.0,1.08,14.7,840,103,4.83,6.32,883,853,291,0.0,1.07,1.13,1.07,3.03,4.81,3.95,25.9,1.061
7000,1,2587,14.2,0.2,0.9,0.2,11.8,0.0,1.07,14.1,1003,118,5.03,7.37,1103,1059,425,0.0,1.06,1.10,1.07,3.17,4.75,4.27,26.9,1.070
7000,92,101,19.2,1.0,3.5,0.3,5.5,0.0,1.38,17.6,57,108,5.65,8.89,75,24,2,0.0,1.42,1.50,1.32,2.71,4.06,3.19,19.1,1.736
7000,93,54,108.3,0.3,37.5,0.2,18.3,0.2,1.03,0.6,41,103,5.85,48.99,27,22,5,0.3,1.04,1.00,1.04,6.80,7.83,7.93,22.4,1.912
8000,1,2205,15.1,0.4,2.2,0.2,10.5,0.0,1.13,14.6,1042,103,4.83,6.44,963,817,425,0.0,1.13,1.17,1.13,3.14,4.74,4.06,27.3,1.121
8000,93,45,103.6,0.2,31.0,1.9,20.9,0.3,1.06,0.9,32,85,5.60,32.13,22,15,8,0.3,1.07,1.00,1.08,6.82,7.82,7.84,23.9,1.940
8000,92,21,14.3,0.0,0.9,1.3,6.6,0.0,1.00,19.3,8,114,5.09,5.06,21,0,0,0.0,1.00,1.00,1.00,2.33,3.29,3.05,18.5,1.752
9000,1,2233,16.1,0.4,2.5,0.3,10.4,0.0,1.16,14.7,1111,104,5.32,7.40,956,822,455,0.0,1.13,1.19,1.16,3.14,4.64,4.13,27.0,1.152
9000,93,74,94.9,0.1,25.2,1.4,22.3,0.1,1.02,2.1,59,143,11.18,52.25,36,32,6,0.1,1.04,1.03,1.01,6.09,7.58,7.61,22.6,1.962
10000,1,2042,15.7,0.3,1.8,0.2,10.9,0.0,1.10,14.8,1012,108,5.50,6.81,857,788,397,0.0,1.07,1.12,1.11,3.13,4.67,4.04,27.3,1.172
10000,93,115,99.4,0.1,24.5,2.5,24.2,0.2,1.01,2.1,102,102,7.19,46.27,66,36,13,0.2,1.03,1.00,1.01,6.80,7.49,7.55,22.0,1.982
10000,134,10,89.6,0.0,9.0,0.4,38.3,0.0,1.00,3.4,10,129,15.12,34.79,6,3,1,0.0,1.00,1.00,1.00,6.10,7.20,7.10,25.0,1.890
11000,1,2534,16.0,0.3,2.1,0.2,10.4,0.0,1.09,15.0,1251,113,4.87,7.78,1232,883,419,0.0,1.07,1.12,1.08,3.11,4.85,3.79,25.8,1.212
11000,93,62,100.9,0.0,19.8,4.4,28.7,0.0,1.00,1.4,52,160,15.26,57.50,30,24,8,0.0,1.00,1.00,1.00,6.87,7.73,7.61,25.5,1.990
12000,1,1079,13.8,0.4,0.4,0.2,11.9,0.0,1.11,14.3,533,109,5.51,6.24,464,322,293,0.0,1.06,1.15,1.12,3.18,4.88,4.13,29.3,1.050
12000,93,243,95.5,0.2,21.9,3.4,23.9,0.2,1.03,2.0,189,163,16.63,57.72,144,86,13,0.2,1.06,1.00,1.04,6.42,7.49,7.65,21.6,1.992
13000,1,1547,13.7,0.4,0.5,0.2,11.6,0.0,1.12,14.5,674,108,5.41,6.60,635,534,378,0.0,1.11,1.16,1.11,3.15,4.89,3.99,28.7,1.056
13000,93,223,94.2,0.0,25.7,0.9,21.0,0.0,1.00,2.4,192,170,15.44,67.77,118,69,36,0.0,1.00,1.00,1.00,6.10,7.38,7.58,25.5,1.994
14000,1,1345,13.2,0.4,0.4,0.2,11.3,0.0,1.13,14.8,537,91,4.45,5.10,571,454,320,0.0,1.13,1.18,1.12,3.14,4.81,3.88,28.3,1.051
14000,93,276,97.4,0.1,24.5,2.1,22.9,0.2,1.02,2.3,226,108,8.32,52.54,129,105,42,0.2,1.04,1.01,1.02,6.44,7.55,7.46,25.7,1.999
15000,1,1667,14.3,0.6,0.5,0.2,11.9,0.0,1.20,14.3,687,104,5.24,6.42,819,574,274,0.0,1.17,1.27,1.19,3.24,4.83,4.16,25.3,1.041
15000,93,216,99.2,2.1,25.5,2.1,19.0,1.4,1.44,2.1,191,118,7.89,54.17,118,61,37,1.4,1.67,1.10,1.53,6.61,7.74,7.50,24.0,1.999
16000,1,1226,12.2,0.3,0.2,0.1,10.9,0.0,1.10,15.1,471,112,5.53,6.45,443,497,286,0.0,1.09,1.13,1.09,3.03,4.67,3.89,28.6,1.035
16000,177,1131,17.9,0.1,3.3,0.3,8.3,0.0,1.03,16.1,563,123,5.43,8.84,562,375,194,0.0,1.02,1.03,1.03,2.92,5.25,2.87,26.6,1.508
16000,93,166,102.2,3.1,25.4,1.3,18.9,1.3,1.60,2.4,140,150,11.54,62.46,99,56,11,1.4,1.90,1.21,1.67,6.42,7.41,7.52,21.8,2.000
17000,1,1465,12.8,0.3,0.4,0.4,11.2,0.0,1.11,14.7,572,115,5.25,6.38,585,540,340,0.0,1.09,1.16,1.10,3.12,4.81,4.01,28.8,1.037
17000,177,871,14.7,0.0,2.3,0.2,7.1,0.0,1.01,17.2,382,135,4.83,8.28,463,350,58,0.0,1.02,1.01,1.01,2.64,5.22,2.31,22.7,1.545
17000,93,148,84.5,1.1,20.8,1.3,18.5,0.6,1.27,3.7,134,272,27.25,89.14,87,57,4,0.6,1.39,1.07,1.33,6.19,7.23,7.32,20.4,1.999
18000,1,1393,11.9,0.3,0.4,0.1,10.3,0.0,1.10,15.6,568,133,5.46,7.72,608,511,274,0.0,1.09,1.16,1.10,2.99,4.64,3.78,26.9,1.046
18000,177,1387,15.9,0.0,2.8,0.4,7.2,0.0,1.01,16.7,560,121,4.20,8.22,638,580,169,0.0,1.02,1.02,1.01,2.75,5.42,2.40,24.9,1.558
18000,93,63,89.1,0.7,22.2,5.2,18.3,0.6,1.14,3.0,55,231,21.04,78.44,26,37,0,0.6,1.22,1.03,1.17,6.38,7.33,7.27,23.6,2.000
19000,177,1688,13.8,0.1,2.3,0.2,6.3,0.0,1.03,17.8,626,131,4.21,8.34,771,731,186,0.0,1.03,1.03,1.03,2.57,5.15,2.13,25.1,1.588
19000,1,1661,12.0,0.2,0.3,0.2,10.7,0.0,1.07,15.3,653,132,5.52,7.53,650,626,385,0.0,1.06,1.09,1.07,3.08,4.87,3.70,28.3,1.048
19000,93,29,91.5,1.2,28.8,11.7,8.8,0.9,1.17,2.5,26,120,11.14,46.40,13,15,1,0.9,1.40,1.01,1.15,6.52,7.55,7.48,24.7,1.993
20000,177,1913,13.8,0.1,2.1,0.2,6.1,0.0,1.02,17.7,717,133,3.81,8.36,796,927,190,0.0,1.03,1.03,1.02,2.54,5.34,2.06,25.2,1.640
20000,1,1496,11.5,0.2,0.3,0.3,10.2,0.0,1.06,15.5,600,128,5.19,6.87,613,508,375,0.0,1.05,1.08,1.05,3.04,4.72,3.72,28.4,1.043
21000,1,1932,11.8,0.2,0.3,0.2,10.5,0.0,1.07,15.2,634,116,4.91,6.41,781,793,358,0.0,1.06,1.10,1.07,3.08,4.83,3.68,27.1,1.037
21000,177,926,16.0,0.1,2.4,0.3,6.7,0.0,1.05,16.6,486,155,5.42,9.26,512,367,47,0.0,1.04,1.07,1.05,2.76,5.64,2.27,21.8,1.693
21000,219,104,89.6,0.9,23.7,2.6,18.0,0.5,1.15,2.9,90,199,14.32,70.37,36,54,14,0.5,1.30,1.03,1.13,6.39,7.26,7.50,27.2,2.000
22000,1,2223,11.6,0.3,0.3,0.2,10.3,0.0,1.09,15.4,725,122,5.02,6.86,946,820,457,0.0,1.08,1.13,1.08,3.01,4.78,3.64,27.4,1.028
22000,177,578,14.3,0.0,2.4,0.2,6.1,0.0,1.02,17.4,276,129,4.39,7.85,276,251,51,0.0,1.02,1.02,1.02,2.63,5.39,2.05,23.9,1.679
22000,219,225,93.7,0.9,26.9,3.2,16.5,0.5,1.18,2.2,202,135,9.67,59.72,117,92,16,0.6,1.29,1.06,1.20,6.24,7.46,7.56,22.3,2.000
23000,1,2173,12.3,0.4,0.4,0.2,10.4,0.0,1.11,15.3,767,110,4.52,6.49,852,889,432,0.0,1.10,1.16,1.10,3.00,4.75,3.74,27.8,1.041
23000,177,464,10.7,0.1,1.3,0.2,4.5,0.0,1.03,18.9,150,114,2.50,6.79,267,189,8,0.0,1.05,1.04,1.02,2.29,5.25,1.49,19.9,1.739
23000,219,129,100.9,1.8,32.3,1.9,13.5,0.8,1.36,2.0,111,131,7.43,66.57,73,47,9,0.9,1.58,1.08,1.40,6.71,7.54,7.53,21.3,2.000
23000,234,12,90.5,5.2,22.6,0.0,12.3,1.2,1.71,5.3,12,124,17.85,58.22,12,0,0,1.2,2.64,1.00,1.60,4.58,6.83,6.92,10.8,2.000
