step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density
5000,28,1154,15.2,0.4,0.2,0.3,15.9,0.0,1.08,11.8,457,96,4.68,6.60,587,321,246,0.0,1.02,1.12,1.09,3.70,3.36,6.96,26.8,0.900
5000,1,496,52.0,6.0,9.9,0.1,17.0,1.3,2.40,7.7,272,138,9.19,25.04,234,217,45,2.1,2.88,1.34,2.75,5.05,5.25,6.98,25.0,1.271
5000,15,187,18.4,0.2,0.8,0.2,17.2,0.0,1.05,10.0,115,139,8.43,10.86,38,45,104,0.0,1.06,1.05,1.05,3.86,4.37,6.86,37.8,0.969
5000,20,42,11.0,0.2,0.0,0.0,8.8,0.0,1.11,17.7,29,214,13.02,12.54,27,15,0,0.0,1.11,1.09,1.12,2.52,2.81,4.64,23.2,1.178
5000,11,18,9.1,0.0,0.2,0.0,8.8,0.0,1.00,18.2,13,115,3.19,5.32,0,2,16,0.0,1.00,1.00,1.00,2.17,2.83,4.06,40.5,0.997
5000,2,15,30.6,0.0,6.6,0.0,11.3,0.0,1.00,12.1,13,208,14.45,14.34,4,5,6,0.0,1.00,1.00,1.00,3.07,6.53,3.93,36.7,1.705
5000,4,11,19.3,0.0,0.0,0.6,17.5,0.0,1.00,11.8,9,362,29.10,17.37,5,6,0,0.0,1.00,1.00,1.00,3.73,4.64,6.09,27.0,1.086
5000,14,10,8.9,0.0,0.6,0.0,8.8,0.0,1.00,17.6,8,153,5.39,6.10,1,9,0,0.0,1.00,1.00,1.00,3.20,2.30,5.10,30.5,0.942
6000,28,1212,14.9,0.4,0.2,0.3,15.6,0.0,1.12,11.8,492,110,5.75,7.36,528,385,299,0.0,1.05,1.14,1.15,3.71,3.27,7.08,29.3,0.895
6000,1,561,57.0,6.4,11.0,0.1,18.4,1.4,2.53,6.5,321,151,13.27,29.12,255,222,84,2.2,2.95,1.52,2.93,5.35,5.61,7.35,27.5,1.313
6000,15,82,15.7,0.1,0.3,0.1,15.5,0.0,1.05,12.2,52,88,4.64,5.77,20,42,20,0.0,1.05,1.05,1.05,3.65,4.45,5.78,32.5,0.965
6000,2,35,15.6,0.0,0.1,0.0,10.2,0.0,1.00,18.5,18,170,8.12,9.81,0,0,35,0.0,1.00,1.00,1.00,2.57,3.20,3.57,43.7,1.506
6000,20,21,8.5,0.0,0.0,0.0,7.6,0.0,1.00,18.6,11,193,7.34,10.85,21,0,0,0.0,1.00,1.00,1.00,2.67,2.38,4.33,19.4,1.112
6000,95,9,11.5,0.9,0.0,0.0,6.7,0.0,1.37,18.9,7,198,5.60,6.86,6,3,0,0.0,1.83,1.00,1.36,2.44,5.00,3.00,24.4,1.360
7000,28,1790,23.0,1.3,2.5,0.2,16.1,0.3,1.32,11.2,773,132,8.94,13.81,866,650,274,0.4,1.36,1.15,1.40,3.99,3.80,6.77,27.1,1.001
7000,118,235,54.3,0.4,14.0,1.9,14.9,0.0,1.06,4.2,197,128,11.22,29.30,76,90,69,0.1,1.03,1.08,1.07,4.82,7.34,6.92,31.0,1.773
7000,116,68,8.1,1.0,2.8,0.0,2.2,1.5,1.59,19.3,26,78,1.06,5.47,24,40,4,1.5,2.27,1.22,1.55,2.21,4.66,1.99,29.2,1.146
7000,15,20,26.0,3.2,0.0,0.0,16.0,0.0,2.03,10.8,18,114,6.61,11.03,11,4,5,0.0,1.81,2.15,2.17,3.85,4.35,6.35,30.1,1.141
