step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density
5000,4,2184,25.9,4.4,3.5,0.2,13.1,0.6,2.13,12.0,986,190,14.87,25.00,1223,647,314,0.6,2.45,1.27,2.49,3.88,4.90,5.14,25.9,1.037
5000,7,201,12.5,0.2,0.0,0.0,10.6,0.0,1.07,15.6,87,188,10.10,12.55,119,58,24,0.0,1.04,1.07,1.18,2.84,4.77,3.51,25.4,1.139
5000,34,90,21.9,0.0,0.2,0.1,18.6,0.0,1.00,13.3,40,175,9.55,12.85,34,30,26,0.0,1.00,1.00,1.00,3.77,4.13,5.23,31.1,1.142
5000,14,88,11.3,0.0,0.0,0.4,12.5,0.0,1.00,13.4,52,154,8.21,9.72,42,28,18,0.0,1.00,1.00,1.00,3.03,5.72,3.65,27.6,0.904
5000,15,85,14.2,0.7,0.6,0.0,11.1,0.0,1.25,16.2,46,148,4.85,10.46,71,12,2,0.0,1.11,1.42,1.24,3.14,4.27,3.65,17.9,1.065
5000,22,59,6.6,0.0,0.0,0.0,5.6,0.0,1.00,21.4,16,343,17.29,9.98,45,14,0,0.0,1.00,1.00,1.00,2.03,3.44,1.86,20.7,1.184
5000,51,51,7.0,0.0,0.0,0.0,7.9,0.0,1.00,18.5,12,85,5.15,3.88,21,28,2,0.0,1.00,1.00,1.00,2.33,3.27,3.55,26.7,0.879
5000,16,50,12.4,1.8,0.0,0.0,7.2,0.0,1.93,19.5,17,308,12.79,14.07,25,24,1,0.0,2.14,2.14,1.65,2.58,2.72,3.52,26.6,1.150
5000,21,40,8.5,0.1,0.0,0.1,8.1,0.0,1.01,19.7,15,186,6.51,10.44,16,24,0,0.0,1.02,1.00,1.01,2.22,3.17,3.00,26.1,1.020
5000,29,37,3.3,0.0,0.0,0.0,3.7,0.0,1.00,24.2,5,171,6.78,4.16,34,3,0,0.0,1.00,1.00,1.00,1.65,1.95,1.95,22.1,0.895
5000,10,28,13.3,0.0,0.0,1.1,13.4,0.0,1.00,14.3,18,205,11.89,16.11,28,0,0,0.0,1.00,1.00,1.00,2.82,3.21,5.64,15.2,0.939
