step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std
10000,3303,2.133,0.759,7.66,363725,282386,28,51429,27999,2100420,1363782.6,3071420.5,0.143,0.542,0.164,0.152,75,22.14,21.50,2.33,5.90,2.76,7.09,0.13,1.14,12.37,8.46,0.44,1.34,0.057,0.128,1468,0.019,0.025,0.953,0.001,0.022,813361,659857,9,0.199,0.563,0.022,1549366,0.168,2.649,0.054,18.84,240096,153,1.462,0.342,0.746,23051670,1.61,13.77,0.056,0.370,0.111,5.5,14.1,58.2,153.5,58090,0.222,0.00,0.0033,0.079,505,0.804,0.001,0.874,0.562,3.56,4.60,4.68,0.45,0.113,1.73,1.22,1.83,0.829,0.00488,2.87,371.6005,8746.05,89183.9,140064.9,79.638,178.4212,314.204,453.444,0.954,0.310,20.8,16.129,261.539,435,1099.9,107.31,30.750,166.793,2148.6,122.085,0.134,2.00,9.0591,29922.3,1.0704,0.5496,17.59,1.186,0.228,1.0000,0.0000
14803,0,-0.000,0.154,-0.00,62850,56811,5,6450,2887,367761,192706.2,479270.3,0.046,0.656,0.171,0.127,362,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,-0.000,0,0.000,0.000,0.000,0.000,0.000,79232,58400,1,0.000,0.000,0.000,124536,0.118,0.809,0.011,6.26,26392,134,1.303,0.348,0.000,2921396,-0.00,-0.00,0.000,0.000,0.000,0.0,0.0,0.0,0.0,0,0.000,0.00,19.2706,0.000,0,0.568,0.000,0.733,0.294,-0.00,-0.00,-0.00,-0.00,-0.000,-0.00,-0.00,-0.00,0.594,5.24938,0.46,49.1860,37.31,137536.0,140064.9,6.162,22.7237,50.831,90.503,0.690,0.433,0.0,5.251,28.284,339,1604.3,18.02,4.417,16.879,38.4,13.236,0.135,1.99,-0.0000,-0.0,-0.0000,0.4550,-0.00,-0.000,-0.000,0.0019,0.0000
