step,nodes (8 by 8, row by row)
1000,2.390,-0.107,0.115,-0.927,-2.671,0.746,0.021,0.649,2.418,1.069,0.075,-1.893,0.203,-0.945,-0.222,-1.035,0.042,-1.044,-0.986,-0.715,0.765,1.248,0.554,0.805,-1.078,-0.856,-0.436,-0.383,0.364,-1.200,-0.741,1.028,-0.374,-0.067,0.833,1.622,0.396,0.261,-0.521,0.416,0.534,-1.162,1.179,1.478,1.151,2.604,-0.513,0.699,-2.630,0.288,-1.400,0.658,0.729,0.716,0.593,0.831,-0.383,1.982,-1.779,-0.429,-0.718,-0.572,0.790,-1.390
2000,1.940,0.409,0.064,-1.200,-2.183,0.083,1.055,0.001,1.570,1.272,1.230,-0.705,-0.607,0.578,0.225,-1.140,0.233,-0.616,-0.316,-0.121,0.599,1.396,0.908,0.274,-1.184,-0.638,1.025,-0.278,0.269,-0.738,-0.278,1.305,-0.038,-0.170,-0.112,1.201,-0.673,0.666,-0.206,0.104,2.124,0.415,0.037,0.787,-0.699,1.301,0.484,0.817,-0.901,1.548,0.365,-0.978,-1.134,0.800,0.535,0.493,0.355,1.877,-1.319,0.052,0.731,-0.838,1.433,-1.077
3000,0.446,1.206,0.120,-1.773,-0.624,0.164,1.089,0.290,1.429,1.048,1.440,-0.831,0.010,0.703,0.043,-0.316,1.419,-0.468,-0.538,-0.016,0.476,1.181,1.190,0.615,-0.098,0.443,0.939,0.615,0.098,-0.740,-0.922,2.220,-0.806,0.180,0.242,0.122,-0.011,0.133,0.359,0.519,1.275,-0.439,-0.002,-0.705,0.572,-0.244,0.281,-0.339,-1.621,0.697,-0.242,-0.349,-0.146,0.654,0.427,-0.296,1.150,0.985,0.316,0.420,-0.427,-0.197,1.976,-0.216
4000,0.080,0.636,-0.002,-2.011,-0.537,-0.447,0.898,0.444,1.112,1.073,1.094,-1.071,0.882,0.220,-0.765,-0.585,2.269,-0.106,-0.557,-1.039,1.281,1.672,1.916,-0.333,-0.657,0.784,-0.453,0.403,0.078,-1.403,-1.380,1.872,-0.570,-0.281,0.557,0.864,0.740,1.049,0.843,-0.345,0.874,0.292,-1.430,-1.277,1.695,1.171,-0.738,-0.485,-0.420,-0.168,-0.700,-0.538,-1.293,0.469,1.162,-0.464,1.655,0.706,0.362,-0.798,0.466,-0.869,1.494,0.108
5000,0.516,0.008,0.129,-1.265,-0.989,-0.717,0.160,0.193,1.361,1.079,2.028,-1.029,-0.258,0.274,-0.130,-1.154,0.346,0.857,0.327,-0.629,0.433,2.464,1.734,0.151,-0.848,1.293,-0.262,-0.192,-0.541,-1.580,-1.507,0.570,0.193,-1.665,0.649,1.034,0.977,0.358,0.467,-1.484,1.932,0.432,-0.837,-0.266,1.202,1.057,-1.218,0.375,-0.583,-0.007,-0.954,0.969,-0.162,0.200,0.814,-0.412,0.609,0.489,-1.654,1.019,1.007,-0.643,2.043,0.341
6000,0.680,0.120,-0.063,-0.470,-0.703,-0.820,-0.796,-0.360,2.127,1.179,1.069,-1.567,0.050,0.108,0.309,-0.532,0.226,-0.710,0.667,-0.544,0.525,3.000,1.818,0.231,-0.387,1.315,-0.973,-0.482,0.047,-0.475,-0.617,0.862,0.738,-1.390,0.962,-0.593,0.836,0.257,0.127,-1.977,1.126,0.495,-2.170,-0.496,1.482,1.252,-1.052,0.798,0.412,-1.037,-0.832,1.764,-1.456,0.356,1.011,-0.839,-0.598,0.434,-0.300,-0.023,-1.118,0.157,1.714,0.614
7000,-0.778,-0.558,-0.542,-0.003,-1.170,-1.034,-1.509,-0.725,1.668,0.987,0.595,-1.349,0.128,0.160,0.100,-1.011,0.269,-0.649,0.264,-0.996,1.791,2.353,1.243,-0.078,-0.976,0.521,-0.611,0.064,-1.174,0.605,-0.737,1.568,0.196,-1.320,1.120,0.737,-0.315,-0.171,0.286,-2.258,0.239,0.579,-2.232,-0.179,0.132,-0.735,-0.638,0.992,0.862,-0.030,-1.289,0.491,-1.709,0.444,0.725,-0.641,0.885,0.004,-0.238,-0.803,-1.508,-0.318,0.913,1.306
8000,-0.753,-0.409,0.036,0.637,-0.003,-1.697,-0.356,0.194,1.241,0.571,1.186,-0.894,-0.258,-0.618,-0.210,-1.517,0.900,-0.203,0.380,-1.251,0.691,0.939,1.466,-0.327,1.007,1.338,-1.550,-0.244,-1.537,-0.015,-0.443,0.759,-0.008,-0.082,0.680,-0.342,0.663,-0.883,-0.252,-0.156,-0.053,0.291,-1.759,0.443,0.557,-0.638,0.855,0.774,0.684,0.025,-0.422,-0.641,-1.346,0.205,0.727,-0.496,0.165,0.635,0.290,0.361,-2.036,-0.505,0.422,1.081
9000,-1.183,0.083,-1.587,0.098,0.150,-1.660,0.441,-0.061,0.724,0.253,1.361,-2.545,-0.317,0.016,0.237,-0.820,0.566,0.786,-1.700,-0.989,0.157,0.915,0.677,-0.946,0.946,0.676,-0.520,-0.541,-1.835,-0.213,0.574,0.241,-0.413,-0.088,0.649,-1.176,0.835,-1.644,-0.852,0.234,-0.719,-0.138,-1.270,0.966,-0.512,-0.504,1.329,0.242,-0.324,0.561,-0.909,-0.733,0.269,0.892,0.428,-0.306,0.719,-0.247,0.080,0.376,-1.458,-0.826,-0.020,0.447
10000,-1.173,-0.260,-0.363,0.649,0.496,-0.937,1.655,0.428,-0.756,-0.436,1.533,-1.953,-0.689,-0.962,-0.053,-0.527,-0.426,0.971,-2.135,-0.564,0.488,0.230,2.096,-1.569,1.441,0.331,-1.001,-1.159,-2.229,-0.744,1.589,0.681,-0.821,0.078,-0.503,-1.288,0.636,-0.902,-1.170,-0.035,-1.428,-0.440,-1.027,0.102,0.496,-1.010,0.378,-0.089,-0.162,1.146,0.202,-0.911,1.303,0.495,0.923,0.483,0.118,0.675,1.572,1.247,-1.501,-0.788,1.052,1.128
