step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std
110000,2314,2.738,0.575,12.29,218521,174700,0,38924,4653,1815180,908140.8,1962051.1,0.010,0.703,0.149,0.137,84,35.22,43.63,0.25,2.22,4.14,8.98,0.22,1.65,18.01,13.94,0.04,0.41,0.053,0.122,902,0.045,0.047,0.930,0.000,0.023,326109,250871,4,0.773,0.113,0.053,963650,0.177,2.251,0.041,16.68,130973,105,1.081,0.380,0.663,12023898,1.07,10.72,0.138,0.299,0.011,5.9,15.2,128.0,234.0,52366,0.200,0.00,0.0022,0.066,502,0.640,0.001,0.778,0.367,4.06,5.49,5.18,0.05,0.013,1.09,1.09,1.06,0.669,0.01141,2.57,194.8357,6433.95,98438.8,139958.7,47.755,87.0944,201.840,408.771,0.897,0.286,24.7,26.395,156.272,257,686.2,59.83,11.555,96.838,1888.6,77.316,0.135,2.00,10.4179,24107.0,0.6901,0.4103,22.63,1.243,0.396,1.0000,0.9110
120000,2313,2.832,0.633,12.21,211522,168355,1,38745,4422,1871699,912854.8,1954425.1,0.011,0.704,0.141,0.144,86,36.24,43.52,0.24,1.70,4.60,10.31,0.32,2.32,18.11,14.39,0.03,0.38,0.056,0.123,977,0.032,0.054,0.927,0.000,0.019,323497,254247,6,0.777,0.074,0.061,1050903,0.170,2.558,0.044,16.75,126511,107,1.044,0.375,0.645,11850199,1.06,10.63,0.139,0.323,0.006,6.4,15.4,128.0,170.0,53835,0.205,0.00,0.0022,0.074,538,0.651,0.001,0.774,0.382,4.09,5.59,5.14,0.03,0.008,1.04,1.08,1.05,0.682,0.01132,2.49,194.0998,7403.68,98320.2,139958.7,46.276,88.8856,199.310,386.709,0.937,0.300,27.4,26.177,156.137,280,698.8,78.72,11.552,98.328,1801.4,77.633,0.135,2.00,9.9495,23013.2,0.6587,0.4015,23.27,1.264,0.400,1.0000,0.9764
130000,2214,3.124,0.569,12.59,210920,170165,0,36677,4177,2030375,941655.1,2064644.0,0.011,0.705,0.135,0.148,87,40.62,45.41,0.24,2.04,4.57,9.59,0.24,1.37,20.96,14.46,0.01,0.21,0.051,0.109,868,0.054,0.042,0.938,0.000,0.019,334825,267975,3,0.756,0.090,0.058,896246,0.171,2.102,0.041,16.78,121141,107,1.017,0.368,0.681,12060879,1.05,9.39,0.172,0.313,0.003,7.9,19.1,128.0,216.0,57571,0.220,0.00,0.0020,0.079,482,0.661,0.001,0.775,0.402,4.37,5.70,5.64,0.03,0.008,1.03,1.07,1.05,0.694,0.01260,2.50,202.6551,6702.71,98937.8,139958.7,43.596,89.9093,208.088,446.802,0.919,0.304,27.0,27.899,157.151,239,506.4,49.10,11.814,100.971,1667.4,80.449,0.136,2.00,10.3669,22952.2,0.6014,0.3864,26.00,1.270,0.418,1.0000,1.0399
140000,1971,3.202,0.630,13.13,199609,160565,1,35343,3943,2005943,929427.9,1992345.5,0.012,0.705,0.138,0.146,89,41.74,46.85,0.26,2.22,5.12,10.21,0.21,1.22,20.56,14.75,0.01,0.18,0.058,0.118,820,0.086,0.049,0.931,0.000,0.020,315675,252438,5,0.737,0.016,0.056,1438639,0.171,2.327,0.045,16.72,118201,105,0.993,0.382,0.673,10962137,1.07,9.53,0.187,0.308,0.004,7.3,18.2,128.0,210.0,51533,0.197,0.00,0.0023,0.073,377,0.644,0.001,0.774,0.402,4.37,5.67,5.61,0.03,0.009,1.06,1.09,1.07,0.679,0.01433,2.65,196.9914,6942.36,99500.5,139958.7,45.378,87.6255,202.089,450.602,0.936,0.326,29.8,28.240,155.907,315,795.3,58.98,11.453,99.094,2184.7,79.088,0.134,2.00,11.2367,22147.6,0.6055,0.3741,26.15,1.291,0.425,1.0000,0.9826
150000,2014,3.247,0.592,13.91,203708,163369,1,36074,4221,1944500,914079.2,1958875.9,0.012,0.695,0.141,0.152,89,43.95,47.57,0.22,1.75,5.54,10.97,0.32,2.07,21.05,14.85,0.02,0.36,0.055,0.109,799,0.120,0.056,0.931,0.000,0.013,319162,257326,5,0.712,0.144,0.068,1432432,0.168,2.291,0.043,15.72,118170,104,1.007,0.377,0.656,11029709,1.05,9.27,0.199,0.308,0.006,8.3,17.9,128.0,202.0,54654,0.208,0.00,0.0022,0.074,490,0.645,0.001,0.779,0.396,4.51,5.76,5.65,0.04,0.009,1.05,1.07,1.05,0.680,0.01353,2.57,194.6333,6625.87,100215.1,139958.7,46.645,87.4438,199.204,400.980,0.937,0.309,27.4,27.253,155.656,276,706.5,41.23,10.900,98.900,1987.8,78.587,0.134,2.00,10.7760,21702.8,0.5957,0.3783,27.14,1.318,0.436,1.0000,1.1888
160000,2219,2.969,0.621,12.70,214653,170839,0,38757,4852,2034514,931188.2,2029827.1,0.013,0.691,0.143,0.153,88,38.69,45.23,0.18,1.36,5.18,11.25,0.23,1.67,18.95,14.27,0.00,0.08,0.057,0.123,887,0.061,0.045,0.932,0.000,0.023,327013,261673,5,0.751,0.064,0.063,1361895,0.170,2.220,0.048,16.77,124552,104,0.998,0.377,0.644,11367656,1.05,10.16,0.172,0.327,0.002,6.3,16.6,128.0,148.0,54445,0.208,0.00,0.0022,0.083,468,0.640,0.001,0.781,0.379,4.26,5.58,5.38,0.01,0.004,1.03,1.06,1.06,0.675,0.01298,2.69,198.3840,6882.09,100228.3,139958.7,44.642,87.7006,206.838,431.106,0.981,0.304,35.2,28.805,156.642,311,796.1,46.98,11.316,99.736,2117.2,79.457,0.136,2.00,9.5601,21213.8,0.6015,0.3813,24.54,1.271,0.414,1.0000,1.3329
170000,2231,3.026,0.581,12.64,211570,168543,1,38433,4581,2099804,939569.9,2031864.8,0.013,0.705,0.139,0.144,87,39.19,44.94,0.34,2.61,4.71,9.78,0.20,1.74,19.80,13.94,0.02,0.29,0.051,0.116,842,0.069,0.051,0.926,0.000,0.023,324911,258036,4,0.760,0.117,0.037,1055392,0.175,2.277,0.043,17.03,124222,103,0.968,0.384,0.674,11573360,1.10,9.77,0.163,0.291,0.004,6.7,17.3,128.0,244.0,55890,0.213,0.00,0.0021,0.076,473,0.646,0.001,0.776,0.383,4.26,5.58,5.57,0.02,0.006,1.09,1.11,1.10,0.681,0.01302,2.53,197.8631,6723.63,98336.6,139958.7,43.545,88.5317,206.720,482.414,0.937,0.323,23.6,29.044,156.958,231,584.5,54.93,12.063,100.734,1840.3,80.010,0.135,2.00,10.5661,23573.0,0.6174,0.3751,25.05,1.262,0.417,1.0000,1.1770
180000,2086,3.040,0.653,12.96,213757,170229,0,38831,4842,2113293,953137.2,2086342.8,0.013,0.693,0.142,0.153,87,41.33,46.66,0.21,1.67,5.27,10.31,0.28,1.83,20.08,14.72,0.01,0.22,0.061,0.125,815,0.179,0.039,0.943,0.000,0.017,336232,270707,8,0.733,0.087,0.065,1329711,0.165,2.534,0.047,16.28,124255,104,0.987,0.381,0.708,11604342,1.05,9.87,0.182,0.337,0.005,6.3,16.6,128.0,200.0,53884,0.206,0.00,0.0023,0.076,516,0.648,0.001,0.783,0.397,4.37,5.54,5.56,0.02,0.006,1.04,1.06,1.05,0.684,0.01385,2.55,204.6479,7416.28,98487.9,139958.7,42.243,90.1603,209.943,479.555,0.923,0.325,29.6,28.899,156.823,257,710.5,51.49,11.239,102.760,2166.1,82.239,0.134,2.00,10.8669,22668.4,0.6315,0.3773,25.83,1.296,0.423,1.0000,0.6100
190000,2337,2.923,0.586,12.10,216181,169952,0,41201,4777,2107548,946784.3,2059725.8,0.013,0.694,0.142,0.150,88,37.42,43.83,0.14,1.28,4.90,10.46,0.33,1.84,18.79,13.70,0.02,0.31,0.058,0.120,850,0.209,0.051,0.930,0.000,0.019,335981,270235,6,0.769,0.032,0.063,1269960,0.170,2.265,0.043,16.34,124409,104,0.977,0.378,0.667,11460467,1.05,10.35,0.157,0.313,0.003,7.3,15.6,128.0,148.0,56471,0.215,0.00,0.0022,0.065,512,0.641,0.001,0.787,0.390,4.19,5.53,5.32,0.02,0.005,1.05,1.05,1.05,0.677,0.01246,2.64,200.2373,6679.76,97624.5,139958.7,42.681,89.3175,207.850,450.575,0.925,0.311,28.8,29.116,156.601,227,555.6,47.02,11.063,102.184,2016.1,81.457,0.135,2.00,10.3219,24122.3,0.6208,0.3804,24.16,1.261,0.401,1.0000,1.0937
200000,2106,3.054,0.632,12.20,212627,167523,1,40641,4693,2092839,935018.6,2022037.8,0.013,0.699,0.139,0.150,84,40.20,45.37,0.20,1.82,5.01,10.43,0.29,2.51,20.18,14.37,0.02,0.30,0.057,0.119,803,0.187,0.036,0.944,0.000,0.020,327788,268970,3,0.755,0.019,0.055,1720901,0.161,2.291,0.046,16.59,115392,102,0.966,0.385,0.710,11201662,1.05,9.54,0.176,0.320,0.006,7.3,16.5,128.0,216.0,54071,0.206,0.00,0.0022,0.068,432,0.636,0.001,0.779,0.386,4.37,5.75,5.51,0.03,0.007,1.05,1.05,1.05,0.672,0.01386,2.67,197.0695,7027.14,99017.9,139958.7,43.992,88.1334,204.733,408.107,0.913,0.318,29.2,29.188,156.406,285,771.1,50.69,11.327,100.593,2160.5,79.956,0.135,2.00,10.6542,22437.8,0.6174,0.3741,25.67,1.277,0.410,1.0000,1.8323
210000,2320,2.813,0.560,11.51,207956,164777,0,38303,4662,2040833,932837.9,2011816.5,0.014,0.703,0.135,0.148,87,37.44,43.11,0.21,2.10,4.41,10.07,0.32,1.99,19.77,13.80,0.01,0.16,0.049,0.116,787,0.184,0.050,0.934,0.000,0.016,325916,264795,3,0.784,0.089,0.076,1222786,0.168,2.245,0.039,15.90,116485,103,0.986,0.384,0.663,11224196,1.06,9.80,0.159,0.273,0.002,7.3,16.6,128.0,164.0,57359,0.219,0.00,0.0020,0.055,548,0.643,0.000,0.782,0.395,4.29,5.67,5.47,0.01,0.004,1.05,1.09,1.06,0.678,0.01226,2.63,198.0192,6342.43,97905.4,139958.7,44.626,88.0188,203.085,454.190,0.967,0.327,27.4,28.449,155.943,229,603.2,53.59,10.863,100.676,1864.4,80.287,0.134,2.00,10.5956,24581.9,0.6077,0.3736,24.72,1.248,0.393,1.0000,0.9524
220000,2141,3.077,0.582,13.31,206874,163973,1,38204,4875,2037895,938921.4,1999430.8,0.015,0.703,0.130,0.152,88,41.25,46.73,0.31,1.99,4.79,9.72,0.27,1.96,20.18,15.10,0.03,0.34,0.054,0.116,753,0.184,0.050,0.936,0.000,0.014,318905,254182,5,0.737,0.077,0.062,1524634,0.163,2.369,0.042,16.60,116331,102,0.981,0.387,0.659,11203877,1.08,9.98,0.181,0.291,0.009,8.0,15.6,128.0,182.0,54709,0.209,0.00,0.0022,0.071,482,0.640,0.001,0.783,0.387,4.30,5.65,5.38,0.04,0.014,1.08,1.11,1.07,0.674,0.01335,2.49,197.6576,6439.46,98480.5,139958.7,43.372,89.4564,203.741,472.017,0.952,0.335,29.8,28.578,156.873,291,793.9,61.38,11.542,101.380,1877.0,80.295,0.135,2.00,11.0071,23566.2,0.6229,0.3736,25.55,1.298,0.422,1.0000,0.9517
230000,2282,2.899,0.588,12.29,211256,166875,1,39434,4805,2000987,925854.1,2003315.2,0.015,0.695,0.140,0.151,87,37.51,43.96,0.26,2.24,4.50,9.70,0.49,2.15,18.99,13.90,0.01,0.18,0.053,0.121,852,0.164,0.057,0.927,0.000,0.016,325526,263316,6,0.773,0.062,0.128,2696032,0.163,2.123,0.044,16.07,113947,103,1.001,0.382,0.676,11169012,1.07,10.37,0.157,0.298,0.003,7.2,15.8,128.0,218.0,55312,0.211,0.00,0.0021,0.074,465,0.635,0.001,0.784,0.385,4.21,5.52,5.33,0.01,0.004,1.07,1.09,1.07,0.670,0.01247,2.61,196.4465,6705.92,98693.2,139958.7,45.367,87.4298,203.539,403.132,0.956,0.301,27.8,28.454,156.350,268,670.6,48.69,10.923,99.791,1888.4,79.550,0.135,2.00,10.2003,23277.0,0.6108,0.3829,24.24,1.265,0.400,1.0000,0.5202
240000,2375,2.915,0.566,12.75,205182,162451,1,37707,4930,1889851,910479.8,1946969.6,0.014,0.696,0.140,0.150,90,37.02,44.62,0.13,1.44,4.89,10.60,0.44,2.40,18.23,13.68,0.00,0.15,0.051,0.111,846,0.110,0.061,0.913,0.000,0.025,316045,255340,4,0.763,0.066,0.100,2353575,0.162,2.149,0.041,15.74,112961,104,1.030,0.380,0.649,10841517,1.04,10.71,0.165,0.309,0.001,6.2,15.6,128.0,180.0,56290,0.215,0.00,0.0021,0.074,503,0.631,0.001,0.782,0.386,4.12,5.54,5.14,0.01,0.003,1.05,1.05,1.04,0.664,0.01150,2.73,193.8311,6527.94,98922.4,139958.7,47.421,86.3878,198.336,359.681,0.940,0.305,32.4,27.323,155.184,244,553.6,41.82,10.361,97.950,1814.7,78.203,0.135,2.00,9.7053,23050.1,0.6382,0.3854,23.70,1.266,0.406,1.0000,1.6459
250000,1816,3.242,0.572,13.92,201631,159671,0,37960,4559,1971275,916897.7,1947420.9,0.014,0.695,0.147,0.144,90,43.34,47.66,0.12,1.23,5.96,11.24,0.43,2.19,20.13,14.95,0.00,0.17,0.065,0.128,682,0.139,0.048,0.938,0.000,0.014,310121,248793,4,0.706,0.031,0.114,2453845,0.160,2.171,0.041,16.38,110493,102,0.988,0.388,0.640,10553188,1.04,9.75,0.201,0.306,0.001,7.1,16.6,128.0,128.0,48372,0.185,0.00,0.0025,0.093,389,0.627,0.001,0.777,0.387,4.45,5.58,5.58,0.01,0.003,1.04,1.04,1.03,0.663,0.01550,2.72,192.3478,5976.39,103230.8,139958.7,46.279,87.1293,198.336,398.554,0.882,0.306,29.6,28.144,155.321,346,877.0,50.47,11.087,98.463,2078.7,78.172,0.135,2.00,10.9361,19859.9,0.6009,0.3766,26.64,1.323,0.438,1.0000,1.3205
260000,2140,2.918,0.576,12.81,207316,165011,2,37210,4769,1949985,912276.9,1965026.0,0.012,0.695,0.144,0.149,92,38.99,45.27,0.13,1.12,5.33,10.91,0.54,2.55,18.76,13.70,0.02,0.28,0.059,0.123,830,0.167,0.054,0.928,0.000,0.018,324752,265439,6,0.750,0.079,0.136,2701217,0.162,2.277,0.043,15.67,110201,104,1.008,0.385,0.674,11075976,1.04,10.33,0.169,0.316,0.010,6.7,15.6,128.0,164.0,52992,0.202,0.00,0.0023,0.075,484,0.635,0.001,0.787,0.396,4.17,5.62,5.26,0.02,0.010,1.04,1.04,1.04,0.669,0.01258,2.73,194.8781,6526.91,99373.8,139958.7,47.114,86.6835,198.756,402.707,0.930,0.281,28.6,26.925,155.379,258,652.4,68.31,10.210,98.328,1884.2,78.696,0.135,2.00,10.8419,23201.7,0.6512,0.3815,24.76,1.279,0.419,1.0000,0.7479
270000,2024,3.152,0.586,13.37,206608,164460,1,37346,4917,1878276,899380.9,1925404.5,0.013,0.689,0.147,0.150,90,42.36,47.89,0.15,1.77,5.77,11.57,0.42,2.08,19.81,14.74,0.01,0.22,0.060,0.123,685,0.255,0.045,0.933,0.000,0.022,313693,253967,8,0.727,0.055,0.095,2235131,0.165,2.136,0.044,16.25,107918,105,1.025,0.382,0.683,10687509,1.04,9.88,0.202,0.295,0.002,7.3,15.6,128.0,256.0,52909,0.202,0.00,0.0022,0.070,458,0.625,0.001,0.777,0.380,4.36,5.66,5.44,0.01,0.004,1.04,1.05,1.04,0.659,0.01348,2.79,190.8907,6631.42,101012.4,139958.7,48.896,85.0326,197.212,441.938,0.934,0.299,31.2,27.290,155.541,203,536.1,41.96,10.823,95.909,2050.8,76.561,0.135,2.00,10.4878,21227.3,0.5987,0.3859,26.14,1.305,0.428,1.0000,1.3010
