step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std
10000,2472,2.293,0.667,8.71,259689,217192,0,33474,7988,1875232,1059408.5,2319029.8,0.088,0.610,0.168,0.134,83,26.32,31.34,0.64,2.59,4.20,8.43,0.40,1.99,12.49,9.18,0.13,0.79,0.112,0.173,1370,0.034,0.036,0.941,0.000,0.023,476092,380278,3,0.829,0.114,0.074,2919143,0.177,2.368,0.047,19.78,154292,124,1.237,0.353,0.613,14566189,1.16,13.16,0.045,0.438,0.032,5.7,15.1,73.6,164.7,43841,0.167,0.00,0.0034,0.093,429,0.695,0.001,0.775,0.475,3.57,5.02,4.53,0.18,0.045,1.16,1.15,1.18,0.726,0.00865,2.20,248.9172,6488.43,104105.5,139958.7,39.343,111.3290,236.564,505.418,0.939,0.315,25.0,21.374,158.551,536,1478.7,60.45,32.646,102.517,2437.0,78.789,0.135,2.00,7.2508,17924.0,0.7980,0.4513,17.74,1.287,0.320,1.0000,0.9406
20000,3801,1.937,0.696,9.32,264201,212140,3,42419,8310,1970348,893433.8,2066573.4,0.021,0.695,0.152,0.132,94,18.40,24.04,0.32,2.01,2.62,6.26,0.38,2.70,8.76,6.67,0.10,0.67,0.106,0.135,1609,0.049,0.036,0.934,0.001,0.029,412778,305101,3,0.506,0.100,0.055,2227063,0.137,2.495,0.045,18.25,145572,127,1.049,0.345,0.736,15508020,1.08,15.73,0.018,0.480,0.028,5.1,12.0,29.1,203.8,45905,0.175,0.00,0.0027,0.072,579,0.654,0.001,0.848,0.385,3.00,5.21,3.15,0.12,0.036,1.10,1.07,1.08,0.687,0.00645,2.49,186.9699,7911.09,92465.9,139958.7,44.869,90.8010,207.583,418.206,0.896,0.311,17.7,24.516,156.976,271,612.9,62.13,12.898,98.232,2388.1,75.772,0.136,2.00,7.1838,27305.4,1.1170,0.5030,12.08,1.416,0.333,1.0000,2.0778
30000,3891,1.875,0.628,8.72,322081,264473,9,47787,9722,1809755,887335.9,2287322.8,0.014,0.712,0.170,0.104,87,17.77,23.81,0.33,2.16,2.29,6.80,0.31,1.89,9.78,6.78,0.09,0.69,0.066,0.126,1505,0.083,0.032,0.941,0.001,0.027,501897,370775,6,0.705,0.066,0.070,2296381,0.159,2.416,0.041,15.33,180865,132,1.264,0.358,0.755,20186057,1.08,15.07,0.021,0.424,0.021,5.1,11.6,30.8,208.0,49453,0.189,0.00,0.0023,0.065,572,0.668,0.001,0.853,0.380,3.10,5.08,3.62,0.11,0.027,1.11,1.07,1.08,0.695,0.00573,2.84,215.5110,7591.30,94583.5,139958.7,45.544,93.3777,232.192,367.142,0.898,0.320,20.0,22.289,155.652,200,467.5,85.13,8.800,100.121,1779.9,79.351,0.134,2.00,6.7832,26393.2,0.9553,0.5760,12.71,1.276,0.397,1.0000,0.8191
40000,2654,2.395,0.578,10.30,308964,255961,2,46164,8074,1741831,907887.4,2299095.2,0.015,0.721,0.153,0.110,82,28.85,37.64,0.38,2.46,3.99,9.85,0.24,1.39,14.93,11.12,0.02,0.29,0.056,0.122,1025,0.097,0.048,0.930,0.000,0.022,477093,372948,2,0.842,0.015,0.096,2142883,0.173,2.127,0.042,15.43,177288,122,1.320,0.382,0.680,18441893,1.11,12.25,0.090,0.321,0.005,6.4,13.3,116.0,172.0,51854,0.198,0.00,0.0023,0.085,548,0.661,0.001,0.825,0.377,3.75,5.22,4.68,0.03,0.010,1.10,1.16,1.11,0.687,0.00888,2.95,221.3799,6552.06,99911.7,139958.7,45.832,92.0242,230.476,383.189,0.929,0.304,26.0,23.565,156.089,247,588.2,51.93,8.479,99.621,1905.7,80.109,0.135,2.00,8.5370,22657.3,0.7043,0.5353,19.54,1.194,0.355,1.0000,1.0886
50000,2614,2.521,0.590,10.73,244731,196172,1,44102,4496,1918849,941332.9,2130916.0,0.016,0.707,0.144,0.133,80,30.71,39.51,0.51,2.77,4.39,10.43,0.33,2.15,15.26,11.29,0.04,0.45,0.057,0.120,1071,0.061,0.044,0.932,0.000,0.023,377716,287386,2,0.823,0.091,0.068,1828056,0.170,2.116,0.043,16.75,146152,113,1.111,0.359,0.699,13801272,1.16,11.94,0.093,0.356,0.010,6.2,14.0,126.0,182.0,53572,0.204,0.00,0.0024,0.078,424,0.647,0.001,0.806,0.383,3.89,5.26,4.81,0.06,0.014,1.16,1.17,1.17,0.675,0.01045,2.66,207.0100,6863.76,97789.7,139958.7,43.223,90.4441,216.231,412.806,0.940,0.321,25.5,27.304,156.901,254,595.1,49.04,10.664,101.212,1822.7,81.271,0.136,1.99,9.2885,24280.1,0.7131,0.4390,20.49,1.193,0.378,1.0000,0.9263
60000,2475,2.546,0.619,11.36,241371,194375,0,42805,4330,1852235,925269.6,2104502.2,0.017,0.713,0.134,0.136,80,31.81,41.02,0.48,2.55,4.56,10.66,0.13,0.99,15.60,11.97,0.04,0.42,0.054,0.118,986,0.063,0.046,0.928,0.000,0.025,374686,289704,4,0.810,0.091,0.047,1681611,0.169,2.171,0.045,16.46,141467,110,1.136,0.368,0.669,13633840,1.14,11.85,0.104,0.328,0.009,6.0,13.3,128.0,188.0,51403,0.196,0.00,0.0024,0.082,512,0.651,0.001,0.799,0.387,3.91,5.27,4.87,0.05,0.012,1.14,1.17,1.14,0.679,0.01082,2.64,207.1987,7138.68,99090.8,139958.7,45.411,89.1317,213.965,414.019,0.955,0.280,23.8,26.790,156.613,299,722.7,38.22,10.701,99.334,1849.8,79.981,0.135,2.00,9.2206,22821.1,0.7093,0.4323,20.77,1.207,0.383,1.0000,1.2301
70000,2483,2.604,0.582,11.37,235328,190965,1,39938,4416,1811092,910450.5,2088831.0,0.016,0.716,0.126,0.142,81,32.26,41.42,0.35,2.46,4.37,10.41,0.15,1.57,15.98,12.28,0.04,0.43,0.053,0.125,971,0.085,0.051,0.921,0.000,0.027,365406,277567,5,0.803,0.027,0.040,1198155,0.162,2.312,0.041,16.56,138033,113,1.153,0.365,0.673,13682255,1.10,11.97,0.109,0.322,0.009,6.0,14.0,128.0,228.0,51779,0.198,0.00,0.0023,0.081,493,0.656,0.001,0.805,0.389,3.85,5.19,4.85,0.06,0.014,1.09,1.12,1.09,0.683,0.01053,2.79,204.9148,6851.89,99192.1,139958.7,47.931,86.9822,210.957,394.619,0.953,0.271,25.6,26.150,155.897,249,579.6,55.08,10.253,96.565,1689.9,78.129,0.134,2.00,9.3205,23142.7,0.6885,0.4362,20.85,1.229,0.381,1.0000,0.8906
80000,2300,2.760,0.596,12.05,224802,179660,1,41090,4234,1877201,912971.1,1992614.6,0.013,0.713,0.136,0.138,86,34.30,42.77,0.38,2.23,4.40,9.78,0.18,1.22,17.10,13.56,0.01,0.26,0.054,0.121,919,0.053,0.046,0.935,0.000,0.019,340975,263881,3,0.790,0.062,0.049,970784,0.174,2.221,0.043,16.55,129519,106,1.061,0.383,0.651,12214263,1.11,11.47,0.125,0.343,0.003,6.1,14.0,128.0,150.0,50716,0.193,0.00,0.0023,0.080,507,0.632,0.001,0.789,0.376,3.98,5.42,4.89,0.03,0.008,1.09,1.14,1.11,0.662,0.01181,2.64,195.0263,6521.17,99427.3,139958.7,47.164,86.8851,203.029,447.628,0.925,0.318,29.8,27.172,156.358,318,830.8,56.97,10.844,97.479,2008.5,77.949,0.136,2.00,9.9150,22804.6,0.6952,0.4126,22.05,1.236,0.401,1.0000,1.0021
90000,2631,2.567,0.631,11.53,219604,175358,1,39732,4182,1963535,947367.6,2022261.6,0.012,0.709,0.135,0.143,84,31.15,39.95,0.29,1.98,3.82,9.39,0.33,2.20,16.38,12.67,0.01,0.20,0.050,0.115,965,0.046,0.050,0.933,0.000,0.017,337799,260324,4,0.827,0.043,0.062,1202808,0.175,2.221,0.047,16.79,132548,105,1.030,0.375,0.668,12253381,1.08,11.41,0.110,0.298,0.003,6.6,14.1,128.0,224.0,54772,0.209,0.00,0.0022,0.068,513,0.644,0.001,0.779,0.384,3.91,5.55,4.80,0.03,0.009,1.06,1.12,1.08,0.675,0.01065,2.44,199.0451,7547.79,95686.8,139958.7,42.313,90.7049,206.869,475.894,0.945,0.324,24.6,28.011,157.484,226,511.1,45.58,12.044,102.303,1884.0,81.208,0.135,2.00,9.6967,25512.0,0.6967,0.4009,20.82,1.219,0.367,1.0000,1.3804
100000,2070,3.018,0.643,14.30,230618,183487,0,43324,4368,2004416,954535.9,2086841.9,0.010,0.703,0.144,0.143,81,41.08,47.85,0.27,2.12,5.58,11.20,0.20,1.92,18.78,14.85,0.04,0.45,0.056,0.110,836,0.045,0.038,0.940,0.000,0.022,351116,268353,5,0.715,0.101,0.032,1240098,0.174,2.226,0.045,16.62,141263,107,1.041,0.372,0.656,12791751,1.07,10.39,0.178,0.317,0.011,7.1,14.2,128.0,242.0,51386,0.196,0.00,0.0025,0.088,457,0.646,0.001,0.785,0.376,4.24,5.56,5.29,0.05,0.014,1.06,1.08,1.07,0.677,0.01377,2.43,203.8407,6812.08,98703.0,139958.7,41.045,92.1509,212.485,481.700,0.950,0.304,27.2,28.513,157.652,370,952.9,45.50,11.577,103.744,2350.7,82.436,0.136,1.99,10.9896,22748.5,0.6602,0.4101,24.82,1.312,0.433,1.0000,0.9712
