step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water
100000,8.29,28,0,0,0,8,0,1.00,12,0.000,2954,0.00,365.51,80.91,313,1,2,0,1.00,1.00,1.00,2,4,4,32.2,19.398,8,1.037,0.459,7,1.000
100000,21.77,28,0,0,0,21,0,1.00,2,0.000,2928,0.00,273.09,83.68,313,0,1,0,1.00,1.00,1.00,4,7,6,16.6,82.925,21,1.037,0.459,7,1.000
100000,47.68,31,23,0,0,1,0,9.32,0,0.000,2905,0.00,0.04,5.23,313,0,0,0,10.00,10.00,8.64,8,7,7,10.6,0.000,24,1.014,0.509,7,1.000
100000,24.48,36,0,0,0,31,0,1.00,0,0.000,2903,1.05,165.75,289.48,372,0,0,0,1.00,1.00,1.00,4,6,6,1.0,3.826,31,0.790,0.293,6,1.000
100000,51.62,46,2,0,0,44,0,1.00,0,0.000,2851,4.86,485.11,168.83,313,0,0,0,1.00,1.00,1.00,6,7,7,15.7,258.094,46,1.075,0.459,7,1.000
100000,28.06,49,16,0,0,1,0,9.94,10,0.000,2843,0.00,247.61,158.57,372,0,0,0,10.75,12.00,8.80,3,5,4,0.3,0.000,17,0.850,0.332,7,1.000
100000,30.34,34,0,0,0,32,0,1.00,0,0.000,2820,0.00,184.76,316.13,378,0,0,0,1.00,1.00,1.00,5,7,7,13.0,96.228,32,0.948,0.518,7,1.000
100000,12.62,10,6,0,0,1,0,3.38,12,0.000,2747,0.00,90.63,14.42,313,1,1,0,2.67,3.00,5.00,3,2,7,33.2,28.814,7,0.971,0.467,7,1.000
100000,28.17,49,0,0,21,16,0,1.00,0,0.000,2720,3.75,325.97,45.47,313,0,0,0,1.00,1.00,1.00,8,7,7,20.2,132.154,37,1.063,0.523,7,1.000
100000,16.06,22,0,0,0,15,0,1.00,0,0.000,2535,3.57,331.77,65.86,313,0,0,0,1.00,1.00,1.00,3,6,6,14.6,80.208,15,1.070,0.494,6,1.000
100000,54.01,40,13,0,0,27,0,4.75,0,0.000,2523,0.00,88.97,23.67,313,0,1,0,2.14,5.71,5.57,6,7,7,17.2,18.466,40,1.019,0.448,7,1.000
