step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,903,25.26,1.92,2.39,1.03,19.35,0.04,1.46,0.013,0.252,421088.8,186997.3,13,40,4.11,1.47,1.47,33.6644,1648.01,27034.4,1.9600,1.6491,5462,18.0939,188,64.9204,365296.0,165.42,3.1847,0.0,0.0000,0.877,0.7635
10000,1,588,20.52,0.97,0.71,1.59,21.84,0.03,1.26,0.014,0.171,377228.7,195695.4,7,52,4.24,1.31,1.20,38.4087,821.40,32126.2,2.3669,3.1121,5461,18.0906,236,68.0482,307641.3,81.35,20.9283,0.0,0.0000,0.494,0.2025
10000,2,300,18.05,1.13,0.44,0.46,19.48,0.03,1.34,0.007,0.075,234018.0,108836.9,2,53,4.03,1.40,1.30,23.5849,1116.36,41359.0,0.6112,3.4657,5461,18.0906,287,45.2106,158672.7,53.21,34.7229,0.0,0.0000,0.345,0.0207
20000,0,1097,15.43,0.53,1.96,0.38,14.62,0.01,1.12,0.004,0.219,230157.2,77344.3,7,101,3.73,1.12,1.12,12.0735,769.84,27497.2,0.2676,3.6703,5462,10.3896,81,29.8651,194438.4,165.42,0.9428,0.0,0.0000,0.851,0.7635
20000,1,795,12.43,0.18,0.27,0.69,14.56,0.00,1.05,0.000,0.144,112777.6,39009.0,6,83,3.53,1.02,1.06,6.9150,1052.98,35886.4,0.0771,3.5662,5461,10.3877,92,12.9058,77085.2,81.35,4.6350,0.0,0.0000,0.521,0.2025
20000,2,445,13.76,0.19,0.22,0.69,16.05,0.00,1.05,0.000,0.087,70024.3,24786.7,5,110,3.50,1.03,1.07,5.1750,1114.40,46753.4,0.0002,2.9629,5461,10.3877,154,7.3271,40210.8,53.21,8.4589,0.0,0.0000,0.300,0.0207
30000,0,1086,18.11,1.13,2.76,0.40,12.89,0.06,1.34,0.016,0.214,461360.6,295228.1,12,76,3.52,1.28,1.38,38.5833,1067.74,26452.4,6.3345,2.1421,5462,22.2668,105,61.5251,445122.0,165.42,3.4126,0.0,0.0000,0.873,0.7635
30000,1,785,18.69,0.71,2.97,0.57,14.02,0.01,1.20,0.004,0.163,486982.6,346982.5,8,86,3.64,1.17,1.20,57.8767,1628.38,34016.7,3.4891,3.1461,5461,22.2627,174,69.4349,463246.7,81.35,20.4209,0.0,0.0000,0.581,0.2025
30000,2,301,17.70,0.36,1.78,0.67,16.63,0.00,1.13,0.000,0.068,306405.9,205520.3,7,109,3.82,1.16,1.10,38.2356,1674.93,43693.5,0.6744,4.4341,5461,22.2627,247,40.6680,265823.8,53.21,33.4113,0.0,0.0000,0.341,0.0207
40000,0,1074,21.66,0.81,5.24,0.06,13.51,0.00,1.19,0.004,0.241,239995.9,103513.1,5,102,3.83,1.22,1.13,11.7540,1082.55,28395.8,0.1997,3.4881,5462,10.3942,56,30.0514,206600.2,165.42,1.0122,0.0,0.0000,0.914,0.7635
40000,1,722,17.85,0.58,2.47,0.11,15.28,0.01,1.13,0.006,0.153,117149.1,52522.2,3,87,3.69,1.14,1.11,8.2385,1295.67,35976.0,0.0386,3.2616,5461,10.3923,106,13.4169,84697.9,81.35,4.5295,0.0,0.0000,0.622,0.2025
40000,2,590,16.46,0.12,2.14,0.38,15.54,0.00,1.03,0.000,0.123,71619.6,29881.8,3,102,3.63,1.04,1.01,5.6942,792.15,45967.5,0.0000,2.8446,5461,10.3923,94,7.6383,42941.3,53.21,8.4813,0.0,0.0000,0.358,0.0207
50000,0,1092,24.98,1.00,5.33,0.08,9.59,0.15,1.34,0.056,0.199,459669.5,371826.0,8,163,3.22,1.40,1.20,41.4972,1572.67,26169.0,3.2937,1.5113,5462,18.5928,80,72.2270,448344.6,165.42,2.2145,0.0,0.0000,0.917,0.7635
50000,1,671,23.73,0.84,4.64,0.07,10.67,0.10,1.26,0.031,0.125,417380.3,336704.8,5,87,3.24,1.27,1.21,44.3687,1432.74,32353.8,2.4557,3.4598,5461,18.5894,184,63.7924,387116.3,81.35,19.2994,0.0,0.0000,0.583,0.2025
50000,2,266,24.58,1.30,3.82,0.13,12.77,0.11,1.39,0.060,0.055,273167.5,210754.0,4,88,3.54,1.47,1.28,31.4660,1101.54,44395.4,0.4249,4.4427,5461,18.5894,281,42.8778,231930.5,53.21,33.4348,0.0,0.0000,0.362,0.0207
60000,0,927,29.82,0.77,5.16,0.15,11.64,0.02,1.24,0.009,0.187,240112.1,166271.2,6,89,3.37,1.23,1.21,15.2374,1425.40,29397.6,0.1161,3.5281,5462,9.5118,51,31.2320,206178.0,165.42,0.9176,0.0,0.0000,0.886,0.7635
60000,1,687,22.60,0.34,3.29,0.62,12.49,0.02,1.08,0.009,0.132,110930.6,64411.7,5,56,3.34,1.07,1.08,7.1502,1077.69,34954.0,0.0004,3.6572,5461,9.5101,152,12.5591,74739.8,81.35,4.6594,0.0,0.0000,0.575,0.2025
60000,2,440,24.77,0.50,3.07,0.37,14.60,0.01,1.14,0.007,0.093,68320.8,33803.9,5,88,3.69,1.16,1.12,4.7876,958.57,44114.8,0.0000,2.7856,5461,9.5101,139,7.4544,40160.6,53.21,8.0604,0.0,0.0000,0.392,0.0207
70000,0,1078,22.24,0.56,4.10,0.04,8.23,0.02,1.20,0.008,0.159,454526.1,393542.4,8,104,2.65,1.19,1.23,44.8969,1460.37,30030.7,2.2116,1.3964,5462,17.6134,82,70.1464,444468.8,165.42,2.9422,0.0,0.0000,0.908,0.7635
70000,1,857,21.22,0.46,3.55,0.12,9.33,0.00,1.15,0.004,0.133,446757.3,383758.8,4,101,2.74,1.11,1.19,51.4705,1481.15,33813.4,3.2829,2.7528,5461,17.6102,162,69.2509,424484.5,81.35,17.8885,0.0,0.0000,0.626,0.2025
70000,2,381,19.81,0.23,2.61,0.40,11.28,0.00,1.06,0.000,0.063,282501.9,226194.9,4,76,2.99,1.03,1.08,35.1982,1247.03,40283.5,1.1091,4.3906,5461,17.6102,275,40.2300,241862.4,53.21,33.9704,0.0,0.0000,0.417,0.0207
80000,0,1018,17.37,0.49,3.40,0.10,6.73,0.00,1.21,0.001,0.125,222164.6,187060.6,4,124,2.24,1.18,1.24,12.9200,755.00,32028.0,0.0002,3.6604,5462,9.6134,96,30.7808,187175.7,165.42,0.8724,0.0,0.0000,0.934,0.7635
80000,1,767,18.08,0.51,2.44,0.16,10.64,0.00,1.17,0.000,0.121,115171.5,78918.7,3,53,2.84,1.14,1.23,7.3507,889.91,36210.8,0.0162,3.6304,5461,9.6117,155,13.0858,79179.8,81.35,4.1278,0.0,0.0000,0.555,0.2025
80000,2,514,17.33,0.24,1.58,0.19,13.56,0.00,1.10,0.000,0.091,72777.4,40511.1,3,109,3.22,1.10,1.11,5.2756,823.76,44221.8,0.0000,3.1481,5461,9.6117,198,7.2671,41225.7,53.21,8.4533,0.0,0.0000,0.346,0.0207
90000,0,1368,16.52,0.63,1.99,0.25,9.03,0.01,1.22,0.005,0.186,434205.3,337438.2,10,132,2.72,1.22,1.23,35.1534,1187.65,26134.2,3.3418,2.0743,5462,20.2831,75,68.9961,416800.0,165.42,3.1677,0.0,0.0000,0.867,0.7635
90000,1,923,16.40,0.92,1.29,0.24,11.18,0.01,1.32,0.004,0.144,438551.9,347297.4,10,103,2.94,1.32,1.41,45.5004,1152.41,34589.8,2.2510,3.3949,5461,20.2794,144,68.0671,409372.7,81.35,17.7386,0.0,0.0000,0.581,0.2025
90000,2,590,15.50,0.75,0.89,0.15,12.00,0.01,1.23,0.005,0.093,300896.3,223468.8,4,132,2.99,1.24,1.23,35.8965,580.97,44104.8,0.6140,4.9845,5461,20.2794,211,39.8717,254315.2,53.21,34.7025,0.0,0.0000,0.388,0.0207
100000,0,1223,18.73,1.06,2.31,0.22,9.33,0.02,1.35,0.011,0.181,253244.1,133991.0,5,158,2.83,1.30,1.38,12.1177,697.38,27239.9,0.3006,4.9396,5462,11.1937,84,28.6193,205625.6,165.42,1.0011,0.0,0.0000,0.894,0.7635
100000,1,892,16.26,0.67,1.44,0.16,11.01,0.00,1.24,0.003,0.135,120669.2,59245.3,4,96,2.96,1.19,1.25,7.5845,1020.54,36327.5,0.0125,3.9015,5461,11.1917,68,11.9461,82006.0,81.35,4.6991,0.0,0.0000,0.481,0.2025
100000,2,631,16.33,0.97,1.16,0.09,12.45,0.03,1.31,0.010,0.107,79478.5,36774.5,4,157,3.14,1.19,1.41,6.4702,637.21,47898.7,0.0005,3.1273,5461,11.1917,157,7.5029,48394.1,53.21,8.4792,0.0,0.0000,0.277,0.0207
