step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water
100000,1.16,11,0,0,0,1,0,1.00,32,0.000,3000,0.00,68.44,5.06,180,0,1,0,1.00,1.00,1.00,1,1,1,5.2,5.782,1,1.156,0.571,9,1.000
100000,32.00,16,0,14,0,2,0,1.00,0,0.438,2998,0.00,89.96,66.42,973,1,0,0,1.00,1.00,1.00,2,4,4,33.0,39.791,16,2.000,0.891,4,1.000
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2958,0.00,119.51,41.42,971,0,0,0,1.00,1.00,1.00,2,4,4,11.8,31.882,16,2.000,0.667,4,1.000
100000,5.54,10,0,0,0,5,0,1.00,24,0.000,2906,0.00,211.87,18.96,981,1,0,0,1.00,1.00,1.00,2,1,5,34.6,23.114,5,1.108,0.625,9,0.828
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2891,0.00,24.65,82.75,568,0,0,0,1.00,1.00,1.00,2,4,4,17.8,0.000,16,2.000,0.683,4,1.000
100000,30.00,16,0,11,0,4,0,1.00,0,0.367,2873,0.00,128.80,167.36,971,0,0,0,1.00,1.00,1.00,4,4,4,17.8,116.756,15,2.000,0.504,4,1.000
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2850,0.00,101.97,36.58,568,0,0,0,1.00,1.00,1.00,2,4,4,17.0,14.021,16,2.000,0.727,4,1.000
100000,2.07,15,0,0,0,2,0,1.00,30,0.000,2848,0.00,61.74,17.50,180,0,0,0,1.00,1.00,1.00,1,2,1,12.5,0.000,2,1.036,0.565,9,1.000
100000,32.00,16,0,11,0,5,0,1.00,0,0.344,2829,2.89,165.04,167.54,973,0,1,0,1.00,1.00,1.00,4,4,4,20.2,113.119,16,2.000,0.875,4,1.000
100000,26.00,16,0,8,0,5,0,1.00,0,0.308,2805,0.00,50.90,9.91,830,0,0,0,1.00,1.00,1.00,2,4,4,20.3,0.000,13,2.000,0.954,4,1.000
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2775,0.00,64.95,260.24,971,0,0,0,1.00,1.00,1.00,4,4,4,25.2,20.096,16,2.000,0.667,4,1.000
100000,28.00,16,0,9,0,5,0,1.00,0,0.321,2770,0.00,0.10,3.65,830,0,0,0,1.00,1.00,1.00,4,4,4,19.1,0.000,14,2.000,0.954,4,1.000
100000,32.00,16,0,11,0,5,0,1.00,0,0.344,2754,0.00,166.99,120.18,973,0,0,0,1.00,1.00,1.00,4,4,4,16.7,129.374,16,2.000,0.875,4,1.000
100000,32.00,16,0,11,0,5,0,1.00,0,0.344,2745,-0.00,186.29,217.36,973,0,0,0,1.00,1.00,1.00,2,4,4,18.3,159.424,16,2.000,0.846,4,1.000
100000,32.00,16,0,11,0,5,0,1.00,0,0.344,2740,0.00,2.24,0.59,830,0,0,0,1.00,1.00,1.00,2,4,4,19.6,0.000,16,2.000,0.954,4,1.000
100000,32.00,16,0,12,0,4,0,1.00,0,0.375,2735,0.00,46.08,4.07,971,0,0,0,1.00,1.00,1.00,4,4,4,17.7,0.000,16,2.000,0.517,4,1.000
100000,32.00,16,0,7,0,9,0,1.00,0,0.219,2723,3.00,214.91,261.43,973,0,0,0,1.00,1.00,1.00,1,4,4,6.7,160.000,16,2.000,0.965,4,1.000
100000,50.40,27,21,0,0,1,0,6.32,2,0.000,2691,0.00,13.22,4.34,180,0,0,0,5.75,7.88,5.89,5,9,9,13.6,0.000,22,1.172,0.516,9,1.000
