step,lineage,size,mass,hard,muscle,sensor,digestive,bite_any,tooth,age,plant,meat,shapes
5000,1,2137,18.07,0.93,4.56,0.29,11.33,0.14,0.038,243,12.97,1.64,650
5000,32,839,21.59,0.28,5.13,0.13,14.49,0.03,0.010,193,9.44,5.60,388
5000,4,724,34.67,0.02,10.14,0.04,12.20,0.00,0.001,343,12.46,12.73,448
5000,134,485,30.72,0.15,8.82,0.35,21.40,0.04,0.010,242,17.72,4.49,320
5000,5,384,25.31,0.00,10.34,0.07,5.21,0.00,0.000,298,7.21,11.84,182
5000,25,379,25.90,0.08,4.06,0.40,17.31,0.02,0.005,251,14.19,3.17,203
5000,2,183,34.85,0.10,17.51,0.00,16.68,0.00,0.000,364,18.26,12.65,126
5000,9,181,14.97,0.52,4.61,0.30,2.83,0.13,0.044,180,2.12,8.84,98
5000,83,67,69.77,0.72,14.36,0.01,37.22,0.07,0.030,352,33.35,6.10,46
5000,3,47,34.13,1.47,7.09,0.60,21.94,0.00,0.000,221,13.60,4.36,27
5000,44,7,55.28,11.71,0.00,0.00,27.71,0.00,0.000,2480,132.62,41.13,6
6000,1,5111,19.75,0.65,4.82,0.18,13.27,0.09,0.024,215,12.27,2.63,1724
6000,134,792,30.84,0.09,10.36,0.41,20.73,0.05,0.014,240,16.10,4.98,527
6000,32,669,25.17,0.63,5.82,0.32,14.64,0.06,0.015,209,10.53,6.18,370
6000,5,420,26.43,0.01,9.75,0.00,6.49,0.01,0.002,352,8.27,15.52,219
6000,4,355,37.83,0.02,9.06,0.06,15.86,0.01,0.003,296,13.04,8.61,202
6000,2,350,35.12,0.05,13.15,0.08,21.34,0.01,0.003,352,22.07,7.20,244
6000,534,54,34.56,6.00,3.04,0.00,20.37,0.28,0.093,168,12.52,3.26,29
6000,25,49,28.79,0.00,6.45,0.14,15.27,0.00,0.000,805,31.33,9.99,27
6000,83,35,51.07,2.94,8.34,0.00,24.51,0.26,0.114,324,31.85,4.72,32
6000,3,29,28.01,0.00,9.31,0.00,10.55,0.00,0.000,482,19.84,8.80,20
6000,9,23,19.31,0.52,7.09,0.26,2.83,0.00,0.000,347,3.93,11.94,14
6000,44,10,60.43,13.20,1.70,0.00,29.20,0.60,0.100,2208,113.99,50.79,10
7000,1,3791,21.32,0.78,5.13,0.14,14.07,0.12,0.033,231,12.98,3.02,1395
7000,134,1014,31.60,0.09,10.67,0.35,20.60,0.04,0.014,251,15.65,4.64,592
7000,2,758,33.60,0.03,13.10,0.41,18.90,0.00,0.000,233,16.33,7.20,485
7000,4,497,38.34,0.02,10.36,0.11,14.70,0.01,0.004,291,11.76,9.49,290
7000,32,362,37.68,2.01,6.33,0.35,20.88,0.69,0.171,227,13.47,5.95,220
7000,5,332,26.99,0.00,9.20,0.00,6.86,0.00,0.000,273,8.38,11.04,164
7000,566,240,24.50,0.30,6.44,0.17,8.38,0.03,0.008,234,8.74,9.02,171
7000,9,90,24.30,0.28,8.23,0.28,4.67,0.08,0.033,131,2.85,7.64,40
7000,568,77,29.51,0.40,8.97,0.05,6.68,0.00,0.000,533,10.35,17.10,55
7000,3,49,36.13,1.45,7.76,0.00,13.67,0.00,0.000,469,20.01,6.27,31
7000,591,15,48.01,0.00,8.47,0.00,35.60,0.00,0.000,258,20.02,8.12,9
7000,534,12,26.50,0.00,6.33,0.00,24.58,0.00,0.000,103,8.31,1.18,6
7000,44,5,43.08,9.80,0.00,0.00,20.40,0.00,0.000,4776,196.60,99.62,5
8000,1,4168,20.82,0.26,5.05,0.15,14.84,0.03,0.008,202,11.74,2.85,1383
8000,2,1030,36.83,0.05,7.07,0.58,28.11,0.01,0.002,173,16.41,4.86,501
8000,134,968,32.13,0.16,9.06,0.63,22.64,0.03,0.007,259,18.04,4.42,659
8000,605,215,33.15,0.06,3.51,0.22,30.09,0.00,0.000,220,14.81,1.82,129
8000,9,178,16.32,0.63,4.93,0.78,2.67,0.15,0.051,141,3.03,6.25,104
8000,4,154,43.39,0.02,13.30,0.15,12.97,0.00,0.000,337,13.86,9.60,83
8000,5,118,25.17,0.00,10.02,0.00,4.56,0.00,0.000,287,6.54,15.63,52
8000,568,54,25.78,0.04,8.81,0.00,5.19,0.04,0.019,457,10.62,17.25,30
8000,591,43,46.31,6.37,11.49,0.00,19.49,1.91,0.442,185,16.49,2.03,26
8000,619,41,25.09,0.20,7.95,0.00,15.07,0.10,0.049,132,10.32,5.97,30
8000,32,28,21.09,0.00,4.79,0.00,12.93,0.00,0.000,464,22.64,7.79,26
8000,83,21,76.91,0.00,12.14,0.00,43.43,0.00,0.000,118,17.93,0.58,9
8000,3,20,32.02,0.00,7.80,0.00,12.35,0.00,0.000,854,28.07,9.73,12
8000,607,13,44.94,2.00,12.00,0.00,13.31,1.69,0.538,560,26.50,4.26,10
8000,603,10,30.72,0.00,7.30,0.00,13.50,0.00,0.000,448,19.73,7.80,6
8000,566,8,8.73,0.00,0.75,0.00,5.62,0.00,0.000,666,40.19,9.04,8
8000,25,5,33.04,0.00,5.20,0.00,18.00,0.00,0.000,551,20.47,2.13,3
9000,1,5987,18.81,0.12,4.68,0.02,13.57,0.01,0.003,192,11.04,2.35,1889
9000,2,310,32.33,0.00,8.10,0.67,21.79,0.00,0.000,164,13.99,2.58,160
9000,605,270,27.45,0.00,3.34,0.40,23.60,0.00,0.000,154,14.38,2.24,182
9000,134,218,31.00,0.04,10.54,0.18,19.39,0.03,0.005,322,19.11,3.82,175
9000,4,165,52.35,1.35,11.02,0.75,20.96,0.50,0.127,319,17.02,14.70,95
9000,9,146,17.30,1.12,4.41,0.77,2.77,0.19,0.075,200,4.39,5.45,86
9000,640,85,53.15,0.31,12.64,0.00,20.69,0.02,0.012,275,20.15,6.61,61
9000,591,73,20.74,0.00,2.75,0.00,14.37,0.00,0.000,122,9.28,3.14,44
9000,3,54,33.32,0.83,10.65,0.00,8.48,0.11,0.019,379,10.00,11.47,33
9000,643,54,39.91,0.00,3.83,1.15,36.46,0.00,0.000,473,36.18,8.83,52
9000,639,46,48.88,2.22,8.33,0.00,24.24,0.15,0.065,284,17.72,5.71,30
9000,607,31,45.65,1.29,12.61,0.00,14.90,0.90,0.323,585,21.42,8.14,23
9000,568,31,41.53,0.32,13.13,0.00,8.94,0.16,0.032,509,14.29,11.27,18
9000,5,26,26.38,0.00,6.77,0.00,8.27,0.00,0.000,395,18.03,7.71,16
9000,650,15,22.61,0.00,4.53,0.00,16.47,0.00,0.000,311,18.33,3.84,7
9000,83,10,50.18,0.00,6.60,0.00,29.30,0.00,0.000,339,31.21,3.72,9
10000,1,5996,20.20,0.10,4.40,0.04,15.16,0.02,0.005,211,12.12,2.33,1990
10000,700,195,31.79,0.11,9.52,0.14,8.33,0.02,0.005,331,11.46,10.15,104
10000,2,113,52.73,0.00,20.27,2.58,22.46,0.00,0.000,153,13.13,5.39,75
10000,568,110,33.38,0.11,9.36,0.00,8.83,0.01,0.000,505,16.67,14.63,71
10000,134,85,25.76,0.00,8.89,0.18,15.68,0.00,0.000,245,14.79,2.52,64
10000,643,78,29.80,0.00,5.86,0.42,23.14,0.00,0.000,347,19.58,6.58,67
10000,640,75,48.47,0.73,14.24,0.05,18.03,0.05,0.013,298,20.49,4.99,58
10000,4,68,48.47,0.00,12.44,0.04,20.34,0.00,0.000,197,7.56,9.49,31
10000,619,42,31.32,0.71,12.29,0.55,15.69,0.10,0.024,145,9.27,5.43,27
10000,607,27,33.11,0.63,8.78,0.00,11.26,0.15,0.074,265,8.52,8.68,17
10000,9,27,20.65,1.56,1.93,1.15,6.44,0.37,0.111,795,19.39,11.29,17
10000,675,13,61.12,0.00,21.62,0.00,19.77,0.00,0.000,454,19.34,15.51,9
10000,678,12,37.32,0.17,6.50,0.25,16.00,0.17,0.083,394,18.45,9.48,9
10000,679,6,22.74,0.00,7.00,0.00,14.17,0.00,0.000,845,43.38,13.77,6
10000,5,5,26.99,0.00,8.60,0.00,7.00,0.00,0.000,484,11.64,14.44,4
11000,1,5943,19.89,0.16,4.37,0.04,14.72,0.03,0.007,232,13.17,2.45,1897
11000,640,124,55.22,0.96,14.15,0.31,27.35,0.04,0.008,162,16.63,4.16,66
11000,700,119,33.33,0.00,9.26,0.16,9.48,0.00,0.000,614,19.39,14.61,62
11000,643,118,33.04,0.03,6.78,0.47,27.13,0.00,0.000,195,14.14,4.76,82
11000,2,113,59.65,0.00,17.43,3.42,29.31,0.00,0.000,239,20.88,14.07,80
11000,607,46,37.26,1.22,9.30,0.00,11.52,0.13,0.043,339,11.20,9.49,25
11000,711,44,27.68,0.48,10.02,0.09,4.61,0.16,0.045,538,13.56,14.15,21
11000,5,34,27.07,0.00,9.24,0.68,5.91,0.00,0.000,170,6.80,6.59,19
11000,568,25,31.46,0.00,7.12,0.00,9.96,0.00,0.000,388,13.01,5.37,11
11000,4,16,48.05,0.00,18.38,0.25,14.69,0.00,0.000,402,11.72,20.72,8
11000,134,10,45.35,0.00,15.00,0.00,28.90,0.00,0.000,666,39.11,4.54,9
11000,713,8,26.78,0.00,11.00,0.00,3.88,0.00,0.000,692,16.09,23.26,4
11000,619,7,53.42,0.00,7.57,0.00,41.43,0.00,0.000,391,35.95,14.34,3
12000,1,5943,20.85,0.14,4.66,0.12,15.38,0.02,0.005,221,12.82,2.55,2023
