step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,cold_land,cold_surface,cold_bottom,fat_land,fat_surface,fat_bottom
31000,10278,3161,42174,67826,55377,25298,354,29513,2841,5,270970,3723332,26389.163,9658.461,0.3062,4472.090,0.026,0.922,0.015,0.036,0.447,0.432,1062,0.1174,0.7753,0.165,12.0,24.0,58.9,25.40,0.91,6.42,0.39,17.68,6.96,1.185,0.213,0.087,0.148,6.996,0.453,0.0035,161,531,977,25591,294,16,0.517,5297,539,1131,8608,747,1308,8223,12.00,20.92,7867,13.0707,67142,4045,119108,587.1,-0.0,965308,20.164,2631002.543,4.60e-15,0.00000,7.71,27585,26.590,1.453,24.390,0.748,26.591,3032,3728,3518,0.4259,0.966,1.025,1.900,1.337,0.976,1.274,10160.318,6731.381,12181.602,10056.676,8622.975,2034.473,1570.736,1581.162,0.400,0.454,0.474,0.447,0.273,0.431,3780,6740,0.4806,1.0000,0.9998,0.0855,0.9999,0.9999,0.8253,1.2502,1.1067,0.0306,0.0546,0.0255,0.0000,0.0000,0.7667,0.1974,0.6396,0.9443,0.00249,867,0.9997,0.9721,0.9238,0.9983,0.0442,0.0490,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0588,0.0493,0.0414,0.036,0.098,0.035,0.104,2292,0.2336,0.0161,0.0215,0.0405,0.0653,0.0675
32000,7907,2619,34519,51301,41725,16479,303,26304,1851,13,200160,3051662,22125.385,6683.501,0.2845,3124.684,0.021,0.930,0.013,0.036,0.435,0.440,857,0.1349,0.7741,0.162,13.2,24.0,57.5,26.08,1.17,6.62,0.34,17.95,7.07,1.132,0.222,0.108,0.178,7.358,0.470,0.0037,164,545,906,20867,241,19,0.553,4130,553,782,6572,357,883,6667,14.00,22.51,9066,13.3671,67065,4377,116862,474.9,-0.0,968783,18.102,2631002.543,6.90e-15,0.00010,26.07,19573,20.347,1.411,18.567,0.368,20.348,2169,3026,2712,0.4625,0.972,1.010,1.453,1.221,0.983,1.229,8663.231,5447.591,9952.116,8587.135,6710.817,1390.841,1399.861,768.115,0.401,0.444,0.450,0.419,0.238,0.329,4016,6090,0.4406,1.0000,0.9998,0.0839,0.9999,0.9999,0.7666,1.2591,1.1083,0.0569,0.0560,0.0222,0.0000,0.6305,0.9539,0.0885,0.6892,0.9523,0.00252,662,0.9999,0.9752,0.9228,0.9989,0.0422,0.0494,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0593,0.0460,0.0386,0.029,0.093,0.022,0.124,1970,0.2498,0.0156,0.0231,0.0425,0.0672,0.0640
33000,8723,2663,38542,61040,50352,22200,298,26080,2186,8,216693,3107571,23896.428,7580.968,0.2749,3858.564,0.023,0.918,0.012,0.046,0.437,0.434,1474,0.1270,0.7843,0.155,12.4,24.0,55.4,25.70,1.32,6.19,0.50,17.69,7.11,1.124,0.213,0.125,0.190,7.210,0.475,0.0036,150,492,884,23324,297,22,0.538,4357,27,863,7833,428,1208,7087,12.50,22.12,9310,13.3038,67060,3737,114941,527.9,-0.0,971836,17.194,2631002.543,9.20e-15,0.00038,17.88,23562,21.367,1.422,19.508,0.436,21.368,2473,3320,2930,0.4767,0.963,1.008,1.454,1.226,0.981,1.200,9364.095,5884.654,11129.694,9272.081,7353.217,1418.856,1481.505,822.043,0.395,0.442,0.462,0.474,0.252,0.380,3802,7042,0.4973,1.0000,1.0000,0.0950,0.9999,0.9999,0.7691,1.2694,1.1012,0.0670,0.0608,0.0248,0.0000,0.2415,0.8907,0.2106,0.7394,0.9581,0.00249,619,0.9998,0.9808,0.9168,0.9984,0.0392,0.0502,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0594,0.0601,0.0477,0.040,0.122,0.029,0.158,1791,0.2057,0.0138,0.0182,0.0426,0.0644,0.0680
34000,8407,2673,36455,55086,45192,18349,282,24776,1997,11,200262,2978578,22815.128,6761.807,0.2785,3276.130,0.024,0.934,0.011,0.030,0.432,0.440,745,0.1282,0.7836,0.162,12.4,24.0,54.9,25.66,1.48,6.23,0.36,17.59,7.14,1.108,0.219,0.122,0.184,7.284,0.457,0.0036,146,510,781,21879,165,21,0.555,4245,15,819,7573,404,1074,6929,13.25,22.29,9751,13.8819,67007,4412,113866,560.9,-0.0,974530,16.903,2631002.543,1.22e-14,0.00029,10.03,21164,20.100,1.417,18.283,0.399,20.100,2264,3279,2864,0.4928,0.957,1.002,1.464,1.198,0.983,1.181,8589.160,5461.374,10929.491,8512.549,6649.218,1262.817,1400.263,822.597,0.398,0.440,0.447,0.444,0.222,0.327,4066,7783,0.4638,1.0000,1.0000,0.0909,0.9999,0.9999,0.7875,1.2529,1.1182,0.0816,0.0654,0.0251,0.0000,0.0368,0.9190,0.0601,0.6543,0.9411,0.00249,511,0.9996,0.9668,0.9147,0.9992,0.0374,0.0503,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0602,0.0418,0.0378,0.035,0.091,0.027,0.117,1693,0.2286,0.0120,0.0172,0.0458,0.0633,0.0681
35000,8671,2809,37815,56734,46366,18589,330,26613,1912,4,201939,3247285,23916.383,6717.815,0.2763,3230.962,0.027,0.925,0.011,0.037,0.446,0.429,846,0.1287,0.7874,0.180,12.7,23.8,53.8,25.58,1.36,6.23,0.36,17.63,7.17,1.089,0.215,0.128,0.195,7.365,0.458,0.0036,152,501,817,21753,191,21,0.562,4355,25,1082,7564,482,1336,6853,12.50,22.41,12543,16.8468,67170,4251,112560,539.1,-0.0,974436,18.131,2631002.543,1.79e-14,0.00000,33.64,21863,21.165,1.432,19.358,0.375,21.166,2586,3250,2835,0.4725,0.962,1.008,1.331,1.158,0.983,1.149,9351.604,5979.077,10622.748,9255.733,7268.864,1302.732,1393.497,790.624,0.417,0.451,0.461,0.435,0.224,0.348,4035,6575,0.4614,1.0000,0.9997,0.0925,0.9999,1.0000,0.8098,1.2908,1.1437,0.0703,0.0612,0.0244,0.0000,0.8076,0.9496,0.1593,0.6856,0.9442,0.00252,625,0.9997,0.9794,0.9269,0.9980,0.0382,0.0523,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0612,0.0473,0.0408,0.045,0.099,0.025,0.137,1822,0.2316,0.0142,0.0184,0.0466,0.0654,0.0696
36000,10432,2920,43379,71783,60614,27988,416,28044,2145,8,233065,3361471,28735.314,8085.081,0.2677,4185.485,0.030,0.904,0.014,0.051,0.448,0.425,990,0.1114,0.7814,0.161,13.6,25.3,67.7,29.58,1.27,7.25,0.57,20.49,7.26,1.091,0.218,0.118,0.176,7.411,0.416,0.0036,143,484,1017,22980,216,19,0.509,5245,424,1525,8483,827,1680,7925,11.75,21.54,11828,18.5985,67262,4184,111695,1323.2,-0.0,975511,19.499,2631002.543,1.91e-14,0.00014,11.63,27615,23.337,1.425,21.356,0.555,23.337,3761,3605,3066,0.4294,0.968,1.022,1.289,1.146,0.982,1.153,9665.599,6456.194,15301.674,9571.554,8047.571,1593.675,1350.922,954.999,0.431,0.441,0.471,0.513,0.248,0.365,3765,8615,0.4005,0.9998,0.9996,0.0815,0.9999,1.0000,0.6741,1.2910,1.1153,0.0447,0.0609,0.0237,0.0000,0.0000,0.7605,0.2323,0.6312,0.9481,0.00248,629,1.0000,0.9823,0.9169,0.9991,0.0375,0.0487,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0566,0.0643,0.0567,0.082,0.124,0.035,0.166,2177,0.2590,0.0154,0.0248,0.0388,0.0637,0.0702
37000,8582,2753,40919,72726,60967,31496,311,28362,2329,6,271763,3526000,28656.615,10728.516,0.2831,5919.182,0.031,0.916,0.017,0.036,0.448,0.426,1338,0.1410,0.7648,0.184,13.0,23.6,58.9,26.51,1.05,6.71,0.31,18.44,7.13,1.101,0.221,0.088,0.145,7.302,0.467,0.0035,158,525,1141,25170,323,16,0.588,4284,209,1062,7311,730,1031,6821,15.25,23.07,7365,13.0634,67298,4143,109054,634.3,-0.0,985798,20.739,2631002.543,3.19e-15,0.00021,24.14,27005,25.046,1.458,23.202,0.386,25.047,2571,3150,2861,0.4396,0.968,1.017,1.325,1.195,0.982,1.149,9532.961,5913.504,17894.537,9451.933,7229.326,2344.019,1451.361,1013.954,0.444,0.451,0.446,0.618,0.217,0.308,3666,9338,0.4005,1.0000,0.9997,0.0651,0.9999,0.9999,0.7464,1.2950,1.1699,0.0514,0.0504,0.0145,0.0000,0.5925,0.9406,0.0727,0.6308,0.9610,0.00253,579,1.0000,0.9763,0.9429,0.9991,0.0340,0.0483,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0593,0.0453,0.0366,0.024,0.083,0.016,0.087,2155,0.2302,0.0170,0.0246,0.0422,0.0677,0.0654
38000,8603,2738,37105,54431,43832,17076,250,27046,2468,17,221513,3264535,22672.128,6904.191,0.2747,3101.239,0.027,0.935,0.008,0.029,0.446,0.424,1028,0.1361,0.7962,0.156,11.9,22.3,51.0,24.39,0.84,6.59,0.29,16.67,7.04,1.108,0.232,0.085,0.141,7.050,0.470,0.0037,156,513,941,24016,320,16,0.630,4271,338,1318,6947,482,726,7395,12.50,22.09,8382,11.6201,67371,4066,106771,508.6,-0.0,989230,17.979,2631002.543,2.88e-14,0.00052,31.31,21185,20.377,1.421,18.575,0.381,20.378,1989,3554,3060,0.4698,0.968,1.010,1.383,1.216,0.981,1.185,9592.495,6373.427,8399.790,9515.377,7858.199,1213.384,1344.591,1244.977,0.379,0.467,0.458,0.409,0.232,0.357,3581,4941,0.4948,1.0000,0.9995,0.1044,0.9998,0.9999,0.8358,1.2986,1.1364,0.0335,0.0501,0.0205,0.0000,0.6305,0.9489,0.2137,0.6664,0.9851,0.00255,564,0.9994,0.9696,0.9228,0.9987,0.0380,0.0469,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0613,0.0399,0.0359,0.030,0.082,0.028,0.101,2048,0.2379,0.0205,0.0337,0.0426,0.0654,0.0686
39000,9630,3125,38887,59612,49123,20392,333,26828,2222,6,222340,3459744,24244.100,7320.835,0.2770,3471.024,0.024,0.936,0.008,0.031,0.459,0.419,747,0.1161,0.7936,0.188,11.9,23.3,60.7,25.90,0.86,6.65,0.29,18.11,7.06,1.116,0.214,0.085,0.142,7.446,0.490,0.0036,151,489,811,23957,214,14,0.608,4793,26,1283,8321,509,1224,7897,10.00,19.39,8066,11.7820,67262,4001,105687,591.6,-0.0,991533,18.074,2631002.543,2.30e-15,0.00052,12.25,23212,21.335,1.444,19.377,0.513,21.335,2452,3742,3436,0.4425,0.963,1.014,1.395,1.246,0.980,1.171,10041.114,6457.307,9590.331,9962.302,8162.491,1369.311,1453.753,1026.746,0.382,0.482,0.474,0.422,0.259,0.396,3287,6102,0.4202,1.0000,0.9997,0.1004,0.9999,0.9999,0.7409,1.3151,1.1244,0.0312,0.0534,0.0182,0.0000,0.0000,0.8605,0.0798,0.6400,0.9913,0.00256,685,0.9998,0.9782,0.9187,0.9988,0.0354,0.0450,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0621,0.0425,0.0351,0.024,0.074,0.021,0.088,2017,0.2452,0.0238,0.0295,0.0406,0.0676,0.0715
40000,9853,2915,37464,55380,44900,17648,268,26836,2208,10,226724,3332772,23137.468,7255.417,0.2822,3256.434,0.024,0.931,0.012,0.033,0.451,0.426,965,0.1117,0.7863,0.178,12.0,23.2,52.3,24.90,0.97,6.14,0.45,17.33,7.11,1.108,0.215,0.105,0.167,6.976,0.459,0.0036,160,521,885,24213,201,12,0.532,4816,37,1653,8163,540,1089,8224,12.50,21.33,8820,11.8004,67265,4218,105026,518.2,-0.0,993715,18.101,2631002.543,1.04e-14,0.00044,36.36,21529,21.067,1.410,19.140,0.517,21.093,2347,4005,3501,0.4756,0.964,1.008,1.408,1.212,0.979,1.185,10051.127,6150.896,8652.958,9972.628,7768.315,1394.611,1442.086,1162.286,0.379,0.474,0.463,0.417,0.239,0.357,3597,5536,0.5190,1.0000,0.9997,0.1043,0.9999,1.0000,0.8177,1.2902,1.1259,0.0427,0.0535,0.0224,0.0000,0.8097,0.9647,0.1084,0.6726,0.9866,0.00256,822,0.9995,0.9776,0.9275,0.9989,0.0326,0.0443,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0597,0.0498,0.0471,0.063,0.100,0.053,0.140,1829,0.2359,0.0211,0.0224,0.0427,0.0625,0.0679
41000,9873,2896,40269,62724,52013,22107,348,28396,2301,9,229059,3446009,24863.837,8153.169,0.2882,4026.779,0.031,0.925,0.012,0.033,0.443,0.432,974,0.1185,0.7919,0.190,12.0,23.4,55.9,24.76,1.13,6.51,0.47,16.65,7.14,1.127,0.219,0.131,0.215,6.919,0.458,0.0036,152,505,923,25403,199,17,0.423,5048,86,1341,8446,485,1475,7913,14.75,22.62,8963,13.1179,67273,4196,103721,531.1,-0.0,996250,18.677,2631002.543,1.10e-14,0.00014,15.95,23859,22.361,1.415,20.460,0.486,22.361,2919,3795,3159,0.4655,0.972,1.010,1.436,1.244,0.983,1.192,10046.261,6074.435,11267.019,9994.101,7629.495,1402.692,1529.487,1194.212,0.371,0.456,0.471,0.475,0.248,0.351,3718,7108,0.4732,1.0000,1.0000,0.0904,0.9999,0.9999,0.8046,1.2769,1.1718,0.0390,0.0772,0.0238,0.0000,0.0000,0.8419,0.2526,0.6592,0.9613,0.00253,585,0.9996,0.9808,0.9264,0.9990,0.0320,0.0464,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0585,0.0501,0.0480,0.064,0.122,0.052,0.183,1850,0.2292,0.0164,0.0201,0.0404,0.0651,0.0673
42000,10569,2875,40974,61078,49544,19775,329,26863,2352,21,269124,3298474,25686.676,8462.857,0.2815,3728.248,0.030,0.928,0.012,0.031,0.432,0.435,981,0.1164,0.7745,0.190,12.8,24.0,56.0,25.58,1.14,6.37,0.49,17.60,7.10,1.125,0.218,0.129,0.196,6.931,0.409,0.0035,152,515,1057,24279,252,20,0.478,5281,184,1294,9091,819,1135,8615,13.00,22.51,9315,14.6505,67216,4827,102435,653.6,-0.0,999156,18.777,2631002.543,1.84e-14,0.00001,16.82,23192,22.683,1.413,20.665,0.605,22.683,2888,4032,3649,0.4450,0.972,1.016,1.446,1.252,0.981,1.183,9396.184,6521.545,12032.553,9328.910,8053.460,2198.596,1457.136,1078.878,0.402,0.439,0.447,0.421,0.210,0.351,4025,8089,0.4475,0.9999,0.9997,0.0727,0.9999,0.9999,0.7919,1.2550,1.1140,0.0471,0.0664,0.0225,0.0000,0.1603,0.9333,0.1028,0.6443,0.9489,0.00254,1018,0.9999,0.9719,0.9241,0.9992,0.0327,0.0427,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0566,0.0512,0.0456,0.059,0.109,0.030,0.171,1935,0.2467,0.0154,0.0214,0.0420,0.0590,0.0656
43000,8899,2862,40065,66193,55331,25842,286,27719,2063,11,241035,3371752,26565.463,9182.568,0.2828,4922.218,0.033,0.917,0.015,0.036,0.440,0.432,640,0.1334,0.7654,0.184,12.5,24.0,60.0,25.82,1.04,6.11,0.42,18.25,7.05,1.140,0.209,0.113,0.175,7.555,0.443,0.0035,155,512,1027,25495,250,22,0.502,4482,779,1035,7085,503,1020,7376,13.25,23.31,9244,15.3722,67246,4111,100498,575.4,-0.0,1002433,19.675,2631002.543,1.77e-16,0.00000,28.99,25328,23.465,1.414,21.606,0.445,23.466,2777,3120,3002,0.4408,0.969,1.017,1.468,1.250,0.982,1.202,9160.157,6609.789,13954.998,9104.848,8427.835,1543.359,1459.820,1257.171,0.419,0.428,0.471,0.515,0.238,0.386,3518,8863,0.4942,1.0000,1.0000,0.0832,0.9998,1.0000,0.7853,1.2813,1.1562,0.0410,0.0651,0.0187,0.0000,0.6894,0.9354,0.2576,0.7183,0.9491,0.00250,1025,0.9996,0.9728,0.9335,0.9990,0.0352,0.0455,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0598,0.0437,0.0411,0.061,0.108,0.045,0.150,2054,0.2399,0.0164,0.0289,0.0427,0.0631,0.0722
44000,8837,2752,39332,64160,53148,24534,294,26401,2056,12,235966,3104612,25564.209,8713.834,0.2835,4533.196,0.040,0.905,0.018,0.038,0.425,0.443,1024,0.1316,0.7675,0.201,12.3,24.0,59.4,26.01,1.02,6.18,0.45,18.37,7.11,1.131,0.212,0.111,0.178,7.493,0.465,0.0035,160,507,943,22658,316,22,0.454,4598,711,1007,7119,540,980,7317,14.25,23.09,6551,12.2604,67117,3733,99356,908.0,-0.0,1007805,18.787,2631002.543,8.32e-15,0.00000,6.88,23723,22.232,1.421,20.370,0.441,22.232,2758,3228,2851,0.4634,0.963,1.012,1.493,1.232,0.983,1.201,8919.846,5767.804,14303.765,8857.178,6936.462,1796.552,1379.850,1004.235,0.396,0.427,0.445,0.541,0.205,0.304,3550,8306,0.4325,1.0000,0.9999,0.0665,0.9998,0.9999,0.7638,1.2758,1.1375,0.0376,0.0603,0.0220,0.0000,0.0000,0.8035,0.1463,0.6613,0.9447,0.00255,624,0.9998,0.9775,0.9093,0.9989,0.0334,0.0371,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0603,0.0488,0.0464,0.050,0.113,0.020,0.169,1995,0.2052,0.0143,0.0225,0.0447,0.0664,0.0684
45000,8025,2473,31867,44996,35696,12874,255,23091,1759,7,173042,2621431,19591.379,5736.886,0.2857,2647.144,0.025,0.935,0.010,0.030,0.413,0.454,600,0.1290,0.7856,0.182,12.4,23.2,58.9,25.32,0.93,6.28,0.30,17.81,7.01,1.137,0.221,0.095,0.151,7.193,0.447,0.0036,160,531,902,19649,273,21,0.565,4075,24,832,7169,349,869,6807,15.75,24.41,8592,11.6448,67062,3938,98303,559.4,-0.0,1009265,15.696,2631002.543,1.75e-14,0.00018,27.80,17301,17.741,1.418,15.964,0.359,17.742,2042,2987,2996,0.4444,0.974,1.013,1.519,1.290,0.983,1.187,8217.008,5507.688,7369.092,8156.959,6712.471,949.186,1296.607,843.949,0.349,0.424,0.437,0.387,0.214,0.300,3564,5546,0.5210,1.0000,1.0000,0.0878,0.9999,0.9999,0.8077,1.2607,1.1588,0.0455,0.0515,0.0165,0.0000,0.6890,0.9547,0.0691,0.7077,0.9563,0.00253,704,0.9995,0.9638,0.9364,0.9987,0.0302,0.0388,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0588,0.0365,0.0330,0.034,0.082,0.016,0.111,1572,0.2332,0.0143,0.0224,0.0409,0.0653,0.0644
46000,8476,2820,35522,54639,44606,18845,272,24584,1951,14,204646,2942873,23257.393,6855.997,0.2737,3355.676,0.032,0.930,0.011,0.027,0.427,0.443,977,0.1286,0.7732,0.165,13.3,24.0,63.9,26.37,1.62,6.42,0.44,17.90,7.09,1.131,0.215,0.130,0.185,7.490,0.441,0.0035,155,514,967,21068,252,22,0.512,4426,43,1150,7283,512,1313,6651,13.25,22.76,8397,13.6453,67117,3858,97646,577.6,-0.0,1010991,17.572,2631002.543,1.81e-14,0.00007,16.52,21433,19.975,1.400,18.178,0.397,19.975,2754,3230,2492,0.4676,0.968,1.010,1.513,1.269,0.983,1.171,8436.716,5316.535,11753.167,8381.952,6477.951,1517.441,1200.787,782.094,0.404,0.433,0.436,0.482,0.203,0.319,3650,5875,0.4882,0.9999,0.9998,0.0662,0.9999,1.0000,0.7283,1.2823,1.1558,0.0878,0.0566,0.0247,0.0000,0.1989,0.8646,0.2177,0.7076,0.9489,0.00251,629,0.9999,0.9811,0.9228,0.9985,0.0297,0.0388,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0566,0.0432,0.0375,0.040,0.103,0.033,0.130,2018,0.2584,0.0136,0.0177,0.0433,0.0612,0.0654
47000,8940,2861,36573,57578,47528,20693,312,25103,1881,11,187591,3105815,23235.756,6817.346,0.2819,3511.762,0.026,0.926,0.018,0.030,0.443,0.430,791,0.1213,0.7789,0.173,12.2,23.3,62.4,24.69,1.30,6.38,0.25,16.76,6.96,1.158,0.215,0.109,0.161,7.609,0.488,0.0035,151,505,919,20915,256,21,0.538,4640,118,990,7832,403,1359,7178,11.50,22.35,9314,14.4575,67144,4045,96521,550.6,-0.0,1012748,17.379,2631002.543,1.36e-14,0.00015,12.20,22320,20.342,1.404,18.462,0.476,20.342,2700,3192,3048,0.4348,0.976,1.015,1.619,1.325,0.982,1.194,8440.831,5660.643,11450.834,8385.305,6911.378,1329.230,1245.658,730.696,0.410,0.444,0.467,0.514,0.210,0.322,3635,6887,0.4423,1.0000,0.9998,0.0635,0.9999,1.0000,0.7717,1.3008,1.1574,0.0819,0.0498,0.0193,0.0000,0.0491,0.9221,0.0796,0.6427,0.9419,0.00254,454,0.9999,0.9851,0.9414,0.9992,0.0296,0.0410,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0601,0.0377,0.0327,0.034,0.067,0.012,0.105,1773,0.2296,0.0132,0.0158,0.0454,0.0655,0.0673
48000,9806,3204,38820,58528,47267,19396,312,26703,2166,7,217874,3289221,24806.879,7248.530,0.2929,3259.949,0.021,0.942,0.010,0.027,0.435,0.438,881,0.1189,0.7772,0.187,13.7,24.6,67.7,25.76,1.21,6.55,0.19,17.81,6.90,1.206,0.205,0.104,0.140,7.742,0.460,0.0035,154,499,872,22039,253,22,0.521,4955,221,1170,8415,808,1509,7489,11.25,21.50,11357,17.4647,67325,3815,95586,615.9,-0.0,1012145,18.468,2631002.543,7.79e-15,0.00027,35.52,22855,22.006,1.416,19.872,0.718,22.006,3584,3177,3045,0.3957,0.982,1.037,1.799,1.417,0.983,1.192,8726.916,6018.800,12108.922,8667.404,7290.503,1927.713,1220.532,840.336,0.413,0.428,0.462,0.443,0.209,0.351,3458,6634,0.4252,0.9999,0.9999,0.0659,0.9999,0.9999,0.7655,1.3402,1.1427,0.0686,0.0405,0.0182,0.0000,0.8251,0.9503,0.2215,0.6527,0.9517,0.00251,426,0.9999,0.9871,0.9384,0.9984,0.0310,0.0381,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0570,0.0223,0.0212,0.022,0.053,0.008,0.076,2018,0.2530,0.0167,0.0220,0.0421,0.0636,0.0677
49000,8867,2714,40265,60563,49804,20004,294,25832,1936,1,199185,3198349,25774.440,7275.087,0.2772,3823.650,0.025,0.932,0.009,0.034,0.437,0.435,725,0.1277,0.7672,0.183,12.1,22.0,58.3,24.53,0.97,6.00,0.25,17.31,6.95,1.140,0.203,0.089,0.129,7.290,0.486,0.0035,140,498,901,19551,268,18,0.646,4311,210,1258,7399,463,761,7643,13.25,23.50,9794,14.6620,67336,3581,94923,656.7,-0.0,1017009,18.748,2631002.543,1.66e-14,0.00016,12.67,24212,22.958,1.529,20.935,0.494,22.959,2031,3612,3224,0.4684,0.966,1.010,1.586,1.370,0.979,1.175,8962.764,5650.978,13895.607,8902.331,6800.151,1661.820,1080.859,708.758,0.399,0.453,0.448,0.442,0.215,0.307,3466,10980,0.5061,0.9997,0.9997,0.0647,0.9999,1.0000,0.7660,1.3198,1.1721,0.0732,0.0352,0.0132,0.0000,0.0000,0.8238,0.2005,0.6398,0.9637,0.00255,380,1.0000,0.9885,0.9462,0.9992,0.0319,0.0413,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0591,0.0346,0.0289,0.031,0.069,0.018,0.087,2075,0.2516,0.0202,0.0305,0.0443,0.0617,0.0655
50000,9578,3052,36791,57022,46858,19948,283,26050,2089,7,194517,3269290,24346.963,6872.363,0.2771,3503.784,0.025,0.938,0.007,0.030,0.452,0.428,910,0.1099,0.7716,0.167,12.9,24.0,71.9,26.94,0.85,6.94,0.29,18.85,7.00,1.180,0.214,0.082,0.116,7.755,0.474,0.0036,157,518,1252,20370,272,18,0.551,5020,146,1095,8337,1152,844,7582,9.25,18.90,9176,14.1913,67291,3813,94800,532.3,-0.0,1018326,17.998,2631002.543,1.59e-15,0.00005,27.47,23098,21.725,1.423,19.653,0.649,21.752,3112,3372,3094,0.4122,0.978,1.029,1.762,1.392,0.984,1.181,8812.560,5674.862,12054.728,8768.178,7027.841,1393.137,1072.541,902.901,0.416,0.472,0.453,0.494,0.215,0.330,3402,5600,0.4488,1.0000,1.0000,0.0697,0.9998,1.0000,0.7354,1.3107,1.1429,0.0382,0.0376,0.0159,0.0000,0.6512,0.9569,0.0347,0.6482,0.9851,0.00260,480,0.9999,0.9771,0.9198,0.9987,0.0295,0.0350,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0584,0.0371,0.0314,0.036,0.069,0.024,0.092,1854,0.2326,0.0197,0.0245,0.0415,0.0667,0.0665
