step,lineage,size,mass,hard,muscle,sensor,digestive,bite_any,tooth,age,plant,meat,shapes
5000,2,5560,18.46,0.12,6.20,0.37,10.47,0.01,0.004,181,8.51,4.53,3369
5000,1,3926,26.16,0.18,8.12,0.34,13.45,0.04,0.010,251,12.88,5.40,1648
5000,79,455,28.54,1.03,5.73,0.08,20.91,0.15,0.048,299,18.74,4.06,309
5000,3,265,44.22,1.37,12.07,0.01,16.76,0.63,0.162,529,19.78,14.27,190
5000,7,190,39.60,1.25,10.76,1.53,15.74,0.23,0.063,581,22.99,14.03,134
5000,144,97,41.14,0.04,2.02,0.00,41.57,0.00,0.000,89,12.37,1.39,43
5000,47,92,35.77,0.35,6.13,0.62,25.11,0.02,0.000,221,27.62,5.58,77
5000,527,20,37.65,5.55,0.00,0.00,19.05,0.00,0.000,587,28.00,14.69,10
5000,175,8,38.00,0.00,20.00,0.00,11.75,0.00,0.000,360,16.21,11.62,6
6000,2,5492,20.93,0.13,6.88,0.54,11.68,0.02,0.006,183,9.24,4.66,3216
6000,1,3977,22.79,0.22,6.62,0.27,12.14,0.04,0.011,277,13.65,4.42,1483
6000,79,427,26.58,1.07,6.32,0.01,17.96,0.24,0.070,336,19.80,4.96,336
6000,3,417,45.34,1.21,12.81,0.00,19.85,0.27,0.084,259,21.33,6.04,278
6000,7,45,31.37,0.53,6.20,2.04,15.00,0.00,0.000,1285,38.37,28.49,41
6000,144,37,23.31,0.00,4.68,1.65,18.38,0.00,0.000,217,15.74,1.00,34
6000,615,13,225.48,73.00,9.85,0.00,38.23,2.23,0.538,2912,218.69,31.52,13
6000,527,5,31.39,5.00,0.00,0.00,15.20,0.00,0.000,2323,92.91,52.15,5
7000,2,4994,21.74,0.24,6.25,0.55,14.59,0.03,0.009,161,9.96,3.43,2879
7000,1,4394,22.11,0.19,6.42,0.50,11.83,0.02,0.005,259,12.87,4.32,1682
7000,79,468,29.95,2.00,4.57,0.03,20.81,0.37,0.135,321,19.28,5.29,322
7000,628,89,21.82,0.02,8.19,0.35,7.07,0.08,0.022,359,9.62,10.47,59
7000,3,80,31.18,2.14,5.88,0.24,12.59,0.35,0.125,720,37.10,13.06,64
7000,627,66,30.58,0.00,9.65,0.44,15.74,0.00,0.000,196,13.59,2.34,31
7000,144,15,28.94,0.00,0.47,0.00,28.60,0.00,0.000,311,21.27,4.92,15
7000,7,12,30.25,0.00,8.58,1.00,12.92,0.00,0.000,2405,75.86,44.60,12
7000,615,10,235.56,75.10,14.10,0.00,40.80,2.80,0.600,4291,316.11,39.20,10
