step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,cold_land,cold_surface,cold_bottom,fat_land,fat_surface,fat_bottom
40000,9189,2536,46019,68919,55433,22678,222,33460,2858,0,193578,3070890,26348.934,7484.099,0.2975,3884.960,0.047,0.851,0.076,0.025,0.377,0.472,1391,0.1629,0.8412,0.174,8.4,13.2,54.1,19.72,0.55,6.19,0.45,12.54,6.42,1.120,0.245,0.016,0.016,5.999,0.469,0.0036,153,476,681,10422,85,8,0.813,3574,81,1495,7613,347,971,7871,24.50,32.91,7841,11.7447,67306,4043,102116,484.0,-0.0,1006597,20.501,2631075.518,4.07e-15,0.00007,36.36,21166,22.432,1.392,20.744,0.295,22.458,1996,4272,2921,0.5208,0.966,1.000,1.499,1.336,0.984,1.171,10252.832,5669.715,13511.618,10203.820,6518.457,1745.611,656.494,1197.034,0.328,0.404,0.366,0.559,0.138,0.222,4027,7227,0.4933,1.0000,0.9999,0.0621,1.0000,1.0000,0.7605,1.3543,1.0506,0.0429,0.0248,0.0144,0.0000,0.8097,0.9647,0.1084,0.6726,0.9866,0.00256,764,0.9997,0.9800,0.8908,0.9990,0.0193,0.0364,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0716,0.0577,0.0540,0.068,0.126,0.042,0.142,2407,0.2107,0.0157,0.0226,0.0491,0.0869,0.0645
41000,10610,2616,44439,56959,42636,12303,217,31436,2861,0,195363,3006960,23428.442,5889.032,0.3052,2162.540,0.037,0.908,0.048,0.007,0.364,0.480,1445,0.1479,0.8702,0.177,9.0,14.0,55.4,20.38,0.38,6.41,0.42,13.19,6.47,1.191,0.242,0.013,0.013,5.781,0.419,0.0036,144,463,582,10125,100,8,0.719,4355,110,1949,8551,606,1450,8554,22.25,32.07,9310,13.6724,67314,4541,101442,670.3,-0.0,1007104,18.248,2631075.518,2.88e-14,0.00006,15.95,18527,20.397,1.358,18.581,0.458,20.398,3149,4275,3186,0.4547,0.970,1.019,1.689,1.421,0.984,1.242,9724.586,5971.725,9239.927,9680.350,6670.705,1876.968,595.404,1254.121,0.328,0.380,0.361,0.367,0.107,0.212,4326,5951,0.4318,1.0000,0.9995,0.0738,1.0000,1.0000,0.7914,1.3428,1.0748,0.0181,0.0187,0.0186,0.0000,0.0000,0.8419,0.2526,0.6592,0.9613,0.00253,689,0.9994,0.9832,0.8950,0.9988,0.0189,0.0335,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0652,0.0565,0.0519,0.073,0.112,0.064,0.110,2081,0.2304,0.0160,0.0272,0.0418,0.0811,0.0670
42000,10747,2942,49072,64756,48837,15415,269,33621,3389,2,238224,3268511,26494.806,7801.097,0.3239,2978.680,0.045,0.888,0.052,0.014,0.366,0.479,1736,0.1563,0.8546,0.176,9.0,14.0,49.9,18.95,0.34,6.11,0.50,11.99,6.43,1.209,0.241,0.016,0.016,5.970,0.445,0.0035,143,464,691,10669,104,9,0.723,4378,380,1429,8938,577,1532,8638,21.75,29.87,10005,15.5654,67256,4377,100044,612.4,-0.0,1009785,20.215,2631075.518,9.03e-15,0.00005,16.82,22156,23.803,1.358,21.945,0.500,23.803,3419,4135,3193,0.4499,0.979,1.017,1.861,1.424,0.987,1.265,9780.619,6648.787,12223.317,9742.079,7508.090,2608.572,607.264,1606.581,0.324,0.368,0.396,0.370,0.097,0.260,4081,8633,0.4488,0.9998,0.9990,0.0637,1.0000,1.0000,0.8788,1.3569,1.0751,0.0156,0.0234,0.0170,0.0000,0.1603,0.9333,0.1028,0.6443,0.9489,0.00254,711,0.9993,0.9812,0.8801,0.9993,0.0185,0.0338,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0703,0.0637,0.0616,0.085,0.125,0.077,0.130,2579,0.2490,0.0143,0.0315,0.0471,0.0858,0.0751
43000,9947,2700,48504,66751,51371,17995,252,31822,3347,2,216475,2989401,25792.069,7743.335,0.3285,3298.613,0.042,0.888,0.059,0.011,0.349,0.493,1457,0.1646,0.8597,0.180,8.6,14.0,57.2,20.51,0.45,6.46,0.48,13.12,6.44,1.174,0.246,0.014,0.014,6.073,0.435,0.0034,138,456,630,9575,94,7,0.749,3872,429,1295,8223,762,1243,7942,23.50,32.24,10037,15.9408,67287,4028,99217,611.7,-0.0,1012609,19.499,2631075.518,5.49e-15,0.00033,28.99,21987,22.806,1.427,20.989,0.389,22.807,3042,3892,3013,0.4698,0.972,1.011,1.770,1.336,0.986,1.252,9062.620,5809.220,13530.557,9027.708,6532.417,2417.576,565.999,1461.148,0.342,0.347,0.359,0.411,0.094,0.251,4272,10654,0.4513,1.0000,0.9994,0.0532,1.0000,1.0000,0.7652,1.3713,1.0746,0.0247,0.0179,0.0205,0.0000,0.6894,0.9354,0.2576,0.7183,0.9491,0.00250,672,0.9995,0.9841,0.8973,0.9989,0.0191,0.0321,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0705,0.0580,0.0552,0.080,0.128,0.068,0.130,2807,0.2465,0.0156,0.0272,0.0458,0.0866,0.0747
44000,9689,2722,45696,63170,48389,17265,209,30046,3043,2,223404,2906703,25122.735,7393.949,0.3038,3152.626,0.040,0.896,0.051,0.013,0.355,0.486,1389,0.1626,0.8546,0.172,8.8,14.0,58.0,21.36,0.43,7.30,0.43,13.20,6.49,1.173,0.258,0.014,0.015,6.305,0.432,0.0035,139,455,632,12012,94,7,0.732,4131,1070,893,7726,601,1097,7991,21.50,31.40,9330,15.2557,67159,4027,99020,763.9,-0.0,1014899,18.357,2631075.518,1.93e-14,0.00008,6.88,20388,21.212,1.357,19.496,0.360,21.213,3393,3585,2711,0.4365,0.973,1.021,1.663,1.305,0.984,1.260,8658.022,5587.056,13341.258,8623.172,6310.931,2466.691,590.086,1184.546,0.336,0.362,0.361,0.415,0.104,0.257,4185,9784,0.4633,1.0000,0.9999,0.0552,1.0000,1.0000,0.7446,1.4239,1.0852,0.0214,0.0205,0.0175,0.0000,0.0000,0.8035,0.1463,0.6613,0.9447,0.00255,644,0.9998,0.9906,0.8934,0.9986,0.0172,0.0308,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0702,0.0562,0.0520,0.073,0.120,0.055,0.126,2435,0.2131,0.0135,0.0258,0.0432,0.0893,0.0788
45000,8698,2488,44125,57962,43484,13629,208,29987,3120,4,216177,2915583,22672.079,6908.039,0.3104,2714.679,0.042,0.904,0.048,0.007,0.357,0.482,1752,0.1824,0.8653,0.169,9.0,13.2,49.8,18.16,0.44,5.93,0.34,11.45,6.27,1.184,0.243,0.015,0.015,6.361,0.434,0.0035,141,454,620,10518,103,7,0.772,3354,24,895,7779,550,1018,7130,22.25,32.35,9446,13.4306,67101,4124,98651,507.2,-0.0,1017956,17.726,2631075.518,1.45e-14,0.00071,27.80,19268,20.419,1.388,18.718,0.313,20.420,2366,3508,2824,0.4632,0.987,1.012,1.976,1.395,0.987,1.251,8512.053,5443.800,10793.952,8482.931,6109.875,2618.055,591.163,984.142,0.339,0.367,0.359,0.362,0.104,0.225,4193,9127,0.4883,1.0000,0.9996,0.0517,1.0000,1.0000,0.8438,1.4211,1.1176,0.0244,0.0237,0.0238,0.0000,0.6890,0.9547,0.0691,0.7077,0.9563,0.00253,583,0.9997,0.9886,0.9095,0.9983,0.0172,0.0273,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0772,0.0492,0.0474,0.059,0.098,0.055,0.097,2295,0.2163,0.0126,0.0174,0.0509,0.0873,0.0866
46000,10536,2632,45250,60287,45751,14833,204,30362,3040,7,203486,2985368,24393.859,6387.664,0.3089,2458.545,0.040,0.903,0.049,0.009,0.361,0.482,1630,0.1489,0.8672,0.168,9.0,15.0,59.6,21.90,0.56,6.45,0.74,14.15,6.44,1.211,0.228,0.015,0.015,6.534,0.401,0.0035,140,450,760,9898,98,6,0.740,4169,49,1232,9255,1017,1713,7806,22.25,32.13,9799,15.5023,67148,4019,98312,888.4,-0.0,1017889,17.687,2631075.518,6.37e-15,0.00114,16.52,19400,20.496,1.369,18.638,0.488,20.496,3925,3758,2853,0.4023,0.987,1.042,1.967,1.402,0.985,1.246,8758.472,5714.567,11704.690,8727.293,6420.420,2383.546,538.145,1007.429,0.335,0.368,0.373,0.384,0.104,0.226,4002,7233,0.4092,1.0000,0.9994,0.0537,1.0000,1.0000,0.7422,1.4040,1.0649,0.0305,0.0189,0.0199,0.0000,0.1989,0.8646,0.2177,0.7076,0.9489,0.00251,582,0.9995,0.9868,0.8884,0.9975,0.0163,0.0278,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0712,0.0685,0.0642,0.118,0.176,0.155,0.127,2188,0.2157,0.0114,0.0210,0.0405,0.0876,0.0919
47000,9219,2556,46040,61419,45867,15132,247,31881,3320,18,213664,3113103,24523.636,7470.820,0.3243,3140.081,0.038,0.901,0.054,0.007,0.363,0.483,1733,0.1746,0.8587,0.173,8.9,14.0,49.8,18.80,0.35,5.97,0.27,12.21,6.29,1.195,0.241,0.011,0.011,6.429,0.431,0.0035,145,451,949,9868,131,14,0.750,3741,45,1307,7867,395,1329,7495,23.25,31.32,10400,15.5306,67175,4119,97440,497.1,-0.0,1021222,19.062,2631075.518,4.25e-15,0.00000,12.20,20936,21.998,1.351,20.236,0.411,21.999,2912,3587,2720,0.4487,0.985,1.020,1.977,1.405,0.986,1.247,8845.464,5525.059,12542.339,8814.968,6306.411,2721.083,571.903,1037.754,0.358,0.365,0.363,0.381,0.101,0.220,4034,8867,0.4236,1.0000,1.0000,0.0461,1.0000,1.0000,0.8692,1.3700,1.0887,0.0204,0.0146,0.0203,0.0000,0.0491,0.9221,0.0796,0.6427,0.9419,0.00254,665,0.9996,0.9744,0.8970,0.9981,0.0176,0.0301,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0787,0.0406,0.0384,0.046,0.077,0.040,0.081,2606,0.2408,0.0117,0.0197,0.0486,0.0877,0.0990
48000,10458,2744,47515,65178,49807,17462,201,30044,2916,40,189203,3044547,26309.851,6953.528,0.3141,3239.444,0.046,0.896,0.052,0.007,0.361,0.484,1418,0.1517,0.8623,0.182,9.0,14.5,55.2,20.67,0.43,6.24,0.44,13.57,6.28,1.197,0.234,0.011,0.010,6.388,0.434,0.0033,137,440,1173,9092,215,15,0.770,4277,398,1887,8173,814,1389,8255,21.50,30.68,11188,18.0463,67355,4173,96647,684.6,-0.0,1021995,18.916,2631075.518,5.31e-15,0.00033,35.52,22072,21.863,1.351,19.988,0.524,21.864,3606,3883,2969,0.4283,0.980,1.028,1.982,1.383,0.987,1.245,8863.366,5693.519,14245.152,8836.104,6468.038,2164.275,625.650,924.160,0.373,0.355,0.360,0.404,0.103,0.235,4055,10170,0.4034,1.0000,0.9992,0.0473,1.0000,1.0000,0.7836,1.4136,1.0830,0.0225,0.0164,0.0215,0.0000,0.8251,0.9503,0.2215,0.6527,0.9517,0.00251,666,0.9997,0.9885,0.9014,0.9978,0.0170,0.0306,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0726,0.0626,0.0591,0.068,0.126,0.059,0.138,2440,0.2560,0.0146,0.0234,0.0443,0.0840,0.0920
49000,10942,2687,51623,71827,53883,19962,242,32316,3765,24,241039,3240767,27293.365,9019.393,0.3407,3886.097,0.046,0.894,0.053,0.007,0.363,0.480,1721,0.1538,0.8529,0.172,8.9,14.0,51.4,19.92,0.40,6.49,0.48,12.55,6.22,1.199,0.247,0.018,0.018,5.888,0.433,0.0034,137,450,809,9876,120,13,0.751,4390,246,1485,9211,1014,1281,8647,22.50,30.39,9717,15.7772,67365,4032,95936,788.5,-0.0,1025831,19.786,2631075.518,1.06e-14,0.00001,12.67,25770,26.215,1.502,24.144,0.569,26.215,3522,4338,3082,0.4549,0.978,1.019,1.995,1.424,0.986,1.243,9382.563,6015.454,14797.772,9358.137,7023.553,2751.301,649.975,1732.020,0.361,0.368,0.359,0.401,0.102,0.300,3916,11640,0.4028,1.0000,0.9994,0.0499,0.9999,1.0000,0.7945,1.3631,1.0471,0.0266,0.0141,0.0152,0.0000,0.0000,0.8238,0.2005,0.6398,0.9637,0.00255,789,0.9995,0.9803,0.8901,0.9986,0.0164,0.0266,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0684,0.0600,0.0551,0.069,0.123,0.082,0.112,2605,0.2377,0.0157,0.0260,0.0460,0.0846,0.0709
50000,9190,2437,43328,55714,41229,12200,186,31394,2778,1,188314,2937827,22945.598,6304.375,0.3117,2636.366,0.049,0.894,0.050,0.007,0.361,0.485,1598,0.1659,0.8633,0.160,9.0,14.0,49.9,19.36,0.39,5.92,0.46,12.59,6.25,1.143,0.241,0.013,0.012,5.864,0.442,0.0036,148,471,526,8883,68,10,0.824,3492,170,1521,7499,496,867,7827,25.25,33.83,10237,13.6504,67324,3893,95729,472.8,-0.0,1028325,18.514,2631075.518,1.26e-14,0.00011,27.47,18847,21.172,1.397,19.437,0.338,21.197,2352,4119,2719,0.5100,0.972,1.000,1.586,1.390,0.987,1.164,9481.586,5253.345,10097.182,9451.523,6033.258,1990.940,655.439,1021.630,0.335,0.380,0.350,0.348,0.115,0.214,3972,7658,0.4499,1.0000,0.9993,0.0576,1.0000,1.0000,0.8116,1.3636,1.0399,0.0225,0.0159,0.0215,0.0000,0.6512,0.9569,0.0347,0.6482,0.9851,0.00260,840,0.9997,0.9804,0.8946,0.9985,0.0171,0.0267,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0707,0.0679,0.0647,0.080,0.134,0.054,0.140,2409,0.2216,0.0193,0.0292,0.0506,0.0855,0.0657
51000,9839,2668,45963,59098,44158,12945,190,31281,2407,2,157875,3075787,24236.680,5524.776,0.3055,2510.662,0.047,0.901,0.045,0.007,0.370,0.479,1709,0.1564,0.8761,0.161,8.9,14.0,47.3,18.43,0.45,5.54,0.38,12.07,6.25,1.131,0.236,0.015,0.016,5.861,0.478,0.0035,141,443,659,8330,109,8,0.843,3660,45,1581,8213,279,1061,8499,22.50,31.60,9612,13.5718,67341,3833,95655,534.4,-0.0,1030528,18.721,2631075.518,1.24e-14,0.00202,29.17,18999,20.699,1.368,18.957,0.375,20.700,2391,4604,2844,0.5286,0.961,1.000,1.581,1.361,0.984,1.176,9595.396,5546.285,11044.516,9559.327,6143.499,1479.836,689.093,845.185,0.366,0.386,0.344,0.369,0.097,0.178,3885,8547,0.4691,0.9999,0.9995,0.0563,1.0000,1.0000,0.8462,1.3745,1.0714,0.0330,0.0228,0.0166,0.0000,0.5546,0.9483,0.1972,0.6793,0.9961,0.00259,660,0.9996,0.9849,0.9002,0.9976,0.0164,0.0255,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0734,0.0576,0.0546,0.069,0.109,0.050,0.121,2417,0.2418,0.0192,0.0282,0.0580,0.0845,0.0683
52000,9719,2603,42142,56296,42510,13958,196,30131,2192,4,149824,2870995,23256.105,5292.838,0.2907,2571.028,0.041,0.903,0.046,0.010,0.362,0.484,1479,0.1535,0.8728,0.166,9.0,14.0,52.2,21.15,0.34,6.44,0.40,13.97,6.40,1.127,0.246,0.014,0.013,6.019,0.439,0.0036,145,467,677,7891,101,10,0.856,3546,48,1512,8159,956,1287,7476,24.00,31.89,9696,13.2970,67244,4086,95961,778.9,-0.0,1031197,17.881,2631075.518,9.73e-15,0.00010,11.84,16796,19.213,1.350,17.547,0.317,19.213,3175,3886,2658,0.5075,0.955,1.000,1.568,1.249,0.989,1.182,9683.200,5455.151,9957.166,9658.283,6211.684,1227.184,591.479,903.147,0.338,0.381,0.343,0.437,0.103,0.199,3817,7120,0.4849,0.9997,0.9996,0.0691,1.0000,1.0000,0.7501,1.4119,1.0733,0.0178,0.0113,0.0175,0.0000,0.0000,0.8796,0.0900,0.6490,0.9780,0.00260,880,0.9998,0.9875,0.9042,0.9986,0.0166,0.0278,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0698,0.0603,0.0554,0.085,0.106,0.066,0.112,1935,0.2171,0.0187,0.0268,0.0476,0.0880,0.0697
53000,9050,2526,46564,66281,51730,19505,212,31782,2705,1,196283,3070313,25544.150,7365.385,0.2937,3761.908,0.042,0.894,0.049,0.015,0.366,0.476,1526,0.1781,0.8585,0.167,9.0,14.0,49.1,19.56,0.38,6.31,0.41,12.45,6.39,1.113,0.252,0.020,0.020,5.964,0.452,0.0035,141,453,658,9185,96,12,0.871,3329,144,1361,7545,387,1189,7474,26.00,34.19,8269,12.9711,67300,3984,94850,409.9,-0.0,1036663,19.441,2631075.518,1.20e-14,0.00014,35.70,19776,21.179,1.347,19.582,0.250,21.179,2346,4016,2688,0.5166,0.967,1.000,1.483,1.241,0.986,1.192,9730.280,5515.498,13449.445,9700.645,6155.969,1990.610,593.424,1019.443,0.380,0.378,0.333,0.499,0.099,0.162,4018,9688,0.4998,1.0000,0.9999,0.0547,1.0000,1.0000,0.8259,1.3639,1.0592,0.0251,0.0146,0.0182,0.0000,0.8160,0.9595,0.1737,0.6633,0.9604,0.00260,785,0.9995,0.9838,0.8860,0.9987,0.0164,0.0247,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0712,0.0614,0.0582,0.079,0.119,0.058,0.121,2272,0.2254,0.0171,0.0242,0.0505,0.0867,0.0663
54000,9039,2432,43561,60104,46591,16331,212,30161,2745,2,195984,2829406,23875.533,6477.696,0.2903,2922.407,0.041,0.905,0.044,0.010,0.353,0.485,1647,0.1736,0.8606,0.166,9.0,14.6,54.9,21.72,0.41,7.03,0.44,13.86,6.50,1.139,0.254,0.017,0.016,6.072,0.435,0.0036,142,462,700,9020,131,12,0.782,3550,535,1153,7351,676,1254,7109,26.75,35.49,8698,14.3140,67277,3764,93286,752.1,-0.0,1038732,18.240,2631075.518,1.96e-14,0.00020,11.91,18021,19.633,1.346,18.026,0.262,19.634,3002,3573,2464,0.4705,0.973,1.012,1.537,1.267,0.986,1.207,9031.273,5280.077,11867.790,9001.983,5928.167,1977.452,638.690,939.146,0.360,0.354,0.345,0.449,0.108,0.181,3998,7712,0.4055,0.9995,0.9994,0.0511,1.0000,1.0000,0.7682,1.3242,1.0452,0.0167,0.0224,0.0190,0.0000,0.0000,0.7388,0.2764,0.6462,0.9489,0.00256,670,0.9997,0.9732,0.8822,0.9995,0.0167,0.0250,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0676,0.0594,0.0533,0.084,0.109,0.066,0.111,2282,0.2232,0.0159,0.0251,0.0431,0.0861,0.0707
55000,9117,2455,43575,57484,43325,13711,198,29041,2812,4,197086,2697899,23790.300,6411.028,0.2892,2848.114,0.040,0.899,0.050,0.011,0.346,0.489,1602,0.1716,0.8488,0.158,9.1,14.0,50.0,20.25,0.41,6.59,0.47,12.78,6.41,1.128,0.260,0.021,0.021,6.047,0.458,0.0035,141,454,657,8631,100,10,0.815,3470,387,988,7742,630,1306,7181,26.25,33.94,8508,14.3725,67178,3631,92279,426.4,-0.0,1042260,18.598,2631075.518,2.42e-14,0.00018,18.47,17642,19.856,1.357,18.240,0.259,19.857,2993,3680,2444,0.4791,0.974,1.003,1.502,1.255,0.987,1.183,8577.600,5018.793,12469.166,8554.659,5614.589,2166.836,581.293,814.785,0.371,0.345,0.318,0.385,0.089,0.160,4039,8315,0.4687,0.9998,0.9999,0.0435,1.0000,1.0000,0.8142,1.3443,1.0680,0.0244,0.0151,0.0190,0.0000,0.2209,0.9429,0.1043,0.6496,0.9443,0.00259,850,0.9993,0.9803,0.8874,0.9990,0.0163,0.0238,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0679,0.0650,0.0607,0.070,0.108,0.054,0.130,2475,0.2462,0.0144,0.0224,0.0486,0.0853,0.0652
56000,7694,2107,39644,52018,39411,12204,170,26599,2297,1,163380,2303209,21300.046,5346.412,0.2860,2426.127,0.038,0.899,0.051,0.012,0.328,0.501,1496,0.1912,0.8653,0.169,9.3,14.0,49.6,20.19,0.36,6.84,0.48,12.51,6.54,1.125,0.266,0.017,0.018,6.112,0.417,0.0035,136,453,623,7258,114,10,0.808,2976,933,858,5903,415,1174,6105,29.50,38.91,9162,13.9721,67176,3603,91807,548.3,-0.0,1043898,16.383,2631075.518,2.48e-15,0.00032,25.84,15846,17.053,1.351,15.526,0.175,17.053,2801,2978,1915,0.4916,0.961,1.000,1.490,1.227,0.984,1.196,7876.070,4545.027,10871.438,7850.644,5004.092,1729.399,483.852,707.034,0.329,0.333,0.316,0.380,0.092,0.126,4137,9482,0.4137,1.0000,0.9999,0.0466,1.0000,1.0000,0.8636,1.3419,1.0451,0.0207,0.0120,0.0186,0.0000,0.5752,0.9312,0.2258,0.7588,0.9578,0.00256,662,1.0000,0.9898,0.8869,0.9991,0.0160,0.0230,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0698,0.0695,0.0668,0.088,0.114,0.071,0.119,2026,0.2294,0.0131,0.0197,0.0489,0.0876,0.0725
57000,8693,2365,41581,55528,42402,13778,169,26018,1957,0,149559,2511014,22794.522,5498.559,0.2935,2754.812,0.041,0.896,0.051,0.012,0.350,0.485,1658,0.1659,0.8617,0.153,9.7,14.0,52.1,20.37,0.48,6.28,0.42,13.19,6.52,1.115,0.253,0.016,0.018,6.262,0.471,0.0034,133,432,692,6868,69,9,0.824,3266,40,893,7760,515,1136,7042,25.75,34.53,8394,13.0786,67067,3441,91505,745.7,-0.0,1046489,16.193,2631075.518,9.91e-15,0.00007,6.93,16424,17.656,1.351,16.079,0.226,17.657,2386,3554,2753,0.4833,0.972,1.002,1.443,1.239,0.987,1.171,8326.284,5016.858,11601.797,8311.064,5636.473,1415.788,586.651,741.308,0.354,0.352,0.343,0.386,0.112,0.199,4036,9988,0.4294,0.9998,0.9995,0.0487,1.0000,1.0000,0.7873,1.3646,1.0637,0.0354,0.0104,0.0196,0.0000,0.0000,0.8445,0.0944,0.6621,0.9452,0.00257,667,0.9997,0.9847,0.8857,0.9982,0.0161,0.0202,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0714,0.0760,0.0721,0.088,0.105,0.060,0.100,1952,0.2060,0.0119,0.0201,0.0527,0.0884,0.0657
58000,9246,2286,37155,45631,33108,8347,129,25902,1854,3,128450,2266920,20662.507,4232.483,0.3029,1800.504,0.040,0.900,0.052,0.009,0.331,0.498,1065,0.1550,0.8640,0.164,9.9,14.0,54.4,21.42,0.36,6.84,0.51,13.71,6.53,1.107,0.259,0.015,0.016,6.072,0.423,0.0035,144,471,658,6236,82,8,0.829,3489,19,1020,8207,467,1549,7230,27.50,36.95,10767,15.0844,67107,3475,91334,559.8,-0.0,1045695,15.875,2631075.518,3.19e-15,0.00028,30.20,13764,16.383,1.350,14.815,0.219,16.383,2984,3712,2550,0.4659,0.977,1.012,1.397,1.203,0.988,1.168,7961.713,4848.014,9187.618,7940.731,5334.663,1139.015,608.903,684.061,0.334,0.333,0.327,0.309,0.091,0.145,3947,6467,0.4322,1.0000,0.9995,0.0487,1.0000,1.0000,0.7933,1.2992,1.0389,0.0208,0.0093,0.0177,0.0000,0.7430,0.9559,0.0754,0.6969,0.9466,0.00256,604,0.9994,0.9815,0.8897,0.9989,0.0147,0.0238,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0677,0.0667,0.0633,0.079,0.122,0.073,0.120,1772,0.2173,0.0120,0.0207,0.0470,0.0825,0.0704
59000,9234,2488,44719,63302,49828,18426,157,28460,1983,3,173704,2755575,26069.452,6705.434,0.2853,3607.688,0.041,0.896,0.050,0.013,0.360,0.478,1580,0.1639,0.8406,0.166,9.9,14.1,55.2,22.47,0.50,6.30,0.57,15.10,6.54,1.107,0.239,0.019,0.019,6.394,0.449,0.0035,137,437,678,7379,79,10,0.844,3337,86,1313,7835,732,1522,6980,25.25,34.78,8203,15.4349,67233,3566,90595,948.9,-0.0,1049832,18.510,2631075.518,1.31e-14,0.00023,16.19,18810,19.818,1.362,18.239,0.218,19.819,3033,3593,2608,0.4625,0.978,1.012,1.402,1.177,0.987,1.190,8083.888,4912.485,16139.016,8064.597,5473.527,1929.746,500.712,667.288,0.420,0.339,0.323,0.439,0.099,0.154,3879,11195,0.3357,1.0000,0.9998,0.0371,1.0000,1.0000,0.7217,1.3554,1.0337,0.0249,0.0139,0.0244,0.0000,0.1058,0.8556,0.2678,0.6521,0.9438,0.00252,719,0.9996,0.9911,0.8811,0.9987,0.0155,0.0225,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0672,0.0726,0.0657,0.103,0.135,0.098,0.112,2371,0.2219,0.0120,0.0187,0.0484,0.0814,0.0695
