step,lineage,size,mass,hard,muscle,sensor,digestive,bite_any,tooth,age,plant,meat,shapes
5000,1,6843,23.60,0.85,6.92,0.60,12.73,0.23,0.059,304,15.27,4.93,2737
5000,254,427,51.79,0.53,16.84,0.02,21.97,0.06,0.009,319,17.46,13.74,338
5000,199,187,76.01,2.38,26.87,0.14,29.80,0.90,0.171,237,19.99,9.19,126
5000,143,183,21.69,0.23,4.76,0.14,16.16,0.00,0.000,256,13.32,3.16,97
5000,5,182,32.53,0.55,11.05,1.86,17.70,0.05,0.011,414,25.57,8.69,148
5000,17,100,32.34,0.00,12.61,0.21,19.67,0.00,0.000,254,15.75,3.85,60
5000,73,83,58.48,0.93,20.96,0.00,20.19,0.05,0.024,463,30.62,12.42,60
5000,22,64,33.45,4.08,0.02,0.20,19.14,0.00,0.000,1100,54.51,36.77,51
5000,86,29,45.95,0.00,4.69,0.00,26.66,0.00,0.000,2842,83.72,119.76,26
5000,20,21,38.14,2.24,0.00,5.05,26.71,0.00,0.000,858,36.20,12.43,18
5000,6,21,27.87,0.00,7.95,0.00,16.24,0.00,0.000,456,20.34,9.32,10
5000,82,9,29.82,0.00,9.11,0.00,17.78,0.00,0.000,1781,69.92,47.78,8
5000,15,6,23.09,0.00,0.00,0.00,17.83,0.00,0.000,2255,79.47,62.84,6
5000,97,5,42.16,0.00,0.00,0.00,34.60,0.00,0.000,2041,121.23,72.19,5
6000,1,5915,22.33,0.99,6.63,0.72,12.57,0.25,0.068,290,15.76,2.92,2313
6000,254,428,67.76,0.39,21.88,0.34,24.91,0.07,0.009,425,23.84,17.44,328
6000,603,280,30.06,0.47,7.58,0.31,21.52,0.07,0.014,320,22.46,4.08,164
6000,143,253,21.32,0.16,4.18,0.00,16.28,0.02,0.004,280,15.42,2.85,138
6000,17,198,31.48,0.19,8.92,0.81,21.76,0.01,0.000,230,15.60,2.89,137
6000,199,189,100.00,6.12,20.66,1.57,44.04,0.97,0.222,448,33.92,13.50,124
6000,73,69,45.62,2.42,16.71,0.00,9.62,0.83,0.174,339,11.69,17.22,46
6000,22,39,41.09,7.13,0.00,1.03,19.72,0.00,0.000,950,36.50,21.04,30
6000,5,28,38.03,0.29,10.93,0.75,18.89,0.00,0.000,1053,47.55,19.26,23
6000,86,23,58.84,0.00,5.96,0.00,34.09,0.00,0.000,2004,65.11,63.47,16
6000,6,5,43.54,0.00,15.00,0.00,24.80,0.00,0.000,713,36.87,18.18,4
7000,1,5725,23.02,1.09,6.73,0.81,13.09,0.29,0.075,289,16.29,2.37,2308
7000,629,694,43.52,0.49,10.70,0.42,17.46,0.07,0.014,392,18.73,14.70,450
7000,254,555,53.21,0.25,14.24,0.00,19.91,0.03,0.009,558,27.32,22.03,362
7000,603,418,26.81,0.19,6.59,0.28,19.60,0.04,0.012,280,18.55,3.19,237
7000,17,216,36.44,0.54,8.89,0.93,24.92,0.06,0.019,244,17.55,4.78,161
7000,143,172,25.56,0.16,6.90,0.09,18.06,0.09,0.023,227,13.50,1.44,89
7000,625,132,33.20,1.30,7.49,0.12,23.19,0.01,0.000,393,23.64,4.15,91
7000,22,51,15.36,0.00,0.10,1.12,10.02,0.00,0.000,795,30.65,23.19,47
7000,73,27,52.78,3.44,18.52,0.00,10.04,2.52,0.519,408,12.49,18.02,16
7000,86,25,63.46,0.40,8.20,0.00,34.40,0.00,0.000,2346,74.17,68.51,18
7000,199,20,83.64,2.75,21.55,0.05,33.25,0.80,0.100,738,35.54,31.88,15
7000,5,17,38.80,1.12,11.24,0.76,18.18,0.12,0.059,1411,53.06,16.31,14
7000,82,5,52.70,0.00,18.40,0.00,28.80,0.00,0.000,1944,93.75,41.10,4
8000,1,5055,23.11,1.02,6.42,0.82,13.55,0.27,0.078,288,16.36,2.48,2071
8000,629,618,46.57,0.38,13.94,0.33,15.48,0.05,0.011,436,17.32,15.20,384
