step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,cold_land,cold_surface,cold_bottom,fat_land,fat_surface,fat_bottom
31000,8015,1874,47201,73451,60001,24799,1451,31943,2920,1,221259,2821736,24059.619,7498.179,0.2589,3917.491,0.008,0.861,0.044,0.087,0.390,0.444,1065,0.1828,0.8493,0.149,11.0,17.1,47.1,21.86,0.76,5.51,0.15,15.44,6.95,1.064,0.250,0.020,0.023,5.734,0.482,0.0041,125,394,538,5483,32,6,0.879,3158,319,1140,6556,545,1130,6340,21.50,29.73,8339,13.4151,67183,3626,114864,559.2,-0.0,969842,18.166,2630837.750,5.88e-14,0.00019,7.71,23535,19.602,1.372,18.018,0.212,19.602,2481,3020,2514,0.4971,0.971,1.000,1.223,1.141,0.982,1.086,9126.770,5175.813,12441.069,9028.055,6507.987,1720.303,1219.608,640.776,0.371,0.387,0.418,0.444,0.204,0.383,3807,9426,0.5300,0.9998,0.9999,0.0662,1.0000,1.0000,0.7868,1.0560,0.9223,0.0501,0.0272,0.0241,0.0000,0.0000,0.7667,0.1974,0.6396,0.9443,0.00249,962,0.9997,0.9653,0.8568,0.9986,0.0365,0.0526,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0591,0.0226,0.0195,0.016,0.043,0.066,0.014,2710,0.2310,0.0155,0.0224,0.0458,0.0657,0.0641
32000,8824,1776,41811,61293,49386,18151,1331,27633,2466,3,182120,2495085,21563.243,5992.296,0.2579,3056.578,0.010,0.869,0.041,0.081,0.384,0.446,632,0.1531,0.8533,0.182,10.8,17.1,51.2,22.24,0.72,5.82,0.14,15.56,6.96,1.071,0.248,0.018,0.022,5.357,0.416,0.0039,128,411,565,4864,41,5,0.880,3499,426,899,7499,583,842,7399,22.00,32.30,9334,13.3208,67107,4009,113255,536.2,-0.0,972510,15.794,2630837.750,1.52e-14,0.00081,26.07,19307,17.406,1.381,15.751,0.273,17.407,2460,3579,2785,0.4997,0.953,1.000,1.329,1.172,0.978,1.102,8370.603,5188.882,10066.499,8289.016,6264.306,1201.367,1083.575,650.775,0.337,0.388,0.421,0.424,0.175,0.314,4027,8093,0.5162,1.0000,0.9999,0.0723,1.0000,1.0000,0.7652,1.0527,0.9009,0.0450,0.0248,0.0259,0.0000,0.6305,0.9539,0.0885,0.6892,0.9523,0.00252,909,0.9986,0.9587,0.8466,0.9990,0.0325,0.0475,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0539,0.0221,0.0202,0.016,0.045,0.057,0.013,1898,0.2152,0.0129,0.0161,0.0427,0.0583,0.0581
33000,7751,1755,42971,68633,55580,24434,1228,29547,2840,3,209509,2581774,23111.455,7531.297,0.2748,3932.499,0.018,0.854,0.035,0.093,0.386,0.444,850,0.1792,0.8344,0.167,12.6,19.1,55.1,24.51,1.02,5.94,0.14,17.41,7.00,1.080,0.246,0.024,0.029,5.821,0.449,0.0040,130,414,479,4953,35,5,0.915,2970,47,990,6714,659,1151,5941,21.50,30.41,7646,12.1738,67101,3935,111546,435.5,-0.0,977314,16.893,2630837.750,4.07e-15,0.00003,17.88,22377,18.828,1.382,17.264,0.182,18.828,2561,2896,2294,0.4824,0.968,1.002,1.211,1.158,0.983,1.115,8242.763,5029.631,12523.826,8166.764,6353.364,1738.199,1051.898,808.701,0.361,0.379,0.425,0.487,0.198,0.370,3806,8432,0.4661,0.9998,0.9999,0.0653,1.0000,0.9999,0.6802,1.0456,0.9053,0.0579,0.0294,0.0268,0.0000,0.2415,0.8907,0.2106,0.7394,0.9581,0.00249,1206,0.9993,0.9566,0.8471,0.9987,0.0332,0.0443,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0537,0.0192,0.0161,0.017,0.034,0.047,0.012,2016,0.1968,0.0122,0.0145,0.0420,0.0610,0.0576
34000,8137,1679,42092,62852,51180,19426,1334,28680,2347,1,167944,2575872,21967.386,6005.687,0.2584,3293.573,0.015,0.868,0.031,0.086,0.392,0.440,496,0.1655,0.8477,0.153,11.0,18.7,55.5,23.31,0.95,5.79,0.19,16.39,6.98,1.086,0.237,0.026,0.031,5.425,0.409,0.0040,131,413,490,4332,20,8,0.867,3402,30,1017,7090,417,1480,6240,23.75,32.79,7848,12.7134,67046,4017,110177,626.9,-0.0,980060,16.258,2630837.750,2.27e-14,0.00000,10.03,20340,17.680,1.394,16.048,0.238,17.681,3128,2869,2140,0.4814,0.954,1.001,1.349,1.161,0.979,1.119,8454.093,5041.015,10972.027,8377.121,5911.811,1050.155,1054.964,606.994,0.350,0.400,0.418,0.479,0.157,0.270,3843,8181,0.5405,1.0000,0.9994,0.0761,1.0000,1.0000,0.7430,1.0727,0.9034,0.0584,0.0238,0.0243,0.0000,0.0368,0.9190,0.0601,0.6543,0.9411,0.00249,715,0.9998,0.9738,0.8619,0.9987,0.0330,0.0479,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0521,0.0261,0.0216,0.028,0.045,0.053,0.018,1782,0.1931,0.0124,0.0186,0.0414,0.0619,0.0548
35000,8121,2081,45323,66591,53146,19873,1395,31652,2872,1,212544,2906209,23965.959,6846.502,0.2564,3440.259,0.012,0.853,0.042,0.093,0.403,0.432,732,0.1779,0.8375,0.153,11.1,18.1,54.3,22.61,0.75,6.06,0.20,15.60,7.00,1.088,0.251,0.018,0.021,6.182,0.443,0.0040,131,406,524,5458,15,9,0.859,3443,61,1047,7013,509,1157,6455,21.25,30.52,7203,12.5500,67206,3681,107455,476.9,-0.0,985227,18.323,2630837.750,1.17e-14,0.00006,33.64,22344,20.525,1.401,18.863,0.260,20.525,2519,3216,2386,0.4980,0.960,1.000,1.355,1.200,0.977,1.121,8993.869,5361.766,11915.252,8920.970,6569.995,1716.386,1151.923,537.935,0.398,0.389,0.435,0.402,0.193,0.332,3723,7534,0.4479,1.0000,1.0000,0.0604,1.0000,1.0000,0.7525,1.0540,0.9362,0.0383,0.0329,0.0261,0.0000,0.8076,0.9496,0.1593,0.6856,0.9442,0.00252,827,0.9996,0.9682,0.8699,0.9986,0.0317,0.0515,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0595,0.0282,0.0245,0.030,0.046,0.055,0.020,2453,0.2162,0.0105,0.0156,0.0456,0.0632,0.0693
36000,8366,1897,42624,57538,44743,13606,1308,29881,2544,2,183719,2593899,21875.526,5337.578,0.2555,2403.722,0.008,0.875,0.041,0.076,0.376,0.452,994,0.1743,0.8564,0.138,12.2,18.1,51.6,23.10,0.64,5.99,0.30,16.17,7.03,1.081,0.242,0.025,0.027,5.921,0.420,0.0040,128,418,550,4118,23,8,0.877,3306,177,1051,7138,539,1079,6748,26.25,34.27,8517,13.5648,67297,3947,105118,474.2,-0.0,987949,17.336,2630837.750,1.59e-15,0.00014,11.63,18081,19.086,1.500,17.345,0.241,19.087,2812,3084,2470,0.4689,0.971,1.002,1.278,1.182,0.981,1.089,8727.016,4935.493,9802.958,8655.519,5820.772,1440.486,1083.522,409.847,0.335,0.377,0.419,0.337,0.154,0.252,3879,6930,0.4362,0.9995,1.0000,0.0657,1.0000,1.0000,0.7746,1.0351,0.9135,0.0349,0.0218,0.0229,0.0000,0.0000,0.7605,0.2323,0.6312,0.9481,0.00248,735,0.9996,0.9688,0.8536,0.9991,0.0314,0.0474,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0569,0.0390,0.0332,0.050,0.070,0.087,0.024,2287,0.2352,0.0146,0.0184,0.0477,0.0628,0.0600
37000,7830,2033,44844,64223,51020,17933,1446,31511,2694,2,202139,2753240,23731.386,6383.764,0.2570,3137.190,0.009,0.859,0.045,0.086,0.386,0.448,847,0.1851,0.8443,0.159,11.0,18.0,54.6,23.29,0.66,5.86,0.25,16.52,7.13,1.072,0.252,0.022,0.025,6.007,0.460,0.0040,132,406,641,5367,41,9,0.931,3227,116,878,6836,821,882,6127,22.25,31.40,8207,12.9942,67334,3588,102999,573.8,-0.0,991950,18.219,2630837.750,6.55e-15,0.00005,24.14,20770,19.971,1.417,18.359,0.194,19.971,2353,3049,2428,0.4899,0.970,1.001,1.269,1.175,0.979,1.088,9201.249,5445.134,11090.475,9123.763,6654.338,1442.251,1212.694,591.629,0.346,0.391,0.418,0.377,0.187,0.326,3596,7852,0.4376,0.9998,0.9998,0.0676,0.9999,1.0000,0.7326,1.0270,0.9273,0.0279,0.0365,0.0209,0.0000,0.5925,0.9406,0.0727,0.6308,0.9610,0.00253,967,0.9999,0.9482,0.8510,0.9987,0.0299,0.0466,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0574,0.0263,0.0245,0.034,0.062,0.079,0.028,2354,0.2314,0.0157,0.0207,0.0464,0.0626,0.0617
38000,8497,1823,44398,64435,51982,18708,1329,29713,2635,1,188289,2557976,22522.716,6309.491,0.2487,3383.150,0.010,0.865,0.043,0.082,0.381,0.451,1185,0.1626,0.8503,0.162,11.1,18.7,56.1,23.86,0.52,5.81,0.20,17.33,7.03,1.071,0.245,0.019,0.021,5.631,0.432,0.0041,126,397,643,4325,50,9,0.889,3315,406,1639,6452,560,1270,6667,21.75,31.49,7637,12.1516,67407,3793,101838,626.0,-0.0,995071,16.743,2630837.750,1.93e-14,0.00021,31.31,20213,18.062,1.433,16.395,0.234,18.063,2963,3013,2521,0.4765,0.968,1.001,1.244,1.140,0.984,1.095,8800.606,5157.051,10929.861,8741.180,6234.825,1260.292,1047.191,618.858,0.343,0.385,0.411,0.423,0.170,0.284,3661,8309,0.4203,1.0000,0.9995,0.0701,1.0000,1.0000,0.7271,1.0230,0.9219,0.0167,0.0237,0.0278,0.0000,0.6305,0.9489,0.2137,0.6664,0.9851,0.00255,1037,0.9998,0.9695,0.8705,0.9991,0.0304,0.0444,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0551,0.0288,0.0255,0.034,0.046,0.072,0.020,2036,0.2170,0.0182,0.0267,0.0432,0.0619,0.0608
39000,8048,1879,44356,61951,49086,16142,1453,32501,2851,6,199299,2808701,22033.847,6033.094,0.2532,2878.936,0.009,0.879,0.036,0.076,0.386,0.450,958,0.1814,0.8573,0.160,10.8,17.7,48.4,21.69,0.66,5.21,0.19,15.63,7.06,1.054,0.241,0.017,0.021,5.521,0.478,0.0042,134,399,589,4892,51,8,0.937,3174,29,1016,7003,466,1105,6477,21.50,30.44,6604,9.4636,67303,3465,100261,476.6,0.0,1000001,17.867,2630837.750,1.12e-14,0.00143,12.25,19298,18.781,1.398,17.197,0.187,18.782,1986,3440,2622,0.5214,0.958,1.000,1.171,1.129,0.979,1.096,9660.408,5319.902,8870.944,9578.921,6462.917,1267.465,1304.569,582.124,0.344,0.390,0.417,0.401,0.164,0.281,3331,6221,0.4933,0.9998,0.9999,0.0734,1.0000,1.0000,0.7776,1.0487,0.9196,0.0383,0.0248,0.0291,0.0000,0.0000,0.8605,0.0798,0.6400,0.9913,0.00256,698,0.9993,0.9673,0.8422,0.9990,0.0294,0.0425,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0573,0.0257,0.0237,0.021,0.052,0.077,0.009,2528,0.2184,0.0178,0.0217,0.0470,0.0622,0.0587
40000,9373,1784,41556,56008,44375,13075,1377,29900,2551,2,171673,2558100,20072.711,4964.464,0.2519,2261.892,0.010,0.874,0.036,0.079,0.387,0.451,885,0.1389,0.8638,0.158,10.9,18.0,47.1,21.60,0.53,5.14,0.20,15.73,7.00,1.057,0.240,0.019,0.022,5.281,0.463,0.0042,131,400,520,4491,63,9,0.915,3859,22,1246,8105,438,947,7988,21.50,29.97,8264,10.7907,67311,3437,99538,386.6,-0.0,1000955,15.926,2630837.750,1.63e-14,0.00059,36.36,17601,16.908,1.401,15.227,0.279,16.933,2129,4286,2958,0.5247,0.955,1.000,1.171,1.205,0.978,1.066,9604.586,5041.446,6602.423,9538.378,6193.801,943.432,1312.490,446.650,0.306,0.396,0.437,0.316,0.177,0.295,3536,4993,0.5565,1.0000,0.9999,0.0864,1.0000,1.0000,0.8065,1.0401,0.9009,0.0275,0.0241,0.0230,0.0000,0.8097,0.9647,0.1084,0.6726,0.9866,0.00256,884,0.9999,0.9642,0.8584,0.9982,0.0304,0.0479,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0545,0.0261,0.0228,0.023,0.053,0.082,0.015,1901,0.2100,0.0194,0.0233,0.0457,0.0577,0.0563
41000,8962,1745,41744,58234,46052,15274,1216,29986,2286,2,174982,2513526,21601.566,5493.674,0.2557,2696.915,0.011,0.872,0.039,0.078,0.378,0.455,560,0.1517,0.8479,0.141,11.3,18.0,46.4,21.72,0.63,5.29,0.18,15.62,7.01,1.066,0.237,0.022,0.024,5.380,0.456,0.0042,135,399,511,4211,33,7,0.926,3719,109,1427,7426,428,1272,7262,23.75,31.68,9180,12.6840,67324,3633,98737,606.0,-0.0,1002206,16.682,2630837.750,1.40e-14,0.00004,15.95,19432,17.937,1.365,16.296,0.275,17.938,2542,3675,2745,0.5204,0.939,1.000,1.166,1.143,0.977,1.113,8935.944,5142.497,9198.610,8866.284,6233.587,1183.656,1057.426,555.677,0.341,0.377,0.415,0.377,0.174,0.272,3575,6863,0.4733,0.9998,0.9999,0.0724,1.0000,0.9998,0.8175,1.0395,0.9034,0.0374,0.0265,0.0233,0.0000,0.0000,0.8419,0.2526,0.6592,0.9613,0.00253,1120,0.9997,0.9605,0.8368,0.9993,0.0293,0.0442,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0552,0.0230,0.0199,0.017,0.049,0.069,0.016,1898,0.2205,0.0149,0.0169,0.0438,0.0608,0.0584
42000,8921,2067,44499,67183,54351,21332,1352,30557,2494,1,202101,2689801,24066.916,6779.303,0.2538,3573.181,0.012,0.871,0.041,0.076,0.385,0.448,825,0.1594,0.8427,0.145,13.1,21.5,58.9,26.12,0.64,6.47,0.30,18.71,7.03,1.117,0.235,0.019,0.023,6.076,0.438,0.0040,130,394,567,5161,28,6,0.823,3715,287,1143,7491,1482,1503,5936,20.50,29.25,8217,14.3789,67268,3777,98127,737.2,-0.0,1004407,17.747,2630837.750,3.54e-16,0.00011,16.82,21984,19.567,1.421,17.833,0.313,19.568,3986,2739,2196,0.4263,0.955,1.011,1.493,1.199,0.982,1.137,8525.626,4960.264,13285.687,8463.777,5890.632,1650.366,998.299,557.456,0.372,0.378,0.411,0.477,0.136,0.269,3768,8326,0.3396,1.0000,0.9997,0.0538,1.0000,0.9999,0.7187,1.0240,0.9233,0.0225,0.0307,0.0241,0.0000,0.1603,0.9333,0.1028,0.6443,0.9489,0.00254,856,0.9998,0.9578,0.8413,0.9987,0.0279,0.0418,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0525,0.0433,0.0378,0.050,0.075,0.099,0.026,2306,0.2339,0.0154,0.0228,0.0384,0.0640,0.0638
43000,7414,1903,43488,62729,49712,18184,1057,29612,2650,3,228836,2503888,23250.201,7284.877,0.2642,3506.720,0.019,0.863,0.037,0.081,0.368,0.460,775,0.1913,0.8209,0.148,11.8,19.0,49.7,22.81,0.65,5.96,0.23,15.97,6.93,1.125,0.244,0.019,0.023,6.050,0.453,0.0040,133,416,603,5506,8,6,0.853,3242,521,933,5960,507,1151,5756,22.25,31.74,6943,12.2959,67301,3817,96285,538.7,-0.0,1010297,17.851,2630837.750,1.58e-14,0.00000,28.99,21151,19.516,1.384,17.908,0.224,19.516,2689,2574,2151,0.4703,0.959,1.003,1.689,1.258,0.978,1.136,8119.669,5191.532,12577.139,8063.904,6115.879,2089.006,1008.404,680.748,0.348,0.360,0.406,0.412,0.157,0.283,3759,9611,0.4244,0.9998,0.9999,0.0582,1.0000,1.0000,0.7892,1.0357,0.9220,0.0290,0.0340,0.0226,0.0000,0.6894,0.9354,0.2576,0.7183,0.9491,0.00250,698,0.9996,0.9540,0.8257,0.9986,0.0284,0.0395,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0555,0.0303,0.0290,0.040,0.058,0.082,0.016,2421,0.2302,0.0157,0.0217,0.0461,0.0610,0.0607
44000,7449,1673,38986,52545,40518,12454,1105,27941,2343,2,168561,2313746,19565.363,5065.268,0.2667,2255.478,0.015,0.866,0.041,0.078,0.366,0.460,747,0.1791,0.8532,0.146,11.1,18.3,49.0,22.08,0.47,5.87,0.21,15.54,6.95,1.099,0.249,0.012,0.014,5.601,0.438,0.0041,135,418,564,4510,91,6,0.882,3099,552,809,6088,428,675,6346,25.50,34.22,8941,12.1375,67175,3573,95321,492.8,0.0,1011326,15.360,2630837.750,1.26e-14,0.00051,6.88,17438,16.661,1.392,15.057,0.212,16.661,2130,2814,2505,0.4856,0.961,1.001,1.367,1.200,0.982,1.144,8157.449,5183.029,7569.607,8099.378,6151.856,1091.093,1108.550,610.146,0.307,0.366,0.419,0.352,0.151,0.271,3638,6090,0.4738,0.9996,0.9996,0.0697,1.0000,1.0000,0.7780,1.0597,0.9417,0.0287,0.0163,0.0176,0.0000,0.0000,0.8035,0.1463,0.6613,0.9447,0.00255,761,0.9997,0.9640,0.8720,0.9987,0.0264,0.0360,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0569,0.0266,0.0235,0.024,0.050,0.062,0.023,1814,0.2043,0.0121,0.0166,0.0442,0.0611,0.0631
45000,7615,1899,40883,60606,47703,18645,1078,26937,2919,7,216286,2426267,21795.118,7123.191,0.2902,3199.965,0.021,0.873,0.038,0.068,0.374,0.453,1151,0.1772,0.8329,0.148,11.2,19.2,51.7,22.56,0.56,6.57,0.22,15.21,6.83,1.179,0.254,0.019,0.021,5.772,0.422,0.0039,129,410,547,5136,36,6,0.788,3513,39,727,6849,448,1271,5896,22.75,31.00,8563,13.4629,67120,3797,95496,544.0,-0.0,1012670,15.691,2630837.750,1.13e-14,0.00002,27.80,20949,18.391,1.421,16.712,0.258,18.392,3069,2545,2001,0.4332,0.973,1.009,1.906,1.348,0.982,1.170,7558.291,4815.648,11625.588,7511.191,5858.303,1910.456,1043.965,968.805,0.343,0.369,0.415,0.424,0.169,0.325,3777,8039,0.4895,1.0000,1.0000,0.0564,1.0000,1.0000,0.7879,1.0598,0.9360,0.0269,0.0248,0.0208,0.0000,0.6890,0.9547,0.0691,0.7077,0.9563,0.00253,835,1.0000,0.9651,0.8458,0.9981,0.0262,0.0357,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0560,0.0303,0.0255,0.041,0.056,0.073,0.024,1980,0.2195,0.0115,0.0179,0.0432,0.0644,0.0650
46000,7424,1918,41614,61293,49094,18494,1185,28052,2716,4,203666,2649554,21626.139,6791.656,0.2726,3321.205,0.012,0.878,0.034,0.076,0.395,0.442,918,0.1784,0.8417,0.146,11.5,18.0,48.8,22.10,0.80,5.39,0.17,15.74,6.91,1.111,0.240,0.028,0.030,5.732,0.466,0.0039,131,410,508,5071,45,5,0.885,3276,13,926,6485,585,1183,5656,18.75,29.66,8462,12.3698,67173,3832,94859,466.4,-0.0,1015539,15.834,2630837.750,2.12e-15,0.00041,16.52,20718,18.154,1.376,16.551,0.226,18.154,2453,2557,2414,0.4626,0.963,1.002,1.444,1.222,0.980,1.138,7993.707,5172.771,10639.439,7948.138,6359.768,1717.318,1076.840,676.292,0.334,0.383,0.476,0.424,0.169,0.339,3872,8034,0.4341,1.0000,0.9999,0.0550,1.0000,1.0000,0.7927,1.0197,0.9531,0.0560,0.0245,0.0212,0.0000,0.1989,0.8646,0.2177,0.7076,0.9489,0.00251,1067,0.9996,0.9493,0.8599,0.9982,0.0247,0.0402,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0576,0.0230,0.0201,0.018,0.044,0.063,0.016,1932,0.1971,0.0106,0.0130,0.0455,0.0623,0.0650
47000,9539,2021,44035,63463,50332,18223,1205,28817,2669,1,192152,2566193,22842.880,6166.940,0.2723,2896.905,0.016,0.860,0.045,0.079,0.382,0.453,897,0.1421,0.8473,0.112,11.8,19.0,49.6,21.91,0.71,5.34,0.37,15.49,6.73,1.153,0.228,0.018,0.021,5.732,0.422,0.0039,127,402,493,5269,15,7,0.807,3903,112,1458,7969,473,1994,7072,20.75,30.03,9511,15.3330,67193,3823,94402,583.5,-0.0,1015557,16.428,2630837.750,2.89e-14,0.00025,12.20,21578,18.724,1.415,16.895,0.414,18.725,3926,3120,2493,0.4386,0.971,1.003,1.752,1.294,0.981,1.147,8209.541,5068.492,11523.644,8157.201,6058.940,1648.082,1074.132,547.821,0.353,0.370,0.433,0.402,0.164,0.289,3853,7427,0.4335,1.0000,0.9995,0.0518,1.0000,1.0000,0.8065,1.0516,0.9382,0.0412,0.0249,0.0234,0.0000,0.0491,0.9221,0.0796,0.6427,0.9419,0.00254,760,1.0000,0.9734,0.8762,0.9986,0.0253,0.0360,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0562,0.0397,0.0330,0.069,0.059,0.096,0.023,2246,0.2290,0.0104,0.0136,0.0435,0.0605,0.0707
48000,7573,1902,46359,67663,54358,19976,1328,31594,2745,3,204422,2840122,24097.864,7278.637,0.2786,3718.520,0.017,0.865,0.044,0.074,0.385,0.452,792,0.1914,0.8391,0.144,11.8,18.5,48.3,21.51,0.71,5.36,0.21,15.23,6.76,1.149,0.231,0.021,0.023,5.756,0.454,0.0039,129,412,566,5206,25,7,0.839,3284,68,842,6663,598,871,6104,24.25,33.46,8914,14.4011,67377,3580,92901,471.8,-0.0,1019819,18.738,2630837.750,1.98e-14,0.00024,35.52,22829,20.577,1.381,18.917,0.280,20.579,2422,2878,2273,0.4788,0.960,1.002,1.924,1.357,0.982,1.138,8339.335,5129.441,13439.651,8289.453,6087.281,1832.573,979.806,747.737,0.361,0.373,0.435,0.423,0.141,0.287,3716,10770,0.4587,1.0000,0.9997,0.0449,1.0000,1.0000,0.8013,1.0653,0.9422,0.0509,0.0203,0.0236,0.0000,0.8251,0.9503,0.2215,0.6527,0.9517,0.00251,636,0.9999,0.9625,0.8823,0.9990,0.0236,0.0356,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0592,0.0271,0.0260,0.032,0.064,0.073,0.012,2577,0.2311,0.0147,0.0198,0.0462,0.0646,0.0662
49000,10077,1831,45677,66795,53806,19768,1350,29259,2431,2,182396,2620132,23240.794,6099.827,0.2531,3214.147,0.010,0.873,0.039,0.079,0.379,0.459,1100,0.1352,0.8558,0.148,11.0,18.0,49.3,22.37,0.53,4.88,0.22,16.74,6.97,1.062,0.223,0.013,0.016,5.244,0.462,0.0039,125,396,587,4720,32,5,0.918,3838,244,1419,8414,928,988,8161,24.75,32.73,8902,13.8542,67393,3452,92078,952.6,-0.0,1021386,16.721,2630837.750,2.66e-15,0.00005,12.67,21784,18.596,1.379,16.896,0.321,18.597,2906,3924,3247,0.4967,0.960,1.000,1.154,1.159,0.982,1.071,8774.662,5344.675,11312.953,8725.565,6416.423,1350.467,1108.693,426.519,0.340,0.377,0.420,0.436,0.163,0.283,3512,8686,0.4733,1.0000,1.0000,0.0523,1.0000,1.0000,0.7541,1.0637,0.9384,0.0305,0.0240,0.0162,0.0000,0.0000,0.8238,0.2005,0.6398,0.9637,0.00255,610,0.9992,0.9575,0.8733,0.9988,0.0230,0.0308,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0553,0.0236,0.0211,0.014,0.079,0.075,0.012,2185,0.2423,0.0157,0.0202,0.0428,0.0616,0.0589
50000,7279,1648,42758,60345,47964,16368,1219,30739,2475,2,188342,2555020,21764.897,6146.747,0.2518,3182.196,0.008,0.874,0.043,0.075,0.370,0.461,990,0.1949,0.8576,0.173,11.0,17.3,48.7,21.36,0.64,4.97,0.38,15.37,6.95,1.094,0.234,0.018,0.021,5.437,0.478,0.0041,129,401,573,4910,34,4,0.901,2984,206,1508,5565,372,538,6369,24.75,32.62,7915,11.8029,67359,3422,91465,475.1,-0.0,1025400,17.270,2630837.750,9.38e-15,0.00006,27.47,19911,18.215,1.374,16.626,0.216,18.234,1859,3238,2182,0.5413,0.956,1.000,1.251,1.310,0.979,1.081,8383.043,4744.389,10903.574,8341.404,5702.115,1392.252,1118.431,453.868,0.356,0.361,0.400,0.414,0.138,0.249,3415,9092,0.4665,0.9997,0.9999,0.0539,1.0000,1.0000,0.7736,1.0632,0.9210,0.0459,0.0202,0.0249,0.0000,0.6512,0.9569,0.0347,0.6482,0.9851,0.00260,908,0.9997,0.9660,0.8754,0.9989,0.0225,0.0313,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0564,0.0309,0.0293,0.023,0.117,0.102,0.033,2340,0.2177,0.0187,0.0283,0.0461,0.0611,0.0584
