arm,seeds,form_held,form,null_medium,lineage_e060,top_lineage,pop,pop_land,land_open,land_fill,land_hard,land_blocks,held_one_medium,sighted
control,9 10 11,3,3.444444444444444,3.1666666666666665,2.111111111111111,0.7208333333333333,8291.433333333334,2740.266666666667,0.8690757375512587,0.06930094444444446,0.037068032551436154,26.309212914165393,0,0.028777665189704267
cold,9 10 11,2.3333333333333335,3.444444444444444,3.388888888888889,1.722222222222222,0.7501933333333334,8193.12,2662.246666666667,0.7723149993281548,0.0646163749437917,0.05596124885846818,29.720179187018417,0,0.026502911420482847
