step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,547,10.45,0.04,0.10,0.01,10.30,0.00,1.01,0.000,0.079,338027.3,51.8,3,6,2.93,1.00,1.01
10000,4,265,11.84,0.08,0.04,0.03,11.69,0.00,1.02,0.000,0.175,163932.6,13.0,3,8,2.69,1.02,1.03
10000,0,2,14.00,0.50,0.00,0.00,13.50,0.00,1.15,0.000,0.000,81872.2,51.5,1,2,2.00,1.17,1.17
20000,8,558,9.74,0.00,0.01,0.01,9.71,0.00,1.00,0.000,0.074,312367.5,0.0,3,7,2.79,1.00,1.00
20000,4,256,12.84,0.04,0.14,0.00,12.66,0.00,1.01,0.000,0.177,161518.4,0.3,3,0,2.67,1.01,1.02
20000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,1656.1,0.0,0,0,-0.00,-0.00,-0.00
30000,8,565,9.75,0.06,0.01,0.01,9.68,0.00,1.03,0.000,0.072,313960.9,0.2,2,1,2.85,1.02,1.03
30000,4,213,13.68,0.00,0.00,0.01,13.67,0.00,1.00,0.000,0.209,165683.7,0.0,1,1,2.47,1.00,1.00
30000,0,1,10.00,0.00,0.00,0.00,10.00,0.00,1.00,0.000,0.000,1189.2,0.0,1,1,2.00,1.00,1.00
40000,8,584,10.38,0.12,0.00,0.00,10.26,0.00,1.03,0.000,0.086,316169.0,0.0,4,4,2.73,1.02,1.03
40000,4,272,12.21,0.01,0.00,0.03,12.18,0.00,1.00,0.000,0.171,164431.4,0.0,2,1,2.45,1.00,1.00
40000,0,12,7.92,0.00,0.00,0.00,7.92,0.00,1.00,0.000,0.001,1526.2,0.0,1,10,2.67,1.00,1.00
50000,8,504,10.36,0.01,0.02,0.00,10.33,0.00,1.00,0.000,0.081,303696.7,0.0,5,28,2.54,1.00,1.00
50000,4,266,12.67,0.00,0.00,0.00,12.67,0.00,1.00,0.000,0.233,164153.0,0.9,4,17,2.46,1.00,1.00
50000,0,2,6.50,0.00,0.00,0.00,6.50,0.00,1.00,0.000,0.000,1082.1,0.0,1,2,2.00,1.00,1.00
60000,8,536,10.15,0.06,0.01,0.01,10.07,0.00,1.02,0.000,0.080,298655.7,0.0,4,15,2.56,1.02,1.03
60000,4,241,12.89,0.00,0.00,0.05,12.84,0.00,1.00,0.000,0.208,157048.0,0.0,4,26,2.48,1.00,1.00
60000,0,1,6.00,0.00,0.00,0.00,6.00,0.00,1.00,0.000,0.000,613.7,0.0,1,1,2.00,1.00,1.00
70000,8,550,10.24,0.03,0.01,0.05,10.15,0.00,1.02,0.000,0.086,309244.9,0.0,4,8,2.66,1.02,1.02
70000,4,260,12.84,0.01,0.00,0.01,12.82,0.00,1.00,0.000,0.223,163750.8,0.0,3,15,2.43,1.01,1.01
70000,0,1,12.00,0.00,0.00,0.00,12.00,0.00,1.00,0.000,0.000,649.0,0.0,1,1,5.00,1.00,1.00
80000,8,547,10.79,0.04,0.03,0.01,10.71,0.00,1.01,0.000,0.085,312349.6,0.0,4,23,2.71,1.01,1.01
80000,4,266,12.18,0.01,0.00,0.06,12.11,0.00,1.00,0.000,0.193,163377.5,0.0,3,7,2.37,1.00,1.00
80000,0,1,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,965.0,0.0,1,1,3.00,1.00,1.00
90000,8,587,10.48,0.01,0.01,0.03,10.43,0.00,1.01,0.000,0.087,315608.7,0.1,4,19,2.66,1.00,1.00
90000,4,253,12.96,0.00,0.00,0.00,12.96,0.00,1.00,0.000,0.177,165133.7,0.0,2,3,2.61,1.00,1.00
90000,0,2,9.50,0.00,0.00,0.00,9.50,0.00,1.00,0.000,0.000,824.0,0.0,2,1,2.50,1.00,1.00
100000,8,591,10.13,0.00,0.00,0.01,10.12,0.00,1.00,0.000,0.081,317781.1,0.0,4,1,2.64,1.00,1.00
100000,4,267,12.76,0.00,0.00,0.07,12.69,0.00,1.00,0.000,0.175,167019.8,0.0,2,1,2.53,1.00,1.00
100000,0,6,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,961.2,0.0,2,6,2.67,1.00,1.00
110000,8,585,10.42,0.01,0.00,0.00,10.41,0.00,1.00,0.000,0.085,319908.0,0.0,4,6,2.67,1.00,1.00
