step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,907,10.51,0.05,0.03,0.03,10.40,0.00,1.02,0.000,0.125,550460.9,31.1,3,12,3.46,1.02,1.03
10000,1,137,6.42,0.07,0.00,0.00,6.35,0.00,1.04,0.000,0.574,98612.2,0.0,2,5,2.20,1.05,1.05
10000,0,14,11.93,0.07,0.21,0.00,11.64,0.00,1.02,0.000,0.001,86871.7,73.3,2,6,3.07,1.00,1.02
20000,8,960,9.89,0.07,0.05,0.02,9.75,0.00,1.02,0.000,0.125,549975.9,0.5,6,5,3.62,1.01,1.02
20000,1,156,5.50,0.00,0.00,0.00,5.50,0.00,1.00,0.000,0.526,103126.5,0.0,1,1,2.14,1.00,1.00
20000,0,10,7.20,0.60,0.00,0.00,6.60,0.00,1.19,0.000,0.001,1167.8,0.0,2,7,2.00,1.00,1.38
30000,8,909,10.50,0.07,0.03,0.01,10.39,0.00,1.02,0.000,0.124,549801.2,1.0,4,0,3.75,1.01,1.03
30000,1,122,6.34,0.11,0.00,0.00,6.24,0.00,1.07,0.000,0.506,102831.9,0.0,2,0,2.20,1.10,1.10
30000,0,19,7.00,0.26,0.00,0.00,6.74,0.00,1.12,0.000,0.001,909.7,0.0,2,14,2.26,1.11,1.13
40000,8,889,10.78,0.08,0.04,0.00,10.65,0.00,1.02,0.000,0.133,549169.4,0.6,2,0,3.98,1.01,1.03
40000,1,137,6.91,0.07,0.00,0.01,6.83,0.00,1.04,0.000,0.580,100727.5,0.5,1,0,2.38,1.03,1.05
40000,0,18,9.06,0.00,0.00,0.00,9.06,0.00,1.00,0.000,0.001,1315.4,0.0,1,7,2.72,1.00,1.00
50000,8,1011,8.85,0.08,0.04,0.03,8.71,0.00,1.03,0.000,0.120,552535.8,0.5,3,15,4.10,1.01,1.03
50000,1,92,8.55,0.00,0.00,0.02,8.53,0.00,1.00,0.000,0.582,101980.6,0.0,2,27,3.37,1.00,1.00
50000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,997.4,0.0,0,0,-0.00,-0.00,-0.00
60000,8,970,9.11,0.02,0.02,0.01,9.06,0.00,1.00,0.000,0.117,550249.5,0.2,2,17,5.15,1.00,1.00
60000,1,104,7.47,0.04,0.00,0.04,7.39,0.00,1.04,0.000,0.555,103172.2,0.0,1,30,2.98,1.02,1.02
60000,0,9,7.56,0.00,0.00,0.00,7.56,0.00,1.00,0.000,0.000,674.2,0.0,1,5,2.78,1.00,1.00
