step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded
10000,780,1.529,0.290,14.70,49410,47925,1,0,2141,1847,617175.1,116.2,0.058,0.454,0.357,0.131,1017,10.74,4.75,0.03,0.36,0.02,0.42,0.11,1.21,10.59,4.64,0.00,0.00,0.001,0.036,196,0.064,0.990,0.000,0.000,0.010,55978,40790,6,0.273,0.068,0.023,490432,0.136,1.202,0.031,48.79,31607,0,0.063,0.000,0.000,1291043,1.01,16.53,0.000,0.000,0.000,5,10,17,39,8377,0.032,1.19,0.0075,0.026,5,0.377,0.000,0.551,0.297,2.86,3.30,4.52,0.00,0.001,1.01,1.02,1.01,0.377,0.00508,113.22
20000,855,1.443,0.185,14.72,39065,36775,26,0,2189,5,479114.5,0.0,0.025,0.316,0.366,0.293,1079,10.02,3.58,0.00,0.00,0.01,0.14,0.08,0.92,9.93,3.43,0.00,0.00,0.002,0.036,169,0.175,0.987,0.000,0.000,0.013,25966,15337,7,0.234,0.199,0.015,149379,0.141,0.940,0.019,47.66,21181,0,0.000,0.000,0.000,551336,1.00,17.11,0.000,0.000,0.000,7,10,13,45,8563,0.033,0.07,0.0056,0.001,10,0.197,0.000,0.373,0.032,2.65,3.34,4.20,0.00,0.000,1.00,1.00,1.00,0.197,0.00258,115.48
30000,830,1.472,0.156,14.81,39055,36971,45,0,2064,4,485083.6,0.0,0.030,0.251,0.373,0.346,1091,9.95,2.68,0.00,0.03,0.01,0.35,0.02,0.30,9.91,2.60,0.00,0.00,0.000,0.012,128,0.208,0.994,0.000,0.000,0.006,26195,16640,9,0.380,0.086,0.008,150573,0.141,0.861,0.015,48.37,20530,0,0.010,0.000,0.000,368845,1.00,17.35,0.000,0.000,0.000,8,10,12,31,8256,0.031,0.03,0.0059,0.000,3,0.164,0.000,0.332,0.031,2.54,3.47,3.89,0.00,0.000,1.00,1.00,1.00,0.164,0.00226,114.80
40000,879,1.418,0.145,14.95,36851,34681,63,0,2058,25,453286.3,0.0,0.024,0.249,0.372,0.356,1186,9.98,3.47,0.01,0.26,0.01,0.24,0.08,1.29,9.88,3.36,0.00,0.00,0.001,0.014,134,0.225,0.986,0.000,0.000,0.014,26235,18952,6,0.557,0.013,0.015,91216,0.154,0.824,0.014,45.27,19010,0,0.000,0.000,0.000,451914,1.01,17.36,0.000,0.000,0.000,7,10,13,47,8775,0.033,0.06,0.0052,0.000,4,0.212,0.000,0.321,0.035,2.50,3.45,3.94,0.00,0.000,1.01,1.01,1.01,0.212,0.00182,117.87
50000,891,1.452,0.085,15.36,38275,36112,122,0,2029,2,481444.4,0.0,0.024,0.231,0.368,0.378,1082,10.17,3.49,0.00,0.05,0.03,0.71,0.16,1.54,9.97,3.14,0.00,0.00,0.001,0.024,148,0.157,0.983,0.000,0.000,0.017,26628,19883,5,0.502,0.021,0.024,136784,0.151,0.516,0.005,47.95,20116,0,0.021,0.000,0.000,396256,1.00,17.13,0.000,0.000,0.000,7,10,14,40,9060,0.035,0.04,0.0054,0.000,11,0.189,0.000,0.291,0.028,2.40,3.63,3.84,0.00,0.000,1.00,1.00,1.00,0.189,0.00183,115.22
60000,909,1.462,0.068,15.55,40022,37577,143,0,2284,3,497684.0,0.0,0.018,0.226,0.350,0.407,1032,9.95,3.36,0.00,0.00,0.02,0.35,0.13,1.38,9.80,3.13,0.00,0.00,0.002,0.038,138,0.168,0.986,0.000,0.000,0.014,28141,20264,4,0.343,0.215,0.032,195238,0.133,0.426,0.004,49.66,21243,0,0.000,0.000,0.000,442536,1.00,17.17,0.000,0.000,0.000,7,9,14,41,9043,0.034,0.07,0.0056,0.001,3,0.208,0.000,0.277,0.034,2.28,3.59,3.86,0.00,0.000,1.00,1.00,1.00,0.208,0.00175,113.47
70000,903,1.435,0.068,15.66,38788,36296,184,0,2314,9,490851.9,0.8,0.013,0.230,0.350,0.407,1043,10.15,3.13,0.00,0.00,0.01,0.17,0.07,0.83,10.08,3.03,0.00,0.00,0.000,0.008,125,0.134,0.991,0.000,0.000,0.009,28602,19811,12,0.209,0.032,0.016,137029,0.150,0.405,0.003,49.00,20550,0,0.085,0.000,0.000,483313,1.00,17.28,0.000,0.000,0.000,8,9,14,26,9169,0.035,0.08,0.0054,0.001,5,0.226,0.000,0.265,0.038,2.29,3.63,3.78,0.00,0.000,1.00,1.00,1.00,0.226,0.00171,114.12
80000,966,1.455,0.057,16.05,41561,38822,199,0,2477,3,520055.3,0.0,0.008,0.220,0.364,0.408,937,9.40,2.61,0.00,0.06,0.01,0.24,0.04,0.63,9.35,2.50,0.00,0.00,0.001,0.012,126,0.210,0.988,0.000,0.000,0.012,30938,21774,8,0.244,0.212,0.010,104095,0.119,0.325,0.002,52.01,22318,0,0.000,0.000,0.000,450396,1.00,17.55,0.000,0.001,0.000,7,10,11,30,9084,0.035,0.04,0.0058,0.003,2,0.202,0.000,0.255,0.032,2.12,3.78,3.47,0.00,0.000,1.01,1.01,1.00,0.202,0.00166,111.16
90000,948,1.401,0.051,15.29,42704,39901,256,0,2565,0,531919.4,0.0,0.005,0.216,0.324,0.455,944,9.28,2.35,0.01,0.19,0.00,0.05,0.00,0.10,9.27,2.35,0.00,0.00,0.000,0.004,98,0.173,0.992,0.000,0.000,0.008,32247,23779,8,0.405,0.026,0.001,77675,0.132,0.296,0.002,53.17,23358,0,0.000,0.000,0.000,404780,1.00,17.59,0.000,0.000,0.000,7,9,11,26,8799,0.034,0.03,0.0061,0.005,4,0.180,0.000,0.253,0.035,2.11,3.68,3.58,0.00,0.001,1.00,1.01,1.00,0.180,0.00174,110.00
100000,984,1.428,0.049,15.06,43928,40736,280,0,2876,4,531214.8,0.1,0.003,0.194,0.288,0.514,965,9.35,2.19,0.01,0.25,0.00,0.06,0.01,0.45,9.32,2.13,0.00,0.00,0.000,0.004,94,0.240,0.985,0.000,0.000,0.015,34435,23709,9,0.468,0.114,0.001,35443,0.161,0.262,0.001,53.10,22979,0,0.016,0.000,0.000,334870,1.00,17.53,0.000,0.001,0.000,7,10,11,27,9198,0.035,0.01,0.0058,0.001,4,0.164,0.000,0.271,0.045,2.04,3.80,3.44,0.00,0.000,1.00,1.00,1.00,0.164,0.00149,110.09
110000,1010,1.456,0.049,14.63,42248,39087,282,0,2853,3,533322.4,0.4,0.001,0.206,0.277,0.516,1020,9.15,2.75,0.00,0.00,0.01,0.12,0.00,0.03,9.15,2.75,0.00,0.00,0.001,0.013,80,0.225,0.988,0.000,0.000,0.012,32072,23802,5,0.631,0.031,0.001,21198,0.146,0.248,0.001,53.28,20636,0,0.139,0.000,0.000,360949,1.00,17.71,0.001,0.000,0.000,7,10,11,64,9244,0.035,0.01,0.0058,0.000,1,0.167,0.000,0.260,0.034,1.98,3.79,3.37,0.00,0.000,1.00,1.00,1.00,0.167,0.00155,109.91
