step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded
10000,478,1.519,0.398,5.74,38827,38974,0,3,877,1137,434534.9,73.4,0.066,0.479,0.046,0.410,791,11.07,5.86,0.18,1.31,0.19,2.57,0.00,0.00,10.70,5.01,0.00,0.00,0.007,0.072,92,0.165,0.973,0.000,0.000,0.027,52737,49131,1,1.000,0.000,0.000,260024,0.146,1.435,0.044,30.91,18594,10,0.065,1.000,0.000,1511300,1.05,13.41,0.002,0.000,0.000,6,10,17,64,5290,0.020,4.05,0.0085,0.000,7,0.586,0.000,0.634,0.365,3.40,3.53,6.61,0.01,0.002,1.03,1.06,1.07,0.586,0.00338,128.35
20000,642,1.452,0.353,4.71,35430,34079,1,0,1186,20,320367.4,2.6,0.014,0.473,0.066,0.447,960,8.63,3.23,0.00,0.00,0.02,0.63,0.00,0.04,8.61,3.11,0.00,0.00,0.001,0.020,43,0.410,0.983,0.000,0.000,0.017,32084,28090,1,1.000,0.000,0.002,11867,0.119,1.359,0.039,31.79,10597,0,0.128,0.000,0.000,1480793,1.00,17.43,0.000,0.000,0.000,6,9,10,37,5543,0.021,1.37,0.0058,0.011,4,0.510,0.000,0.578,0.108,2.91,3.45,5.13,0.00,0.000,1.00,1.00,1.00,0.510,0.00182,130.16
30000,633,1.426,0.347,4.90,33149,31865,10,0,1283,10,339159.7,0.2,0.008,0.368,0.214,0.409,961,9.23,4.51,0.03,0.44,0.01,0.22,0.26,2.17,8.92,3.41,0.00,0.00,0.000,0.007,57,0.251,0.989,0.000,0.000,0.011,28610,26377,1,1.000,0.000,0.017,15116,0.147,1.346,0.039,33.67,7349,0,0.022,0.000,0.000,928466,1.00,17.31,0.000,0.000,0.000,6,9,11,59,5841,0.022,1.07,0.0060,0.000,8,0.373,0.000,0.556,0.056,2.89,3.53,4.95,0.00,0.000,1.00,1.01,1.01,0.373,0.00188,128.57
40000,712,1.416,0.286,4.88,31911,30554,10,0,1268,1,359721.7,0.0,0.012,0.365,0.191,0.433,876,7.94,2.60,0.03,0.49,0.02,0.53,0.00,0.00,7.89,2.50,0.00,0.00,0.002,0.030,50,0.336,0.994,0.000,0.000,0.006,25097,22718,1,1.000,0.000,0.000,13703,0.137,1.197,0.030,35.64,7974,0,0.000,0.000,0.000,836398,1.01,18.20,0.000,0.000,0.000,6,8,10,32,5656,0.022,0.48,0.0064,0.000,7,0.318,0.000,0.506,0.039,3.04,3.12,5.34,0.00,0.000,1.01,1.02,1.01,0.318,0.00192,127.19
50000,748,1.338,0.259,4.90,30781,29636,10,0,1099,2,373466.4,0.1,0.011,0.355,0.204,0.430,820,7.99,3.46,0.01,0.15,0.02,0.44,0.03,0.88,7.94,3.16,0.00,0.00,0.001,0.016,45,0.320,0.993,0.000,0.000,0.007,23117,20721,1,1.000,0.000,0.001,10918,0.158,1.142,0.027,37.12,7731,0,0.032,0.000,0.000,725199,1.01,18.48,0.000,0.000,0.000,6,8,10,52,5978,0.023,0.61,0.0063,0.003,11,0.269,0.000,0.472,0.040,2.91,3.09,5.10,0.00,0.000,1.02,1.02,1.01,0.269,0.00193,125.58
60000,738,1.334,0.234,5.19,31449,30353,10,0,1096,3,377583.0,0.0,0.010,0.377,0.207,0.406,824,7.83,3.15,0.04,0.79,0.01,0.18,0.06,0.79,7.73,2.80,0.00,0.00,0.001,0.017,50,0.398,0.986,0.000,0.000,0.014,23971,21393,1,0.896,0.104,0.005,18371,0.174,1.075,0.024,37.53,8045,0,0.000,0.000,0.000,830823,1.01,18.53,0.000,0.000,0.000,6,7,10,37,5782,0.022,0.51,0.0066,0.001,4,0.282,0.000,0.467,0.040,2.97,3.06,5.40,0.00,0.001,1.00,1.02,1.01,0.282,0.00204,125.27
70000,698,1.439,0.209,5.06,30719,29649,11,0,1099,3,374511.4,0.1,0.011,0.371,0.209,0.410,832,8.26,3.75,0.03,0.44,0.01,0.26,0.00,0.00,8.22,3.61,0.00,0.00,0.001,0.014,55,0.407,0.993,0.000,0.000,0.007,23497,20637,1,1.000,0.000,0.000,11325,0.152,1.010,0.021,37.21,7673,0,0.045,0.000,0.000,789066,1.01,18.09,0.000,0.000,0.000,6,8,10,58,5763,0.022,0.43,0.0065,0.011,1,0.278,0.000,0.465,0.039,3.03,3.14,5.50,0.00,0.000,1.00,1.01,1.01,0.278,0.00213,125.68
80000,716,1.359,0.190,5.01,31627,30512,8,0,1089,0,377289.0,0.0,0.009,0.373,0.209,0.408,831,8.61,3.61,0.05,0.74,0.01,0.34,0.00,0.00,8.55,3.30,0.00,0.00,0.001,0.012,57,0.313,0.992,0.000,0.000,0.008,24475,21791,1,0.911,0.089,0.000,11826,0.166,0.956,0.019,37.45,7859,0,0.000,0.000,0.000,803941,1.01,17.51,0.000,0.000,0.000,6,8,10,53,6164,0.024,0.38,0.0062,0.003,2,0.284,0.000,0.471,0.038,2.98,3.26,5.41,0.00,0.000,1.00,1.03,1.01,0.284,0.00213,125.49
90000,711,1.431,0.159,4.88,31828,30721,13,0,1099,5,378761.6,0.2,0.009,0.370,0.213,0.408,828,8.51,3.58,0.04,0.60,0.04,0.77,0.01,0.22,8.42,3.34,0.00,0.00,0.002,0.044,54,0.312,0.987,0.000,0.000,0.013,24220,21955,1,1.000,0.000,0.001,11436,0.143,0.853,0.015,37.58,8002,0,0.050,0.000,0.000,810219,1.01,17.66,0.001,0.000,0.000,6,9,10,64,6051,0.023,0.34,0.0063,0.000,2,0.289,0.000,0.479,0.036,2.99,3.23,5.40,0.00,0.001,1.02,1.03,1.01,0.289,0.00216,125.40
100000,712,1.438,0.119,4.90,31457,30491,7,0,958,0,375983.4,0.0,0.009,0.365,0.209,0.418,824,8.09,3.11,0.02,0.30,0.03,0.39,0.03,0.67,8.02,2.73,0.00,0.00,0.002,0.023,53,0.395,0.992,0.000,0.000,0.008,23950,21576,1,1.000,0.000,0.001,10546,0.153,0.701,0.010,37.28,7788,0,0.000,0.000,0.000,779091,1.01,18.19,0.000,0.000,0.000,6,8,10,44,5760,0.022,0.35,0.0066,0.000,1,0.284,0.000,0.472,0.036,3.03,3.10,5.49,0.00,0.000,1.01,1.02,1.01,0.284,0.00210,125.69
