step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side
5000,1,433,13.7,0.2,0.0,0.0,13.6,0.0,1.04,10.3,75,149,12.05,0.00,432,0,1,0.0,1.02,1.06,1.05,3.72,3.33,7.62
6000,1,370,14.7,0.0,0.0,0.0,14.7,0.0,1.01,10.0,72,148,12.23,0.00,369,0,1,0.0,1.00,1.01,1.01,3.88,3.58,7.51
7000,1,400,15.4,0.4,0.0,0.0,15.0,0.0,1.13,9.8,86,165,13.79,0.00,399,0,1,0.0,1.11,1.13,1.16,3.90,3.38,7.76
8000,1,344,15.5,0.5,0.0,0.0,15.0,0.0,1.16,10.0,67,148,12.16,0.00,344,0,0,0.0,1.11,1.19,1.21,4.00,3.31,7.69
9000,1,315,15.3,0.2,0.0,0.1,15.0,0.0,1.06,10.5,50,172,13.84,0.00,315,0,0,0.0,1.02,1.07,1.08,3.74,3.11,7.71
10000,1,269,16.7,0.5,0.1,0.0,16.2,0.0,1.14,9.8,44,132,11.73,0.00,269,0,0,0.0,1.03,1.17,1.19,3.89,3.58,7.51
11000,1,340,15.4,0.3,0.0,0.0,15.1,0.0,1.06,10.0,51,164,12.91,0.00,339,0,1,0.0,1.03,1.09,1.08,3.70,3.34,7.82
12000,1,247,17.7,0.3,0.1,0.0,17.3,0.0,1.11,8.6,31,150,13.66,0.00,246,0,1,0.0,1.07,1.11,1.13,3.95,3.88,7.83
13000,1,362,16.1,0.5,0.0,0.0,15.6,0.0,1.14,9.4,35,203,16.95,0.00,360,0,2,0.0,1.02,1.19,1.20,3.75,3.43,7.94
14000,1,380,15.8,0.2,0.0,0.0,15.6,0.0,1.07,9.5,44,191,15.25,0.00,379,0,1,0.0,1.03,1.08,1.11,3.78,3.42,7.84
15000,1,257,17.7,0.2,0.0,0.0,17.5,0.0,1.07,8.6,33,162,14.96,0.00,257,0,0,0.0,1.01,1.09,1.10,3.91,3.91,7.77
16000,1,255,17.9,0.3,0.0,0.0,17.6,0.0,1.07,8.6,35,195,17.24,0.00,254,0,1,0.0,1.06,1.09,1.07,3.88,3.88,7.85
17000,1,280,18.1,0.6,0.1,0.0,17.4,0.0,1.18,8.1,34,187,16.59,0.00,280,0,0,0.0,1.16,1.20,1.19,3.96,4.06,7.90
18000,1,246,17.5,0.2,0.1,0.0,17.2,0.0,1.05,8.4,34,192,16.78,0.00,246,0,0,0.0,1.03,1.06,1.06,3.91,4.03,7.79
19000,1,260,18.0,0.2,0.0,0.0,17.8,0.0,1.04,8.1,29,205,18.05,0.00,260,0,0,0.0,1.01,1.05,1.06,3.78,4.07,7.87
19000,11,180,10.6,0.0,0.0,0.0,10.6,0.0,1.00,12.0,14,225,15.26,0.00,179,0,1,0.0,1.00,1.00,1.00,3.55,2.13,7.93
20000,1,233,18.1,0.2,0.1,0.0,17.8,0.0,1.06,8.1,28,206,18.07,0.00,233,0,0,0.0,1.03,1.09,1.07,3.94,4.08,7.86
20000,11,190,10.2,0.0,0.0,0.0,10.2,0.0,1.00,12.2,12,241,16.11,0.00,189,0,1,0.0,1.00,1.00,1.00,3.53,2.08,7.85
21000,1,266,17.3,0.2,0.0,0.0,17.1,0.0,1.07,8.4,30,185,16.11,0.00,266,0,0,0.0,1.04,1.09,1.09,3.84,3.95,7.84
21000,11,184,10.2,0.0,0.0,0.0,10.2,0.0,1.00,12.1,9,246,16.46,0.00,184,0,0,0.0,1.00,1.00,1.00,3.58,2.01,7.93
22000,1,261,17.5,0.2,0.0,0.0,17.4,0.0,1.03,8.9,28,196,17.26,0.00,260,0,1,0.0,1.00,1.04,1.05,3.82,3.91,7.67
22000,11,188,10.6,0.0,0.1,0.0,10.5,0.0,1.00,11.8,17,251,16.86,0.00,187,0,1,0.0,1.00,1.00,1.00,3.44,2.20,7.91
23000,1,240,18.1,0.2,0.0,0.1,17.8,0.0,1.08,8.3,29,177,16.00,0.00,240,0,0,0.0,1.03,1.09,1.10,4.01,4.03,7.83
23000,11,185,11.9,0.3,0.1,0.0,11.5,0.0,1.11,11.2,22,246,17.38,0.00,185,0,0,0.0,1.07,1.13,1.13,3.70,2.53,7.92
24000,1,276,17.8,0.3,0.0,0.0,17.5,0.0,1.06,8.4,33,182,15.89,0.00,275,0,1,0.0,1.00,1.09,1.09,3.77,4.01,7.80
24000,11,173,11.6,0.3,0.1,0.0,11.2,0.0,1.14,11.5,26,217,15.35,0.00,171,0,2,0.0,1.14,1.15,1.15,3.78,2.51,7.83
25000,1,223,17.1,0.1,0.0,0.0,17.0,0.0,1.06,8.8,33,213,18.38,0.00,223,0,0,0.0,1.06,1.06,1.07,3.89,3.88,7.72
25000,11,221,13.2,0.1,0.0,0.0,13.1,0.0,1.01,10.8,27,197,14.90,0.00,217,0,4,0.0,1.00,1.03,1.01,3.74,2.67,7.95
26000,11,237,13.2,0.0,0.1,0.0,13.1,0.0,1.03,10.9,28,208,15.56,0.00,235,0,2,0.0,1.02,1.02,1.05,3.78,2.68,7.87
