step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side
5000,1,272,13.0,0.2,0.4,0.6,11.8,0.0,1.06,10.9,113,676,60.88,0.00,271,0,1,0.0,1.08,1.06,1.06,4.38,5.27,7.26
5000,6,115,14.1,0.3,0.0,0.0,13.8,0.0,1.07,11.1,34,713,80.70,0.00,115,0,0,0.0,1.12,1.12,1.05,6.04,7.85,6.90
5000,8,100,17.5,0.5,0.0,0.5,16.5,0.0,1.07,7.8,27,283,26.99,0.00,99,0,1,0.0,1.00,1.14,1.08,5.75,7.69,7.66
5000,2,83,12.7,0.0,0.2,0.5,11.9,0.0,1.00,13.3,26,718,77.41,0.00,83,0,0,0.0,1.00,1.00,1.00,3.78,5.31,4.51
5000,7,80,6.6,0.0,0.1,0.0,6.5,0.0,1.00,20.5,20,210,22.32,0.00,2,64,14,0.0,1.00,1.00,1.00,2.04,3.03,2.74
5000,11,54,6.6,0.2,0.0,0.1,6.3,0.0,1.10,18.8,7,590,41.67,0.00,54,0,0,0.0,1.12,1.04,1.12,3.44,7.78,2.91
5000,12,37,13.0,0.0,0.0,0.0,13.0,0.0,1.00,12.9,12,452,33.07,0.00,37,0,0,0.0,1.00,1.00,1.00,3.62,6.57,4.46
5000,3,28,15.2,0.0,0.1,0.0,15.1,0.0,1.00,6.4,11,1004,93.21,0.00,28,0,0,0.0,1.00,1.00,1.00,4.75,8.00,6.39
5000,5,14,9.2,0.0,0.0,0.0,9.2,0.0,1.00,16.1,4,734,57.99,0.00,14,0,0,0.0,1.00,1.00,1.00,2.71,5.64,2.29
5000,15,9,62.9,2.2,4.0,32.3,24.3,0.0,1.34,0.0,6,133,31.53,0.01,0,8,1,0.7,1.68,1.00,1.35,6.67,8.00,8.00
5000,10,5,24.0,0.0,0.0,0.0,24.0,0.0,1.00,6.0,1,1280,169.87,0.00,5,0,0,0.0,1.00,1.00,1.00,6.00,8.00,5.00
6000,1,347,12.5,0.4,0.2,0.5,11.4,0.0,1.12,10.7,143,714,64.89,0.00,346,0,1,0.0,1.15,1.13,1.13,4.45,5.51,7.09
6000,6,149,13.3,0.3,0.0,0.0,13.0,0.0,1.07,12.4,39,564,57.07,0.00,149,0,0,0.0,1.09,1.13,1.05,5.48,7.68,6.17
6000,8,105,14.5,0.2,0.0,0.3,14.0,0.0,1.05,9.1,25,508,52.38,0.00,104,0,1,0.0,1.02,1.05,1.09,5.65,7.75,7.36
6000,7,80,8.2,0.0,0.1,0.6,7.5,0.0,1.00,19.5,30,301,37.41,0.00,19,58,3,0.0,1.00,1.00,1.00,2.35,3.10,3.16
6000,11,59,6.6,0.3,0.0,0.2,6.2,0.0,1.12,18.6,7,699,52.36,0.00,59,0,0,0.0,1.15,1.02,1.15,3.66,7.90,3.03
6000,2,49,12.0,0.0,0.0,0.2,11.7,0.0,1.00,12.8,13,904,98.24,0.00,49,0,0,0.0,1.00,1.00,1.00,3.84,5.88,4.49
6000,12,35,10.9,0.0,0.1,0.0,10.8,0.0,1.00,14.5,19,717,56.74,0.00,35,0,0,0.0,1.00,1.00,1.00,3.20,6.60,3.46
6000,3,18,15.4,0.1,0.7,0.0,14.7,0.0,1.01,7.3,9,310,27.46,0.00,18,0,0,0.0,1.02,1.02,1.01,4.83,7.83,5.67
6000,5,16,6.9,0.0,0.0,0.0,6.9,0.0,1.00,17.4,5,514,32.39,0.00,16,0,0,0.0,1.00,1.00,1.00,2.31,5.25,2.06
6000,15,15,62.1,0.3,1.6,11.9,48.2,0.0,1.08,0.0,7,115,36.09,0.00,0,12,3,0.0,1.08,1.00,1.12,5.87,8.00,8.00
6000,16,12,12.2,0.0,1.0,0.0,11.2,0.0,1.00,12.2,8,1051,80.28,0.00,12,0,0,0.0,1.00,1.00,1.00,3.42,5.17,5.25
7000,1,278,11.9,0.2,0.2,1.1,10.5,0.0,1.07,11.9,120,537,49.67,0.00,278,0,0,0.0,1.07,1.09,1.08,4.15,4.98,7.17
7000,6,141,12.3,0.3,0.0,0.2,11.8,0.0,1.07,13.3,37,799,88.80,0.00,141,0,0,0.0,1.10,1.09,1.06,5.29,7.80,6.04
7000,8,133,12.3,0.1,0.0,0.2,12.0,0.0,1.05,10.9,25,480,44.53,0.00,133,0,0,0.0,1.02,1.05,1.07,5.53,7.78,7.50
7000,7,64,8.0,0.1,0.1,0.1,7.7,0.0,1.01,18.5,15,267,31.59,0.00,4,54,6,0.0,1.02,1.00,1.01,2.53,3.17,3.56
7000,11,57,6.4,0.2,0.0,0.1,6.1,0.0,1.08,19.1,5,887,66.87,0.00,57,0,0,0.0,1.11,1.00,1.11,3.49,8.00,2.68
7000,2,41,12.7,0.0,0.0,0.0,12.7,0.0,1.00,13.5,11,824,91.89,0.00,41,0,0,0.0,1.00,1.00,1.00,4.02,5.61,4.24
7000,12,24,9.7,0.0,0.1,0.0,9.6,0.0,1.00,15.2,11,877,85.93,0.00,24,0,0,0.0,1.00,1.00,1.00,2.88,6.58,3.08
7000,5,16,6.1,0.4,0.0,0.0,5.7,0.0,1.25,18.2,6,695,51.64,0.00,16,0,0,0.0,1.28,1.28,1.23,2.50,5.12,2.12
7000,3,7,14.3,0.0,0.7,0.0,13.6,0.0,1.00,8.6,5,876,77.51,0.00,7,0,0,0.0,1.00,1.00,1.00,4.57,8.00,4.57
7000,15,6,57.8,0.0,11.0,28.0,18.8,0.0,1.00,1.0,6,162,41.37,0.00,0,4,2,0.0,1.00,1.00,1.00,5.00,7.50,8.00
8000,1,257,11.5,0.4,0.0,0.7,10.4,0.0,1.13,11.7,109,749,70.95,0.00,257,0,0,0.0,1.14,1.12,1.13,4.16,4.98,7.39
8000,8,136,15.9,0.3,0.0,0.3,15.2,0.0,1.06,9.5,32,409,37.14,0.00,136,0,0,0.0,1.00,1.11,1.05,5.41,6.82,7.70
8000,6,123,12.4,0.1,0.0,0.2,12.0,0.0,1.02,13.7,26,754,74.07,0.00,123,0,0,0.0,1.03,1.03,1.02,5.53,7.81,5.90
8000,11,86,6.8,0.2,0.0,0.2,6.4,0.0,1.07,19.0,10,532,36.04,0.00,86,0,0,0.0,1.10,1.03,1.09,3.81,7.87,2.64
8000,7,73,7.3,0.0,0.4,0.0,6.9,0.0,1.00,18.7,10,305,34.85,0.00,11,55,7,0.0,1.00,1.00,1.00,2.51,2.78,3.85
