step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded
10000,1127,1.578,0.362,8.61,62350,59452,189,2,3076,1236,730370.6,72.2,0.127,0.395,0.191,0.287,483,9.21,5.56,0.03,0.93,0.25,2.29,0.01,0.25,8.90,5.01,0.00,0.06,0.017,0.106,241,0.076,0.964,0.000,0.000,0.036,101100,88241,5,0.520,0.034,0.005,522210,0.149,1.386,0.040,60.66,40157,16,0.058,1.000,0.000,2783950,1.01,16.87,0.001,0.000,0.001,4,8,16,64,10376,0.040,11.59,0.0073,0.007,33,0.683,0.000,0.832,0.442,2.97,4.71,2.96,0.00,0.001,1.01,1.01,1.01,0.683,0.00135,91.19
20000,1158,1.495,0.310,7.96,79348,73772,494,0,5051,30,662615.9,3.3,0.087,0.314,0.299,0.300,470,8.49,4.04,0.02,0.30,0.04,0.75,0.01,0.23,8.41,4.00,0.00,0.00,0.005,0.062,212,0.093,0.932,0.000,0.000,0.068,108967,96685,10,0.411,0.023,0.003,105472,0.116,1.277,0.034,66.30,39909,0,0.109,0.000,0.000,2582481,1.01,16.49,0.000,0.001,0.000,5,8,13,35,9832,0.038,7.95,0.0068,0.000,28,0.630,0.000,0.891,0.331,3.09,4.95,3.45,0.00,0.000,1.01,1.01,1.02,0.630,0.00095,89.20
30000,1092,1.569,0.274,7.83,82536,77151,667,0,4784,22,663881.1,1.2,0.073,0.251,0.334,0.341,469,9.58,3.99,0.08,1.12,0.07,0.74,0.07,0.97,9.37,3.79,0.00,0.00,0.007,0.072,211,0.098,0.921,0.000,0.000,0.079,118763,111331,5,0.452,0.169,0.009,90643,0.113,1.192,0.030,66.42,39477,0,0.055,0.000,0.000,2061756,1.03,14.81,0.000,0.000,0.000,6,9,13,53,10460,0.040,9.08,0.0065,0.000,30,0.641,0.000,0.903,0.350,3.52,5.78,4.23,0.00,0.000,1.04,1.04,1.02,0.641,0.00084,87.93
40000,1063,1.581,0.231,8.36,80429,75666,810,0,3982,7,669589.6,0.5,0.079,0.229,0.374,0.318,448,9.79,5.61,0.07,0.63,0.05,0.51,0.08,0.86,9.60,5.52,0.00,0.00,0.007,0.072,206,0.127,0.928,0.000,0.000,0.072,131780,126702,5,0.432,0.128,0.016,78466,0.114,1.101,0.025,66.77,38803,0,0.067,0.000,0.000,1931372,1.03,14.57,0.000,0.000,0.000,5,9,14,46,10411,0.040,10.03,0.0066,0.000,31,0.663,0.000,0.916,0.421,3.78,5.57,5.03,0.00,0.001,1.02,1.02,1.03,0.663,0.00077,86.64
50000,1078,1.593,0.209,8.35,80199,75124,838,1,4221,57,670489.1,5.8,0.068,0.240,0.364,0.328,421,9.35,4.96,0.06,0.76,0.04,0.65,0.01,0.43,9.23,4.88,0.00,0.00,0.004,0.049,197,0.210,0.929,0.000,0.000,0.071,132760,128187,5,0.491,0.007,0.002,54792,0.135,1.044,0.023,67.02,41510,17,0.101,1.000,0.000,2149141,1.02,14.49,0.000,0.000,0.000,5,9,14,41,10078,0.038,9.47,0.0067,0.000,20,0.675,0.000,0.904,0.425,3.82,5.67,5.31,0.00,0.001,1.03,1.03,1.02,0.675,0.00068,86.95
60000,1010,1.630,0.183,9.19,73050,68760,819,0,3539,45,667420.1,4.3,0.079,0.223,0.412,0.286,422,10.30,4.45,0.13,0.93,0.04,0.50,0.10,0.91,10.03,4.20,0.00,0.00,0.006,0.063,228,0.127,0.926,0.000,0.000,0.074,129233,125547,6,0.466,0.000,0.034,116249,0.093,0.961,0.019,66.70,43365,0,0.095,0.000,0.000,1884327,1.04,13.31,0.000,0.000,0.000,6,10,14,50,10398,0.040,10.02,0.0066,0.000,23,0.644,0.000,0.905,0.464,4.16,5.41,6.26,0.00,0.001,1.05,1.04,1.05,0.644,0.00072,86.72
70000,1023,1.615,0.163,8.68,75282,70437,928,0,3904,11,672647.6,1.7,0.076,0.194,0.425,0.305,406,10.15,4.77,0.15,1.10,0.03,0.32,0.02,0.35,9.95,4.57,0.00,0.03,0.005,0.057,203,0.101,0.924,0.000,0.000,0.076,136963,134216,4,0.386,0.177,0.003,93798,0.101,0.878,0.016,67.18,43681,0,0.153,0.000,0.000,1646094,1.05,13.24,0.001,0.000,0.001,6,10,14,64,10386,0.040,9.64,0.0066,0.000,23,0.643,0.000,0.914,0.475,4.22,5.92,6.20,0.00,0.002,1.06,1.05,1.06,0.643,0.00067,86.62
80000,1057,1.572,0.128,8.57,77384,72152,916,0,4282,15,673685.9,1.8,0.088,0.189,0.391,0.332,403,9.51,5.05,0.06,0.79,0.05,0.85,0.01,0.27,9.38,4.98,0.00,0.00,0.006,0.067,212,0.184,0.927,0.000,0.000,0.073,136780,134338,4,0.371,0.218,0.003,34411,0.133,0.773,0.012,67.41,44020,0,0.119,0.000,0.000,1684538,1.02,14.22,0.000,0.000,0.000,4,9,14,47,10054,0.038,8.02,0.0068,0.000,32,0.660,0.000,0.904,0.459,4.00,5.79,5.68,0.00,0.001,1.03,1.02,1.03,0.660,0.00066,88.01
90000,1093,1.549,0.113,8.56,82615,76843,970,0,4766,18,676078.4,2.5,0.097,0.185,0.385,0.333,397,9.29,4.47,0.11,1.03,0.01,0.10,0.02,0.33,9.15,4.38,0.00,0.00,0.001,0.019,205,0.197,0.935,0.000,0.000,0.065,138915,135902,4,0.479,0.007,0.005,57295,0.073,0.729,0.011,67.62,45167,0,0.139,0.000,0.000,1626140,1.04,14.28,0.000,0.000,0.000,6,9,13,39,10151,0.039,9.55,0.0068,0.000,24,0.642,0.000,0.895,0.431,4.07,5.97,5.95,0.00,0.000,1.04,1.05,1.05,0.642,0.00063,86.27
100000,1142,1.535,0.110,9.00,89703,83637,1029,0,4988,33,680174.9,3.2,0.077,0.186,0.400,0.337,383,8.84,4.80,0.09,0.73,0.04,0.47,0.01,0.17,8.70,4.64,0.00,0.03,0.006,0.062,204,0.199,0.943,0.000,0.000,0.057,144577,142195,4,0.477,0.000,0.004,43119,0.115,0.706,0.010,68.07,44036,0,0.096,0.000,0.000,1841143,1.03,14.90,0.000,0.000,0.001,5,7,13,51,10095,0.039,8.95,0.0068,0.000,32,0.686,0.000,0.905,0.402,4.02,6.45,5.74,0.00,0.002,1.03,1.02,1.05,0.686,0.00053,86.42
