step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,426,16.30,0.07,0.06,0.02,16.15,0.00,1.02,0.000,0.093,390224.2,36.8,1,36,3.41,1.02,1.02
10000,2,82,16.16,0.06,0.09,0.88,15.13,0.00,1.01,0.000,0.283,71886.2,1.0,2,4,3.87,1.02,1.02
10000,0,9,16.44,0.00,0.33,0.67,15.44,0.00,1.00,0.000,0.001,88760.2,53.5,2,7,4.56,1.00,1.00
20000,8,429,16.60,0.04,0.00,0.00,16.56,0.00,1.02,0.000,0.104,335929.1,2.9,1,1,3.52,1.03,1.02
20000,2,58,28.03,0.00,0.55,0.28,27.21,0.00,1.00,0.000,0.297,68874.9,3.0,2,0,4.62,1.00,1.00
20000,0,7,21.14,0.00,0.00,0.00,21.14,0.00,1.00,0.000,0.001,2930.0,0.0,2,6,3.43,1.00,1.00
30000,8,379,16.49,0.09,0.03,0.06,16.31,0.00,1.03,0.000,0.107,330872.2,0.0,1,0,3.50,1.04,1.03
30000,2,100,14.25,0.00,0.14,0.21,13.90,0.00,1.00,0.000,0.263,69094.2,0.0,1,0,3.78,1.00,1.00
30000,0,13,15.92,0.00,0.00,0.00,15.92,0.00,1.00,0.000,0.001,2131.3,0.0,1,9,4.31,1.00,1.00
40000,8,423,13.44,0.01,0.00,0.00,13.43,0.00,1.01,0.000,0.093,285549.6,0.0,1,0,3.28,1.01,1.01
40000,2,76,16.74,0.00,0.00,1.68,15.05,0.00,1.00,0.000,0.236,68833.0,0.1,2,0,3.49,1.00,1.00
40000,0,14,13.29,0.00,0.00,0.00,13.29,0.00,1.00,0.000,0.001,1635.0,0.0,2,13,3.00,1.00,1.00
50000,8,478,12.35,0.04,0.08,0.00,12.23,0.00,1.02,0.000,0.091,301931.7,1.1,1,0,3.23,1.02,1.02
50000,2,95,18.24,1.62,0.37,1.66,14.59,0.00,1.40,0.000,0.319,71745.8,17.1,0,0,3.39,1.01,2.37
50000,0,10,15.70,1.30,0.00,2.10,12.30,0.00,1.35,0.000,0.001,1757.4,0.0,1,8,2.70,1.00,2.13
60000,8,505,11.45,0.02,0.12,0.01,11.30,0.00,1.00,0.000,0.091,314805.3,0.0,2,0,2.85,1.01,1.00
60000,2,100,13.20,0.00,0.00,0.00,13.20,0.00,1.00,0.000,0.243,70368.3,0.5,2,0,3.07,1.00,1.00
60000,0,3,23.67,0.00,0.00,0.00,23.67,0.00,1.00,0.000,0.000,1656.1,0.0,2,2,4.00,1.00,1.00
70000,8,532,11.77,0.03,0.08,0.06,11.61,0.00,1.01,0.000,0.096,306972.6,1.2,1,0,2.86,1.01,1.01
70000,2,82,17.07,0.00,0.05,0.00,17.02,0.00,1.00,0.000,0.250,70437.3,0.0,1,0,3.61,1.00,1.00
70000,0,6,12.50,0.00,0.00,0.33,12.17,0.00,1.00,0.000,0.001,1546.5,0.0,2,6,2.83,1.00,1.00
80000,8,399,15.75,0.03,0.11,0.00,15.61,0.00,1.01,0.000,0.093,298593.1,5.5,1,0,4.12,1.01,1.00
80000,2,91,12.58,0.14,0.37,0.00,12.07,0.01,1.03,0.011,0.211,69511.3,4.6,1,0,3.08,1.02,1.03
80000,0,8,13.88,0.00,0.00,0.00,13.88,0.00,1.00,0.000,0.001,1315.8,0.5,1,8,2.12,1.00,1.00
90000,8,448,14.82,0.00,0.13,0.00,14.69,0.00,1.00,0.000,0.099,306380.5,8.4,1,3,3.59,1.00,1.00
90000,2,105,11.73,0.00,0.10,0.00,11.64,0.00,1.00,0.000,0.231,68198.4,2.7,1,1,3.06,1.00,1.00
90000,0,5,14.40,0.00,0.00,0.00,14.40,0.00,1.00,0.000,0.000,1079.5,0.4,1,5,3.00,1.00,1.00
100000,8,472,13.47,0.02,0.09,0.00,13.36,0.00,1.01,0.000,0.084,308983.5,20.9,3,0,3.24,1.02,1.02
100000,2,87,13.09,0.00,0.00,0.00,13.09,0.00,1.00,0.000,0.207,66190.4,6.6,2,0,3.00,1.00,1.00
100000,0,5,13.60,0.00,0.00,0.00,13.60,0.00,1.00,0.000,0.000,834.1,0.0,2,5,2.40,1.00,1.00
110000,8,544,11.47,0.00,0.01,0.00,11.46,0.00,1.00,0.000,0.085,316051.8,1.5,3,0,2.99,1.00,1.00
110000,2,96,12.64,0.03,0.00,0.00,12.60,0.00,1.01,0.000,0.224,66216.8,0.5,2,0,3.08,1.01,1.01
110000,0,9,10.33,0.00,0.00,0.00,10.33,0.00,1.00,0.000,0.001,1154.7,0.0,2,9,2.33,1.00,1.00
120000,8,556,11.76,0.01,0.04,0.02,11.69,0.00,1.00,0.000,0.085,323063.9,2.5,2,0,2.82,1.00,1.00
120000,2,113,9.69,0.00,0.12,0.01,9.56,0.00,1.00,0.000,0.202,62518.9,0.0,1,0,2.81,1.00,1.00
120000,0,4,16.25,0.00,0.50,0.00,15.75,0.00,1.00,0.000,0.000,1114.4,0.0,2,3,3.25,1.00,1.00
130000,8,569,11.24,0.00,0.01,0.01,11.22,0.00,1.00,0.000,0.083,325418.3,2.2,2,0,2.70,1.00,1.00
130000,2,116,8.58,0.01,0.00,0.01,8.56,0.00,1.00,0.000,0.208,58732.3,2.0,1,0,2.28,1.00,1.00
130000,0,4,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,815.1,0.0,1,4,2.50,1.00,1.00
140000,8,557,10.96,0.01,0.04,0.00,10.92,0.00,1.01,0.002,0.079,322085.0,0.7,2,0,2.68,1.01,1.01
140000,2,128,8.29,0.05,0.00,0.02,8.21,0.00,1.03,0.000,0.195,64577.0,0.7,1,0,2.40,1.03,1.04
140000,0,9,7.89,0.00,0.22,0.00,7.67,0.00,1.00,0.000,0.000,958.9,0.0,2,9,2.00,1.00,1.00
150000,8,555,11.28,0.06,0.04,0.03,11.16,0.00,1.02,0.000,0.081,321122.8,0.4,2,0,2.88,1.03,1.03
150000,2,107,9.61,0.09,0.06,0.06,9.40,0.00,1.04,0.000,0.189,65047.7,0.0,1,0,2.64,1.04,1.04
