step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded
10000,640,1.449,0.346,8.29,33343,33271,10,4,901,2190,473692.8,158.8,0.043,0.334,0.390,0.234,1662,7.45,2.00,0.07,1.07,0.00,0.06,0.00,0.04,7.37,1.80,0.00,0.00,0.000,0.007,50,0.544,0.997,0.000,0.000,0.003,39150,34856,1,1.000,0.000,0.002,376822,0.151,1.341,0.038,34.99,16475,48,0.073,0.500,0.000,714370,1.03,17.85,0.000,0.000,0.000,6,7,9,27,4766,0.018,11.11,0.0100,0.011,5,0.340,0.000,0.398,0.342,2.62,2.18,4.93,0.00,0.000,1.02,1.04,1.03,0.341,0.00416,117.34
20000,629,1.472,0.413,9.32,25082,24130,44,0,919,2,327028.9,0.2,0.006,0.231,0.507,0.256,1924,8.28,2.78,0.03,0.49,0.03,0.43,0.00,0.08,8.21,2.54,0.00,0.00,0.002,0.021,63,0.173,0.992,0.000,0.000,0.008,13821,11153,1,0.542,0.458,0.002,7623,0.124,1.550,0.047,32.78,9791,0,0.112,0.000,0.000,254216,1.01,17.69,0.000,0.000,0.000,6,8,11,35,5205,0.020,41.52,0.0063,0.006,5,0.161,0.000,0.353,0.017,2.75,2.58,4.62,0.00,0.002,1.00,1.01,1.01,0.161,0.00158,89.14
30000,621,1.471,0.234,8.92,23940,23014,54,0,880,1,327541.0,0.1,0.009,0.211,0.494,0.286,1867,9.41,2.66,0.12,0.99,0.00,0.00,0.02,0.45,9.27,2.31,0.00,0.00,0.000,0.000,57,0.222,0.995,0.000,0.000,0.005,14001,10617,2,0.485,0.510,0.003,15144,0.118,1.078,0.024,32.43,9488,0,0.094,0.000,0.000,158683,1.04,17.25,0.000,0.000,0.000,7,9,12,29,5842,0.022,40.01,0.0057,0.000,7,0.115,0.000,0.315,0.040,2.77,2.85,4.53,0.00,0.000,1.01,1.05,1.04,0.115,0.00160,90.99
40000,607,1.461,0.184,9.43,26304,25214,57,0,1047,7,337374.7,0.1,0.011,0.179,0.462,0.348,1821,9.46,3.24,0.05,0.62,0.01,0.15,0.00,0.00,9.40,3.06,0.00,0.00,0.001,0.010,71,0.204,0.987,0.000,0.000,0.013,16001,14721,3,0.499,0.033,0.000,19882,0.117,0.937,0.018,33.60,10527,0,0.015,0.000,0.000,222908,1.01,17.29,0.000,0.000,0.000,7,9,12,35,5743,0.022,5.37,0.0059,0.000,6,0.181,0.000,0.277,0.043,2.89,2.76,4.60,0.00,0.000,1.01,1.02,1.02,0.181,0.00142,124.47
50000,612,1.386,0.147,9.40,25849,24639,72,0,1133,1,333225.3,0.1,0.006,0.162,0.467,0.365,1803,9.58,2.44,0.06,0.85,0.00,0.00,0.00,0.09,9.51,2.21,0.00,0.00,0.000,0.000,60,0.319,0.990,0.000,0.000,0.010,15024,13386,2,0.542,0.000,0.003,19073,0.127,0.816,0.014,33.20,10587,0,0.057,0.000,0.000,157828,1.02,17.32,0.000,0.000,0.000,8,9,12,35,5860,0.022,2.26,0.0057,0.026,1,0.145,0.000,0.274,0.036,2.85,2.79,4.57,0.00,0.000,1.01,1.02,1.04,0.145,0.00127,127.98
60000,599,1.457,0.141,9.13,24945,23891,78,0,989,1,330022.9,0.1,0.009,0.169,0.464,0.358,1841,10.14,3.06,0.11,1.25,0.00,0.00,0.02,0.37,10.01,2.65,0.00,0.00,0.000,0.000,58,0.260,0.993,0.000,0.000,0.007,13850,10896,2,0.457,0.137,0.003,18938,0.115,0.782,0.013,32.94,10102,0,0.074,0.000,0.000,164225,1.03,17.02,0.000,0.000,0.000,7,9,12,34,6073,0.023,0.70,0.0055,0.022,2,0.149,0.000,0.264,0.022,2.88,3.00,4.49,0.00,0.000,1.01,1.05,1.04,0.150,0.00143,129.80
70000,598,1.422,0.127,9.12,24779,23663,106,0,1011,1,333532.2,0.2,0.008,0.180,0.414,0.398,1833,10.09,4.02,0.16,1.30,0.00,0.00,0.00,0.00,9.93,3.69,0.00,0.00,0.000,0.000,73,0.204,0.992,0.000,0.000,0.008,14039,12319,3,0.523,0.069,0.000,17912,0.179,0.724,0.011,33.28,10241,0,0.210,0.000,0.000,175412,1.05,16.96,0.000,0.000,0.000,6,9,14,47,6032,0.023,0.81,0.0056,0.033,3,0.150,0.000,0.242,0.026,2.85,3.06,4.46,0.00,0.000,1.02,1.06,1.06,0.150,0.00156,129.35
80000,623,1.474,0.116,9.27,24495,23259,123,0,1088,3,334711.7,0.3,0.010,0.189,0.425,0.376,1813,10.02,4.13,0.23,2.50,0.01,0.16,0.02,0.38,9.76,3.22,0.00,0.00,0.001,0.011,74,0.265,0.992,0.000,0.000,0.008,13695,12012,2,0.576,0.027,0.003,18165,0.164,0.684,0.010,33.42,10069,0,0.094,0.000,0.000,185292,1.07,17.04,0.002,0.000,0.000,6,9,14,64,6242,0.024,0.71,0.0055,0.027,3,0.149,0.000,0.228,0.023,2.88,3.06,4.46,0.00,0.000,1.04,1.09,1.09,0.149,0.00159,129.31
90000,602,1.466,0.103,9.45,25160,24015,95,0,1071,7,335620.9,0.2,0.009,0.181,0.443,0.367,1814,10.56,3.29,0.15,1.43,0.00,0.00,0.00,0.00,10.42,3.03,0.00,0.00,0.000,0.000,69,0.143,0.992,0.000,0.000,0.008,14147,12497,2,0.517,0.045,0.000,14441,0.176,0.618,0.008,33.52,10045,0,0.025,0.000,0.000,165583,1.05,16.58,0.000,0.002,0.000,8,10,14,36,6360,0.024,0.72,0.0054,0.007,3,0.141,0.000,0.239,0.024,2.88,3.23,4.50,0.00,0.000,1.03,1.06,1.05,0.141,0.00160,129.20
100000,617,1.517,0.101,9.44,24940,23793,105,0,1027,50,336308.7,6.4,0.007,0.188,0.424,0.380,1792,10.42,3.24,0.05,0.57,0.00,0.06,0.04,0.74,10.32,2.94,0.00,0.00,0.000,0.003,63,0.146,0.994,0.000,0.000,0.006,14070,12192,2,0.546,0.041,0.003,37797,0.114,0.614,0.008,33.61,10404,0,0.128,0.000,0.000,159634,1.01,16.61,0.000,0.000,0.000,7,10,14,34,6427,0.025,0.99,0.0053,0.000,9,0.132,0.000,0.235,0.031,2.90,3.17,4.52,0.00,0.000,1.00,1.01,1.01,0.132,0.00164,128.84
110000,632,1.362,0.096,9.44,25055,23843,101,0,1096,3,337070.2,0.1,0.009,0.174,0.430,0.387,1784,9.54,2.69,0.05,0.64,0.00,0.00,0.02,0.30,9.47,2.46,0.00,0.00,0.000,0.000,63,0.239,0.997,0.000,0.000,0.003,14516,12477,3,0.511,0.028,0.005,18165,0.176,0.594,0.007,33.69,10439,0,0.030,0.000,0.000,160477,1.01,17.44,0.000,0.000,0.000,7,9,12,31,6028,0.023,1.90,0.0056,0.003,2,0.138,0.000,0.234,0.033,2.65,2.95,4.33,0.00,0.000,1.00,1.02,1.02,0.138,0.00142,127.85
120000,588,1.517,0.093,9.39,25631,24378,111,0,1186,7,337277.2,1.0,0.005,0.165,0.448,0.382,1748,10.21,2.39,0.03,0.31,0.00,0.00,0.03,0.45,10.15,2.41,0.00,0.00,0.000,0.000,76,0.255,0.988,0.000,0.000,0.012,14654,12958,4,0.478,0.000,0.005,21592,0.158,0.565,0.006,33.69,10869,0,0.144,0.000,0.000,156478,1.02,16.89,0.000,0.000,0.000,7,10,12,30,6003,0.023,1.85,0.0057,0.000,3,0.141,0.000,0.240,0.031,2.84,3.05,4.52,0.00,0.000,1.02,1.03,1.02,0.141,0.00145,127.90
130000,604,1.436,0.076,9.29,24953,23822,85,0,1030,7,337501.5,1.0,0.006,0.161,0.448,0.386,1755,10.54,3.69,0.16,1.63,0.03,0.54,0.06,0.91,10.30,2.85,0.00,0.00,0.001,0.013,78,0.250,0.988,0.000,0.000,0.012,14227,13158,4,0.507,0.000,0.007,53301,0.098,0.492,0.005,33.68,9743,0,0.142,0.000,0.000,120384,1.05,16.94,0.000,0.000,0.000,7,10,13,47,6364,0.024,1.43,0.0054,0.000,9,0.118,0.000,0.242,0.035,2.87,3.14,4.40,0.00,0.000,1.02,1.07,1.07,0.118,0.00146,128.33
140000,607,1.405,0.076,9.39,24398,23205,98,0,1092,3,328782.6,0.3,0.010,0.163,0.439,0.388,1815,10.25,3.55,0.10,1.11,0.05,0.70,0.02,0.37,10.08,2.78,0.00,0.00,0.003,0.044,65,0.249,0.993,0.000,0.000,0.007,14303,13030,3,0.532,0.000,0.005,19906,0.164,0.490,0.005,32.83,9626,0,0.110,0.000,0.000,127960,1.03,17.23,0.000,0.000,0.000,6,10,13,41,6221,0.024,1.31,0.0054,0.007,6,0.125,0.000,0.253,0.032,2.78,3.05,4.35,0.00,0.000,1.01,1.04,1.03,0.125,0.00137,129.30
150000,594,1.446,0.077,9.31,24453,23282,100,0,1084,10,332674.8,1.0,0.012,0.174,0.417,0.397,1848,10.44,2.72,0.04,0.61,0.02,0.22,0.03,0.42,10.35,2.46,0.00,0.00,0.001,0.014,75,0.177,0.988,0.000,0.000,0.012,14139,12723,3,0.512,0.015,0.007,20884,0.170,0.515,0.005,33.22,9877,0,0.099,0.000,0.000,163334,1.02,16.96,0.000,0.000,0.000,7,11,12,36,6201,0.024,1.30,0.0054,0.002,2,0.148,0.000,0.246,0.030,2.87,3.06,4.47,0.00,0.002,1.01,1.02,1.02,0.148,0.00149,128.92
