step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,339,12.06,0.22,0.26,0.00,11.59,0.00,1.06,0.000,0.095,265461.5,26.2,1,0,3.84,1.04,1.06
10000,2,132,8.58,0.10,0.02,0.00,8.47,0.00,1.03,0.000,0.212,71651.6,1.8,1,0,2.29,1.00,1.04
10000,0,7,9.71,0.00,0.00,0.00,9.71,0.00,1.00,0.000,0.000,96592.0,45.4,1,4,3.00,1.00,1.00
20000,8,506,8.75,0.00,0.00,0.00,8.75,0.00,1.00,0.000,0.080,248078.5,1.1,1,2,3.10,1.00,1.00
20000,2,132,8.23,0.00,0.12,0.01,8.11,0.00,1.00,0.000,0.211,70015.4,1.5,1,5,2.18,1.00,1.00
20000,0,4,7.50,0.00,0.00,0.00,7.50,0.00,1.00,0.000,0.000,898.0,0.0,1,4,2.00,1.00,1.00
30000,8,506,8.83,0.01,0.00,0.02,8.80,0.00,1.00,0.000,0.084,263833.4,0.1,1,0,2.92,1.00,1.00
30000,2,119,10.65,0.12,0.07,1.13,9.34,0.00,1.01,0.000,0.233,72538.9,0.2,1,0,2.73,1.00,1.04
30000,0,8,13.25,0.00,0.00,2.62,10.62,0.00,1.00,0.000,0.001,1123.7,0.0,1,5,3.38,1.00,1.00
40000,8,589,8.02,0.03,0.03,0.00,7.96,0.00,1.01,0.000,0.062,290340.1,0.0,1,0,3.19,1.02,1.02
40000,2,116,7.59,0.00,0.00,0.00,7.59,0.00,1.00,0.000,0.165,67639.1,0.0,1,0,2.35,1.00,1.00
40000,0,7,7.71,0.00,0.00,0.00,7.71,0.00,1.00,0.000,0.000,1424.8,0.0,1,7,2.14,1.00,1.00
50000,8,612,7.80,0.00,0.00,0.00,7.80,0.00,1.00,0.000,0.064,309384.2,0.1,1,1,3.02,1.00,1.00
50000,2,125,8.97,0.00,0.10,0.19,8.68,0.00,1.00,0.000,0.210,63934.2,0.0,1,1,2.41,1.00,1.00
50000,0,11,7.45,0.55,0.00,0.00,6.91,0.00,1.64,0.000,0.000,1441.6,0.0,1,11,2.55,2.45,2.45
60000,8,604,7.63,0.05,0.01,0.01,7.55,0.00,1.01,0.000,0.060,308704.4,0.0,1,1,3.11,1.00,1.02
60000,2,130,8.55,0.02,0.00,0.15,8.38,0.00,1.01,0.000,0.202,68941.1,0.0,1,0,2.31,1.01,1.01
60000,0,4,16.00,0.25,0.00,3.25,12.50,0.00,1.02,0.000,0.000,1319.0,0.0,1,4,4.00,1.00,1.06
70000,8,579,8.18,0.03,0.01,0.00,8.13,0.00,1.01,0.000,0.064,307024.9,0.1,1,5,3.15,1.00,1.01
70000,2,118,8.67,0.00,0.00,0.00,8.67,0.00,1.00,0.000,0.196,67476.4,0.0,1,3,2.47,1.00,1.00
70000,0,1,6.00,0.00,0.00,0.00,6.00,0.00,1.00,0.000,0.000,1204.6,0.0,1,1,5.00,1.00,1.00
80000,8,597,8.45,0.05,0.02,0.00,8.38,0.00,1.01,0.000,0.066,308488.4,0.0,1,2,3.07,1.00,1.03
80000,2,117,9.32,0.02,0.00,0.00,9.30,0.00,1.01,0.000,0.201,67791.8,0.0,1,0,2.51,1.00,1.01
80000,0,2,14.00,0.00,0.50,0.00,13.50,0.00,1.00,0.000,0.000,1345.3,0.0,0,2,3.50,1.00,1.00
90000,8,591,8.42,0.02,0.05,0.01,8.34,0.00,1.00,0.000,0.065,310206.3,0.2,1,0,3.10,1.00,1.00
90000,2,118,8.97,0.16,0.00,0.00,8.81,0.00,1.07,0.000,0.196,68331.7,0.0,1,0,2.42,1.13,1.15
90000,0,2,7.50,0.00,0.00,0.00,7.50,0.00,1.00,0.000,0.000,1575.9,0.0,1,2,2.50,1.00,1.00
100000,8,594,7.89,0.02,0.02,0.03,7.82,0.00,1.01,0.000,0.061,308347.7,0.0,1,0,3.15,1.01,1.02
