step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side
5000,2,118,63.9,2.5,0.1,0.3,61.0,0.0,1.25,0.0,11,168,42.63,0.00,110,8,0,0.0,1.26,1.15,1.30,7.47,8.00,8.00
5000,3,36,17.2,2.6,1.1,0.4,13.1,0.0,1.69,9.1,16,115,12.35,0.00,0,35,1,0.4,1.48,2.09,1.62,4.36,7.39,4.47
5000,4,7,6.9,0.0,0.0,0.0,6.9,0.0,1.00,18.0,3,98,5.07,0.00,0,7,0,0.0,1.00,1.00,1.00,3.00,8.00,1.86
6000,2,102,64.0,3.0,0.2,0.9,59.9,0.0,1.45,0.0,15,133,32.74,0.00,96,2,4,0.0,1.54,1.16,1.55,7.14,8.00,8.00
6000,3,47,13.9,0.7,0.6,0.9,11.8,0.0,1.19,11.4,27,57,6.60,0.00,0,41,6,0.1,1.29,1.35,1.11,4.11,7.26,3.91
6000,4,25,11.9,0.0,0.2,0.0,11.7,0.0,1.00,14.0,11,88,7.29,0.00,3,22,0,0.0,1.00,1.00,1.00,3.92,8.00,2.80
7000,2,51,64.0,2.7,0.2,0.6,60.5,0.0,1.23,0.0,7,123,29.85,0.00,47,4,0,0.1,1.11,1.27,1.28,7.41,8.00,8.00
7000,3,42,15.6,0.2,0.0,0.6,14.8,0.0,1.05,10.9,17,74,8.26,0.00,0,39,3,0.0,1.08,1.11,1.03,3.67,7.50,3.43
7000,4,28,17.4,0.0,0.1,0.0,17.3,0.0,1.00,10.4,15,73,8.12,0.00,2,26,0,0.0,1.00,1.00,1.00,4.11,8.00,3.64
8000,3,23,27.3,0.5,0.3,4.3,22.3,0.0,1.12,7.2,9,58,9.18,0.00,0,21,2,0.0,1.15,1.17,1.07,4.70,7.74,4.65
9000,8,465,16.3,0.1,0.0,0.3,16.0,0.0,1.02,15.8,23,240,20.64,0.00,412,40,13,0.0,1.03,1.02,1.02,3.47,4.06,4.03
9000,3,16,13.4,0.4,0.0,0.0,13.1,0.0,1.11,10.8,4,90,9.14,0.00,0,14,2,0.0,1.25,1.25,1.05,4.12,7.62,3.50
10000,8,471,16.2,0.1,0.1,0.0,16.0,0.0,1.02,15.8,31,238,20.39,0.00,426,39,6,0.0,1.02,1.01,1.02,3.41,4.10,4.01
10000,3,44,17.1,0.1,0.1,1.4,15.5,0.0,1.02,9.0,13,67,9.34,0.00,0,41,3,0.0,1.04,1.03,1.02,4.41,7.84,3.89
11000,8,483,16.3,0.0,0.0,0.0,16.2,0.0,1.03,15.7,29,232,19.93,0.00,434,41,8,0.0,1.03,1.03,1.03,3.46,4.16,3.98
11000,3,44,21.0,0.6,0.0,3.2,17.2,0.0,1.13,6.8,17,87,10.41,0.00,0,43,1,0.0,1.16,1.16,1.11,4.61,7.82,5.57
12000,8,469,16.2,0.0,0.0,0.1,16.1,0.0,1.00,15.8,24,246,20.98,0.00,406,52,11,0.0,1.00,1.00,1.00,3.42,4.16,3.96
12000,3,49,17.6,0.0,0.0,2.2,15.4,0.0,1.01,9.4,19,51,7.68,0.00,0,45,4,0.0,1.01,1.01,1.01,4.24,7.37,4.98
13000,8,483,16.6,0.0,0.0,0.0,16.5,0.0,1.01,15.5,25,253,21.75,0.00,437,44,2,0.0,1.01,1.00,1.01,3.54,4.23,4.00
13000,3,28,15.1,0.0,0.0,1.6,13.5,0.0,1.00,10.9,9,70,9.56,0.00,0,26,2,0.0,1.00,1.00,1.00,3.39,8.00,3.04
14000,8,483,16.6,0.1,0.0,0.1,16.3,0.0,1.03,15.5,33,237,20.47,0.00,432,47,4,0.0,1.02,1.04,1.04,3.49,4.28,3.97
14000,3,32,12.4,0.0,0.8,0.1,11.5,0.0,1.00,12.1,15,67,6.74,0.00,0,32,0,0.0,1.00,1.00,1.00,4.22,7.41,2.97
15000,8,493,16.2,0.0,0.0,0.0,16.1,0.0,1.01,15.7,29,255,21.68,0.00,444,48,1,0.0,1.02,1.01,1.01,3.44,4.16,4.00
15000,3,40,20.8,0.0,1.7,0.4,18.6,0.0,1.00,9.1,17,54,9.34,0.00,0,39,1,0.0,1.00,1.00,1.00,4.05,7.85,3.85
16000,8,482,16.1,0.0,0.0,0.0,16.1,0.0,1.01,15.9,21,273,22.77,0.00,435,43,4,0.0,1.02,1.02,1.01,3.45,4.11,3.96
16000,3,35,20.6,0.0,0.0,1.9,18.7,0.0,1.00,8.6,13,70,11.61,0.00,0,34,1,0.0,1.00,1.00,1.00,4.11,8.00,3.69
17000,8,464,16.4,0.0,0.0,0.0,16.3,0.0,1.00,15.6,26,296,24.60,0.00,417,41,6,0.0,1.00,1.00,1.00,3.42,4.24,3.96
17000,3,37,17.6,0.6,1.0,2.0,14.0,0.0,1.17,9.9,14,67,9.22,0.00,0,35,2,0.0,1.23,1.19,1.14,3.86,7.73,3.57
18000,8,450,17.0,0.0,0.0,0.1,16.9,0.0,1.01,15.2,33,278,23.57,0.00,413,32,5,0.0,1.01,1.02,1.01,3.61,4.46,3.95
18000,3,29,33.2,0.2,3.9,0.6,28.5,0.0,1.03,2.1,14,83,17.67,0.04,0,24,5,0.0,1.00,1.05,1.03,5.93,8.00,6.97
19000,8,453,17.2,0.0,0.0,0.0,17.1,0.0,1.03,15.1,24,299,25.43,0.00,404,47,2,0.0,1.04,1.02,1.03,3.54,4.54,3.89
19000,3,41,18.5,0.0,0.3,3.5,14.7,0.0,1.00,9.3,15,45,7.00,0.00,0,36,5,0.0,1.00,1.00,1.00,4.17,7.66,3.78
20000,8,475,16.5,0.0,0.0,0.0,16.5,0.0,1.02,15.6,25,280,23.57,0.00,429,40,6,0.0,1.03,1.02,1.01,3.50,4.22,3.98
20000,3,15,64.0,0.0,0.0,0.0,64.0,0.0,1.00,0.0,1,70,24.69,0.00,0,14,1,0.0,1.00,1.00,1.00,8.00,8.00,8.00
21000,8,485,16.2,0.0,0.0,0.0,16.2,0.0,1.02,15.8,22,301,25.03,0.00,440,42,3,0.0,1.01,1.01,1.02,3.37,4.15,3.94
21000,3,16,60.2,1.8,0.2,1.1,57.1,0.0,1.24,0.4,5,104,31.65,0.00,0,16,0,0.1,1.18,1.24,1.25,6.81,8.00,7.81
22000,8,480,16.3,0.0,0.0,0.0,16.2,0.0,1.01,15.8,27,295,24.34,0.00,431,45,4,0.0,1.01,1.00,1.01,3.39,4.07,4.03
22000,3,43,12.8,0.0,0.1,1.5,11.2,0.0,1.00,15.5,14,76,6.27,0.00,0,43,0,0.0,1.00,1.00,1.00,3.74,8.00,3.72
23000,8,487,15.8,0.0,0.0,0.0,15.8,0.0,1.01,16.0,22,294,24.41,0.00,432,45,10,0.0,1.00,1.01,1.01,3.38,3.99,4.00
23000,3,47,12.7,0.0,0.3,0.0,12.5,0.0,1.00,13.4,20,102,8.69,0.00,0,44,3,0.0,1.00,1.00,1.00,4.11,7.43,4.15
24000,8,485,16.1,0.0,0.0,0.1,16.0,0.0,1.01,15.9,23,282,23.42,0.00,434,44,7,0.0,1.01,1.00,1.01,3.34,4.07,4.00
24000,3,47,13.1,0.0,0.5,0.1,12.5,0.0,1.00,13.7,23,96,9.35,0.00,0,45,2,0.0,1.00,1.00,1.00,4.02,7.68,3.74
25000,8,485,15.8,0.0,0.1,0.0,15.8,0.0,1.00,16.0,23,303,24.94,0.00,435,40,10,0.0,1.00,1.00,1.00,3.27,4.04,3.95
25000,3,20,16.2,0.0,0.2,0.1,16.0,0.0,1.00,11.5,9,80,8.05,0.00,0,18,2,0.0,1.00,1.00,1.00,3.75,7.50,4.10
26000,8,478,16.2,0.0,0.0,0.0,16.1,0.0,1.00,15.9,26,296,24.27,0.00,425,46,7,0.0,1.00,1.00,1.00,3.43,4.05,4.02
26000,3,35,15.2,0.0,0.3,0.0,14.9,0.0,1.00,11.9,10,92,8.62,0.00,0,32,3,0.0,1.00,1.00,1.00,4.03,8.00,3.29
27000,8,489,15.4,0.0,0.0,0.0,15.4,0.0,1.00,16.2,30,300,24.18,0.00,443,42,4,0.0,1.00,1.00,1.00,3.38,4.00,3.90
27000,3,32,27.0,0.0,2.7,0.2,24.1,0.0,1.00,7.5,13,86,16.52,0.00,0,31,1,0.0,1.00,1.00,1.00,4.69,7.75,4.69
28000,8,463,15.7,0.1,0.0,0.1,15.5,0.0,1.03,16.1,24,312,25.51,0.00,413,43,7,0.0,1.04,1.03,1.03,3.30,4.05,3.90
28000,3,20,25.7,0.0,1.6,0.3,23.7,0.0,1.00,7.9,12,89,14.81,0.00,0,20,0,0.0,1.00,1.00,1.00,4.50,7.40,4.85
29000,8,492,16.0,0.1,0.0,0.1,15.9,0.0,1.04,15.9,31,281,22.64,0.00,428,59,5,0.0,1.04,1.04,1.05,3.40,4.17,3.88
30000,8,424,16.5,0.1,0.0,0.0,16.4,0.0,1.03,15.5,26,332,27.44,0.00,379,40,5,0.0,1.04,1.03,1.02,3.51,4.27,3.97
31000,8,364,16.2,0.0,0.0,0.0,16.1,0.0,1.01,15.9,16,341,27.88,0.00,364,0,0,0.0,1.01,1.00,1.01,3.48,4.06,4.01
32000,8,442,15.9,0.0,0.0,0.0,15.9,0.0,1.00,16.0,23,305,25.05,0.00,395,44,3,0.0,1.00,1.00,1.01,3.40,4.00,3.99
32000,13,48,10.0,0.0,0.0,0.1,10.0,0.0,1.00,15.2,13,93,7.58,0.00,0,42,6,0.0,1.00,1.00,1.00,3.73,5.96,3.62
33000,8,412,15.6,0.0,0.0,0.0,15.6,0.0,1.00,16.2,17,307,24.58,0.00,366,44,2,0.0,1.00,1.00,1.00,3.42,3.95,3.96
33000,13,46,13.3,0.1,0.0,0.3,12.9,0.0,1.04,14.0,18,118,10.50,0.00,0,44,2,0.0,1.04,1.04,1.04,4.11,8.00,3.50
34000,8,437,15.4,0.0,0.0,0.0,15.4,0.0,1.00,16.3,24,303,24.28,0.00,387,50,0,0.0,1.00,1.00,1.00,3.41,3.93,3.92
34000,13,34,16.3,0.0,0.0,0.6,15.7,0.0,1.00,9.0,14,85,9.15,0.00,0,32,2,0.0,1.00,1.00,1.00,4.47,7.85,4.41
35000,8,457,15.3,0.0,0.1,0.0,15.2,0.0,1.01,16.4,26,341,26.48,0.00,404,42,11,0.0,1.01,1.01,1.01,3.46,3.98,3.82
35000,13,37,24.3,0.0,0.7,0.1,23.5,0.0,1.00,6.4,16,55,8.91,0.00,0,35,2,0.0,1.00,1.00,1.00,5.00,6.78,6.30
36000,8,457,14.6,0.1,0.0,0.0,14.5,0.0,1.03,16.8,25,348,25.85,0.00,405,46,6,0.0,1.03,1.03,1.03,3.28,3.91,3.71
36000,13,29,19.2,0.0,0.3,0.0,18.9,0.0,1.00,7.8,8,66,9.11,0.00,0,27,2,0.0,1.00,1.00,1.00,4.45,7.59,6.21
37000,8,437,14.7,0.0,0.0,0.0,14.6,0.0,1.00,16.7,26,356,26.51,0.00,387,47,3,0.0,1.00,1.00,1.00,3.35,3.88,3.77
37000,13,42,17.0,0.0,1.2,0.0,15.8,0.0,1.00,8.7,19,43,6.46,0.00,0,39,3,0.0,1.00,1.00,1.00,3.67,6.45,5.24
38000,8,429,14.5,0.0,0.0,0.0,14.5,0.0,1.00,16.9,18,362,26.59,0.00,381,42,6,0.0,1.00,1.00,1.00,3.35,3.90,3.67
38000,13,23,20.4,0.0,0.0,0.0,20.3,0.0,1.00,9.1,9,67,9.20,0.00,0,18,5,0.0,1.00,1.00,1.00,4.13,8.00,3.43
39000,8,466,13.6,0.0,0.0,0.0,13.6,0.0,1.00,17.4,21,372,27.10,0.00,422,40,4,0.0,1.00,1.00,1.00,3.36,3.77,3.55
39000,13,65,15.4,0.0,0.0,0.0,15.4,0.0,1.00,12.3,25,50,6.67,0.00,0,63,2,0.0,1.00,1.00,1.00,3.37,6.65,3.18
40000,8,470,13.7,0.0,0.0,0.0,13.7,0.0,1.01,17.4,27,412,29.28,0.00,423,41,6,0.0,1.01,1.01,1.01,3.29,3.77,3.55
40000,13,43,16.3,0.0,0.0,3.0,13.3,0.0,1.00,12.5,17,69,9.36,0.00,0,35,8,0.0,1.00,1.00,1.00,3.44,5.49,4.47
41000,8,493,13.5,0.0,0.0,0.0,13.4,0.0,1.00,17.4,25,382,27.98,0.00,446,46,1,0.0,1.00,1.00,1.00,3.29,3.82,3.47
41000,13,31,16.8,0.8,0.0,2.0,14.0,0.0,1.13,14.6,8,61,7.79,0.00,0,31,0,0.0,1.08,1.22,1.11,3.52,4.55,4.32
42000,8,512,13.5,0.0,0.1,0.0,13.5,0.0,1.00,17.3,27,392,27.66,0.00,465,42,5,0.0,1.00,1.00,1.00,3.32,3.90,3.44
42000,13,23,54.0,0.0,2.1,6.0,45.8,0.0,1.00,0.3,8,88,22.28,0.00,0,19,4,0.0,1.00,1.00,1.00,6.61,8.00,7.87
43000,8,523,13.4,0.0,0.1,0.1,13.3,0.0,1.00,17.3,38,361,25.53,0.00,467,52,4,0.0,1.00,1.00,1.00,3.33,3.97,3.37
43000,13,42,20.4,0.6,0.2,0.4,19.2,0.0,1.15,9.5,22,41,7.03,0.00,0,37,5,0.0,1.24,1.28,1.10,4.24,7.45,3.81
44000,8,470,13.7,0.0,0.0,0.0,13.7,0.0,1.00,17.2,22,364,25.97,0.00,417,52,1,0.0,1.00,1.00,1.00,3.29,3.89,3.49
44000,13,23,20.1,0.1,0.0,0.0,20.0,0.0,1.04,11.3,8,48,6.78,0.00,0,18,5,0.0,1.00,1.09,1.03,4.09,7.43,2.91
45000,8,504,12.7,0.0,0.0,0.0,12.7,0.0,1.01,17.9,25,378,25.93,0.00,461,37,6,0.0,1.00,1.01,1.01,3.19,3.70,3.38
45000,13,13,28.9,0.0,0.0,0.0,28.9,0.0,1.00,7.4,6,52,9.59,0.00,0,12,1,0.0,1.00,1.00,1.00,4.31,8.00,4.31
46000,8,316,15.8,0.0,0.0,0.0,15.8,0.0,1.00,16.0,21,412,32.59,0.00,274,35,7,0.0,1.00,1.00,1.00,3.43,4.03,3.96
46000,13,31,13.8,0.0,0.4,0.0,13.4,0.0,1.00,10.2,13,85,8.28,0.00,0,27,4,0.0,1.00,1.00,1.00,3.81,7.77,3.39
47000,8,518,12.8,0.0,0.1,0.0,12.7,0.0,1.01,17.8,29,429,29.68,0.00,456,57,5,0.0,1.01,1.01,1.01,3.23,3.64,3.46
48000,8,538,12.2,0.0,0.0,0.0,12.1,0.0,1.00,18.2,33,406,27.12,0.00,502,34,2,0.0,1.00,1.00,1.00,3.26,3.59,3.32
49000,8,532,12.2,0.0,0.0,0.0,12.2,0.0,1.00,18.1,24,391,25.78,0.00,484,42,6,0.0,1.00,1.00,1.00,3.30,3.64,3.31
50000,8,480,12.3,0.0,0.1,0.0,12.2,0.0,1.02,18.0,27,432,28.82,0.00,478,0,2,0.0,1.02,1.02,1.02,3.23,3.63,3.35
51000,8,484,11.9,0.0,0.0,0.0,11.9,0.0,1.00,18.2,34,403,27.09,0.00,484,0,0,0.0,1.00,1.00,1.00,3.23,3.57,3.32
51000,19,27,39.9,0.7,0.1,5.1,34.0,0.0,1.05,2.6,10,70,15.99,0.00,0,25,2,0.1,1.00,1.00,1.10,6.11,8.00,6.78
52000,8,498,11.7,0.0,0.0,0.0,11.6,0.0,1.00,18.3,30,409,27.23,0.00,496,0,2,0.0,1.00,1.00,1.00,3.17,3.54,3.33
52000,19,45,19.9,0.0,0.0,0.0,19.8,0.0,1.00,9.6,16,52,8.99,0.00,0,41,4,0.0,1.00,1.00,1.00,4.07,7.60,3.93
53000,8,491,11.4,0.0,0.0,0.0,11.4,0.0,1.00,18.4,36,408,27.05,0.00,489,0,2,0.0,1.00,1.00,1.00,3.14,3.57,3.25
53000,19,23,19.0,0.0,0.0,0.0,19.0,0.0,1.00,9.9,5,97,11.94,0.00,0,23,0,0.0,1.00,1.00,1.00,4.13,7.30,3.74
