step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,933,9.86,0.04,0.23,0.02,9.58,0.00,1.01,0.001,0.120,552050.8,34.4,4,4,3.14,1.01,1.02
10000,1,161,5.42,0.00,0.12,0.00,5.30,0.00,1.00,0.000,0.540,87421.0,2.8,2,4,1.99,1.00,1.00
10000,0,33,9.15,0.00,1.67,0.00,7.48,0.00,1.00,0.000,0.002,87723.3,35.0,4,26,2.91,1.00,1.00
20000,8,970,9.19,0.03,0.05,0.00,9.11,0.00,1.02,0.000,0.116,554208.6,3.3,8,0,3.32,1.02,1.02
20000,1,160,4.86,0.00,0.03,0.08,4.76,0.00,1.00,0.000,0.486,103024.2,0.0,2,0,1.91,1.00,1.00
20000,0,28,5.07,0.00,0.00,0.00,5.07,0.00,1.00,0.000,0.001,1336.0,0.0,5,21,1.86,1.00,1.00
30000,8,951,9.81,0.09,0.07,0.02,9.63,0.00,1.03,0.000,0.121,556370.6,1.2,3,0,3.68,1.05,1.04
30000,1,111,7.61,0.00,0.05,0.51,7.05,0.00,1.00,0.000,0.520,99570.8,0.0,2,0,2.38,1.00,1.00
30000,0,30,9.63,0.00,0.00,0.03,9.60,0.00,1.00,0.000,0.002,887.6,0.0,3,23,2.63,1.00,1.00
40000,8,892,10.37,0.08,0.05,0.05,10.19,0.00,1.03,0.000,0.120,556703.2,0.5,3,0,4.12,1.03,1.02
40000,1,140,6.30,0.00,0.06,0.14,6.11,0.00,1.00,0.000,0.550,99855.0,0.0,2,0,1.98,1.00,1.00
40000,0,31,9.03,0.00,0.00,0.58,8.45,0.00,1.00,0.000,0.002,1125.8,0.0,2,19,2.35,1.00,1.00
50000,8,934,9.76,0.07,0.04,0.02,9.63,0.00,1.03,0.000,0.119,558846.1,5.8,3,0,4.06,1.03,1.03
50000,1,124,6.76,0.00,0.07,0.00,6.69,0.00,1.00,0.000,0.524,99897.7,0.0,2,0,2.28,1.00,1.00
50000,0,20,6.25,0.00,0.00,0.00,6.25,0.00,1.00,0.000,0.001,745.9,0.0,2,12,2.25,1.00,1.00
