step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,288,16.33,0.16,0.76,0.00,15.40,0.00,1.03,0.003,0.109,263062.2,34.5,1,0,4.47,1.01,1.03
10000,1,28,18.96,0.00,0.00,0.00,18.96,0.00,1.00,0.000,0.294,27269.3,2.2,1,0,4.32,1.00,1.00
10000,0,2,14.50,0.00,0.00,0.00,14.50,0.00,1.00,0.000,0.000,97123.4,50.4,1,2,3.50,1.00,1.00
20000,8,615,6.90,0.03,0.13,0.01,6.73,0.00,1.01,0.000,0.075,262575.2,0.5,1,3,2.38,1.02,1.03
20000,1,45,7.69,0.02,0.00,0.00,7.67,0.00,1.01,0.000,0.224,25423.2,0.9,1,0,2.47,1.01,1.01
20000,0,18,7.06,0.17,0.39,0.00,6.50,0.00,1.03,0.000,0.001,1461.6,0.0,1,10,2.67,1.00,1.07
30000,8,578,6.25,0.01,0.06,0.00,6.18,0.00,1.00,0.000,0.067,279284.2,1.3,1,0,2.28,1.00,1.00
30000,1,40,9.00,0.00,0.03,0.00,8.98,0.00,1.00,0.000,0.232,26985.6,0.6,2,1,2.65,1.00,1.00
30000,0,7,13.57,0.86,0.00,0.00,12.71,0.00,1.32,0.000,0.000,1484.8,0.1,1,3,3.57,1.23,1.46
40000,8,712,6.27,0.02,0.00,0.01,6.23,0.00,1.00,0.001,0.058,309019.4,0.4,1,0,2.45,1.00,1.01
40000,1,51,10.22,0.22,0.06,0.00,9.94,0.00,1.11,0.000,0.326,26598.4,0.2,2,0,3.16,1.20,1.20
40000,0,15,14.60,0.87,0.00,0.67,13.07,0.00,1.60,0.000,0.001,2296.3,0.0,2,9,3.73,1.55,1.55
50000,8,685,6.37,0.00,0.19,0.00,6.18,0.00,1.00,0.000,0.058,328792.4,0.2,2,0,2.39,1.00,1.00
50000,1,32,22.41,0.75,0.00,0.12,21.53,0.00,1.24,0.000,0.420,27511.1,0.9,2,1,2.91,1.21,1.25
50000,0,5,20.60,0.00,0.00,0.00,20.60,0.00,1.00,0.000,0.001,1641.6,0.0,2,3,2.40,1.00,1.00
60000,8,691,6.41,0.03,0.02,0.02,6.34,0.00,1.01,0.000,0.058,327503.5,0.0,1,0,2.39,1.03,1.03
60000,1,16,36.62,1.19,3.12,0.44,31.88,0.00,1.21,0.000,0.332,26620.6,0.2,1,0,6.19,1.00,1.38
