step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded
10000,318,1.774,0.506,4.29,30258,30788,0,3,654,1323,388329.1,87.1,0.151,0.357,0.109,0.383,890,16.55,9.13,0.14,0.95,0.69,4.19,0.00,0.06,15.71,7.11,0.00,0.06,0.016,0.080,73,0.132,0.981,0.000,0.000,0.019,44879,42104,1,1.000,0.000,0.003,234219,0.160,1.603,0.056,26.46,14515,10,0.066,1.000,0.000,915819,1.02,7.44,0.003,0.000,0.003,8,14,21,64,5262,0.020,7.74,0.0078,0.000,2,0.620,0.000,0.605,0.411,4.45,6.28,6.25,0.01,0.006,1.01,1.02,1.03,0.620,0.00418,129.24
20000,678,1.311,0.453,5.16,25443,24330,85,1,667,29,289180.6,1.5,0.044,0.166,0.190,0.600,1079,6.95,3.04,0.03,0.45,0.12,1.82,0.01,0.31,6.79,2.17,0.00,0.00,0.004,0.044,34,0.795,0.991,0.000,0.000,0.009,19179,18004,1,0.832,0.168,0.001,10464,0.174,1.540,0.052,28.66,6116,37,0.051,1.000,0.000,372439,1.01,18.67,0.000,0.000,0.000,6,6,11,51,4715,0.018,3.87,0.0063,0.004,18,0.373,0.001,0.404,0.076,2.39,3.14,3.60,0.01,0.003,1.02,1.03,1.01,0.373,0.00087,130.91
30000,625,1.384,0.434,5.19,24334,23456,193,0,738,26,307006.0,2.0,0.005,0.169,0.215,0.611,1034,6.50,2.35,0.02,0.28,0.05,0.93,0.00,0.00,6.43,1.69,0.00,0.00,0.002,0.026,32,0.734,0.992,0.000,0.000,0.008,17588,16658,3,0.763,0.168,0.000,9311,0.178,1.518,0.050,30.42,6273,0,0.078,0.000,0.000,327131,1.01,19.10,0.000,0.000,0.000,6,6,7,42,4065,0.016,2.63,0.0076,0.002,7,0.283,0.001,0.369,0.056,2.32,2.94,3.85,0.00,0.000,1.01,1.01,1.01,0.283,0.00092,130.38
40000,778,1.258,0.336,5.21,26351,25200,262,0,736,33,336940.7,0.6,0.006,0.175,0.245,0.575,939,6.69,3.67,0.05,0.65,0.01,0.11,0.02,0.39,6.61,3.45,0.00,0.04,0.001,0.018,46,0.663,0.988,0.000,0.000,0.012,18285,17496,3,0.679,0.238,0.004,10844,0.159,1.316,0.038,33.25,6272,0,0.017,0.000,0.000,331539,1.02,18.88,0.000,0.000,0.001,6,6,6,61,5202,0.020,2.69,0.0066,0.000,15,0.253,0.001,0.317,0.046,2.52,2.82,4.24,0.00,0.001,1.03,1.03,1.02,0.253,0.00083,127.50
50000,722,1.357,0.314,5.20,27248,26316,261,0,727,17,356399.5,1.2,0.005,0.172,0.245,0.577,878,7.18,5.45,0.03,0.76,0.18,2.84,0.01,0.15,6.96,4.25,0.00,0.00,0.003,0.049,40,0.694,0.992,0.000,0.000,0.008,18132,17250,2,0.742,0.000,0.001,11317,0.160,1.275,0.035,35.30,6221,0,0.068,0.000,0.000,293105,1.01,18.75,0.003,0.000,0.000,6,6,7,64,5182,0.020,5.16,0.0071,0.001,5,0.215,0.001,0.291,0.061,2.41,2.72,4.39,0.00,0.000,1.01,1.01,1.01,0.215,0.00096,122.98
60000,710,1.382,0.292,5.22,26815,25846,251,0,730,12,353990.1,0.2,0.004,0.171,0.249,0.575,889,7.12,5.65,0.06,0.86,0.09,1.40,0.03,0.69,6.94,4.70,0.00,0.00,0.002,0.027,43,0.697,0.994,0.000,0.000,0.006,17802,16943,1,0.755,0.245,0.003,8903,0.211,1.224,0.032,35.05,6008,0,0.021,0.000,0.000,286084,1.02,18.67,0.000,0.000,0.000,6,6,6,63,5056,0.019,6.08,0.0072,0.000,3,0.213,0.001,0.293,0.060,2.48,2.83,4.32,0.00,0.000,1.02,1.04,1.01,0.214,0.00098,122.31
70000,718,1.272,0.363,5.25,24803,23853,264,0,678,20,340636.7,1.0,0.005,0.175,0.236,0.584,915,6.72,4.06,0.09,1.25,0.00,0.04,0.00,0.00,6.62,3.79,0.00,0.00,0.000,0.007,37,0.710,0.989,0.000,0.000,0.011,15163,14137,1,0.735,0.265,0.000,39086,0.155,1.433,0.040,33.91,5813,0,0.051,0.000,0.000,286829,1.03,18.87,0.000,0.000,0.000,6,6,6,61,4824,0.018,41.79,0.0072,0.013,0,0.211,0.001,0.279,0.038,2.46,2.77,4.31,0.00,0.000,1.04,1.05,1.03,0.212,0.00098,87.74
80000,717,1.332,0.555,5.32,24653,23727,276,0,651,11,340348.4,0.5,0.005,0.170,0.240,0.584,909,6.74,3.75,0.07,0.60,0.03,0.57,0.01,0.15,6.64,3.16,0.00,0.00,0.001,0.018,46,0.668,0.993,0.000,0.000,0.007,15238,14337,2,0.986,0.000,0.001,12670,0.224,1.846,0.064,34.07,5992,0,0.044,0.000,0.000,239079,1.01,18.73,0.000,0.000,0.000,6,6,7,43,4836,0.018,43.51,0.0071,0.000,10,0.185,0.001,0.278,0.042,2.45,2.77,4.37,0.00,0.000,1.00,1.01,1.02,0.186,0.00097,85.86
90000,730,1.328,0.243,5.36,25689,24679,263,0,734,10,353702.1,0.6,0.010,0.174,0.234,0.582,876,7.07,5.21,0.07,0.79,0.00,0.00,0.00,0.00,7.00,4.97,0.00,0.00,0.000,0.000,46,0.647,0.990,0.000,0.000,0.010,17299,16477,3,0.703,0.023,0.000,8484,0.159,1.102,0.026,34.56,7093,0,0.061,0.000,0.000,288369,1.02,18.67,0.000,0.001,0.000,6,6,7,61,5160,0.020,20.93,0.0069,0.000,12,0.211,0.001,0.281,0.079,2.52,2.85,4.33,0.00,0.000,1.03,1.06,1.02,0.211,0.00097,107.94
100000,793,1.411,0.338,5.27,24802,23815,257,0,667,6,338801.4,0.4,0.012,0.172,0.229,0.588,908,7.44,5.76,0.21,1.94,0.05,0.69,0.02,0.40,7.15,4.61,0.00,0.00,0.001,0.014,49,0.591,0.987,0.000,0.000,0.013,14838,13947,1,1.000,0.000,0.004,8073,0.175,1.386,0.039,33.75,6615,0,0.069,0.000,0.000,232342,1.07,18.17,0.001,0.000,0.000,6,6,9,64,5897,0.022,53.11,0.0060,0.000,97,0.182,0.001,0.280,0.037,2.54,2.75,4.68,0.01,0.006,1.07,1.11,1.06,0.183,0.00088,76.58
