step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded
130000,785,1.423,0.055,7.93,32377,31715,188,0,487,148,425895.8,4.1,0.001,0.273,0.418,0.309,755,9.36,2.62,0.00,0.00,0.09,1.47,0.41,1.60,8.87,1.71,0.00,0.00,0.004,0.042,56,0.211,0.982,0.000,0.000,0.018,25660,22323,2,0.918,0.023,0.270,2205916,0.062,0.341,0.002,42.45,12748,0,0.028,0.000,0.000,484038,1.00,17.21,0.000,0.005,0.000,8,9,10,38,7349,0.028,0.29,0.0061,0.011,2,0.216,0.000,0.257,0.077,2.17,3.64,3.76,0.00,0.000,1.00,1.00,1.00,0.216,0.00202,120.58
140000,795,1.401,0.052,8.04,33712,33015,189,3,495,192,421895.6,9.1,0.001,0.253,0.425,0.321,745,9.03,2.38,0.00,0.00,0.02,0.33,0.31,1.03,8.70,2.23,0.00,0.00,0.002,0.031,61,0.260,0.981,0.000,0.000,0.019,26025,23667,3,0.543,0.010,0.236,1911600,0.063,0.309,0.002,42.20,13005,682,0.047,0.000,0.000,441093,1.00,17.96,0.000,0.003,0.000,7,9,11,28,7181,0.027,0.34,0.0061,0.003,5,0.210,0.000,0.248,0.086,2.18,3.50,3.52,0.00,0.000,1.00,1.00,1.00,0.210,0.00182,120.78
150000,794,1.371,0.058,8.04,35202,34481,240,3,479,261,423783.6,14.0,0.002,0.235,0.433,0.331,730,8.65,2.58,0.04,0.78,0.14,1.59,0.33,0.96,8.14,1.64,0.00,0.00,0.008,0.066,61,0.180,0.989,0.000,0.000,0.011,27223,24913,2,0.911,0.009,0.263,2082367,0.063,0.331,0.002,42.44,13955,13,0.053,1.000,0.000,427613,1.01,17.92,0.000,0.008,0.000,7,8,10,45,6869,0.026,0.35,0.0066,0.000,8,0.215,0.000,0.251,0.088,2.05,3.60,3.45,0.01,0.001,1.00,1.02,1.01,0.215,0.00165,120.52
160000,825,1.442,0.056,7.96,35104,34258,226,2,587,171,423228.9,19.6,0.002,0.237,0.429,0.332,735,8.66,2.87,0.00,0.03,0.14,1.78,0.39,1.19,8.13,2.13,0.01,0.24,0.006,0.063,64,0.239,0.983,0.000,0.000,0.017,26762,23858,3,0.407,0.242,0.284,2132076,0.061,0.324,0.002,42.41,13821,378,0.115,0.000,0.000,453217,1.00,17.90,0.000,0.002,0.001,7,8,10,43,7145,0.027,0.37,0.0063,0.008,4,0.222,0.000,0.250,0.078,2.08,3.65,3.42,0.01,0.001,1.00,1.00,1.00,0.222,0.00154,120.54
170000,786,1.433,0.059,7.68,35384,34493,238,1,691,157,423870.5,7.8,0.002,0.230,0.433,0.334,747,8.58,3.59,0.01,0.14,0.13,1.63,0.27,1.28,8.18,2.35,0.00,0.00,0.005,0.054,56,0.246,0.989,0.000,0.000,0.011,27151,24206,3,0.422,0.240,0.190,2053165,0.061,0.324,0.002,42.44,12876,53,0.049,0.000,0.000,442947,1.01,18.33,0.000,0.000,0.000,7,8,10,63,6743,0.026,0.31,0.0066,0.001,8,0.222,0.000,0.251,0.081,2.14,3.48,3.37,0.00,0.000,1.01,1.01,1.01,0.223,0.00157,120.56
180000,799,1.396,0.049,7.83,35217,34275,221,1,707,136,420048.0,4.7,0.003,0.230,0.439,0.329,756,8.79,4.32,0.04,0.62,0.31,2.98,0.32,1.78,8.12,2.14,0.00,0.00,0.010,0.078,63,0.237,0.984,0.000,0.000,0.016,26777,24657,2,0.783,0.000,0.213,2025903,0.061,0.214,0.001,42.05,12589,120,0.035,0.000,0.000,463383,1.02,18.20,0.000,0.003,0.000,7,8,11,63,7020,0.027,0.33,0.0065,0.011,4,0.235,0.000,0.253,0.080,2.10,3.58,3.32,0.00,0.000,1.01,1.02,1.01,0.236,0.00152,120.94
190000,808,1.350,0.045,7.81,33118,32324,212,1,572,123,412577.2,5.2,0.001,0.239,0.442,0.318,770,8.65,2.23,0.03,0.77,0.07,0.88,0.35,0.97,8.20,1.57,0.00,0.00,0.004,0.044,57,0.256,0.988,0.000,0.000,0.012,25258,23335,2,0.771,0.082,0.283,1868955,0.061,0.197,0.001,41.23,12580,28,0.042,1.000,0.000,423877,1.01,18.04,0.000,0.005,0.000,7,9,11,35,6989,0.027,0.22,0.0062,0.024,4,0.214,0.001,0.260,0.080,2.05,3.64,3.36,0.00,0.000,1.01,1.01,1.01,0.214,0.00154,121.86
200000,827,1.405,0.041,7.82,33829,33044,213,0,553,187,419282.8,15.4,0.002,0.235,0.445,0.318,751,8.87,3.63,0.01,0.24,0.28,2.71,0.39,1.41,8.19,2.01,0.00,0.00,0.010,0.083,60,0.304,0.978,0.000,0.000,0.022,26798,24591,3,0.509,0.264,0.261,1902916,0.062,0.165,0.000,41.94,13124,0,0.082,0.000,0.000,414121,1.00,17.83,0.000,0.005,0.000,7,9,10,54,7339,0.028,0.25,0.0062,0.012,10,0.209,0.001,0.258,0.092,2.02,3.71,3.38,0.00,0.001,1.00,1.00,1.00,0.210,0.00152,121.12
210000,827,1.384,0.040,7.80,33715,32926,256,1,532,130,424958.3,5.4,0.001,0.236,0.450,0.313,754,8.56,2.42,0.01,0.16,0.05,0.71,0.28,1.49,8.22,1.82,0.00,0.00,0.003,0.036,48,0.310,0.985,0.000,0.000,0.015,26739,24070,3,0.499,0.164,0.162,2118392,0.060,0.165,0.000,42.52,13014,10,0.041,1.000,0.000,423403,1.01,18.27,0.000,0.001,0.000,7,8,10,35,7077,0.027,0.24,0.0062,0.016,3,0.210,0.001,0.255,0.092,2.10,3.59,3.29,0.00,0.000,1.01,1.01,1.01,0.210,0.00154,120.55
220000,826,1.376,0.042,7.83,34024,33259,226,3,537,143,424375.8,9.3,0.001,0.244,0.447,0.308,752,8.67,2.92,0.00,0.00,0.24,2.57,0.30,0.75,8.13,1.84,0.00,0.00,0.010,0.086,57,0.212,0.982,0.000,0.000,0.018,26105,23279,3,0.498,0.090,0.243,1842247,0.060,0.175,0.000,42.44,12687,465,0.065,0.000,0.000,433249,1.00,18.13,0.001,0.004,0.000,7,8,10,64,7161,0.027,0.25,0.0063,0.000,7,0.208,0.000,0.253,0.087,2.07,3.57,3.38,0.00,0.000,1.00,1.00,1.00,0.209,0.00161,120.62
230000,778,1.407,0.045,7.76,33880,33196,217,2,513,104,424364.4,2.9,0.001,0.228,0.456,0.315,748,8.89,3.68,0.01,0.10,0.22,2.65,0.32,1.08,8.34,1.91,0.01,0.25,0.008,0.066,58,0.258,0.986,0.000,0.000,0.014,26281,22833,3,0.514,0.075,0.233,1901031,0.062,0.159,0.000,42.43,12799,157,0.028,0.500,0.000,429132,1.00,17.99,0.000,0.001,0.001,7,9,10,63,6916,0.026,0.23,0.0065,0.000,4,0.221,0.001,0.251,0.091,2.17,3.62,3.40,0.01,0.001,1.00,1.00,1.00,0.221,0.00161,120.65
240000,820,1.406,0.042,7.80,34677,33837,212,1,585,132,425167.1,7.0,0.002,0.229,0.451,0.319,754,8.65,1.84,0.00,0.00,0.07,0.78,0.29,0.91,8.29,1.53,0.00,0.00,0.005,0.050,58,0.254,0.984,0.000,0.000,0.016,26411,23173,3,0.345,0.332,0.229,1799042,0.060,0.149,0.000,42.51,12500,1504,0.053,0.000,0.000,450947,1.00,18.19,0.000,0.005,0.000,7,9,9,40,7094,0.027,0.28,0.0063,0.000,7,0.229,0.000,0.252,0.079,2.12,3.57,3.34,0.00,0.000,1.00,1.00,1.00,0.229,0.00153,120.53
250000,827,1.353,0.038,7.81,34409,33576,237,1,588,219,426390.7,21.1,0.002,0.240,0.441,0.318,744,8.65,2.65,0.01,0.21,0.12,1.64,0.35,1.36,8.16,1.26,0.01,0.24,0.005,0.052,60,0.302,0.984,0.000,0.000,0.016,26163,23391,3,0.827,0.000,0.225,1570308,0.062,0.090,0.000,42.60,12874,161,0.096,0.000,0.000,455547,1.00,18.11,0.000,0.004,0.001,7,9,9,52,7150,0.027,0.24,0.0063,0.000,4,0.221,0.001,0.254,0.075,2.07,3.66,3.31,0.02,0.004,1.00,1.00,1.00,0.222,0.00160,120.47
260000,814,1.386,0.041,7.82,34014,33264,246,0,517,158,427862.5,9.1,0.001,0.240,0.442,0.317,750,8.72,3.06,0.00,0.00,0.14,2.04,0.21,0.73,8.37,1.77,0.00,0.00,0.005,0.059,44,0.389,0.988,0.000,0.000,0.012,26283,23972,4,0.269,0.392,0.179,1921407,0.061,0.116,0.000,42.73,12824,0,0.057,0.000,0.000,450866,1.00,18.16,0.000,0.005,0.000,7,9,9,61,7101,0.027,0.25,0.0063,0.004,6,0.218,0.000,0.254,0.079,2.08,3.62,3.31,0.00,0.000,1.00,1.00,1.00,0.219,0.00162,120.34
270000,796,1.384,0.038,7.98,33232,32542,237,1,470,192,425037.5,8.4,0.001,0.243,0.448,0.308,759,9.03,3.92,0.00,0.00,0.27,3.12,0.32,1.10,8.44,1.72,0.00,0.00,0.008,0.072,51,0.307,0.990,0.000,0.000,0.010,25611,22350,4,0.557,0.000,0.237,1709542,0.060,0.093,0.000,42.45,12381,326,0.044,0.000,0.000,447431,1.00,17.95,0.001,0.001,0.000,7,9,11,64,7189,0.027,0.25,0.0063,0.011,4,0.216,0.001,0.253,0.078,2.06,3.70,3.33,0.00,0.000,1.00,1.00,1.00,0.216,0.00167,120.61
280000,829,1.400,0.039,7.98,33218,32522,219,0,444,132,418405.3,9.9,0.001,0.236,0.454,0.309,766,8.57,2.23,0.01,0.17,0.13,1.71,0.31,0.86,8.12,1.42,0.00,0.10,0.006,0.058,63,0.241,0.986,0.000,0.000,0.014,25935,23312,4,0.309,0.210,0.238,1656952,0.061,0.125,0.000,41.81,12597,0,0.075,0.000,0.000,421447,1.00,18.26,0.000,0.004,0.001,7,9,10,42,7101,0.027,0.20,0.0062,0.002,6,0.214,0.001,0.257,0.082,2.04,3.60,3.29,0.00,0.001,1.00,1.00,1.00,0.214,0.00153,121.30
290000,718,1.381,0.032,7.98,31900,31355,238,0,418,136,398165.5,2.5,0.001,0.228,0.460,0.311,812,9.03,2.16,0.00,0.00,0.12,1.62,0.34,0.73,8.56,1.33,0.00,0.00,0.006,0.064,49,0.365,0.986,0.000,0.000,0.014,26474,23150,4,0.351,0.091,0.295,1939554,0.061,0.071,0.000,39.74,12015,0,0.018,0.000,0.000,449830,1.00,17.68,0.000,0.003,0.000,7,9,11,48,6480,0.025,0.31,0.0065,0.010,1,0.248,0.001,0.276,0.090,1.99,3.77,3.39,0.00,0.000,1.00,1.00,1.00,0.248,0.00157,123.27
300000,703,1.367,0.035,8.02,29691,29197,167,0,342,131,354898.1,6.3,0.001,0.218,0.468,0.313,903,8.90,2.96,0.03,0.48,0.22,1.95,0.51,1.08,8.14,1.78,0.02,0.35,0.012,0.085,59,0.327,0.976,0.000,0.000,0.024,27250,24095,6,0.484,0.000,0.427,2762254,0.059,0.117,0.000,35.45,12001,0,0.048,0.000,0.000,435986,1.01,17.60,0.000,0.004,0.003,7,9,11,45,6258,0.024,0.18,0.0062,0.007,3,0.284,0.001,0.325,0.111,2.17,3.64,3.59,0.02,0.003,1.01,1.01,1.01,0.285,0.00133,127.68
310000,773,1.400,0.042,8.03,31838,31183,233,1,351,221,406722.2,11.7,0.001,0.227,0.461,0.312,781,8.79,2.40,0.00,0.11,0.11,1.47,0.43,1.12,8.24,1.46,0.00,0.00,0.006,0.062,54,0.234,0.988,0.000,0.000,0.012,26235,22834,4,0.463,0.173,0.340,3188522,0.059,0.146,0.000,40.68,12650,590,0.053,0.000,0.000,424580,1.00,17.68,0.000,0.006,0.000,7,9,10,40,6793,0.026,0.21,0.0064,0.039,3,0.231,0.000,0.271,0.091,2.10,3.60,3.57,0.00,0.000,1.00,1.00,1.00,0.231,0.00151,122.42
320000,773,1.396,0.042,8.05,32380,31801,228,0,351,206,414318.6,17.2,0.000,0.229,0.456,0.314,765,8.98,2.45,0.01,0.09,0.19,1.97,0.38,0.60,8.40,1.55,0.00,0.00,0.009,0.073,54,0.238,0.987,0.000,0.000,0.013,25710,21343,3,0.508,0.071,0.351,2393808,0.060,0.149,0.000,41.43,12478,0,0.084,0.000,0.000,418518,1.00,17.65,0.000,0.003,0.000,7,9,11,34,6942,0.026,0.22,0.0064,0.032,1,0.219,0.000,0.260,0.086,2.10,3.62,3.56,0.00,0.001,1.00,1.00,1.00,0.219,0.00157,121.67
330000,778,1.410,0.044,8.03,32430,31895,205,2,323,161,412276.0,13.7,0.000,0.218,0.475,0.306,772,8.60,3.31,0.00,0.04,0.19,1.99,0.36,1.23,8.06,1.62,0.00,0.00,0.009,0.059,50,0.306,0.990,0.000,0.000,0.010,25714,21362,4,0.370,0.000,0.263,2304295,0.061,0.133,0.000,41.23,11994,288,0.085,0.500,0.000,405294,1.00,18.03,0.001,0.004,0.000,7,9,9,64,6692,0.026,0.21,0.0066,0.039,2,0.223,0.001,0.263,0.085,1.98,3.65,3.34,0.00,0.000,1.00,1.00,1.00,0.224,0.00148,121.87
340000,804,1.332,0.041,8.03,32399,31814,198,1,360,120,408490.4,7.0,0.000,0.221,0.467,0.312,786,8.50,3.84,0.02,0.53,0.24,2.56,0.29,0.97,7.94,1.90,0.00,0.07,0.010,0.072,59,0.340,0.989,0.000,0.000,0.011,25628,22844,4,0.316,0.172,0.223,1926794,0.058,0.111,0.000,40.84,11590,161,0.058,0.000,0.000,397131,1.01,18.17,0.000,0.001,0.001,7,8,9,62,6830,0.026,0.19,0.0064,0.049,6,0.217,0.001,0.262,0.082,2.01,3.62,3.31,0.01,0.001,1.01,1.01,1.01,0.217,0.00142,122.28
350000,797,1.412,0.040,8.09,33228,32600,218,1,416,109,416825.4,3.7,0.000,0.221,0.466,0.312,755,8.49,1.74,0.00,0.04,0.10,1.27,0.22,0.43,8.17,1.43,0.00,0.00,0.006,0.056,52,0.317,0.991,0.000,0.000,0.009,25748,22180,4,0.412,0.070,0.220,1625172,0.062,0.106,0.000,41.63,12976,13,0.034,1.000,0.000,388413,1.00,18.14,0.000,0.004,0.000,7,9,9,30,6764,0.026,0.20,0.0064,0.015,5,0.208,0.001,0.264,0.079,2.09,3.65,3.29,0.00,0.000,1.00,1.00,1.00,0.208,0.00149,121.49
360000,723,1.386,0.037,8.07,32152,31624,250,0,352,125,401737.4,4.1,0.001,0.217,0.468,0.314,800,8.87,3.20,0.02,0.33,0.26,2.73,0.46,0.84,8.13,1.43,0.00,0.07,0.010,0.084,45,0.383,0.978,0.001,0.000,0.021,26798,23446,5,0.448,0.087,0.423,2218005,0.059,0.106,0.000,40.10,12441,0,0.033,0.000,0.000,409373,1.01,17.40,0.001,0.001,0.001,7,9,9,64,6415,0.024,0.20,0.0068,0.000,4,0.232,0.001,0.280,0.088,1.95,3.81,3.49,0.00,0.001,1.01,1.01,1.01,0.233,0.00153,123.01
370000,789,1.350,0.039,8.02,31139,30476,207,1,389,133,373866.7,7.6,0.001,0.206,0.474,0.319,860,8.51,2.56,0.00,0.00,0.11,1.35,0.43,0.93,7.96,1.40,0.00,0.00,0.007,0.069,39,0.361,0.986,0.000,0.000,0.014,28027,24905,5,0.395,0.000,0.390,3239899,0.057,0.092,0.000,37.43,12517,904,0.057,0.000,0.000,419098,1.00,17.76,0.001,0.004,0.000,7,9,9,64,6712,0.026,0.20,0.0060,0.005,3,0.270,0.001,0.310,0.106,2.00,3.71,3.42,0.00,0.000,1.00,1.00,1.00,0.270,0.00118,125.68
380000,817,1.365,0.040,7.95,33005,32295,256,1,425,124,415666.0,2.7,0.001,0.203,0.479,0.318,762,8.81,2.45,0.00,0.00,0.19,1.91,0.34,1.15,8.28,1.40,0.00,0.00,0.008,0.080,55,0.340,0.978,0.000,0.000,0.022,26446,23236,2,0.438,0.293,0.256,2214473,0.059,0.103,0.000,41.57,12813,1733,0.021,0.000,0.000,393391,1.00,17.83,0.000,0.006,0.000,7,9,9,46,7194,0.027,0.21,0.0061,0.022,1,0.230,0.001,0.258,0.086,2.11,3.71,3.38,0.00,0.000,1.00,1.00,1.00,0.231,0.00132,121.54
390000,778,1.391,0.040,7.96,32087,31486,243,1,396,77,409473.0,2.7,0.001,0.215,0.468,0.316,776,8.45,2.16,0.00,0.00,0.11,1.67,0.31,1.09,8.03,1.20,0.00,0.00,0.005,0.052,39,0.290,0.986,0.000,0.000,0.014,25192,22570,3,0.424,0.086,0.254,2011297,0.061,0.089,0.000,40.92,12397,306,0.035,0.000,0.000,403191,1.00,18.17,0.000,0.001,0.000,7,9,9,41,6576,0.025,0.24,0.0066,0.045,2,0.227,0.001,0.252,0.089,2.13,3.57,3.35,0.00,0.000,1.00,1.00,1.00,0.228,0.00146,122.16
400000,791,1.411,0.043,7.98,32944,32271,224,1,435,124,417193.1,7.0,0.001,0.215,0.466,0.319,755,8.72,2.62,0.02,0.50,0.18,1.90,0.32,1.25,8.21,1.33,0.00,0.00,0.008,0.072,49,0.278,0.985,0.000,0.000,0.015,25844,23443,3,0.383,0.000,0.239,1936993,0.061,0.127,0.000,41.72,12219,56,0.056,0.000,0.000,389706,1.00,17.96,0.000,0.001,0.000,7,9,9,51,6898,0.026,0.24,0.0064,0.004,3,0.217,0.001,0.253,0.087,2.09,3.66,3.37,0.00,0.001,1.01,1.01,1.00,0.217,0.00149,121.36
410000,808,1.381,0.039,7.96,33971,33310,235,1,408,109,424917.3,5.8,0.001,0.216,0.464,0.319,748,8.86,3.89,0.00,0.00,0.38,3.59,0.34,1.32,8.14,1.33,0.00,0.00,0.013,0.085,61,0.274,0.981,0.000,0.000,0.019,26174,23760,3,0.679,0.000,0.238,1838811,0.061,0.072,0.000,42.48,12349,185,0.054,0.000,0.000,404130,1.00,18.08,0.000,0.002,0.000,7,9,9,63,7160,0.027,0.21,0.0065,0.001,8,0.218,0.001,0.249,0.083,2.08,3.65,3.32,0.00,0.000,1.00,1.00,1.00,0.218,0.00149,120.62
420000,803,1.364,0.042,7.86,33973,33364,240,0,374,153,424206.8,4.5,0.001,0.212,0.470,0.316,751,8.61,2.92,0.00,0.00,0.24,2.61,0.33,1.06,8.04,1.19,0.00,0.00,0.009,0.077,55,0.280,0.988,0.000,0.000,0.012,26462,23455,3,0.360,0.081,0.257,1795889,0.062,0.132,0.000,42.43,12292,0,0.029,0.000,0.000,407579,1.00,18.10,0.000,0.004,0.000,7,9,9,50,6916,0.026,0.26,0.0066,0.000,11,0.224,0.001,0.249,0.082,2.07,3.66,3.30,0.00,0.000,1.00,1.00,1.00,0.225,0.00147,120.63
