step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,542,11.00,0.11,0.08,0.30,10.51,0.00,1.04,0.000,0.078,383390.2,43.4,4,3,3.02,1.04,1.06
10000,2,91,12.79,0.22,0.02,0.16,12.38,0.00,1.07,0.000,0.217,70827.1,14.0,3,1,2.75,1.11,1.03
10000,0,5,13.40,0.00,0.40,0.00,13.00,0.00,1.00,0.000,0.000,86597.1,56.3,2,5,3.00,1.00,1.00
20000,8,518,11.07,0.02,0.09,0.12,10.85,0.00,1.01,0.000,0.075,327498.7,4.1,4,2,2.94,1.01,1.01
20000,2,97,12.42,0.00,0.23,0.10,12.09,0.00,1.00,0.000,0.225,71930.9,1.2,3,0,2.86,1.00,1.00
20000,0,8,17.88,0.00,0.25,0.00,17.62,0.00,1.00,0.000,0.001,1654.0,0.0,5,8,3.25,1.00,1.00
30000,8,557,11.17,0.09,0.11,0.08,10.89,0.00,1.06,0.000,0.081,326650.4,6.3,3,0,2.97,1.07,1.07
30000,2,115,9.54,0.02,0.31,0.02,9.19,0.00,1.00,0.000,0.206,69395.9,6.2,2,0,2.69,1.01,1.00
30000,0,13,11.38,0.00,0.00,1.31,10.08,0.00,1.00,0.000,0.001,1670.5,0.0,3,11,3.00,1.00,1.00
40000,8,523,11.52,0.01,0.22,0.16,11.13,0.00,1.01,0.000,0.078,324159.2,8.1,3,0,2.99,1.01,1.01
40000,2,109,7.61,0.09,0.08,0.04,7.40,0.00,1.03,0.000,0.155,69765.4,6.9,2,0,2.60,1.03,1.03
40000,0,11,9.55,0.00,1.55,0.00,8.00,0.00,1.00,0.000,0.001,2430.2,0.1,3,10,2.64,1.00,1.00
50000,8,559,11.40,0.00,0.19,0.26,10.95,0.00,1.00,0.000,0.083,322166.3,2.1,3,0,2.99,1.00,1.00
50000,2,129,11.49,0.00,0.12,0.15,11.22,0.00,1.00,0.000,0.272,69512.5,0.0,2,0,3.09,1.00,1.00
50000,0,9,9.78,0.00,0.00,0.00,9.78,0.00,1.00,0.000,0.001,1413.3,0.0,3,9,3.00,1.00,1.00
60000,8,529,11.15,0.01,0.09,0.13,10.91,0.00,1.01,0.000,0.077,323843.2,6.9,4,0,2.89,1.00,1.01
60000,2,91,13.86,0.42,0.55,0.12,12.77,0.00,1.11,0.000,0.233,66910.2,0.5,2,0,3.32,1.02,1.19
60000,0,9,13.78,0.00,0.00,0.00,13.78,0.00,1.00,0.000,0.001,1642.3,0.0,3,7,2.89,1.00,1.00
70000,8,561,11.10,0.02,0.16,0.18,10.74,0.00,1.00,0.000,0.081,329032.5,2.3,4,0,2.77,1.01,1.00
70000,2,110,11.25,0.00,0.11,0.24,10.91,0.00,1.00,0.000,0.228,67655.4,0.0,2,0,2.92,1.00,1.00
70000,0,5,10.20,0.00,0.00,0.00,10.20,0.00,1.00,0.000,0.000,1560.2,0.0,2,5,2.20,1.00,1.00
80000,8,549,11.31,0.01,0.07,0.09,11.15,0.00,1.00,0.000,0.081,332039.6,1.5,5,0,2.77,1.00,1.00
80000,2,113,9.62,0.02,0.18,0.09,9.34,0.00,1.01,0.000,0.201,68550.9,0.1,2,0,2.77,1.00,1.01
80000,0,6,15.67,0.00,0.00,4.33,11.33,0.00,1.00,0.000,0.001,1463.7,0.0,2,6,3.83,1.00,1.00
90000,8,539,11.08,0.03,0.04,0.11,10.90,0.00,1.01,0.000,0.078,331999.2,2.3,4,0,2.63,1.01,1.01
90000,2,109,10.46,0.09,0.00,0.27,10.10,0.00,1.03,0.000,0.211,70928.8,0.0,1,0,2.40,1.03,1.03
90000,0,9,10.33,0.00,0.11,0.00,10.22,0.00,1.00,0.000,0.001,1277.3,0.0,1,8,2.67,1.00,1.00
100000,8,520,11.77,0.01,0.07,0.17,11.52,0.00,1.00,0.000,0.080,331917.2,2.5,4,0,2.87,1.00,1.00
100000,2,117,10.26,0.00,0.00,0.32,9.94,0.00,1.00,0.000,0.219,71728.2,0.1,2,0,2.39,1.00,1.00
100000,0,7,9.14,0.00,0.00,0.00,9.14,0.00,1.00,0.000,0.000,1039.1,0.0,5,7,2.57,1.00,1.00
110000,8,606,9.50,0.00,0.13,0.05,9.32,0.00,1.00,0.000,0.075,332716.2,3.7,3,0,2.46,1.00,1.00
110000,2,104,10.15,0.02,0.00,0.22,9.91,0.00,1.01,0.000,0.195,70981.9,0.1,2,0,2.62,1.00,1.01
110000,0,4,10.00,0.00,0.00,0.75,9.25,0.00,1.00,0.000,0.000,1045.6,0.0,2,4,2.75,1.00,1.00
120000,8,666,9.90,0.00,0.22,0.53,9.16,0.00,1.00,0.000,0.086,350758.4,3.3,1,0,2.14,1.00,1.00
120000,2,121,9.06,0.00,0.00,0.00,9.06,0.00,1.00,0.000,0.203,71634.0,0.0,2,0,2.37,1.00,1.00
120000,0,11,11.27,0.18,0.00,0.18,10.91,0.00,1.05,0.000,0.001,1145.9,0.0,3,11,2.27,1.00,1.05
130000,8,668,9.22,0.00,0.05,0.46,8.71,0.00,1.00,0.000,0.082,353665.7,2.5,1,8,2.14,1.00,1.00
130000,2,115,10.23,0.00,0.32,0.11,9.80,0.00,1.00,0.000,0.221,71520.0,1.6,2,1,2.35,1.00,1.00
130000,0,2,7.50,0.00,0.00,0.00,7.50,0.00,1.00,0.000,0.000,863.1,0.0,2,2,2.50,1.00,1.00
140000,8,659,8.42,0.00,0.02,0.35,8.05,0.00,1.00,0.000,0.072,348776.0,5.2,2,1,2.20,1.00,1.00
140000,2,131,12.11,0.00,0.00,0.11,11.99,0.00,1.00,0.000,0.289,72975.7,3.9,2,1,2.08,1.00,1.00
140000,0,5,9.40,0.00,0.00,0.00,9.40,0.00,1.00,0.000,0.000,962.0,0.0,2,5,1.60,1.00,1.00
150000,8,662,8.37,0.03,0.10,0.39,7.85,0.00,1.01,0.000,0.072,350088.6,9.8,1,0,2.05,1.00,1.01
150000,2,124,10.19,0.06,0.35,0.05,9.73,0.00,1.02,0.000,0.232,73869.2,4.1,2,0,2.08,1.00,1.03
150000,0,8,8.25,0.00,0.00,0.00,8.25,0.00,1.00,0.000,0.000,991.4,0.0,2,8,2.00,1.00,1.00
160000,8,684,8.26,0.00,0.17,0.39,7.70,0.01,1.00,0.001,0.074,350526.1,19.1,3,1,2.05,1.00,1.00
160000,2,137,10.66,0.00,0.04,0.36,10.26,0.00,1.00,0.000,0.275,73506.2,0.5,2,6,2.24,1.00,1.00
160000,0,4,8.50,0.00,0.00,0.00,8.50,0.00,1.00,0.000,0.000,1046.7,0.0,2,4,1.50,1.00,1.00
170000,8,660,8.02,0.01,0.08,0.32,7.62,0.00,1.01,0.000,0.070,351083.8,1.5,2,0,2.12,1.01,1.01
170000,2,118,11.66,0.00,0.38,0.03,11.25,0.00,1.00,0.000,0.254,73193.0,6.3,2,1,2.27,1.00,1.00
170000,0,8,9.12,0.00,0.00,0.00,9.12,0.00,1.00,0.000,0.000,935.1,0.0,2,8,2.00,1.00,1.00
