step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded
10000,540,1.564,0.501,9.47,35921,36027,0,3,847,3032,469014.9,259.7,0.051,0.485,0.195,0.269,716,12.35,5.72,0.10,1.17,0.00,0.06,0.24,2.39,12.01,5.03,0.00,0.00,0.000,0.004,110,0.100,0.983,0.000,0.000,0.017,41551,33934,3,0.520,0.019,0.022,480115,0.156,1.673,0.058,34.55,20225,49,0.086,0.667,0.000,1046056,1.03,13.83,0.002,0.000,0.000,8,11,20,64,6667,0.025,50.25,0.0072,0.002,5,0.394,0.000,0.461,0.325,3.06,2.66,6.46,0.00,0.000,1.03,1.03,1.03,0.394,0.00519,78.64
20000,573,1.560,0.452,9.86,31063,30071,1,0,958,29,347322.7,4.0,0.007,0.404,0.247,0.342,844,10.94,4.09,0.04,0.70,0.03,0.45,0.19,1.26,10.69,3.78,0.00,0.00,0.001,0.021,97,0.168,0.991,0.000,0.000,0.009,20820,14539,3,0.436,0.120,0.040,152717,0.118,1.611,0.052,34.61,13393,0,0.139,0.000,0.000,775496,1.01,16.45,0.000,0.000,0.000,7,10,15,35,6271,0.024,43.92,0.0057,0.000,5,0.317,0.000,0.366,0.058,2.75,2.66,5.14,0.00,0.000,1.01,1.01,1.02,0.317,0.00331,84.91
30000,609,1.446,0.499,9.53,27660,26729,25,0,870,10,353016.4,1.2,0.004,0.364,0.354,0.278,864,10.33,3.16,0.01,0.22,0.03,0.44,0.08,0.71,10.21,2.93,0.00,0.00,0.001,0.014,57,0.274,0.995,0.000,0.000,0.005,16694,12772,2,0.521,0.048,0.018,131790,0.133,1.743,0.057,35.30,11115,0,0.121,0.000,0.000,471753,1.01,18.61,0.000,0.000,0.000,8,9,16,42,6291,0.024,42.71,0.0057,0.000,18,0.199,0.000,0.281,0.042,2.57,3.12,3.62,0.00,0.002,1.01,1.01,1.01,0.199,0.00314,85.43
40000,615,1.467,0.524,9.58,25462,24639,44,0,773,6,353609.7,0.8,0.006,0.346,0.432,0.215,889,10.15,3.07,0.00,0.00,0.04,0.60,0.14,1.69,9.97,2.61,0.00,0.00,0.002,0.026,60,0.400,0.992,0.000,0.000,0.008,14449,12031,3,0.509,0.000,0.018,129282,0.147,1.820,0.060,35.28,10368,0,0.127,0.000,0.000,330312,1.00,18.72,0.000,0.000,0.000,8,9,12,35,6242,0.024,42.99,0.0058,0.000,4,0.146,0.000,0.258,0.036,2.50,3.01,3.63,0.00,0.000,1.00,1.00,1.00,0.146,0.00319,85.16
50000,611,1.375,0.577,9.55,24868,24073,48,0,751,36,351145.5,3.7,0.006,0.357,0.433,0.203,888,10.10,4.09,0.01,0.36,0.07,1.55,0.25,2.85,9.76,2.66,0.00,0.00,0.002,0.039,62,0.332,0.998,0.000,0.000,0.002,13864,10580,3,0.552,0.200,0.018,134678,0.135,1.932,0.068,35.09,10175,0,0.104,0.000,0.000,330282,1.01,18.68,0.000,0.000,0.000,8,9,12,57,6169,0.024,43.84,0.0059,0.000,1,0.140,0.000,0.263,0.040,2.53,2.96,3.72,0.00,0.000,1.00,1.01,1.01,0.140,0.00319,84.51
60000,617,1.409,0.632,9.83,24741,23929,84,0,722,4,349716.7,0.6,0.012,0.347,0.404,0.236,892,9.96,3.31,0.00,0.04,0.09,1.26,0.10,0.87,9.76,2.97,0.00,0.00,0.005,0.060,61,0.186,0.992,0.000,0.000,0.008,13789,9765,5,0.538,0.000,0.024,106809,0.138,2.029,0.074,35.00,9691,0,0.156,0.000,0.000,266908,1.00,18.72,0.000,0.000,0.000,7,9,12,36,6143,0.023,45.15,0.0058,0.000,3,0.118,0.000,0.250,0.042,2.52,2.98,3.67,0.00,0.000,1.00,1.00,1.00,0.118,0.00310,83.29
70000,793,1.633,0.128,9.24,26095,24969,88,0,862,27,358321.0,2.4,0.009,0.321,0.402,0.268,857,16.39,16.35,0.23,2.29,0.15,1.75,0.75,4.28,15.26,14.75,0.01,0.15,0.004,0.050,102,0.149,0.986,0.001,0.000,0.013,15996,12086,5,0.334,0.049,0.050,86412,0.157,0.735,0.012,34.95,10421,0,0.089,0.000,0.000,350248,1.05,15.21,0.073,0.004,0.004,8,9,52,64,12996,0.050,42.78,0.0030,0.000,136,0.159,0.000,0.251,0.078,3.24,3.83,4.59,0.03,0.006,1.05,1.06,1.04,0.159,0.00212,85.71
80000,626,1.487,0.080,10.45,26454,25658,118,0,845,119,365255.1,12.9,0.007,0.294,0.391,0.309,817,10.64,6.25,0.00,0.00,0.12,1.34,0.12,1.97,10.40,4.94,0.00,0.00,0.002,0.021,62,0.260,0.987,0.000,0.000,0.013,16276,12491,7,0.433,0.010,0.011,100643,0.134,0.544,0.006,36.40,11069,0,0.108,0.000,0.000,353448,1.00,18.08,0.008,0.000,0.000,8,9,14,64,6661,0.025,9.57,0.0056,0.000,16,0.173,0.000,0.251,0.065,2.61,3.07,3.90,0.00,0.000,1.00,1.00,1.00,0.173,0.00254,117.46
90000,644,1.393,0.170,10.19,25080,24110,142,1,809,199,353894.7,11.8,0.008,0.239,0.438,0.315,832,9.53,2.62,0.00,0.00,0.05,1.18,0.01,0.12,9.48,2.32,0.00,0.00,0.001,0.030,58,0.242,0.995,0.000,0.000,0.005,14109,10439,5,0.441,0.000,0.003,89666,0.163,0.989,0.017,35.51,10656,39,0.059,1.000,0.000,225573,1.00,18.51,0.000,0.002,0.000,8,9,12,40,6138,0.023,25.45,0.0058,0.000,11,0.140,0.000,0.243,0.039,2.41,2.94,3.82,0.00,0.000,1.00,1.00,1.00,0.140,0.00201,102.48
100000,625,1.514,0.264,10.31,25828,24844,140,0,863,29,353700.3,4.9,0.008,0.239,0.425,0.327,836,10.23,3.91,0.01,0.14,0.10,1.43,0.16,1.36,9.95,2.99,0.00,0.00,0.004,0.043,61,0.238,0.990,0.000,0.000,0.010,15085,11535,6,0.368,0.003,0.022,79245,0.151,1.301,0.029,35.49,10526,0,0.169,0.000,0.000,248391,1.00,17.98,0.000,0.000,0.000,8,9,14,50,6392,0.024,43.12,0.0057,0.000,3,0.149,0.000,0.253,0.035,2.44,3.05,3.96,0.00,0.002,1.00,1.00,1.00,0.149,0.00201,84.82
110000,632,1.499,0.272,10.40,25643,24763,119,1,753,20,353269.2,4.6,0.013,0.236,0.418,0.334,846,10.16,3.56,0.03,0.45,0.01,0.10,0.09,1.22,10.03,3.23,0.00,0.00,0.001,0.010,57,0.326,0.992,0.000,0.000,0.008,14631,11129,6,0.391,0.008,0.013,93133,0.161,1.313,0.030,35.29,10394,4,0.232,1.000,0.000,179669,1.01,18.49,0.000,0.000,0.000,7,9,14,37,6418,0.024,43.94,0.0056,0.000,8,0.113,0.000,0.254,0.039,2.50,3.18,3.59,0.00,0.000,1.01,1.01,1.01,0.113,0.00204,84.21
120000,630,1.467,0.477,10.53,25430,24590,135,0,707,12,343989.3,1.3,0.016,0.228,0.407,0.349,871,9.72,2.41,0.00,0.00,0.05,0.52,0.09,1.55,9.58,1.88,0.00,0.00,0.005,0.058,51,0.422,0.990,0.000,0.000,0.010,13149,10241,4,0.500,0.000,0.008,86847,0.164,1.780,0.054,34.67,10212,0,0.105,0.000,0.000,110330,1.00,19.09,0.000,0.000,0.000,8,9,11,45,6125,0.023,76.52,0.0057,0.000,4,0.076,0.000,0.204,0.018,2.25,3.32,3.15,0.00,0.000,1.00,1.00,1.00,0.076,0.00206,52.25
130000,647,1.435,0.316,10.34,28238,27320,129,0,772,8,359396.2,0.9,0.018,0.241,0.381,0.359,834,9.89,2.35,0.05,1.07,0.11,0.76,0.11,0.93,9.63,1.94,0.00,0.00,0.009,0.066,66,0.376,0.981,0.000,0.000,0.019,16609,13985,3,0.474,0.000,0.014,129130,0.146,1.436,0.035,35.59,11836,0,0.115,0.000,0.000,220940,1.02,18.83,0.000,0.003,0.000,8,9,11,33,6398,0.024,43.41,0.0058,0.009,1,0.131,0.000,0.201,0.037,2.25,3.36,3.24,0.00,0.000,1.02,1.01,1.02,0.131,0.00208,84.44
140000,635,1.445,0.367,10.34,28406,27495,143,0,780,8,358143.9,0.4,0.014,0.221,0.404,0.360,829,9.76,3.84,0.00,0.00,0.08,0.84,0.11,1.35,9.57,3.33,0.00,0.00,0.004,0.033,73,0.386,0.992,0.000,0.000,0.008,16513,14182,3,0.479,0.019,0.009,135223,0.158,1.558,0.041,35.83,11797,0,0.052,0.000,0.000,176157,1.00,18.65,0.000,0.000,0.000,8,9,12,43,6195,0.024,42.11,0.0059,0.000,8,0.115,0.000,0.220,0.030,2.29,3.20,3.48,0.00,0.000,1.00,1.00,1.00,0.115,0.00193,85.50
150000,697,1.482,0.063,10.49,32118,31009,164,0,883,6,377107.6,1.1,0.012,0.229,0.403,0.356,768,9.64,3.33,0.08,0.97,0.10,0.77,0.14,1.61,9.30,2.83,0.00,0.00,0.011,0.083,98,0.364,0.970,0.000,0.000,0.030,21141,17682,4,0.442,0.033,0.017,115169,0.155,0.382,0.003,37.13,14339,0,0.186,0.000,0.000,299727,1.03,18.51,0.000,0.000,0.000,8,9,12,42,6718,0.026,18.26,0.0058,0.000,11,0.175,0.000,0.233,0.057,2.33,3.26,3.51,0.01,0.001,1.02,1.04,1.02,0.175,0.00175,108.05
160000,693,1.489,0.060,10.44,31286,30333,147,0,810,49,371572.1,5.3,0.015,0.216,0.404,0.365,785,10.12,3.72,0.07,1.08,0.07,0.99,0.19,1.84,9.79,3.03,0.00,0.00,0.005,0.061,81,0.371,0.975,0.000,0.000,0.025,19683,15678,4,0.466,0.071,0.016,102254,0.156,0.379,0.003,37.08,13652,0,0.108,0.000,0.000,227690,1.02,18.35,0.000,0.001,0.000,8,9,13,41,7011,0.027,13.79,0.0055,0.006,9,0.145,0.000,0.234,0.048,2.32,3.21,3.62,0.00,0.000,1.01,1.03,1.04,0.145,0.00171,112.57
170000,658,1.436,0.061,10.42,30719,29816,134,0,804,10,375797.4,1.0,0.011,0.225,0.418,0.346,783,9.91,2.86,0.00,0.00,0.14,0.98,0.06,0.63,9.71,2.59,0.00,0.00,0.011,0.077,80,0.360,0.992,0.000,0.000,0.008,19880,14649,4,0.480,0.097,0.012,109750,0.152,0.383,0.003,37.52,13507,0,0.099,0.000,0.000,283046,1.00,18.50,0.000,0.000,0.000,8,9,13,38,6522,0.025,4.34,0.0059,0.000,10,0.171,0.000,0.228,0.052,2.30,3.20,3.58,0.00,0.000,1.00,1.00,1.00,0.171,0.00186,121.58
180000,673,1.475,0.055,10.67,30629,29559,167,0,888,21,374463.8,2.0,0.010,0.224,0.416,0.349,786,10.31,3.56,0.00,0.00,0.21,1.58,0.11,1.46,9.99,3.29,0.00,0.00,0.015,0.093,89,0.358,0.978,0.000,0.000,0.022,19551,14514,6,0.201,0.105,0.013,84528,0.165,0.327,0.002,37.39,12804,0,0.097,0.000,0.000,266377,1.00,18.17,0.000,0.000,0.000,8,9,13,33,6938,0.026,3.05,0.0056,0.012,5,0.161,0.000,0.231,0.043,2.33,3.25,3.68,0.00,0.000,1.00,1.00,1.00,0.161,0.00181,123.00
190000,693,1.425,0.054,10.63,30582,29534,148,0,880,69,373873.2,2.7,0.009,0.226,0.401,0.363,793,10.03,4.06,0.03,0.50,0.11,1.33,0.18,1.80,9.71,2.92,0.00,0.00,0.008,0.080,83,0.341,0.984,0.000,0.000,0.016,20048,15405,7,0.355,0.023,0.022,131676,0.131,0.288,0.002,37.33,12899,0,0.039,0.000,0.000,268988,1.01,18.48,0.000,0.003,0.000,7,9,13,54,6953,0.027,2.73,0.0056,0.026,5,0.162,0.000,0.230,0.055,2.27,3.23,3.54,0.00,0.000,1.01,1.01,1.01,0.162,0.00176,123.38
200000,682,1.472,0.052,10.33,31043,30103,160,0,791,32,374148.6,3.9,0.014,0.222,0.400,0.364,783,9.81,3.44,0.01,0.31,0.10,1.33,0.08,0.76,9.62,2.96,0.00,0.00,0.005,0.061,97,0.295,0.982,0.000,0.000,0.018,20571,16056,7,0.293,0.015,0.018,120813,0.144,0.257,0.001,37.37,12801,0,0.121,0.000,0.000,284462,1.00,18.56,0.000,0.001,0.000,8,9,13,48,6692,0.026,3.56,0.0057,0.009,12,0.174,0.000,0.228,0.045,2.26,3.34,3.40,0.00,0.000,1.00,1.00,1.00,0.174,0.00173,122.51
210000,690,1.358,0.048,10.46,32090,31120,191,0,771,32,378982.1,6.2,0.017,0.207,0.397,0.379,778,9.79,3.87,0.00,0.00,0.13,1.32,0.30,2.75,9.37,2.75,0.00,0.00,0.007,0.068,84,0.280,0.988,0.000,0.000,0.012,21620,17732,6,0.317,0.033,0.026,152806,0.129,0.228,0.001,37.82,13398,0,0.193,0.000,0.000,277711,1.00,18.36,0.000,0.000,0.000,7,9,12,44,6756,0.026,2.83,0.0059,0.010,7,0.179,0.000,0.225,0.048,2.25,3.29,3.54,0.00,0.000,1.00,1.00,1.00,0.179,0.00158,122.79
220000,699,1.449,0.052,10.33,30953,30063,159,0,722,28,376985.2,1.9,0.010,0.204,0.406,0.380,780,9.92,3.79,0.12,1.13,0.03,0.36,0.29,2.83,9.46,2.53,0.00,0.05,0.002,0.022,74,0.356,0.986,0.000,0.000,0.014,20518,17868,6,0.464,0.000,0.054,139087,0.125,0.276,0.002,37.64,12786,0,0.067,0.000,0.000,247557,1.04,18.22,0.000,0.000,0.003,8,9,13,59,6932,0.026,2.56,0.0057,0.000,13,0.162,0.000,0.222,0.052,2.27,3.25,3.65,0.00,0.003,1.03,1.05,1.04,0.162,0.00158,123.24
230000,719,1.441,0.042,10.38,31106,30083,168,0,835,6,375959.3,1.1,0.012,0.217,0.397,0.374,790,9.35,3.10,0.00,0.00,0.04,0.41,0.18,2.21,9.13,2.07,0.00,0.00,0.004,0.034,71,0.289,0.985,0.000,0.000,0.015,20166,17724,5,0.442,0.054,0.019,227236,0.113,0.166,0.000,37.51,12742,0,0.187,0.000,0.000,274120,1.00,18.55,0.000,0.000,0.000,7,9,12,53,6721,0.026,2.82,0.0057,0.000,10,0.167,0.000,0.227,0.041,2.15,3.14,3.60,0.00,0.000,1.00,1.00,1.00,0.167,0.00161,123.11
240000,668,1.454,0.046,10.14,29833,28914,145,0,825,65,371516.2,3.4,0.014,0.218,0.397,0.372,795,9.55,3.08,0.05,1.07,0.06,0.85,0.08,1.07,9.35,2.33,0.00,0.00,0.004,0.053,72,0.358,0.990,0.000,0.000,0.010,18961,15654,5,0.449,0.000,0.013,127626,0.133,0.173,0.000,37.08,12669,0,0.052,0.000,0.000,221330,1.01,18.57,0.000,0.001,0.000,7,9,12,53,6377,0.024,2.18,0.0059,0.000,9,0.139,0.000,0.227,0.042,2.35,3.19,3.53,0.00,0.000,1.02,1.00,1.02,0.139,0.00181,124.18
