step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,640,12.33,0.03,0.05,0.07,12.17,0.00,1.01,0.000,0.183,493402.9,27.3,4,0,3.91,1.01,1.01
10000,1,113,7.26,0.00,0.04,0.58,6.64,0.00,1.00,0.000,0.513,82145.7,2.0,2,0,2.32,1.00,1.00
10000,0,16,10.25,0.00,0.06,1.12,9.06,0.00,1.00,0.000,0.001,96431.3,50.4,2,9,2.69,1.00,1.00
20000,8,770,12.23,0.04,0.08,0.07,12.04,0.00,1.02,0.000,0.166,512630.4,0.2,5,6,4.25,1.02,1.01
20000,1,121,6.61,0.00,0.01,0.16,6.45,0.00,1.00,0.000,0.505,96453.9,0.0,3,11,2.49,1.00,1.00
20000,0,12,7.17,0.00,0.00,0.00,7.17,0.00,1.00,0.000,0.001,958.9,0.0,1,5,2.50,1.00,1.00
30000,8,817,10.24,0.02,0.01,0.04,10.16,0.00,1.01,0.000,0.155,529792.6,0.0,4,0,4.22,1.01,1.01
30000,1,103,7.87,0.00,0.02,0.12,7.74,0.00,1.00,0.000,0.522,101061.0,0.0,2,2,2.59,1.00,1.00
30000,0,29,7.21,0.00,0.52,0.10,6.59,0.00,1.00,0.000,0.001,647.3,0.0,2,18,2.62,1.00,1.00
40000,8,1006,8.80,0.01,0.00,0.06,8.73,0.00,1.01,0.000,0.116,548958.1,0.0,1,0,4.79,1.00,1.01
40000,1,119,6.50,0.03,0.01,0.00,6.47,0.00,1.01,0.000,0.503,96696.6,0.0,2,2,2.16,1.01,1.00
40000,0,25,7.04,0.12,0.00,0.00,6.92,0.00,1.04,0.000,0.001,1291.3,0.0,3,14,2.40,1.04,1.04
50000,8,972,9.31,0.04,0.01,0.03,9.24,0.00,1.02,0.000,0.119,553606.2,0.0,2,5,5.13,1.01,1.02
50000,1,106,7.81,0.03,0.02,0.07,7.70,0.00,1.01,0.000,0.538,98729.6,0.0,2,4,2.30,1.01,1.01
50000,0,16,7.88,0.00,0.00,0.12,7.75,0.00,1.00,0.000,0.001,944.4,0.1,3,12,2.75,1.00,1.00
60000,8,970,9.01,0.01,0.00,0.01,8.98,0.00,1.00,0.000,0.114,552006.1,0.2,1,0,5.28,1.00,1.00
60000,1,155,5.28,0.03,0.01,0.03,5.21,0.00,1.02,0.000,0.513,101195.4,0.0,1,0,1.94,1.02,1.02
60000,0,27,6.48,0.00,0.00,0.15,6.33,0.00,1.00,0.000,0.001,904.0,0.0,2,15,2.00,1.00,1.00
70000,8,1033,8.73,0.04,0.00,0.03,8.66,0.00,1.02,0.000,0.118,551786.7,0.0,2,7,5.18,1.01,1.02
70000,1,125,6.82,0.29,0.00,0.00,6.53,0.00,1.09,0.000,0.564,101035.0,0.0,3,4,2.30,1.13,1.09
70000,0,12,6.83,0.08,0.00,0.00,6.75,0.00,1.02,0.000,0.001,832.0,0.0,2,7,2.67,1.08,1.00
80000,8,1018,8.75,0.01,0.02,0.01,8.70,0.00,1.00,0.001,0.116,553009.2,0.0,1,0,5.13,1.00,1.01
80000,1,135,6.25,0.01,0.00,0.00,6.24,0.00,1.00,0.000,0.531,98895.5,0.0,2,0,2.28,1.00,1.00
80000,0,25,7.32,0.12,0.00,0.04,7.16,0.00,1.03,0.000,0.001,1148.0,0.0,3,12,2.52,1.07,1.07
90000,8,1041,8.43,0.05,0.00,0.03,8.35,0.00,1.02,0.000,0.114,552955.7,1.3,1,0,5.13,1.01,1.02
