step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded
10000,814,1.428,0.272,7.71,43665,42482,2,1,1849,1769,581815.6,116.3,0.051,0.358,0.328,0.263,1275,10.91,4.15,0.05,0.76,0.08,0.96,0.02,0.36,10.76,3.73,0.00,0.00,0.003,0.032,121,0.314,0.991,0.000,0.000,0.009,49627,43069,5,0.355,0.070,0.002,205530,0.163,1.160,0.029,45.38,20808,7,0.066,1.000,0.000,1106813,1.01,16.92,0.001,0.000,0.000,8,10,14,64,8881,0.034,0.99,0.0066,0.017,2,0.382,0.000,0.421,0.308,2.85,3.29,4.27,0.00,0.001,1.01,1.02,1.01,0.382,0.00311,116.83
20000,814,1.546,0.227,7.63,36176,34027,21,0,2128,8,474883.2,0.3,0.007,0.261,0.366,0.366,1448,10.71,3.10,0.02,0.19,0.05,0.45,0.01,0.21,10.64,3.05,0.00,0.00,0.003,0.028,109,0.278,0.991,0.000,0.000,0.009,22832,20103,4,0.356,0.000,0.001,12420,0.199,1.032,0.023,47.19,11408,0,0.035,0.000,0.000,485825,1.01,17.09,0.000,0.000,0.000,8,10,14,33,8721,0.033,0.03,0.0055,0.009,0,0.215,0.000,0.342,0.040,2.75,3.29,4.18,0.00,0.001,1.01,1.01,1.00,0.215,0.00218,115.98
30000,779,1.453,0.206,7.56,37958,35620,39,0,2334,1,480033.6,0.2,0.015,0.267,0.412,0.307,1479,10.83,3.11,0.04,0.63,0.01,0.14,0.01,0.13,10.77,2.92,0.00,0.00,0.000,0.005,78,0.249,0.991,0.000,0.000,0.009,24514,23346,3,0.361,0.014,0.004,9467,0.258,0.981,0.020,47.77,10849,0,0.170,0.000,0.000,615571,1.02,16.96,0.000,0.000,0.000,8,10,14,49,8433,0.032,0.02,0.0057,0.003,1,0.261,0.000,0.303,0.049,2.75,3.45,4.11,0.01,0.001,1.01,1.02,1.02,0.261,0.00221,115.41
40000,868,1.483,0.152,8.27,37620,35096,23,0,2412,0,480989.1,0.0,0.015,0.281,0.466,0.239,1465,10.92,3.97,0.08,1.27,0.00,0.00,0.01,0.24,10.83,3.77,0.00,0.00,0.000,0.000,96,0.211,0.990,0.000,0.000,0.010,24617,22828,4,0.347,0.000,0.002,18329,0.205,0.809,0.014,47.84,11641,0,0.000,0.000,0.000,605143,1.02,17.18,0.000,0.000,0.000,7,11,14,57,9479,0.036,0.02,0.0051,0.006,12,0.244,0.000,0.297,0.051,2.65,3.38,4.04,0.00,0.000,1.02,1.02,1.02,0.244,0.00206,115.34
50000,772,1.485,0.128,7.77,36893,34598,17,0,2374,5,467978.5,0.9,0.008,0.259,0.487,0.245,1494,11.14,3.54,0.01,0.14,0.01,0.20,0.00,0.00,11.13,3.57,0.00,0.00,0.003,0.051,78,0.369,0.994,0.000,0.000,0.006,25012,21952,5,0.447,0.000,0.000,21119,0.156,0.720,0.011,46.64,11630,0,0.172,0.000,0.000,572147,1.00,16.91,0.001,0.000,0.000,7,11,14,64,8603,0.033,0.03,0.0054,0.058,2,0.259,0.000,0.301,0.052,2.51,3.43,4.11,0.00,0.000,1.00,1.00,1.00,0.259,0.00208,116.54
60000,778,1.488,0.124,8.06,36547,34175,38,0,2328,0,455743.7,0.0,0.004,0.226,0.528,0.242,1566,10.99,3.65,0.04,0.60,0.01,0.14,0.02,0.41,10.92,3.60,0.00,0.00,0.000,0.011,93,0.289,0.986,0.000,0.000,0.014,26594,24701,4,0.437,0.000,0.005,25501,0.158,0.707,0.010,45.45,11447,0,0.000,0.000,0.000,563669,1.02,16.79,0.000,0.000,0.000,7,11,14,62,8552,0.033,0.02,0.0054,0.053,1,0.297,0.000,0.304,0.065,2.53,3.38,4.23,0.00,0.000,1.01,1.02,1.02,0.297,0.00167,117.73
70000,811,1.487,0.120,8.28,37617,35191,57,0,2336,1,473011.4,0.0,0.003,0.203,0.533,0.261,1465,11.07,3.41,0.02,0.31,0.01,0.18,0.04,0.76,11.01,3.32,0.00,0.00,0.000,0.010,90,0.308,0.991,0.000,0.000,0.009,26996,24693,4,0.420,0.000,0.005,21354,0.153,0.694,0.010,47.17,12432,0,0.000,0.000,0.000,506691,1.01,17.06,0.000,0.000,0.000,7,11,14,35,8981,0.034,0.02,0.0053,0.028,1,0.285,0.000,0.296,0.060,2.59,3.34,4.14,0.00,0.000,1.01,1.01,1.01,0.285,0.00152,116.02
80000,814,1.496,0.104,8.38,38379,36027,54,0,2295,3,475785.2,0.0,0.003,0.200,0.533,0.264,1447,11.24,3.22,0.03,0.55,0.02,0.31,0.03,0.52,11.17,3.14,0.00,0.00,0.002,0.036,97,0.303,0.985,0.000,0.000,0.015,26878,24028,4,0.414,0.000,0.004,22871,0.168,0.607,0.007,47.46,13086,0,0.000,0.000,0.000,485558,1.01,16.96,0.000,0.000,0.000,8,11,14,36,9149,0.035,0.02,0.0052,0.037,1,0.276,0.000,0.295,0.059,2.60,3.38,4.15,0.00,0.000,1.01,1.01,1.01,0.276,0.00157,115.72
90000,842,1.460,0.102,8.83,37826,35634,68,0,2096,1,480084.6,0.1,0.003,0.198,0.540,0.259,1402,11.22,3.30,0.00,0.11,0.01,0.22,0.02,0.46,11.19,3.12,0.00,0.00,0.000,0.005,85,0.302,0.992,0.000,0.000,0.008,26037,21805,4,0.338,0.011,0.002,14950,0.179,0.605,0.007,47.95,13284,0,0.078,0.000,0.000,447964,1.00,16.82,0.000,0.000,0.000,8,11,14,53,9446,0.036,0.02,0.0051,0.026,2,0.254,0.000,0.287,0.054,2.64,3.46,4.13,0.00,0.000,1.00,1.00,1.00,0.254,0.00159,115.23
100000,864,1.444,0.104,9.01,38261,35956,81,0,2202,0,484565.6,0.0,0.003,0.198,0.523,0.277,1322,10.93,3.31,0.00,0.03,0.00,0.03,0.03,0.63,10.90,3.24,0.00,0.00,0.000,0.004,99,0.267,0.990,0.000,0.000,0.010,26381,22220,4,0.324,0.067,0.003,13352,0.168,0.606,0.007,48.38,13982,0,0.000,0.000,0.000,442938,1.00,17.06,0.000,0.000,0.000,7,11,14,43,9444,0.036,0.01,0.0051,0.002,6,0.251,0.000,0.268,0.053,2.61,3.34,4.14,0.00,0.000,1.00,1.00,1.00,0.251,0.00155,114.81
