step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,612,7.44,0.08,0.00,0.00,7.36,0.00,1.03,0.000,0.060,365965.8,74.1,1,3,2.64,1.02,1.04
10000,1,23,7.83,0.00,0.00,0.04,7.78,0.00,1.00,0.000,0.114,23835.5,13.9,1,4,2.30,1.00,1.00
10000,0,5,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,88147.8,70.8,1,4,2.20,1.00,1.00
20000,8,611,8.26,0.03,0.01,0.00,8.22,0.00,1.01,0.000,0.066,315357.0,0.0,1,4,2.73,1.00,1.01
20000,1,13,9.38,0.08,0.69,0.00,8.62,0.00,1.03,0.000,0.078,12718.7,0.2,1,0,3.54,1.00,1.05
20000,0,5,6.80,0.20,0.00,0.00,6.60,0.00,1.07,0.000,0.000,1567.9,0.0,1,2,3.00,1.00,1.10
30000,8,577,9.33,0.08,0.00,0.02,9.23,0.00,1.03,0.000,0.070,311774.8,0.1,2,0,2.77,1.00,1.04
30000,1,37,10.62,0.73,0.00,0.00,9.89,0.00,1.21,0.000,0.244,12730.2,0.0,0,0,2.84,1.18,1.21
30000,0,7,9.29,0.00,0.00,0.00,9.29,0.00,1.00,0.000,0.000,4991.0,0.0,1,6,2.71,1.00,1.00
40000,8,576,9.20,0.05,0.00,0.00,9.15,0.00,1.01,0.000,0.074,309810.8,0.0,2,0,2.85,1.01,1.02
40000,1,25,13.84,0.00,0.16,0.00,13.68,0.00,1.00,0.000,0.221,26576.1,0.1,1,0,3.52,1.00,1.00
40000,0,6,16.33,0.00,0.33,0.00,16.00,0.00,1.00,0.000,0.001,2580.6,0.0,1,3,3.50,1.00,1.00
50000,8,578,9.53,0.05,0.00,0.01,9.48,0.00,1.02,0.000,0.074,309011.4,0.0,2,7,2.84,1.00,1.02
50000,1,33,10.33,0.21,0.00,0.00,10.12,0.00,1.15,0.000,0.270,24686.8,0.1,1,9,3.00,1.10,1.10
50000,0,1,9.00,0.00,0.00,0.00,9.00,0.00,1.00,0.000,0.000,1247.4,0.0,1,1,2.00,1.00,1.00
60000,8,560,10.10,0.06,0.00,0.02,10.02,0.00,1.02,0.000,0.075,308346.5,0.1,2,2,2.86,1.00,1.02
60000,1,37,10.22,0.35,0.00,0.00,9.86,0.00,1.10,0.000,0.269,22511.0,0.0,1,11,3.03,1.01,1.15
60000,0,2,19.00,8.50,0.00,0.00,10.50,0.00,3.77,0.000,0.000,865.9,0.0,0,2,4.50,2.00,5.60
70000,8,554,10.19,0.16,0.00,0.00,10.03,0.00,1.05,0.000,0.075,310461.3,0.0,3,4,2.85,1.02,1.07
70000,1,41,8.95,0.10,0.00,0.00,8.85,0.00,1.02,0.000,0.256,23853.0,0.2,1,16,2.85,1.00,1.04
70000,0,3,6.67,0.00,0.00,0.00,6.67,0.00,1.00,0.000,0.000,991.0,0.0,1,3,2.33,1.00,1.00
80000,8,581,10.14,0.23,0.01,0.02,9.88,0.00,1.08,0.000,0.078,311776.9,0.2,2,5,2.90,1.04,1.09
80000,1,39,8.51,0.21,0.00,0.00,8.31,0.00,1.04,0.000,0.217,23580.6,0.0,1,12,2.62,1.00,1.13
80000,0,3,6.33,0.00,0.00,0.00,6.33,0.00,1.00,0.000,0.000,1138.3,0.0,1,3,2.67,1.00,1.00
90000,8,560,10.49,0.09,0.00,0.00,10.40,0.00,1.03,0.000,0.077,312305.3,0.0,2,4,2.85,1.01,1.04
90000,1,39,11.67,0.92,0.00,0.00,10.74,0.00,1.33,0.000,0.278,24102.4,0.1,1,0,3.33,1.34,1.35
90000,0,3,9.67,0.00,0.00,0.00,9.67,0.00,1.00,0.000,0.000,1082.0,0.1,1,3,2.33,1.00,1.00
100000,8,566,10.22,0.01,0.00,0.00,10.21,0.00,1.00,0.000,0.075,312560.4,0.5,2,0,2.83,1.00,1.00
100000,1,42,13.17,0.67,0.00,0.62,11.88,0.00,1.12,0.000,0.320,24584.3,5.8,1,0,3.98,1.04,1.19
100000,0,9,10.00,0.00,0.00,0.00,10.00,0.00,1.00,0.000,0.001,1130.3,0.1,2,7,2.56,1.00,1.00
110000,8,593,9.69,0.05,0.00,0.02,9.63,0.00,1.01,0.000,0.075,313251.6,0.0,2,2,2.67,1.00,1.02
110000,1,37,7.11,0.05,0.00,0.00,7.05,0.00,1.02,0.000,0.167,24184.9,0.1,2,0,2.35,1.03,1.03
110000,0,2,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,1537.6,0.0,2,2,4.00,1.00,1.00
120000,8,537,10.21,0.04,0.00,0.01,10.17,0.00,1.03,0.000,0.072,312631.6,0.3,2,0,2.81,1.02,1.03
120000,1,48,9.73,0.00,0.00,0.21,9.52,0.00,1.00,0.000,0.293,24847.8,0.7,2,0,3.12,1.00,1.00
120000,0,3,17.33,0.00,0.00,0.00,17.33,0.00,1.00,0.000,0.000,1576.8,0.0,2,1,3.33,1.00,1.00
130000,8,559,10.30,0.17,0.03,0.02,10.09,0.00,1.06,0.000,0.084,312524.3,0.0,2,0,2.83,1.02,1.08
130000,1,36,11.42,0.03,0.00,0.00,11.39,0.00,1.01,0.000,0.277,24969.3,1.0,2,0,3.36,1.01,1.01
130000,0,9,21.44,0.00,0.00,2.33,19.11,0.00,1.00,0.000,0.001,1657.4,0.0,2,6,3.56,1.00,1.00
140000,8,562,10.08,0.11,0.01,0.02,9.94,0.00,1.03,0.000,0.085,305559.3,0.1,2,2,2.74,1.01,1.04
140000,1,39,11.74,0.00,0.28,0.00,11.46,0.00,1.00,0.000,0.298,23644.6,0.2,3,2,3.18,1.00,1.00
140000,0,6,16.17,0.00,2.00,0.67,13.50,0.00,1.00,0.000,0.001,1158.7,0.0,2,3,3.83,1.00,1.00
150000,8,555,10.53,0.03,0.01,0.03,10.45,0.00,1.01,0.000,0.083,308909.5,0.5,2,1,2.86,1.00,1.01
150000,1,37,8.97,0.19,0.05,0.03,8.70,0.00,1.11,0.000,0.210,24451.8,0.4,2,0,2.97,1.09,1.12
