step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,457,8.71,0.09,0.02,0.00,8.60,0.00,1.03,0.000,0.098,278927.8,36.0,2,3,2.76,1.02,1.04
10000,4,259,8.90,0.01,0.03,0.00,8.86,0.00,1.01,0.000,0.144,153989.4,29.2,2,7,2.76,1.01,1.01
10000,0,3,11.33,4.33,0.00,0.00,7.00,0.00,2.14,0.000,0.000,92596.3,46.9,1,3,2.67,1.00,2.38
20000,8,558,7.82,0.07,0.00,0.01,7.74,0.00,1.02,0.000,0.083,253756.3,0.1,3,2,2.57,1.01,1.02
20000,4,262,8.39,0.00,0.17,0.00,8.22,0.00,1.00,0.000,0.156,144881.0,0.4,2,15,2.49,1.00,1.00
20000,0,3,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,746.9,0.0,2,3,2.67,1.00,1.00
30000,8,526,7.73,0.05,0.03,0.01,7.64,0.00,1.02,0.000,0.079,272167.2,0.0,2,3,2.44,1.01,1.02
30000,4,302,8.15,0.10,0.03,0.03,7.99,0.00,1.03,0.000,0.131,149907.8,1.2,3,0,2.54,1.01,1.03
30000,0,2,7.50,0.00,0.00,0.00,7.50,0.00,1.00,0.000,0.000,730.0,0.0,2,2,2.50,1.00,1.00
40000,8,631,7.84,0.11,0.00,0.00,7.73,0.00,1.03,0.000,0.066,299400.8,0.1,2,2,2.49,1.03,1.04
40000,4,306,8.39,0.01,0.02,0.01,8.35,0.00,1.00,0.000,0.131,158678.5,0.2,2,2,2.35,1.00,1.01
40000,0,5,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,1116.0,0.0,2,5,3.60,1.00,1.00
50000,8,653,7.64,0.18,0.00,0.00,7.46,0.00,1.04,0.000,0.069,320144.5,0.6,1,3,2.44,1.03,1.06
50000,4,321,8.87,0.01,0.02,0.03,8.81,0.00,1.00,0.000,0.149,162269.7,0.0,2,5,2.31,1.00,1.00
50000,0,2,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,2199.2,0.0,1,2,2.00,1.00,1.00
60000,8,687,7.43,0.14,0.03,0.00,7.26,0.00,1.05,0.000,0.068,321626.8,0.0,1,2,2.29,1.03,1.06
60000,4,291,8.77,0.13,0.01,0.02,8.61,0.00,1.04,0.000,0.130,159873.8,0.0,3,2,2.47,1.03,1.04
60000,0,5,6.20,1.00,0.00,0.00,5.20,0.00,1.53,0.000,0.000,1074.1,0.0,1,5,2.20,1.33,1.33
70000,8,639,7.61,0.12,0.00,0.00,7.48,0.00,1.03,0.000,0.068,321997.6,0.2,2,9,2.32,1.01,1.05
70000,4,295,8.39,0.02,0.00,0.01,8.36,0.00,1.01,0.000,0.134,158671.5,0.0,3,4,2.54,1.01,1.01
70000,0,1,7.00,0.00,0.00,0.00,7.00,0.00,1.00,0.000,0.000,1238.0,0.0,0,1,2.00,1.00,1.00
80000,8,668,7.40,0.06,0.00,0.00,7.34,0.00,1.02,0.000,0.066,326896.3,2.0,1,3,2.28,1.01,1.02
80000,4,278,9.03,0.05,0.00,0.00,8.98,0.00,1.02,0.000,0.128,159799.5,0.0,2,0,2.71,1.01,1.02
80000,0,1,5.00,0.00,0.00,0.00,5.00,0.00,1.00,0.000,0.000,1102.6,0.0,1,1,2.00,1.00,1.00
90000,8,668,7.40,0.10,0.01,0.00,7.29,0.00,1.04,0.000,0.064,330320.1,0.2,2,0,2.27,1.03,1.04
90000,4,312,8.43,0.05,0.07,0.00,8.31,0.00,1.02,0.000,0.131,159799.1,0.0,2,0,2.31,1.02,1.02
90000,0,4,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,1130.3,0.0,3,4,3.00,1.00,1.00
