step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side
5000,1,226,11.2,0.0,0.0,0.0,11.1,0.0,1.01,14.6,61,204,13.58,0.00,217,9,0,0.0,1.00,1.01,1.01,3.27,3.12,5.80
6000,6,256,11.4,0.2,0.0,0.0,11.3,0.0,1.04,14.4,55,216,14.89,0.00,254,1,1,0.0,1.02,1.05,1.06,3.46,2.89,6.64
6000,7,234,8.9,0.0,0.0,0.0,8.8,0.0,1.00,18.5,30,272,15.79,0.00,117,117,0,0.0,1.00,1.00,1.00,2.74,2.59,4.17
6000,1,151,9.5,0.0,0.0,0.0,9.5,0.0,1.00,16.5,39,287,16.72,0.00,143,8,0,0.0,1.00,1.00,1.00,2.95,2.60,5.15
7000,6,270,10.2,0.3,0.0,0.0,10.0,0.0,1.07,16.1,47,294,18.42,0.00,268,1,1,0.0,1.01,1.08,1.10,3.13,3.14,5.12
7000,7,178,7.9,0.0,0.0,0.1,7.8,0.0,1.00,19.5,25,350,19.46,0.00,111,66,1,0.0,1.00,1.00,1.00,2.56,2.26,4.02
7000,1,149,10.2,0.0,0.0,0.0,10.2,0.0,1.00,16.3,33,292,17.73,0.00,144,4,1,0.0,1.00,1.00,1.00,2.91,2.95,4.99
8000,6,289,9.1,0.0,0.0,0.0,9.1,0.0,1.01,17.4,26,335,20.20,0.00,289,0,0,0.0,1.01,1.01,1.01,2.72,2.99,4.37
8000,7,252,9.0,0.1,0.0,0.0,8.9,0.0,1.04,18.5,36,352,20.46,0.00,129,122,1,0.0,1.04,1.05,1.04,2.81,2.74,4.02
8000,1,118,12.8,0.0,0.0,0.0,12.8,0.0,1.01,14.5,20,338,22.66,0.00,118,0,0,0.0,1.01,1.01,1.00,3.19,3.75,5.04
9000,6,290,9.4,0.1,0.0,0.0,9.4,0.0,1.02,17.3,28,370,22.38,0.00,290,0,0,0.0,1.01,1.02,1.04,2.80,3.06,4.39
9000,7,269,10.0,0.0,0.0,0.0,9.9,0.0,1.00,17.7,46,334,19.94,0.00,155,112,2,0.0,1.00,1.00,1.00,2.86,2.90,4.24
9000,11,141,12.7,0.0,0.0,0.0,12.7,0.0,1.00,16.0,18,216,15.76,0.00,0,139,2,0.0,1.00,1.00,1.00,2.27,3.85,4.15
9000,1,79,13.2,0.0,0.0,0.0,13.2,0.0,1.00,14.8,14,395,27.63,0.00,79,0,0,0.0,1.00,1.00,1.00,3.27,3.87,4.73
9000,13,11,11.6,0.0,0.0,0.0,11.6,0.0,1.00,16.7,3,167,11.71,0.00,0,11,0,0.0,1.00,1.00,1.00,3.00,3.18,4.45
10000,6,289,9.6,0.1,0.0,0.0,9.6,0.0,1.01,17.4,31,396,23.91,0.00,289,0,0,0.0,1.00,1.02,1.02,2.84,3.18,4.17
10000,7,245,10.8,0.1,0.1,0.1,10.6,0.0,1.02,17.3,47,323,20.32,0.00,151,94,0,0.0,1.02,1.03,1.02,2.95,3.12,4.25
10000,11,130,13.1,0.0,0.0,0.0,13.1,0.0,1.00,16.2,15,210,15.38,0.00,0,129,1,0.0,1.00,1.00,1.00,2.44,3.83,4.10
10000,1,84,12.8,0.0,0.5,0.0,12.3,0.0,1.00,15.0,23,305,20.74,0.00,84,0,0,0.0,1.00,1.00,1.00,3.27,3.64,4.92
10000,13,6,10.7,0.0,0.0,0.0,10.7,0.0,1.00,18.3,3,99,7.50,0.00,0,6,0,0.0,1.00,1.00,1.00,3.00,3.83,3.00
11000,6,290,9.3,0.0,0.0,0.0,9.2,0.0,1.00,17.7,22,351,21.29,0.00,290,0,0,0.0,1.00,1.00,1.00,2.77,3.10,4.05
11000,7,161,10.6,0.0,0.1,0.0,10.6,0.0,1.00,17.9,27,348,22.00,0.00,93,67,1,0.0,1.00,1.00,1.01,2.85,2.94,4.14
11000,11,135,13.5,0.0,0.0,0.0,13.5,0.0,1.00,16.0,13,189,14.44,0.00,0,135,0,0.0,1.00,1.00,1.00,2.61,3.90,4.10
