step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,581,9.23,0.00,0.00,0.02,9.20,0.00,1.00,0.000,0.072,358995.7,48.8,1,6,2.76,1.00,1.00
10000,2,103,9.58,0.00,0.01,0.00,9.57,0.00,1.00,0.000,0.193,66966.4,1.5,2,3,2.90,1.00,1.00
10000,0,15,9.67,0.00,0.00,0.00,9.67,0.00,1.00,0.000,0.001,86838.1,82.6,2,8,3.13,1.00,1.00
20000,8,548,10.95,0.00,0.00,0.04,10.91,0.00,1.00,0.000,0.079,313078.5,0.0,1,7,2.82,1.00,1.00
20000,2,91,11.44,0.00,0.00,0.16,11.27,0.00,1.00,0.000,0.193,60854.5,0.0,2,2,2.92,1.00,1.00
20000,0,1,11.00,0.00,0.00,0.00,11.00,0.00,1.00,0.000,0.000,2035.4,0.0,1,1,2.00,1.00,1.00
30000,8,562,10.63,0.00,0.04,0.05,10.54,0.00,1.00,0.000,0.078,315840.2,0.0,1,0,2.78,1.00,1.00
30000,2,100,10.81,0.22,0.15,0.00,10.44,0.00,1.10,0.000,0.233,63154.2,0.1,1,0,2.75,1.07,1.07
30000,0,2,11.50,0.00,0.00,0.00,11.50,0.00,1.00,0.000,0.000,1475.7,0.0,1,2,3.00,1.00,1.00
40000,8,565,10.03,0.05,0.04,0.04,9.90,0.00,1.02,0.004,0.079,316220.6,0.1,1,0,2.87,1.02,1.01
40000,2,113,12.52,0.19,0.06,0.08,12.19,0.00,1.06,0.000,0.259,64023.3,1.1,1,0,3.33,1.02,1.08
40000,0,3,12.33,0.00,0.00,0.00,12.33,0.00,1.00,0.000,0.000,1680.7,0.0,1,3,2.67,1.00,1.00
50000,8,537,9.94,0.00,0.01,0.03,9.90,0.00,1.00,0.000,0.074,306342.0,0.0,1,8,2.83,1.00,1.00
50000,2,95,11.46,0.05,0.20,0.00,11.21,0.00,1.02,0.000,0.256,62099.8,0.0,1,17,3.05,1.02,1.01
50000,0,1,14.00,4.00,0.00,0.00,10.00,0.00,2.56,0.000,0.000,791.3,0.0,1,1,4.00,1.00,3.50
60000,8,567,9.40,0.01,0.04,0.00,9.35,0.00,1.00,0.000,0.071,301819.6,0.0,1,18,2.76,1.00,1.00
60000,2,99,10.64,0.03,0.11,0.00,10.49,0.01,1.01,0.010,0.251,60452.4,1.8,1,18,2.70,1.01,1.01
60000,0,2,10.00,0.00,0.00,0.00,10.00,0.00,1.00,0.000,0.000,726.2,0.0,1,2,2.00,1.00,1.00
70000,8,572,8.78,0.01,0.01,0.03,8.74,0.00,1.00,0.000,0.069,308604.8,0.0,1,5,2.63,1.00,1.00
70000,2,121,8.98,0.00,0.00,0.00,8.98,0.00,1.00,0.000,0.241,61808.9,0.3,1,32,2.64,1.00,1.00
70000,0,3,8.67,1.33,0.00,0.00,7.33,0.00,1.58,0.000,0.000,597.6,0.0,1,3,3.00,1.67,1.67
80000,8,594,9.16,0.04,0.01,0.13,8.97,0.00,1.01,0.000,0.074,310694.8,0.0,1,13,2.74,1.01,1.01
80000,2,103,9.60,0.00,0.00,0.00,9.60,0.00,1.00,0.000,0.207,61541.6,0.0,1,9,2.69,1.00,1.00
80000,0,3,10.67,0.00,0.00,0.00,10.67,0.00,1.00,0.000,0.000,817.4,0.0,1,3,3.00,1.00,1.00
90000,8,600,9.38,0.04,0.04,0.01,9.30,0.00,1.01,0.000,0.076,314456.6,0.1,1,6,2.61,1.01,1.01
90000,2,108,9.94,0.03,0.12,0.00,9.80,0.00,1.01,0.000,0.201,62028.0,0.6,1,1,2.74,1.01,1.01
90000,0,1,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,757.2,0.0,1,1,3.00,1.00,1.00
100000,8,567,9.60,0.01,0.05,0.05,9.50,0.00,1.00,0.000,0.071,314786.9,0.1,1,0,2.75,1.00,1.00
100000,2,94,12.91,0.00,0.00,0.21,12.70,0.00,1.00,0.000,0.224,62584.9,0.1,1,0,3.09,1.00,1.00
100000,0,7,11.86,0.00,0.00,0.00,11.86,0.00,1.00,0.000,0.000,719.9,0.0,1,7,2.57,1.00,1.00
110000,8,596,9.36,0.03,0.04,0.02,9.28,0.00,1.01,0.000,0.074,318223.4,0.3,1,4,2.69,1.01,1.01
110000,2,89,12.38,0.00,0.00,0.00,12.38,0.00,1.00,0.000,0.204,62788.4,0.0,1,0,3.18,1.00,1.00
110000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,845.1,0.0,0,0,-0.00,-0.00,-0.00
120000,8,584,9.71,0.01,0.05,0.00,9.65,0.00,1.01,0.000,0.075,320612.6,0.6,1,0,2.66,1.01,1.01
120000,2,117,11.27,0.06,0.00,0.03,11.18,0.00,1.05,0.000,0.242,62306.0,0.0,1,0,2.99,1.04,1.04
120000,0,3,9.00,0.00,0.00,0.00,9.00,0.00,1.00,0.000,0.000,828.6,0.0,1,3,1.67,1.00,1.00
130000,8,571,9.66,0.06,0.04,0.04,9.53,0.00,1.02,0.000,0.080,321366.4,0.7,1,0,2.67,1.02,1.02
130000,2,112,11.47,0.02,0.00,0.00,11.46,0.00,1.00,0.000,0.238,63181.4,0.0,1,0,3.01,1.00,1.00
130000,0,1,11.00,0.00,0.00,0.00,11.00,0.00,1.00,0.000,0.000,832.1,0.0,1,1,2.00,1.00,1.00
140000,8,570,9.94,0.00,0.01,0.04,9.89,0.00,1.00,0.000,0.087,310505.0,0.0,1,6,2.68,1.00,1.00
140000,2,123,11.78,0.06,0.00,0.00,11.72,0.00,1.02,0.000,0.290,62525.5,0.0,1,5,2.96,1.02,1.02
140000,0,3,13.33,0.00,0.00,0.00,13.33,0.00,1.00,0.000,0.000,632.7,0.0,1,2,4.00,1.00,1.00
150000,8,572,10.05,0.03,0.01,0.03,9.98,0.00,1.02,0.000,0.082,310228.1,0.0,1,2,2.70,1.01,1.01
150000,2,111,11.67,0.02,0.00,0.00,11.65,0.00,1.03,0.000,0.241,62548.9,1.2,1,0,2.91,1.02,1.02
150000,0,1,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,617.9,0.0,1,1,2.00,1.00,1.00
160000,8,561,10.06,0.02,0.01,0.03,10.00,0.00,1.01,0.000,0.078,318962.2,0.1,1,0,2.74,1.01,1.01
160000,2,113,10.78,0.00,0.00,0.00,10.78,0.00,1.00,0.000,0.226,62929.2,0.0,1,0,2.70,1.00,1.00
160000,0,2,12.50,0.00,0.00,0.00,12.50,0.00,1.00,0.000,0.000,839.6,0.0,1,2,3.00,1.00,1.00
170000,8,547,10.19,0.03,0.09,0.07,9.99,0.00,1.01,0.000,0.091,315541.7,0.0,1,0,2.67,1.01,1.01
170000,2,94,14.11,0.26,0.00,0.17,13.68,0.00,1.08,0.000,0.242,62926.5,0.0,1,0,3.19,1.08,1.08
170000,0,5,10.00,0.00,0.00,0.00,10.00,0.00,1.00,0.000,0.000,757.9,0.0,1,5,2.20,1.00,1.00
180000,8,469,10.99,0.00,0.00,0.06,10.93,0.00,1.00,0.000,0.097,273600.5,0.2,1,0,2.86,1.00,1.00
180000,2,116,9.39,0.00,0.00,0.00,9.39,0.00,1.00,0.000,0.201,63131.8,0.5,1,0,2.76,1.00,1.00
180000,0,3,8.67,0.00,0.00,0.00,8.67,0.00,1.00,0.000,0.000,700.3,0.0,1,2,3.33,1.00,1.00
190000,8,508,11.04,0.03,0.00,0.09,10.92,0.00,1.02,0.000,0.085,284170.0,0.0,1,15,2.95,1.01,1.01
190000,2,101,10.12,0.00,0.00,0.10,10.02,0.00,1.00,0.000,0.249,61761.1,0.0,1,17,2.90,1.00,1.00
190000,0,2,11.00,0.00,0.00,0.00,11.00,0.00,1.00,0.000,0.000,529.1,0.0,1,2,3.00,1.00,1.00
200000,8,523,10.32,0.00,0.00,0.00,10.32,0.00,1.00,0.000,0.073,296890.6,0.0,1,18,2.80,1.00,1.00
200000,2,99,10.02,0.00,0.00,0.06,9.96,0.00,1.00,0.000,0.329,55850.8,1.1,1,22,2.90,1.00,1.00
200000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,463.1,0.0,0,0,-0.00,-0.00,-0.00
210000,8,540,9.59,0.01,0.01,0.01,9.56,0.00,1.00,0.000,0.071,298508.5,0.1,1,18,2.73,1.00,1.00
210000,2,96,10.03,0.12,0.00,0.02,9.89,0.00,1.06,0.000,0.258,55822.5,0.6,1,27,2.89,1.15,1.15
210000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,489.4,0.0,0,0,-0.00,-0.00,-0.00
220000,8,575,9.29,0.01,0.03,0.01,9.23,0.00,1.01,0.000,0.084,307422.8,0.4,1,5,2.54,1.01,1.01
220000,2,120,7.96,0.03,0.10,0.00,7.82,0.00,1.01,0.000,0.194,59352.6,0.0,1,6,2.42,1.02,1.02
220000,0,2,19.00,0.00,0.00,0.00,19.00,0.00,1.00,0.000,0.000,597.4,0.0,1,2,4.00,1.00,1.00
230000,8,567,9.96,0.02,0.03,0.04,9.86,0.00,1.01,0.000,0.087,302854.7,0.5,1,0,2.72,1.01,1.00
230000,2,91,8.26,0.13,0.00,0.00,8.13,0.00,1.09,0.000,0.206,60727.0,0.4,1,0,2.41,1.07,1.07
230000,0,5,13.20,0.00,0.00,0.00,13.20,0.00,1.00,0.000,0.000,835.0,0.0,1,5,3.20,1.00,1.00
240000,8,505,10.94,0.00,0.00,0.03,10.92,0.00,1.00,0.000,0.093,306305.5,0.1,1,0,2.92,1.00,1.00
240000,2,126,8.65,0.10,0.08,0.00,8.47,0.00,1.03,0.000,0.199,53975.1,0.3,1,0,2.57,1.03,1.03
240000,0,2,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,767.7,0.0,1,2,2.00,1.00,1.00
250000,8,531,11.17,0.00,0.00,0.02,11.16,0.00,1.00,0.000,0.097,307881.9,0.0,1,0,2.95,1.00,1.00
250000,2,118,8.61,0.28,0.02,0.03,8.28,0.00,1.11,0.000,0.185,61829.2,0.0,1,0,2.75,1.09,1.09
250000,0,3,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,995.4,0.0,1,2,2.00,1.00,1.00
260000,8,527,11.22,0.00,0.03,0.03,11.16,0.00,1.00,0.000,0.093,306176.8,0.4,1,0,2.88,1.00,1.00
260000,2,116,9.65,0.03,0.30,0.08,9.23,0.00,1.01,0.000,0.207,62164.0,0.0,1,0,2.63,1.02,1.02
260000,0,5,15.00,0.00,0.40,0.00,14.60,0.00,1.00,0.000,0.000,979.3,0.0,1,5,3.60,1.00,1.00
