step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,600,8.79,0.01,0.07,0.08,8.64,0.00,1.00,0.000,0.069,365393.5,38.2,3,8,2.65,1.00,1.00
10000,1,41,11.10,0.17,0.46,1.71,8.76,0.00,1.05,0.000,0.320,18365.5,0.1,2,11,2.61,1.02,1.08
10000,0,7,13.86,0.00,0.00,2.29,11.57,0.00,1.00,0.000,0.000,91793.2,58.6,0,7,2.86,1.00,1.00
20000,8,564,9.67,0.00,0.07,0.13,9.47,0.00,1.00,0.000,0.080,320594.2,0.1,7,0,2.71,1.00,1.00
20000,1,28,18.71,0.00,0.18,0.64,17.89,0.00,1.00,0.000,0.350,28866.9,0.2,0,0,3.89,1.00,1.00
20000,0,14,24.07,0.00,0.07,1.36,22.64,0.00,1.00,0.000,0.002,2733.5,0.0,0,8,3.71,1.00,1.00
30000,8,530,10.26,0.00,0.01,0.11,10.14,0.00,1.00,0.000,0.093,316905.5,0.0,3,0,2.59,1.00,1.00
30000,1,54,9.94,0.00,0.00,0.17,9.78,0.00,1.00,0.000,0.330,28088.8,0.6,2,0,2.63,1.00,1.00
30000,0,7,9.86,0.00,0.43,0.00,9.43,0.00,1.00,0.000,0.000,2668.8,0.0,2,5,2.43,1.00,1.00
40000,8,555,10.41,0.00,0.09,0.03,10.28,0.00,1.00,0.000,0.095,282823.9,0.0,4,0,2.50,1.00,1.00
40000,1,43,7.53,0.00,0.00,0.12,7.42,0.00,1.00,0.000,0.197,27962.0,0.0,2,0,2.14,1.00,1.00
40000,0,13,9.08,0.00,0.00,0.46,8.62,0.00,1.00,0.000,0.001,1768.6,0.0,4,10,2.54,1.00,1.00
50000,8,602,9.78,0.00,0.06,0.04,9.67,0.00,1.00,0.000,0.091,312307.8,0.0,2,0,2.38,1.00,1.00
50000,1,17,12.12,0.00,0.00,0.00,12.12,0.00,1.00,0.000,0.129,26932.8,0.0,1,0,2.47,1.00,1.00
50000,0,6,12.00,0.00,0.00,0.00,12.00,0.00,1.00,0.000,0.000,1872.6,0.0,2,6,2.67,1.00,1.00
60000,8,628,8.83,0.00,0.01,0.00,8.82,0.00,1.00,0.000,0.087,330974.2,0.0,2,0,2.32,1.00,1.00
60000,1,24,8.67,0.00,0.00,0.00,8.67,0.00,1.00,0.000,0.136,13979.2,0.0,1,0,2.54,1.00,1.00
60000,0,2,18.50,0.00,0.00,0.00,18.50,0.00,1.00,0.000,0.000,1047.3,0.0,2,2,3.00,1.00,1.00
70000,8,623,8.99,0.00,0.01,0.02,8.96,0.00,1.00,0.000,0.086,315837.8,0.0,3,0,2.30,1.00,1.00
70000,1,15,12.13,0.07,0.00,0.00,12.07,0.00,1.02,0.000,0.109,14796.1,0.7,1,0,3.07,1.00,1.03
70000,0,8,8.88,0.38,0.00,0.38,8.12,0.00,1.16,0.000,0.000,844.5,0.6,2,8,2.62,1.00,1.29
80000,8,603,9.17,0.00,0.00,0.04,9.12,0.00,1.00,0.000,0.082,329771.1,0.0,3,0,2.26,1.00,1.00
80000,1,17,12.71,0.00,0.35,0.00,12.35,0.00,1.00,0.000,0.142,14380.1,0.0,0,0,3.12,1.00,1.00
80000,0,7,11.29,0.00,0.00,0.00,11.29,0.00,1.00,0.000,0.000,695.3,0.0,1,5,2.71,1.00,1.00
90000,8,627,9.16,0.00,0.04,0.01,9.11,0.00,1.00,0.000,0.085,335917.5,0.0,3,2,2.24,1.00,1.00
90000,1,18,8.94,0.00,0.00,0.61,8.33,0.00,1.00,0.000,0.101,14754.8,0.0,2,0,2.61,1.00,1.00
90000,0,4,7.75,0.00,0.00,0.00,7.75,0.00,1.00,0.000,0.000,939.0,0.0,1,3,2.25,1.00,1.00
