step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded
110000,649,1.557,0.059,6.89,25978,24675,10,0,1208,15,382686.6,2.0,0.008,0.322,0.259,0.411,1894,11.62,4.00,0.01,0.12,0.00,0.09,0.00,0.04,11.61,4.00,0.00,0.00,0.000,0.007,60,0.285,0.988,0.000,0.000,0.012,18283,16906,4,0.456,0.000,0.002,10689,0.132,0.375,0.003,38.15,8448,0,0.134,0.000,0.000,354056,1.00,15.94,0.002,0.000,0.000,9,10,16,64,7543,0.029,0.49,0.0051,0.000,9,0.172,0.000,0.292,0.063,2.99,3.14,4.89,0.00,0.000,1.00,1.00,1.00,0.172,0.00321,124.68
120000,673,1.576,0.057,7.16,25923,24714,86,0,1099,27,385437.6,2.5,0.010,0.291,0.350,0.350,1888,11.44,3.59,0.01,0.23,0.05,0.72,0.02,0.47,11.36,3.46,0.00,0.00,0.004,0.049,70,0.276,0.994,0.000,0.000,0.006,18116,17009,3,0.470,0.000,0.004,14815,0.113,0.347,0.002,38.44,8062,0,0.094,0.000,0.000,260477,1.00,16.03,0.000,0.001,0.000,8,10,15,36,7700,0.029,0.36,0.0050,0.000,4,0.134,0.000,0.309,0.046,2.82,3.38,4.62,0.00,0.000,1.00,1.00,1.00,0.134,0.00301,124.51
130000,689,1.533,0.057,7.41,25525,24475,76,0,958,51,383448.7,4.2,0.008,0.297,0.366,0.329,1867,10.77,3.14,0.00,0.04,0.01,0.19,0.01,0.13,10.75,3.14,0.00,0.00,0.001,0.014,55,0.334,0.994,0.000,0.000,0.006,17750,16627,2,0.637,0.000,0.004,37752,0.107,0.337,0.002,38.26,8325,0,0.082,0.000,0.000,336075,1.00,16.74,0.000,0.000,0.000,8,10,14,31,7418,0.028,0.33,0.0052,0.000,4,0.163,0.000,0.314,0.034,2.63,3.37,4.27,0.00,0.000,1.00,1.00,1.00,0.163,0.00284,124.72
140000,694,1.505,0.059,7.61,26054,24905,96,0,1048,19,386102.3,1.4,0.005,0.212,0.502,0.281,1785,10.43,3.05,0.02,0.29,0.04,0.40,0.00,0.11,10.37,3.01,0.00,0.04,0.003,0.043,57,0.248,0.987,0.000,0.000,0.013,17179,16295,2,0.634,0.000,0.001,34006,0.093,0.320,0.002,38.57,8368,0,0.074,0.000,0.000,243471,1.01,17.13,0.000,0.000,0.001,8,10,13,32,7239,0.028,0.20,0.0054,0.000,9,0.160,0.000,0.327,0.020,2.62,3.27,4.18,0.00,0.001,1.01,1.01,1.01,0.160,0.00190,124.54
150000,666,1.525,0.061,7.59,26215,25165,93,0,985,3,385984.7,0.4,0.005,0.193,0.529,0.273,1722,11.01,3.13,0.06,1.22,0.04,0.72,0.03,0.45,10.87,3.08,0.00,0.00,0.002,0.041,65,0.338,0.991,0.000,0.000,0.009,17529,16972,2,0.610,0.000,0.012,35466,0.101,0.318,0.002,38.53,8737,0,0.141,0.000,0.000,256286,1.03,16.44,0.000,0.000,0.000,8,10,13,40,7331,0.028,0.29,0.0053,0.000,4,0.185,0.000,0.320,0.027,2.85,3.42,4.37,0.00,0.000,1.03,1.03,1.02,0.185,0.00174,124.50
160000,664,1.539,0.060,7.72,26901,25845,97,0,961,13,385409.7,2.9,0.004,0.190,0.523,0.284,1802,10.86,2.68,0.02,0.18,0.02,0.23,0.03,0.27,10.80,2.70,0.00,0.00,0.003,0.040,54,0.416,0.991,0.000,0.000,0.009,18607,17772,4,0.449,0.000,0.017,53309,0.096,0.302,0.002,38.45,8817,0,0.222,0.000,0.000,284062,1.01,16.27,0.000,0.000,0.000,9,10,13,35,7212,0.028,0.31,0.0054,0.011,0,0.208,0.000,0.319,0.034,2.69,3.58,4.35,0.00,0.000,1.01,1.01,1.01,0.208,0.00170,124.56
170000,705,1.457,0.058,7.65,28560,27342,112,0,1065,24,389052.4,1.6,0.002,0.184,0.508,0.305,1770,10.48,3.06,0.00,0.04,0.06,1.10,0.02,0.21,10.39,2.98,0.00,0.00,0.003,0.045,53,0.240,0.980,0.000,0.000,0.020,19872,17924,4,0.443,0.000,0.010,144305,0.085,0.296,0.002,38.82,9629,0,0.067,0.000,0.000,285983,1.00,16.95,0.000,0.000,0.000,8,10,13,33,7385,0.028,0.29,0.0053,0.006,11,0.212,0.000,0.313,0.033,2.63,3.52,4.01,0.00,0.000,1.00,1.00,1.00,0.212,0.00153,124.21
180000,691,1.511,0.059,7.67,29141,28059,95,0,1001,9,392222.3,0.8,0.003,0.182,0.507,0.308,1735,10.88,2.94,0.01,0.18,0.08,1.09,0.03,0.36,10.77,2.63,0.00,0.00,0.003,0.037,63,0.378,0.988,0.000,0.000,0.012,20127,18242,4,0.457,0.000,0.009,53054,0.090,0.299,0.002,39.15,10252,0,0.085,0.000,0.000,263200,1.01,16.44,0.000,0.000,0.000,8,10,13,39,7521,0.029,0.31,0.0053,0.000,7,0.196,0.000,0.307,0.033,2.69,3.56,4.23,0.00,0.000,1.01,1.01,1.01,0.197,0.00157,123.85
190000,684,1.545,0.053,7.75,29146,27965,100,0,1088,27,392605.5,3.4,0.003,0.185,0.511,0.301,1757,10.43,2.91,0.00,0.00,0.00,0.11,0.00,0.04,10.43,2.91,0.00,0.00,0.000,0.009,46,0.243,0.993,0.000,0.000,0.007,19913,18409,4,0.463,0.000,0.001,48270,0.087,0.264,0.001,39.17,9919,0,0.128,0.000,0.000,265737,1.00,16.99,0.000,0.000,0.000,7,10,13,30,7136,0.027,0.32,0.0055,0.004,2,0.194,0.000,0.312,0.030,2.59,3.45,4.06,0.00,0.000,1.00,1.00,1.00,0.194,0.00160,123.83
200000,701,1.543,0.053,7.82,29047,27814,103,0,1113,1,393176.2,0.1,0.006,0.179,0.518,0.297,1742,10.71,3.16,0.03,0.52,0.07,0.86,0.01,0.08,10.60,2.78,0.00,0.00,0.003,0.031,66,0.288,0.991,0.000,0.000,0.009,19888,18557,3,0.454,0.083,0.006,41331,0.098,0.269,0.001,39.25,9848,0,0.069,0.000,0.000,226740,1.01,16.62,0.000,0.000,0.000,8,10,13,39,7508,0.029,0.32,0.0053,0.000,5,0.172,0.000,0.321,0.029,2.60,3.62,4.10,0.00,0.000,1.01,1.01,1.01,0.172,0.00157,123.75
210000,694,1.528,0.049,7.81,29449,28303,99,0,1054,5,395079.1,0.9,0.006,0.186,0.520,0.288,1746,10.66,3.36,0.02,0.43,0.08,1.14,0.01,0.15,10.55,3.16,0.00,0.00,0.003,0.037,68,0.282,0.986,0.000,0.000,0.014,20618,18614,4,0.414,0.071,0.007,44553,0.095,0.290,0.002,39.44,10082,0,0.189,0.000,0.000,234330,1.02,16.94,0.000,0.000,0.000,7,10,13,42,7398,0.028,0.35,0.0054,0.006,1,0.171,0.000,0.321,0.033,2.63,3.50,4.22,0.00,0.000,1.03,1.03,1.01,0.171,0.00163,123.52
220000,727,1.491,0.047,7.95,29130,28021,104,0,972,1,389451.8,0.0,0.005,0.185,0.520,0.290,1771,10.41,3.41,0.06,1.13,0.06,0.65,0.01,0.09,10.29,3.22,0.00,0.00,0.003,0.031,61,0.382,0.983,0.000,0.000,0.017,20618,18619,3,0.480,0.103,0.004,28004,0.082,0.257,0.001,38.86,10113,0,0.000,0.000,0.000,217262,1.03,17.18,0.000,0.000,0.000,7,9,14,40,7569,0.029,0.29,0.0052,0.012,5,0.161,0.000,0.326,0.035,2.51,3.53,4.07,0.00,0.000,1.03,1.03,1.02,0.161,0.00152,124.17
230000,713,1.505,0.046,8.23,30798,29807,117,0,888,2,400324.1,0.3,0.004,0.181,0.505,0.310,1693,10.42,3.64,0.10,1.02,0.02,0.22,0.03,0.43,10.28,3.61,0.00,0.00,0.002,0.018,67,0.300,0.994,0.000,0.000,0.006,21553,19980,4,0.529,0.000,0.010,54932,0.091,0.244,0.001,39.96,10717,0,0.162,0.000,0.000,218985,1.04,17.05,0.000,0.000,0.000,8,9,14,54,7428,0.028,0.32,0.0055,0.000,3,0.159,0.000,0.308,0.032,2.50,3.51,4.08,0.00,0.000,1.04,1.05,1.04,0.160,0.00155,123.04
240000,691,1.533,0.047,8.00,29261,28095,127,0,1061,4,397534.9,0.0,0.004,0.175,0.539,0.282,1700,11.07,3.95,0.05,0.62,0.06,1.12,0.02,0.44,10.95,3.70,0.00,0.00,0.002,0.031,71,0.169,0.990,0.000,0.000,0.010,20314,18621,4,0.505,0.000,0.003,31478,0.092,0.190,0.001,39.64,10410,0,0.000,0.000,0.000,207649,1.01,16.74,0.000,0.000,0.000,8,10,15,50,7652,0.029,0.25,0.0053,0.000,6,0.160,0.000,0.309,0.033,2.64,3.46,4.21,0.00,0.000,1.01,1.02,1.01,0.160,0.00157,123.42
250000,681,1.456,0.045,7.97,28603,27402,120,0,1091,9,398892.9,1.0,0.006,0.187,0.535,0.273,1712,10.60,3.81,0.01,0.19,0.01,0.13,0.02,0.21,10.57,3.84,0.00,0.00,0.000,0.007,63,0.164,0.990,0.000,0.000,0.010,20187,18154,5,0.366,0.000,0.007,22665,0.091,0.182,0.000,39.80,10203,0,0.115,0.000,0.000,237004,1.00,17.19,0.000,0.000,0.000,5,10,15,25,7220,0.028,0.30,0.0055,0.000,5,0.172,0.000,0.297,0.036,2.57,3.33,4.09,0.00,0.000,1.00,1.01,1.00,0.172,0.00167,123.22
260000,690,1.508,0.040,8.05,27179,26080,101,0,989,1,381029.1,0.1,0.008,0.195,0.532,0.266,1725,10.71,4.13,0.00,0.00,0.04,0.53,0.03,0.35,10.64,4.07,0.00,0.00,0.002,0.021,59,0.230,0.986,0.000,0.000,0.014,18370,15920,4,0.368,0.000,0.009,52590,0.091,0.157,0.000,38.00,9881,0,0.117,0.000,0.000,229424,1.00,17.00,0.000,0.000,0.000,5,10,15,51,7390,0.028,0.46,0.0052,0.000,3,0.166,0.000,0.282,0.032,2.50,3.36,4.15,0.00,0.000,1.00,1.00,1.00,0.166,0.00152,124.86
270000,715,1.479,0.037,8.13,29421,28164,122,0,1110,5,395732.5,0.5,0.009,0.194,0.525,0.273,1706,10.31,3.89,0.03,0.49,0.09,1.49,0.02,0.39,10.17,3.67,0.00,0.00,0.003,0.046,78,0.232,0.989,0.000,0.000,0.011,20315,16921,5,0.322,0.000,0.004,38316,0.094,0.163,0.000,39.48,10984,0,0.093,0.000,0.000,238182,1.01,17.05,0.000,0.000,0.000,6,9,15,42,7372,0.028,0.46,0.0054,0.000,1,0.166,0.000,0.291,0.032,2.57,3.37,4.19,0.00,0.000,1.00,1.01,1.01,0.166,0.00152,123.38
280000,726,1.498,0.033,8.13,29251,28071,131,0,1038,9,391307.0,0.4,0.010,0.190,0.518,0.283,1728,10.73,3.96,0.03,0.46,0.07,0.73,0.02,0.23,10.62,3.81,0.00,0.00,0.004,0.040,81,0.180,0.982,0.000,0.000,0.018,19975,15903,3,0.393,0.256,0.011,35114,0.096,0.103,0.000,39.03,10753,0,0.041,0.000,0.000,217678,1.01,16.91,0.000,0.000,0.000,7,10,15,60,7791,0.030,0.40,0.0051,0.000,10,0.156,0.000,0.300,0.034,2.63,3.41,4.27,0.00,0.000,1.00,1.01,1.01,0.156,0.00150,123.89
290000,698,1.467,0.036,8.20,30296,29108,124,0,1092,14,400547.2,1.1,0.009,0.198,0.502,0.291,1683,10.57,3.13,0.00,0.08,0.03,0.31,0.02,0.15,10.52,3.14,0.00,0.00,0.002,0.026,71,0.317,0.989,0.000,0.000,0.011,21145,19098,5,0.501,0.000,0.014,42328,0.089,0.136,0.000,39.97,11257,0,0.077,0.000,0.000,257402,1.00,17.11,0.000,0.000,0.000,8,9,14,27,7375,0.028,0.37,0.0055,0.000,1,0.174,0.000,0.294,0.038,2.48,3.44,4.06,0.00,0.000,1.00,1.00,1.01,0.174,0.00168,122.97
300000,723,1.472,0.038,8.57,30923,29562,124,0,1212,3,403061.1,0.1,0.009,0.179,0.501,0.312,1647,10.04,3.59,0.00,0.00,0.02,0.40,0.02,0.34,10.00,3.60,0.00,0.00,0.002,0.026,63,0.390,0.993,0.000,0.000,0.007,21597,19024,5,0.396,0.000,0.006,34075,0.090,0.159,0.001,40.24,11589,0,0.040,0.000,0.000,228593,1.00,17.41,0.000,0.000,0.000,6,9,14,37,7261,0.028,0.34,0.0056,0.000,0,0.166,0.000,0.288,0.035,2.54,3.34,3.98,0.00,0.000,1.00,1.00,1.00,0.166,0.00147,122.74
310000,739,1.369,0.034,8.58,30407,28957,143,0,1291,8,401988.8,1.3,0.011,0.188,0.503,0.297,1662,9.97,3.44,0.00,0.06,0.00,0.04,0.01,0.26,9.96,3.45,0.00,0.00,0.000,0.003,54,0.361,0.991,0.000,0.000,0.009,20641,17730,4,0.386,0.000,0.003,21937,0.099,0.125,0.000,40.12,11624,0,0.161,0.000,0.000,233025,1.00,17.62,0.000,0.000,0.000,6,9,14,39,7370,0.028,0.37,0.0055,0.001,5,0.162,0.000,0.288,0.029,2.42,3.30,3.89,0.00,0.000,1.00,1.00,1.00,0.162,0.00147,122.83
320000,732,1.476,0.035,8.44,30148,28729,113,0,1313,6,397527.1,0.6,0.009,0.191,0.491,0.309,1701,10.03,3.47,0.00,0.11,0.01,0.16,0.00,0.00,10.01,3.44,0.00,0.00,0.001,0.008,70,0.246,0.989,0.000,0.000,0.011,20205,16704,4,0.268,0.142,0.000,24667,0.088,0.080,0.000,39.71,11192,0,0.099,0.000,0.000,244758,1.00,17.57,0.000,0.000,0.000,6,9,14,35,7339,0.028,0.35,0.0054,0.016,6,0.170,0.000,0.292,0.030,2.49,3.27,3.96,0.00,0.000,1.00,1.00,1.00,0.170,0.00150,123.26
330000,742,1.458,0.039,7.84,30604,29493,145,0,956,8,395987.7,1.2,0.004,0.190,0.426,0.381,1696,9.38,3.31,0.08,1.20,0.03,0.29,0.02,0.14,9.25,3.02,0.00,0.00,0.002,0.020,66,0.280,0.987,0.000,0.000,0.013,21163,18464,4,0.491,0.000,0.015,101975,0.092,0.146,0.000,39.53,10810,0,0.152,0.000,0.000,252505,1.02,17.40,0.001,0.000,0.000,6,9,11,64,6957,0.027,0.35,0.0058,0.032,2,0.169,0.000,0.265,0.034,2.25,3.58,3.73,0.00,0.000,1.02,1.03,1.02,0.169,0.00142,123.43
340000,737,1.447,0.036,7.76,30255,29291,194,0,775,6,405957.3,1.0,0.003,0.191,0.390,0.417,1699,9.28,2.75,0.03,0.48,0.02,0.23,0.03,0.33,9.20,2.70,0.00,0.00,0.007,0.078,55,0.326,0.986,0.000,0.000,0.014,22020,19829,3,0.457,0.182,0.014,67881,0.090,0.125,0.000,40.50,9553,0,0.164,0.000,0.000,250068,1.01,17.45,0.000,0.000,0.000,6,9,11,40,6843,0.026,0.33,0.0060,0.041,3,0.162,0.000,0.244,0.042,2.21,3.66,3.63,0.00,0.000,1.00,1.01,1.01,0.162,0.00146,122.49
350000,734,1.420,0.032,7.91,30412,29594,156,0,665,0,405870.0,0.0,0.005,0.180,0.390,0.425,1695,9.33,2.54,0.02,0.66,0.03,0.30,0.03,0.46,9.24,2.55,0.00,0.00,0.006,0.069,51,0.360,0.988,0.000,0.000,0.012,21906,18553,3,0.542,0.000,0.007,59701,0.084,0.110,0.000,40.43,9439,0,0.000,0.000,0.000,213276,1.01,17.37,0.000,0.000,0.000,6,9,11,33,6848,0.026,0.35,0.0060,0.029,2,0.148,0.000,0.253,0.034,2.23,3.62,3.70,0.00,0.000,1.00,1.01,1.01,0.148,0.00141,122.54
360000,796,1.377,0.033,8.02,30135,29086,223,0,764,2,394242.4,0.3,0.004,0.170,0.400,0.426,1730,8.81,2.34,0.01,0.23,0.04,0.47,0.03,0.58,8.73,2.29,0.00,0.00,0.005,0.053,58,0.412,0.989,0.000,0.000,0.011,22558,19681,3,0.587,0.000,0.006,52320,0.093,0.090,0.000,39.30,9763,0,0.167,0.000,0.000,213247,1.00,17.93,0.000,0.000,0.000,7,9,11,44,7011,0.027,0.35,0.0057,0.011,4,0.160,0.000,0.264,0.029,2.05,3.70,3.36,0.00,0.000,1.01,1.01,1.00,0.160,0.00119,123.67
370000,839,1.367,0.034,8.07,33383,32292,285,0,763,7,415115.8,1.7,0.004,0.165,0.396,0.435,1629,8.37,2.39,0.04,0.88,0.05,0.68,0.01,0.21,8.27,2.22,0.00,0.07,0.004,0.041,54,0.390,0.988,0.000,0.000,0.012,24900,22426,3,0.489,0.000,0.004,66504,0.090,0.120,0.000,41.39,11124,0,0.249,0.000,0.000,228497,1.01,17.95,0.000,0.000,0.001,6,9,10,40,7023,0.027,0.29,0.0060,0.000,10,0.163,0.000,0.256,0.027,2.08,3.60,3.44,0.00,0.002,1.01,1.02,1.01,0.163,0.00110,121.63
380000,770,1.376,0.034,8.18,32256,31339,284,0,702,1,406918.0,0.0,0.004,0.170,0.390,0.436,1691,8.76,1.91,0.04,0.78,0.04,0.34,0.01,0.24,8.66,1.76,0.00,0.00,0.007,0.074,46,0.543,0.983,0.000,0.000,0.017,24842,22753,3,0.621,0.000,0.006,63156,0.098,0.131,0.000,40.55,10424,0,0.044,0.000,0.000,232281,1.01,17.84,0.000,0.000,0.000,6,9,10,28,6747,0.026,0.33,0.0061,0.003,5,0.164,0.000,0.260,0.032,2.07,3.76,3.34,0.00,0.000,1.01,1.01,1.01,0.164,0.00120,122.44
390000,823,1.374,0.033,8.20,32802,31715,274,0,760,4,409452.7,0.6,0.005,0.160,0.394,0.441,1658,8.32,2.25,0.08,0.93,0.03,0.57,0.02,0.18,8.19,2.12,0.00,0.00,0.002,0.029,54,0.509,0.991,0.000,0.000,0.009,24902,22870,2,0.605,0.288,0.012,71562,0.086,0.117,0.000,40.83,11161,0,0.142,0.000,0.000,217469,1.03,18.31,0.000,0.001,0.000,6,9,9,39,6846,0.026,0.36,0.0061,0.004,3,0.163,0.000,0.252,0.030,2.03,3.61,3.26,0.00,0.000,1.02,1.02,1.03,0.163,0.00107,122.13
400000,829,1.380,0.036,8.22,34305,33285,260,0,754,7,421116.6,1.1,0.005,0.165,0.375,0.455,1541,8.35,1.77,0.02,0.33,0.02,0.32,0.04,0.21,8.27,1.79,0.00,0.00,0.003,0.050,50,0.403,0.984,0.000,0.000,0.016,24806,22991,3,0.527,0.115,0.042,157474,0.088,0.176,0.000,42.02,12061,0,0.160,0.000,0.000,220894,1.01,18.37,0.000,0.000,0.000,6,9,10,22,6920,0.026,0.32,0.0061,0.001,1,0.154,0.000,0.243,0.029,2.06,3.53,3.30,0.00,0.000,1.01,1.01,1.01,0.154,0.00112,120.98
410000,817,1.380,0.038,8.31,34634,33566,257,0,823,15,415682.8,1.3,0.005,0.160,0.358,0.477,1605,8.72,2.40,0.06,0.73,0.01,0.28,0.03,0.32,8.62,2.36,0.00,0.00,0.001,0.023,55,0.509,0.979,0.000,0.000,0.021,25013,23013,2,0.654,0.088,0.015,116650,0.084,0.149,0.000,41.47,11840,0,0.086,0.000,0.000,234616,1.02,18.32,0.000,0.000,0.000,7,9,9,42,7125,0.027,0.34,0.0059,0.005,8,0.172,0.000,0.245,0.027,2.05,3.70,3.14,0.00,0.000,1.02,1.02,1.02,0.172,0.00110,121.51
420000,806,1.373,0.039,8.32,34776,33810,217,0,760,15,418907.3,2.7,0.005,0.161,0.346,0.489,1596,8.60,2.86,0.02,0.34,0.02,0.21,0.03,0.20,8.53,2.89,0.00,0.00,0.003,0.045,61,0.431,0.990,0.000,0.000,0.010,24797,22882,3,0.700,0.007,0.021,88862,0.094,0.137,0.000,41.78,11431,0,0.177,0.000,0.000,215524,1.01,18.19,0.001,0.000,0.000,7,9,9,64,6929,0.026,0.30,0.0061,0.011,4,0.157,0.000,0.246,0.026,2.09,3.70,3.22,0.00,0.000,1.01,1.01,1.01,0.157,0.00117,121.23
