step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded
140000,1142,1.481,0.076,8.70,102616,95303,1132,0,6196,14,673445.4,1.8,0.168,0.195,0.584,0.053,724,8.63,3.40,0.03,0.42,0.02,0.25,0.00,0.09,8.58,3.39,0.00,0.00,0.002,0.037,169,0.180,0.933,0.000,0.000,0.067,162447,161594,3,0.852,0.000,0.001,47735,0.185,0.511,0.005,67.53,45751,0,0.131,0.000,0.000,2254379,1.01,16.83,0.000,0.000,0.000,5,9,11,36,9854,0.038,10.67,0.0069,0.011,10,0.815,0.000,0.646,0.377,5.11,7.14,7.04,0.00,0.001,1.01,1.01,1.02,0.815,0.00033,85.24
150000,1095,1.501,0.078,8.41,100801,93367,1178,0,6303,3,675363.6,0.4,0.170,0.167,0.601,0.062,699,9.26,4.27,0.04,0.47,0.00,0.00,0.11,2.10,9.12,3.67,0.00,0.00,0.000,0.000,168,0.208,0.928,0.000,0.000,0.072,159318,158108,3,0.922,0.000,0.007,38170,0.197,0.515,0.005,67.68,44046,0,0.148,0.000,0.000,2133172,1.01,16.06,0.001,0.000,0.000,5,10,12,64,10145,0.039,9.89,0.0068,0.009,16,0.823,0.000,0.667,0.375,5.40,7.46,7.44,0.00,0.000,1.02,1.02,1.01,0.823,0.00030,85.87
160000,1117,1.473,0.076,8.14,99234,91616,1100,0,6496,2,680874.5,0.3,0.175,0.150,0.604,0.071,698,8.91,3.53,0.04,0.48,0.00,0.00,0.03,0.94,8.84,3.42,0.00,0.00,0.000,0.000,182,0.173,0.920,0.000,0.000,0.080,157489,156810,2,0.931,0.000,0.003,34651,0.190,0.523,0.005,68.25,43544,0,0.139,0.000,0.000,1773531,1.02,16.13,0.000,0.000,0.000,5,9,13,38,9949,0.038,8.59,0.0069,0.000,28,0.770,0.000,0.668,0.379,5.26,7.53,7.22,0.00,0.000,1.02,1.02,1.03,0.770,0.00035,86.60
170000,1152,1.422,0.079,7.89,102972,95080,1220,0,6637,0,681335.2,0.0,0.171,0.123,0.616,0.090,709,8.50,4.07,0.04,0.88,0.01,0.30,0.03,0.44,8.43,3.84,0.00,0.00,0.001,0.030,161,0.179,0.900,0.000,0.000,0.100,160998,160424,2,0.944,0.021,0.007,48504,0.186,0.544,0.005,68.31,45319,0,0.000,0.000,0.000,1390660,1.01,16.71,0.000,0.000,0.000,4,8,12,46,9797,0.037,10.17,0.0070,0.000,34,0.770,0.000,0.683,0.369,5.08,7.51,7.03,0.00,0.000,1.01,1.01,1.01,0.770,0.00028,84.96
180000,1052,1.464,0.076,7.73,100655,92861,1140,0,6754,5,651779.1,0.6,0.236,0.108,0.564,0.091,724,8.33,3.33,0.03,0.36,0.01,0.22,0.01,0.15,8.28,3.29,0.00,0.00,0.002,0.032,151,0.163,0.922,0.000,0.000,0.078,167909,166603,3,0.931,0.000,0.004,42507,0.164,0.523,0.005,65.25,49330,0,0.122,0.000,0.000,1221156,1.01,17.03,0.000,0.001,0.000,5,8,11,30,8758,0.033,9.02,0.0075,0.000,33,0.786,0.000,0.672,0.406,5.23,7.54,7.43,0.00,0.000,1.01,1.01,1.01,0.786,0.00023,89.16
190000,1150,1.445,0.078,7.77,100571,92636,1148,0,6689,82,660401.1,15.6,0.222,0.131,0.550,0.097,728,8.54,3.31,0.01,0.24,0.01,0.18,0.03,0.40,8.49,3.29,0.00,0.00,0.001,0.016,154,0.212,0.933,0.000,0.000,0.067,164699,163735,1,1.000,0.000,0.006,44094,0.161,0.529,0.005,66.18,44950,0,0.191,0.000,0.000,1623393,1.01,16.60,0.000,0.000,0.000,5,8,11,39,9820,0.037,11.50,0.0068,0.038,1,0.810,0.000,0.648,0.396,5.37,7.57,7.75,0.00,0.000,1.00,1.01,1.02,0.810,0.00023,85.77
200000,1095,1.483,0.077,7.58,92566,86206,1163,0,5252,0,667279.4,0.0,0.174,0.193,0.573,0.060,760,8.55,3.38,0.01,0.24,0.02,0.35,0.05,0.92,8.47,3.10,0.00,0.00,0.001,0.026,140,0.262,0.941,0.000,0.000,0.059,157140,156927,1,1.000,0.000,0.005,22970,0.202,0.494,0.005,66.91,35571,0,0.000,0.000,0.000,2814146,1.01,16.40,0.000,0.000,0.000,5,8,12,53,9361,0.036,11.43,0.0072,0.063,1,0.834,0.000,0.620,0.420,5.33,7.72,7.73,0.00,0.000,1.01,1.01,1.01,0.834,0.00032,85.10
210000,1123,1.510,0.074,7.51,92701,86058,1214,0,5401,2,670916.8,0.0,0.188,0.203,0.557,0.052,737,8.51,3.66,0.00,0.09,0.02,0.24,0.01,0.24,8.49,3.55,0.00,0.00,0.001,0.016,140,0.175,0.933,0.000,0.000,0.067,156822,156641,1,0.992,0.008,0.001,28959,0.195,0.483,0.004,67.24,40558,0,0.000,0.000,0.000,3125158,1.00,16.53,0.000,0.000,0.000,5,8,12,62,9557,0.036,10.77,0.0070,0.043,1,0.844,0.000,0.643,0.418,5.29,7.64,7.70,0.00,0.000,1.00,1.00,1.00,0.844,0.00031,85.43
220000,1154,1.467,0.076,7.47,95185,88969,1152,0,5033,0,676831.4,0.0,0.217,0.192,0.540,0.051,733,8.26,3.29,0.02,0.58,0.00,0.07,0.05,0.79,8.19,3.08,0.00,0.00,0.001,0.030,140,0.232,0.928,0.000,0.000,0.072,155867,155679,1,0.984,0.016,0.006,30504,0.201,0.491,0.004,67.86,40541,0,0.000,0.000,0.000,2935514,1.01,16.60,0.000,0.000,0.000,5,8,12,47,9536,0.036,7.99,0.0072,0.022,6,0.843,0.000,0.641,0.398,5.23,7.71,7.73,0.00,0.000,1.00,1.01,1.01,0.843,0.00028,87.59
230000,1173,1.412,0.063,7.33,102802,96266,1174,0,5343,0,674849.1,0.0,0.203,0.163,0.585,0.050,726,8.29,3.49,0.02,0.40,0.02,0.48,0.04,0.75,8.20,3.39,0.00,0.00,0.001,0.020,149,0.327,0.918,0.000,0.000,0.082,162779,162614,1,1.000,0.000,0.005,34176,0.178,0.427,0.003,67.63,40746,0,0.000,0.000,0.000,2431341,1.00,16.74,0.000,0.000,0.000,5,8,11,47,9720,0.037,8.22,0.0070,0.000,14,0.848,0.000,0.619,0.375,5.32,7.71,7.86,0.00,0.000,1.00,1.01,1.01,0.848,0.00022,87.58
240000,1175,1.456,0.066,6.73,103919,97269,1270,0,5378,0,674960.6,0.0,0.188,0.168,0.605,0.040,715,7.68,2.63,0.00,0.05,0.00,0.07,0.00,0.03,7.67,2.63,0.00,0.00,0.000,0.008,128,0.419,0.920,0.000,0.000,0.080,158309,158144,1,1.000,0.000,0.001,30654,0.173,0.450,0.004,67.58,37078,0,0.000,0.000,0.000,2654348,1.00,17.36,0.000,0.000,0.000,5,8,10,26,9021,0.034,5.36,0.0075,0.000,18,0.856,0.000,0.580,0.351,5.20,7.71,7.82,0.00,0.000,1.00,1.00,1.00,0.856,0.00022,90.50
250000,1167,1.443,0.071,7.01,108210,101356,1210,0,5652,2,681931.1,0.4,0.166,0.147,0.603,0.084,728,8.06,2.80,0.01,0.13,0.01,0.18,0.00,0.07,8.04,2.81,0.00,0.00,0.002,0.037,131,0.514,0.924,0.000,0.000,0.076,163247,163076,1,1.000,0.000,0.002,29780,0.191,0.484,0.004,68.21,36738,0,0.222,0.000,0.000,2076841,1.01,16.55,0.000,0.000,0.000,5,8,11,26,9408,0.036,9.26,0.0073,0.000,20,0.830,0.000,0.602,0.345,5.03,7.45,7.08,0.00,0.000,1.00,1.01,1.01,0.830,0.00023,85.96
260000,1234,1.417,0.068,7.12,110153,102901,1221,0,5964,0,680338.3,0.0,0.163,0.137,0.586,0.114,755,7.61,2.78,0.01,0.27,0.00,0.00,0.00,0.10,7.59,2.77,0.00,0.00,0.000,0.000,139,0.458,0.922,0.000,0.000,0.078,164421,164236,1,0.835,0.165,0.002,34694,0.152,0.464,0.004,68.27,37574,0,0.000,0.000,0.000,1783869,1.00,17.16,0.000,0.000,0.000,4,8,10,29,9387,0.036,10.09,0.0073,0.000,19,0.825,0.000,0.643,0.337,4.81,7.12,7.05,0.00,0.000,1.00,1.00,1.00,0.825,0.00021,85.08
270000,1144,1.403,0.065,6.88,111523,104221,1225,0,6167,2,672253.3,0.6,0.171,0.129,0.592,0.108,761,8.01,2.76,0.01,0.19,0.00,0.08,0.01,0.38,7.98,2.78,0.00,0.00,0.001,0.031,127,0.465,0.913,0.000,0.000,0.087,168327,168251,2,0.909,0.000,0.001,23967,0.192,0.459,0.004,67.28,39751,0,0.323,0.000,0.000,1655653,1.01,16.78,0.000,0.000,0.000,5,8,11,31,9158,0.035,10.48,0.0074,0.000,29,0.822,0.000,0.656,0.344,5.01,7.22,7.17,0.00,0.000,1.01,1.01,1.02,0.822,0.00021,85.67
280000,1140,1.430,0.064,7.42,109005,101962,1237,0,5810,0,670589.1,0.0,0.168,0.124,0.613,0.095,755,8.13,2.79,0.01,0.26,0.01,0.15,0.01,0.13,8.10,2.74,0.00,0.00,0.001,0.013,142,0.476,0.918,0.000,0.000,0.082,167960,167853,3,0.869,0.000,0.004,33341,0.178,0.449,0.004,67.14,42408,0,0.000,0.000,0.000,1484203,1.00,16.39,0.000,0.000,0.000,6,8,11,30,9273,0.035,10.97,0.0073,0.000,26,0.800,0.000,0.655,0.357,5.01,7.18,7.34,0.00,0.001,1.00,1.00,1.00,0.800,0.00022,85.32
290000,1198,1.433,0.069,7.53,109864,102788,1210,0,5808,2,679005.2,0.3,0.158,0.123,0.607,0.111,721,7.86,3.09,0.02,0.38,0.02,0.30,0.00,0.00,7.82,3.08,0.00,0.00,0.002,0.034,137,0.393,0.928,0.000,0.000,0.072,166527,165763,3,0.866,0.000,0.000,34975,0.197,0.463,0.004,68.17,43838,0,0.135,0.000,0.000,1498243,1.01,17.09,0.000,0.000,0.000,5,8,10,32,9415,0.036,11.51,0.0072,0.003,11,0.790,0.000,0.656,0.348,4.91,7.16,7.21,0.01,0.002,1.01,1.01,1.01,0.790,0.00022,83.76
300000,1208,1.407,0.069,6.97,109872,103071,1150,0,5641,0,686424.9,0.0,0.147,0.126,0.632,0.095,715,7.76,3.02,0.01,0.13,0.00,0.03,0.00,0.12,7.74,2.99,0.00,0.00,0.000,0.004,121,0.432,0.916,0.000,0.000,0.084,161747,161150,2,0.911,0.000,0.002,31949,0.176,0.446,0.004,68.87,40894,0,0.000,0.000,0.000,1570897,1.00,17.17,0.000,0.000,0.000,4,8,10,38,9370,0.036,9.79,0.0073,0.031,13,0.777,0.000,0.644,0.329,5.00,7.24,7.24,0.00,0.000,1.00,1.00,1.00,0.777,0.00025,84.78
310000,1241,1.416,0.064,7.11,109802,102929,1243,0,5597,0,685045.2,0.0,0.162,0.148,0.609,0.081,721,7.63,2.80,0.02,0.44,0.00,0.05,0.00,0.10,7.61,2.74,0.00,0.00,0.000,0.005,135,0.353,0.922,0.000,0.000,0.078,162189,161927,1,1.000,0.000,0.003,30275,0.152,0.438,0.003,68.70,38378,0,0.000,0.000,0.000,2102973,1.00,17.22,0.000,0.000,0.000,4,8,10,29,9469,0.036,9.83,0.0073,0.003,28,0.814,0.000,0.612,0.332,4.86,7.05,7.37,0.00,0.000,1.00,1.01,1.01,0.814,0.00024,84.91
320000,1009,1.420,0.065,6.41,104197,97514,1202,0,5713,3,659020.3,0.4,0.137,0.149,0.604,0.109,756,7.72,2.94,0.01,0.18,0.01,0.14,0.00,0.00,7.71,2.96,0.00,0.00,0.002,0.038,140,0.369,0.923,0.000,0.000,0.077,164490,164368,1,1.000,0.000,0.000,28199,0.159,0.455,0.004,65.94,40882,0,0.143,0.000,0.000,2139598,1.00,17.27,0.000,0.000,0.000,4,8,12,32,7793,0.030,9.11,0.0085,0.000,20,0.849,0.000,0.640,0.373,5.00,7.14,7.56,0.00,0.000,1.00,1.01,1.01,0.849,0.00022,88.39
330000,1085,1.433,0.062,6.54,96078,89079,1119,0,5804,0,622142.4,0.0,0.128,0.104,0.651,0.117,820,7.90,3.20,0.01,0.27,0.01,0.13,0.01,0.13,7.88,3.10,0.00,0.00,0.001,0.031,141,0.296,0.923,0.000,0.000,0.077,168440,168311,1,1.000,0.000,0.004,18985,0.183,0.434,0.003,62.30,42733,0,0.000,0.000,0.000,1298581,1.00,17.17,0.000,0.000,0.000,4,8,12,46,8572,0.033,10.52,0.0073,0.000,20,0.820,0.000,0.629,0.435,5.00,7.30,7.67,0.00,0.000,1.00,1.00,1.00,0.820,0.00017,90.62
340000,1105,1.482,0.066,6.54,107753,100856,1233,0,5644,0,661099.2,0.0,0.106,0.105,0.687,0.102,740,8.74,3.20,0.04,0.38,0.01,0.15,0.02,0.48,8.67,3.17,0.00,0.00,0.001,0.030,166,0.226,0.923,0.000,0.000,0.077,163585,163394,1,0.956,0.044,0.004,35829,0.154,0.464,0.004,66.24,42326,0,0.000,0.000,0.000,1373512,1.01,16.46,0.000,0.000,0.000,5,9,12,32,9658,0.037,10.30,0.0069,0.000,11,0.776,0.000,0.540,0.351,5.26,7.38,7.47,0.00,0.000,1.01,1.04,1.01,0.776,0.00021,86.90
350000,1124,1.462,0.062,6.89,103929,97262,1109,0,5539,0,678225.6,0.0,0.115,0.141,0.671,0.073,706,8.67,2.83,0.01,0.10,0.01,0.20,0.02,0.43,8.64,2.83,0.00,0.00,0.002,0.036,182,0.198,0.934,0.000,0.000,0.066,155735,155306,2,0.942,0.000,0.004,49659,0.148,0.457,0.004,68.03,45754,0,0.000,0.000,0.000,1542619,1.00,16.23,0.000,0.000,0.000,6,9,11,27,9749,0.037,10.30,0.0070,0.022,9,0.699,0.000,0.544,0.347,5.15,7.20,7.51,0.00,0.000,1.00,1.00,1.00,0.699,0.00039,85.10
360000,1146,1.415,0.054,6.80,95952,89148,1041,0,5741,0,670045.7,0.0,0.112,0.184,0.630,0.073,756,8.68,3.02,0.00,0.07,0.00,0.09,0.02,0.50,8.66,2.99,0.00,0.00,0.000,0.003,175,0.241,0.958,0.000,0.000,0.042,150883,150074,2,0.943,0.000,0.003,50495,0.139,0.431,0.003,67.16,40694,0,0.000,0.000,0.000,2185485,1.00,16.43,0.000,0.000,0.000,6,9,11,39,9952,0.038,10.42,0.0068,0.035,10,0.724,0.000,0.616,0.378,5.20,7.34,7.41,0.00,0.000,1.00,1.00,1.00,0.724,0.00044,85.86
370000,1126,1.490,0.061,6.76,98789,92173,1111,0,5525,0,669752.3,0.0,0.088,0.184,0.643,0.085,740,8.87,3.06,0.01,0.24,0.02,0.33,0.01,0.35,8.82,3.04,0.00,0.00,0.002,0.029,176,0.162,0.940,0.000,0.000,0.060,154169,153771,2,0.932,0.000,0.002,37080,0.163,0.456,0.003,67.23,40506,0,0.000,0.000,0.000,2100713,1.00,16.52,0.000,0.000,0.000,5,9,11,41,9983,0.038,8.97,0.0067,0.019,16,0.724,0.000,0.588,0.372,5.32,7.51,7.37,0.01,0.001,1.00,1.01,1.00,0.724,0.00045,87.24
380000,1156,1.426,0.059,6.61,99404,92940,1082,0,5352,0,670869.0,0.0,0.089,0.185,0.632,0.094,729,8.58,3.51,0.00,0.15,0.01,0.33,0.01,0.18,8.55,3.51,0.00,0.00,0.002,0.035,162,0.184,0.941,0.000,0.000,0.059,153888,153685,2,0.997,0.000,0.003,38119,0.169,0.428,0.003,67.22,42410,0,0.000,0.000,0.000,2201997,1.00,16.69,0.000,0.000,0.000,5,9,11,40,9921,0.038,8.93,0.0068,0.033,12,0.753,0.000,0.589,0.367,5.30,7.76,7.69,0.00,0.000,1.00,1.00,1.00,0.753,0.00043,87.29
390000,1119,1.495,0.054,6.70,98430,92457,1065,0,4945,3,677801.4,0.6,0.113,0.216,0.604,0.067,698,8.89,3.03,0.02,0.31,0.00,0.03,0.02,0.51,8.85,3.04,0.00,0.00,0.000,0.007,137,0.136,0.915,0.000,0.000,0.085,153774,153658,1,1.000,0.000,0.002,40063,0.152,0.436,0.003,67.92,40298,0,0.184,0.000,0.000,2860907,1.01,16.80,0.000,0.000,0.000,5,9,11,26,9943,0.038,7.65,0.0068,0.000,32,0.796,0.000,0.569,0.372,5.56,7.72,7.78,0.00,0.000,1.00,1.01,1.01,0.796,0.00043,87.87
400000,1140,1.458,0.053,6.71,96687,90782,976,0,4908,2,680201.1,0.2,0.124,0.217,0.584,0.075,709,8.88,2.96,0.00,0.09,0.00,0.10,0.01,0.15,8.86,2.96,0.00,0.00,0.000,0.004,138,0.175,0.924,0.000,0.000,0.076,155477,155424,1,1.000,0.000,0.004,47797,0.155,0.433,0.003,68.19,41401,0,0.118,0.000,0.000,2460053,1.00,17.01,0.000,0.000,0.000,5,9,11,35,10121,0.039,8.05,0.0067,0.000,17,0.761,0.000,0.589,0.390,5.48,7.62,7.78,0.00,0.000,1.00,1.00,1.00,0.761,0.00049,87.20
410000,1129,1.506,0.061,6.81,99250,93151,969,0,5141,2,680422.1,0.0,0.117,0.211,0.594,0.078,707,8.78,3.18,0.00,0.03,0.00,0.03,0.02,0.33,8.77,3.15,0.00,0.00,0.000,0.002,155,0.205,0.943,0.000,0.000,0.057,154801,154721,1,1.000,0.000,0.004,67486,0.130,0.427,0.003,68.20,41779,0,0.000,0.000,0.000,2441219,1.00,16.78,0.000,0.000,0.000,5,9,11,26,9918,0.038,8.03,0.0069,0.000,17,0.760,0.000,0.574,0.371,5.39,7.73,7.44,0.00,0.000,1.00,1.00,1.00,0.760,0.00048,87.22
420000,1153,1.450,0.046,6.72,101714,95633,1039,0,5018,0,681411.3,0.0,0.120,0.201,0.618,0.061,676,8.72,2.62,0.03,0.45,0.01,0.12,0.00,0.04,8.69,2.64,0.00,0.00,0.000,0.009,116,0.195,0.930,0.000,0.000,0.070,155028,154673,2,0.925,0.000,0.002,37872,0.153,0.396,0.003,68.19,40986,0,0.000,0.000,0.000,2278897,1.01,17.05,0.000,0.000,0.000,6,9,11,24,10058,0.038,9.00,0.0068,0.000,20,0.751,0.000,0.574,0.355,5.60,7.78,7.88,0.00,0.000,1.01,1.01,1.01,0.751,0.00048,86.25
