step,event,lineage,other,size
5000,birth,1,0,226
6000,split,6,1,256
6000,split,7,1,234
9000,split,11,6,141
9000,split,13,7,11
11000,extinct,13,0,6
15000,split,18,7,19
17000,extinct,18,0,19
24000,extinct,7,0,6
34000,split,23,1,75
49000,split,25,23,34
53000,extinct,6,0,6
72000,extinct,25,0,7
80000,split,30,23,25
83000,extinct,30,0,5
86000,split,34,1,83
91000,split,35,23,36
92000,extinct,34,0,11
133000,split,59,1,99
137000,merge,59,1,86
144000,extinct,35,0,15
147000,split,68,23,9
149000,extinct,68,0,11
151000,split,71,1,153
155000,merge,71,1,145
158000,extinct,23,0,11
169000,split,75,1,12
175000,extinct,75,0,5
204000,split,89,1,11
206000,extinct,89,0,11
222000,split,91,1,7
224000,extinct,91,0,7
344000,split,110,1,33
348000,extinct,110,0,22
440000,split,131,1,10
442000,extinct,131,0,10
443000,split,133,11,117
444000,split,134,1,31
445000,merge,133,11,131
449000,extinct,134,0,5
464000,split,142,11,121
471000,merge,11,142,134
484000,split,146,142,132
487000,merge,146,142,126
492000,split,147,142,106
493000,merge,147,142,106
498000,split,148,142,128
501000,merge,142,148,120
515000,split,154,148,119
519000,merge,154,148,91
535000,split,157,148,128
537000,merge,148,157,138
543000,split,161,157,122
562000,split,167,1,16
577000,split,171,1,12
584000,extinct,167,0,8
586000,extinct,171,0,6
608000,split,178,1,23
610000,extinct,178,0,9
615000,merge,157,161,125
620000,split,183,161,57
627000,split,186,1,402
631000,merge,161,183,72
636000,split,188,183,75
646000,split,190,186,48
649000,extinct,190,0,7
652000,extinct,186,0,269
656000,split,191,1,344
679000,merge,188,183,32
682000,split,200,1,12
686000,extinct,200,0,5
691000,merge,1,191,307
696000,split,205,191,336
702000,split,210,191,32
718000,split,216,183,71
725000,merge,216,183,79
732000,extinct,210,0,6
741000,split,228,205,41
765000,extinct,228,0,9
767000,split,235,183,79
769000,merge,235,183,61
774000,split,236,183,78
783000,merge,236,183,92
785000,split,238,191,24
790000,extinct,238,0,20
796000,split,242,183,57
822000,split,245,205,142
829000,extinct,205,0,9
834000,split,247,191,10
834000,extinct,183,0,9
838000,extinct,245,0,6
842000,extinct,247,0,10
850000,split,250,191,43
865000,merge,250,191,30
866000,split,255,191,14
869000,extinct,255,0,6
874000,split,261,191,31
879000,split,262,191,56
879000,split,264,191,36
880000,extinct,261,0,5
880000,merge,264,191,36
883000,extinct,262,0,32
885000,split,267,191,56
897000,split,273,191,48
899000,merge,273,191,42
900000,split,277,191,211
902000,merge,277,191,216
908000,split,281,191,30
911000,extinct,281,0,5
920000,split,297,191,365
921000,extinct,242,0,30
926000,split,303,297,143
927000,split,304,297,59
929000,extinct,304,0,59
933000,split,308,297,27
935000,merge,308,297,19
936000,merge,191,297,193
944000,split,314,297,46
947000,extinct,267,0,10
951000,split,326,297,187
951000,extinct,314,0,9
952000,split,327,297,16
956000,split,332,297,16
958000,extinct,327,0,7
972000,split,340,326,11
973000,split,342,297,10
974000,extinct,340,0,11
976000,extinct,326,0,17
976000,extinct,342,0,8
979000,split,344,297,28
983000,extinct,332,0,7
986000,extinct,344,0,8
997000,split,349,303,46
997000,split,350,303,72
998000,split,352,303,32
