step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,775,0.5935,6714.2,533,312,303,160,12,4,12,21464,23513,27032,0,0,0,1.000,1.000,1.000,227,77,5,0.7325,0.0444,0.8158,0.0251
2000,2030,0.4409,18457.4,378,720,734,576,65,44,61,24106,24937,27661,0,0,0,1.000,1.000,1.000,545,191,20,0.4673,0.0908,0.5946,0.0429
3000,2753,0.4450,28832.8,408,959,966,828,74,81,86,22636,22979,24400,0,0,0,1.000,1.000,1.000,741,219,20,0.3896,0.1130,0.5062,0.0518
4000,2978,0.4637,32099.2,472,1122,1022,834,101,87,90,21579,21800,23927,0,0,0,1.000,1.000,1.000,868,218,16,0.3848,0.1352,0.5035,0.0518
5000,3060,0.4647,34651.9,514,1033,1139,888,91,89,100,20231,21286,22656,0,0,0,1.000,1.000,1.000,784,263,23,0.3807,0.1216,0.4980,0.0506
6000,3191,0.4626,34372.2,526,1113,1142,936,90,95,92,20770,20589,21586,0,0,0,1.000,1.000,1.000,876,265,29,0.3846,0.1182,0.4997,0.0516
7000,3327,0.4409,34121.5,509,1180,1167,980,79,120,104,21571,20589,21622,0,0,0,1.000,1.000,1.000,915,275,28,0.3898,0.1158,0.5116,0.0512
8000,3544,0.4038,28998.0,412,1348,1197,999,107,124,117,21270,20818,23027,0,0,0,1.000,1.000,1.000,1058,284,28,0.4340,0.1045,0.5825,0.0473
9000,3610,0.4000,26101.7,364,1340,1219,1051,142,149,190,20926,21856,24318,0,0,0,1.000,1.000,1.000,1018,288,31,0.4771,0.0890,0.6210,0.0440
10000,3219,0.4334,24320.7,392,1246,1083,890,112,112,135,22148,23085,25521,0,0,0,1.000,1.000,1.000,993,290,31,0.4771,0.0927,0.6241,0.0419
11000,2775,0.4187,21544.6,396,1217,895,663,112,120,121,23399,25271,27470,0,0,0,1.000,1.000,1.000,975,222,18,0.4639,0.0988,0.6470,0.0421
12000,2159,0.4502,18747.1,453,999,717,443,85,123,115,26128,30188,32324,0,0,0,1.000,1.000,1.000,786,181,12,0.4050,0.1273,0.6626,0.0518
13000,1426,0.5049,13039.3,552,790,348,288,61,95,79,28601,34246,36911,0,0,0,1.000,1.000,1.000,640,59,0,0.3443,0.1427,0.7066,0.0563
14000,1006,0.5477,9958.9,582,695,202,109,40,79,40,29971,37519,40896,0,0,0,1.000,1.000,1.000,575,48,0,0.2003,0.1864,0.7036,0.0683
15000,829,0.4946,7729.2,539,630,149,50,30,76,34,30655,39847,43875,0,0,0,1.000,1.000,1.000,537,34,1,0.1500,0.2122,0.6592,0.0833
16000,684,0.4766,6008.4,504,535,127,22,20,84,21,29624,40049,44961,0,0,0,1.000,1.000,1.000,455,36,0,0.1907,0.1973,0.7496,0.0752
17000,985,0.4345,9240.0,461,769,161,55,26,83,46,27437,37265,43226,0,0,0,1.000,1.000,1.000,627,35,1,0.3259,0.1416,0.7911,0.0647
18000,1664,0.4339,16023.0,457,881,439,344,55,108,104,26112,34925,41826,0,0,0,1.000,1.000,1.000,728,105,10,0.2532,0.1550,0.6686,0.0757
19000,2248,0.3870,17983.4,411,1085,681,482,88,139,138,23703,31336,38855,0,0,0,1.000,1.000,1.000,878,147,21,0.3511,0.1307,0.6666,0.0600
20000,3067,0.3883,21986.1,355,1326,992,749,137,139,163,21355,26888,34260,0,0,0,1.000,1.000,1.000,1052,236,20,0.4052,0.1077,0.6262,0.0521
21000,3550,0.4237,25042.1,345,1411,1187,952,142,140,190,19339,24092,31021,0,0,0,1.000,1.000,1.000,1096,291,33,0.4454,0.0957,0.6100,0.0447
22000,4183,0.3930,26754.6,318,1562,1446,1175,179,195,192,18435,22809,28318,0,0,0,1.000,1.000,1.000,1219,339,40,0.4411,0.1065,0.6067,0.0444
23000,4393,0.4357,29913.3,342,1593,1513,1287,159,162,152,17403,20946,25877,0,0,0,1.000,1.000,1.000,1239,355,19,0.4396,0.1167,0.5654,0.0426
24000,4277,0.4166,30392.5,377,1630,1458,1189,166,146,153,16660,20028,24999,0,0,0,1.000,1.000,1.000,1258,365,35,0.4619,0.1056,0.5859,0.0430
25000,4360,0.4206,31736.3,377,1610,1486,1264,132,164,146,17868,20915,24798,0,0,0,1.000,1.000,1.000,1266,321,30,0.4199,0.1192,0.5605,0.0468
26000,4142,0.4165,31156.0,391,1480,1346,1316,152,143,141,19038,21073,25341,0,0,0,1.000,1.000,1.000,1148,314,35,0.4067,0.1244,0.5529,0.0484
27000,3835,0.4548,31938.6,429,1366,1342,1127,131,135,129,20074,21986,26463,0,0,0,1.000,1.000,1.000,1034,298,33,0.3751,0.1278,0.5346,0.0522
28000,3760,0.4476,29682.6,439,1420,1333,1007,167,128,133,21596,23725,27625,0,0,0,1.000,1.000,1.000,1095,292,32,0.3661,0.1437,0.5486,0.0529
29000,3483,0.4399,28391.9,427,1311,1218,954,130,129,146,22177,24973,29678,0,0,0,1.000,1.000,1.000,1030,278,22,0.3571,0.1368,0.5628,0.0563
30000,3058,0.4555,24558.0,434,1233,1046,779,106,155,121,24665,27299,31586,0,0,0,1.000,1.000,1.000,977,249,16,0.3514,0.1226,0.5964,0.0568
31000,2618,0.4637,21067.2,438,1111,839,668,83,118,110,26430,30463,34704,0,0,0,1.000,1.000,1.000,874,201,22,0.3071,0.1476,0.6138,0.0630
32000,1868,0.4599,16392.7,485,906,571,391,86,89,99,27882,32886,37276,0,0,0,1.000,1.000,1.000,711,146,16,0.3240,0.1310,0.6640,0.0631
33000,1434,0.5042,12606.7,501,813,360,261,53,89,68,29315,36141,40692,0,0,0,1.000,1.000,1.000,676,104,6,0.2560,0.1812,0.7031,0.0724
34000,987,0.4873,8915.0,515,663,212,112,37,94,51,30298,38760,43551,0,0,0,1.000,1.000,1.000,554,37,4,0.1551,0.2230,0.7096,0.0809
35000,797,0.4617,7051.9,500,635,140,22,27,70,18,30575,40389,45676,0,0,0,1.000,1.000,1.000,539,38,0,0.1188,0.3061,0.6324,0.0908
36000,700,0.4343,7040.6,489,607,88,5,23,57,3,29590,40331,46302,0,0,0,1.000,1.000,1.000,505,29,0,0.1372,0.2846,0.7308,0.0873
37000,880,0.4205,9543.4,506,645,191,44,22,89,36,27408,37791,44641,0,0,0,1.000,1.000,1.000,538,41,1,0.2813,0.1673,0.7963,0.0714
38000,1646,0.3894,15014.7,438,789,486,371,61,129,98,24566,33820,41486,0,0,0,1.000,1.000,1.000,656,133,20,0.3256,0.1314,0.6659,0.0636
39000,2146,0.4464,18067.3,398,984,711,451,77,139,118,23449,31028,39308,0,0,0,1.000,1.000,1.000,805,188,18,0.3691,0.1118,0.6569,0.0576
40000,2897,0.4184,22703.5,381,1141,990,766,95,125,139,22035,28192,35694,0,0,0,1.000,1.000,1.000,904,243,23,0.3555,0.1358,0.5955,0.0567
41000,3519,0.4405,26600.0,370,1342,1216,961,125,122,131,21496,25657,32969,0,0,0,1.000,1.000,1.000,1057,275,33,0.3443,0.1480,0.5521,0.0570
42000,3811,0.4316,27879.3,367,1395,1358,1058,117,141,139,21021,23742,30536,0,0,0,1.000,1.000,1.000,1078,310,39,0.3653,0.1367,0.5568,0.0522
43000,4071,0.4227,28954.4,352,1467,1500,1104,151,140,149,21503,23102,28449,0,0,0,1.000,1.000,1.000,1104,341,33,0.3596,0.1465,0.5403,0.0516
44000,4278,0.4547,30375.5,359,1519,1510,1249,133,145,145,22476,22728,26994,0,0,0,1.000,1.000,1.000,1173,349,41,0.3455,0.1467,0.5203,0.0543
45000,4334,0.4183,30271.9,351,1494,1487,1353,137,137,140,22434,22804,26572,0,0,0,1.000,1.000,1.000,1153,363,36,0.3566,0.1354,0.5345,0.0553
46000,4265,0.4450,29436.9,350,1456,1608,1201,155,134,135,23224,22776,26063,0,0,0,1.000,1.000,1.000,1119,402,53,0.3764,0.1303,0.5507,0.0511
47000,4198,0.4223,27772.6,343,1485,1498,1215,159,142,155,23099,22679,25471,0,0,0,1.000,1.000,1.000,1152,362,43,0.4240,0.1054,0.5781,0.0474
48000,4292,0.4222,28704.7,336,1506,1542,1244,134,131,156,23696,24373,26807,0,0,0,1.000,1.000,1.000,1183,413,40,0.3525,0.1460,0.5468,0.0543
49000,3738,0.4264,26345.6,352,1414,1279,1045,118,121,122,25537,25928,28253,0,0,0,1.000,1.000,1.000,1089,348,36,0.3451,0.1311,0.5578,0.0574
