step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin,fouled,foul_mean,foul_p90,foul_free,covered,plant_std
10000,3219,1.756,2.234,15.25,70331,59336,0,8396,798,1276830,997267.7,654426.3,0.109,0.646,0.105,0.140,115,42.31,21.82,0.89,3.81,10.78,9.44,0.17,1.37,11.96,8.93,0.07,0.45,0.246,0.158,2573,0.009,0.025,0.963,0.001,0.012,177007,145517,9,0.454,0.421,0.028,1526231,0.222,3.248,0.260,82.33,67335,368,0.513,0.150,0.327,9700270,1.24,2.67,0.160,0.646,0.031,14.6,41.6,68.7,142.4,76642,0.292,0.00,0.0026,0.070,890,0.678,0.000,0.567,0.610,4.14,5.33,5.29,0.15,0.063,1.25,1.24,1.24,0.705,0.00167,101.42,46.3172,1529.60,70754.6,140122.1,0.196,35.6476,185.865,0.000,1.000,0.000,67.9,77.669,93.029,5464,32938.5,18.48,86.657,6.69,23.915,1071.9,10.322,0.134,2.00,7.5554,24320.7,0.4963,0.3273,23.81,1.741,0.268,1.5345,0.0000,0.616,0.127,0.819,0.0000,5.97,0.91,9,23,36,81,73.1037,0.0011,0.4334,0.0000,0.0000,43.5549,100.00,58.4965,249.0678,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0030,0.0011,0.000002,3,0.2366,0.0186,0.0256,80,313,882,0.0000,0.0000,0.0193,0.063,4.7846,0.0232,1.4817,0.0534,0.2434,0.0380,0.0000,0.00031,0.268,0.0069,0.987,0.640,0.13,0.028,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8829,0.0000,1.5755,0.00000,0.04474,0.6581,0.6572,1.0000,2.075,0.000,1.0000,5.9336,0.0000,0.0000,0.0000,0.0000,0.0000,0.5788,3.1258
20000,3067,1.554,1.750,15.46,36544,32990,0,3655,51,484931,442345.8,239930.3,0.159,0.658,0.042,0.141,133,34.68,17.27,1.54,4.18,9.14,6.91,0.36,1.71,11.40,8.92,0.33,1.06,0.263,0.158,2345,0.015,0.046,0.934,0.004,0.016,51017,36567,10,0.297,0.198,0.079,745270,0.218,2.911,0.198,41.69,23799,450,0.495,0.126,0.320,4343711,1.40,2.30,0.246,0.664,0.104,11.8,33.9,50.9,157.4,68789,0.262,0.00,0.0013,0.090,749,0.534,0.000,0.479,0.336,4.02,5.09,5.07,0.44,0.149,1.47,1.27,1.44,0.555,0.00140,15.36,10.4127,1269.46,82502.9,140122.1,0.000,9.3121,90.829,0.000,1.000,0.000,62.9,39.562,40.002,4557,25462.7,23.37,34.395,5.77,6.011,643.7,1.930,0.133,2.00,7.1686,21986.1,0.5092,0.3875,22.43,1.544,0.445,0.4655,0.0000,0.460,0.189,0.551,0.0000,5.65,0.86,8,23,36,81,36.2805,0.0017,0.3883,0.0000,0.0000,13.2093,100.00,87.4271,170.5298,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0029,0.0012,0.000002,0,0.1187,0.0205,0.0247,95,319,970,0.0000,0.0000,0.0176,0.034,2.2234,0.0196,0.7484,0.0284,0.3502,0.0349,0.0000,0.00016,0.278,0.0039,0.941,0.538,0.30,0.079,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7645,0.0000,1.1022,0.00000,0.05855,0.6808,0.6799,1.0000,1.633,0.000,1.0000,3.2990,0.0000,0.0000,0.0000,0.0000,0.0000,0.5444,2.8116
30000,3058,1.434,1.548,12.61,97778,82610,0,15006,168,1607953,1005964.6,812247.4,0.081,0.734,0.063,0.121,96,35.87,18.09,3.47,5.53,8.69,6.67,0.11,0.88,11.84,9.15,0.97,1.61,0.248,0.159,2539,0.013,0.031,0.946,0.006,0.017,183854,130569,12,0.280,0.284,0.032,1141932,0.184,2.774,0.173,94.33,80283,369,0.505,0.123,0.337,14958192,2.06,2.14,0.223,0.712,0.300,13.5,33.5,58.3,141.0,73731,0.281,0.00,0.0028,0.085,779,0.650,0.000,0.609,0.482,4.19,5.21,5.29,1.12,0.344,2.24,1.48,2.32,0.675,0.00244,91.90,40.1379,1160.18,83550.4,140122.1,0.000,29.2577,210.232,0.000,1.000,0.000,75.0,84.191,104.584,4033,22401.0,18.45,84.238,5.55,19.009,552.9,8.061,0.133,2.00,8.0308,24558.0,0.5013,0.3743,24.11,1.365,0.339,1.5345,0.0000,0.526,0.184,0.734,0.0000,5.78,0.82,9,24,36,69,77.9777,0.0111,0.4555,0.0000,0.0000,46.1615,100.00,62.1212,256.7285,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0029,0.0012,0.000003,3,0.2217,0.0327,0.0190,83,289,835,0.0000,0.0000,0.0056,0.013,6.2329,0.0198,2.2665,0.0304,0.2668,0.0675,0.0000,0.00012,0.265,0.0027,0.982,0.371,0.10,0.032,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9054,0.0000,1.5587,0.00000,0.03626,0.7196,0.7186,1.0000,1.443,0.000,1.0000,8.2610,0.0000,0.0000,0.0000,0.0000,0.0000,0.5734,2.6821
40000,2897,1.542,1.513,11.30,37944,35324,0,2746,29,576133,444118.8,262741.4,0.071,0.755,0.062,0.111,141,37.39,17.63,3.49,5.52,8.70,6.50,0.06,0.65,13.57,9.70,1.03,1.65,0.239,0.154,2296,0.016,0.048,0.929,0.004,0.019,51926,36394,11,0.211,0.093,0.019,261394,0.173,2.715,0.167,42.89,21566,502,0.456,0.121,0.292,5113979,2.05,1.89,0.302,0.680,0.321,14.8,36.4,59.4,150.9,74807,0.285,0.00,0.0011,0.076,766,0.545,0.000,0.511,0.320,4.28,5.35,5.40,1.11,0.346,2.22,1.40,2.41,0.565,0.00146,15.99,10.0223,1076.02,85921.3,140122.1,0.000,7.3228,93.906,0.000,1.000,0.000,65.5,39.994,40.927,4039,21818.5,13.63,33.701,5.75,4.186,523.9,1.526,0.136,1.99,7.8369,22703.5,0.4577,0.3637,25.82,1.300,0.196,0.4655,0.0000,0.647,0.091,0.942,0.0000,5.85,0.75,10,25,41,64,36.8019,0.0029,0.4184,0.0000,0.0000,13.2045,100.00,91.4810,180.7059,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0031,0.0013,0.000002,6,0.1365,0.0224,0.0261,91,291,938,0.0000,0.0000,0.0042,0.009,2.0791,0.0117,0.7252,0.0273,0.3471,0.0392,0.0000,-0.00000,0.333,0.0057,0.987,0.360,0.06,0.019,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6941,0.0000,1.0154,0.00000,0.06039,0.6953,0.6943,1.0000,1.416,0.000,1.0000,3.5324,0.0000,0.0000,0.0000,0.0000,0.0000,0.5533,2.6383
50000,3316,1.394,1.481,11.25,108092,95756,0,11724,189,1867700,1026457.2,875861.1,0.038,0.805,0.078,0.078,102,33.56,15.95,3.99,5.45,8.04,6.21,0.17,1.14,11.44,8.75,1.23,1.58,0.240,0.166,2637,0.009,0.027,0.946,0.004,0.023,196357,143093,16,0.505,0.315,0.042,925713,0.137,2.685,0.166,97.53,80733,363,0.469,0.166,0.341,17234755,2.39,2.23,0.254,0.706,0.427,12.9,33.7,50.9,128.8,78386,0.299,0.00,0.0027,0.069,878,0.659,0.000,0.625,0.463,4.08,5.10,5.25,1.34,0.459,2.55,1.51,2.96,0.682,0.00206,92.67,40.2405,1149.20,85253.0,140122.1,0.000,25.5156,219.493,0.000,1.000,0.000,79.2,86.854,108.095,3949,21372.5,14.28,85.349,5.49,14.909,476.0,6.955,0.135,2.00,7.1416,23681.5,0.4597,0.3525,23.64,1.249,0.227,1.5345,0.0000,0.629,0.094,0.947,0.0000,5.73,0.64,8,24,36,68,81.0959,0.0045,0.4457,0.0000,0.0000,46.3019,100.00,66.2818,257.2187,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0033,0.0013,0.000002,4,0.2099,0.0172,0.0168,75,262,778,0.0000,0.0000,0.0044,0.013,6.9155,0.0223,2.4886,0.0256,0.2679,0.0615,0.0000,0.00019,0.223,0.0044,0.977,0.401,0.15,0.042,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8736,0.0000,1.4970,0.00000,0.03782,0.7362,0.7351,1.0000,1.382,0.000,1.0000,9.5756,0.0000,0.0000,0.0000,0.0000,0.0000,0.5899,2.6032
60000,2922,1.577,1.571,11.19,43097,39975,0,3408,107,695491,445361.9,293820.5,0.048,0.798,0.094,0.060,139,34.94,17.63,3.93,5.79,8.00,5.82,0.30,1.79,12.65,9.80,1.09,1.42,0.236,0.165,2265,0.009,0.037,0.932,0.005,0.027,58615,41791,9,0.612,0.258,0.054,471958,0.171,2.759,0.177,43.19,23733,381,0.422,0.207,0.304,5567120,2.40,2.14,0.281,0.677,0.411,13.6,34.4,54.9,227.7,72725,0.277,0.00,0.0012,0.079,749,0.537,0.000,0.530,0.308,4.21,5.20,5.40,1.13,0.419,2.53,1.50,3.01,0.559,0.00150,15.60,10.4006,1024.43,86393.4,140122.1,0.000,7.5749,95.417,0.000,1.000,0.000,64.9,40.037,40.721,4188,22825.4,16.12,33.620,5.68,4.308,575.0,1.512,0.136,1.99,7.2782,21267.0,0.4466,0.3424,24.89,1.242,0.230,0.4655,0.0000,0.610,0.103,0.895,0.0000,5.84,0.73,9,25,36,95,36.6961,0.0016,0.4097,0.0000,0.0000,13.1798,100.00,92.3398,174.1712,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0034,0.0014,0.000002,1,0.1101,0.0202,0.0205,78,257,840,0.0000,0.0000,0.0079,0.032,2.3741,0.0090,0.8249,0.0192,0.3548,0.0429,0.0000,0.00020,0.087,0.0012,0.995,0.406,0.23,0.054,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7360,0.0000,1.1136,0.00000,0.06066,0.7175,0.7164,1.0000,1.474,0.000,1.0000,3.9975,0.0000,0.0000,0.0000,0.0000,0.0000,0.5472,2.6731
70000,3261,1.331,1.498,11.27,103606,93140,0,9656,468,1674813,1030712.5,787236.9,0.014,0.835,0.112,0.039,105,32.38,14.91,4.31,5.18,7.11,5.38,0.13,1.02,11.30,7.60,1.22,1.35,0.221,0.158,2561,0.028,0.036,0.941,0.002,0.022,182052,138832,13,0.503,0.331,0.037,1564536,0.151,2.711,0.168,97.81,74991,335,0.470,0.235,0.301,17347426,2.53,1.87,0.258,0.706,0.505,13.6,31.3,50.8,119.2,74527,0.284,0.00,0.0028,0.067,826,0.653,0.000,0.635,0.445,3.99,5.02,5.25,1.29,0.527,2.70,1.50,3.20,0.673,0.00197,92.93,35.8831,1059.23,84627.2,140122.1,0.000,23.3872,218.628,0.000,1.000,0.000,78.4,88.847,108.306,3982,21676.5,22.43,85.316,5.46,14.600,507.5,6.803,0.135,2.00,7.4897,24423.9,0.4766,0.3535,22.85,1.218,0.230,1.5345,0.0000,0.614,0.101,0.903,0.0000,5.60,0.62,9,23,36,64,83.4855,0.0024,0.4511,0.0000,0.0000,46.0649,100.00,66.0354,258.2103,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0033,0.0013,0.000002,3,0.2185,0.0239,0.0181,76,265,812,0.0000,0.0000,0.0107,0.042,6.3201,0.0202,2.2082,0.0291,0.2804,0.0575,0.0000,0.00008,0.087,0.0012,0.978,0.400,0.12,0.037,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8684,0.0000,1.4420,0.00000,0.03569,0.7327,0.7316,1.0000,1.402,0.000,1.0000,9.3140,0.0000,0.0000,0.0000,0.0000,0.0000,0.5753,2.6186
80000,2881,1.503,1.504,11.11,42191,38765,0,3630,173,676223,448966.8,294310.1,0.036,0.820,0.104,0.040,140,36.12,17.27,4.51,6.19,8.48,6.57,0.26,1.22,12.74,9.33,1.22,1.54,0.238,0.173,2242,0.013,0.045,0.929,0.002,0.023,57501,41655,12,0.519,0.182,0.073,879702,0.152,2.708,0.166,43.44,23684,379,0.435,0.231,0.343,5593948,2.47,2.22,0.280,0.691,0.426,14.0,36.2,55.5,161.3,74853,0.286,0.00,0.0012,0.079,810,0.525,0.000,0.543,0.310,4.32,5.32,5.46,1.28,0.437,2.67,1.53,3.06,0.545,0.00153,15.63,10.5634,1082.59,87839.6,140122.1,0.000,7.4807,95.939,0.000,1.000,0.000,68.5,40.276,41.079,4012,21738.5,26.88,33.928,5.62,3.993,484.5,1.447,0.134,2.01,7.3457,21162.8,0.4353,0.3528,25.98,1.246,0.297,0.4655,0.0000,0.654,0.119,0.870,0.0000,5.95,0.70,9,25,37,81,36.8821,0.0000,0.4249,0.0000,0.0000,13.2091,100.00,92.2997,181.0928,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0033,0.0014,0.000002,3,0.1343,0.0184,0.0242,75,261,880,0.0000,0.0000,0.0095,0.037,2.6939,0.0139,0.8851,0.0215,0.3712,0.0427,0.0000,-0.00007,0.163,0.0021,0.990,0.395,0.23,0.073,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7476,0.0000,1.0602,0.00000,0.05867,0.7128,0.7118,1.0000,1.408,0.000,1.0000,3.8765,0.0000,0.0000,0.0000,0.0000,0.0000,0.5588,2.6236
90000,3055,1.497,1.570,10.14,97609,86713,0,10473,245,1842192,1007540.2,835263.0,0.018,0.830,0.122,0.030,109,36.15,16.50,4.61,5.51,8.18,6.36,0.16,1.41,13.14,8.72,1.38,1.53,0.228,0.165,2313,0.034,0.032,0.948,0.003,0.018,182716,138679,16,0.568,0.239,0.029,1377310,0.161,2.777,0.177,95.65,69075,353,0.453,0.194,0.342,15974266,2.55,1.94,0.308,0.673,0.503,15.2,36.2,54.5,135.2,79731,0.304,0.00,0.0025,0.074,770,0.649,0.000,0.621,0.478,4.32,5.30,5.56,1.43,0.513,2.69,1.42,3.29,0.672,0.00219,95.07,39.6115,1148.17,84981.5,140122.1,0.000,26.0937,212.084,0.000,1.000,0.000,69.0,84.485,105.991,4128,22797.4,18.09,83.727,5.68,15.213,556.1,7.008,0.135,2.00,7.3867,22566.4,0.4297,0.3397,26.10,1.216,0.240,1.5345,0.0000,0.661,0.088,0.962,0.0000,5.92,0.74,10,25,37,67,78.8042,0.0016,0.4376,0.0000,0.0000,45.4678,100.00,66.3048,253.7938,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0033,0.0013,0.000002,4,0.1880,0.0213,0.0175,78,277,814,0.0000,0.0000,0.0071,0.031,7.1765,0.0212,2.3408,0.0232,0.2809,0.0594,0.0000,0.00012,0.136,0.0026,0.992,0.387,0.12,0.029,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8666,0.0000,1.4334,0.00000,0.03736,0.7115,0.7104,1.0000,1.466,0.000,1.0000,8.6713,0.0000,0.0000,0.0000,0.0000,0.0000,0.5861,2.6882
100000,2579,1.670,1.581,10.27,36573,34408,0,2585,55,682178,438462.7,284960.2,0.027,0.843,0.104,0.026,144,41.88,19.15,4.97,6.43,9.72,7.22,0.35,2.01,14.51,9.83,1.46,1.66,0.235,0.161,2071,0.036,0.048,0.938,0.000,0.014,51844,39005,4,0.677,0.187,0.060,594604,0.156,2.775,0.175,42.42,19715,427,0.418,0.183,0.332,5261134,2.57,2.06,0.291,0.696,0.484,18.2,41.6,64.4,191.1,76200,0.291,0.00,0.0012,0.089,621,0.534,0.000,0.539,0.338,4.76,5.69,5.90,1.52,0.492,2.77,1.46,3.27,0.555,0.00173,16.51,10.5435,1029.09,86064.8,140122.1,0.000,7.8006,93.004,0.000,1.000,0.000,58.2,39.075,39.743,4175,22926.4,16.78,32.903,5.98,4.349,598.3,1.523,0.133,2.01,8.3842,21622.8,0.4281,0.3366,29.55,1.238,0.177,0.4655,0.0000,0.672,0.072,0.987,0.0000,6.31,0.72,12,31,48,144,35.6351,0.0006,0.4118,0.0000,0.0000,12.9935,100.00,92.2827,174.8352,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0032,0.0013,0.000002,1,0.1181,0.0271,0.0245,87,289,919,0.0000,0.0000,0.0035,0.015,2.2015,0.0116,0.7011,0.0206,0.3645,0.0428,0.0000,-0.00009,0.130,0.0026,0.985,0.371,0.26,0.060,0.000,0.000,0.0000,0.000,0.000,0.0000,0.7071,0.0000,1.0054,0.00000,0.06065,0.6783,0.6774,1.0000,1.482,0.000,1.0000,3.4408,0.0000,0.0000,0.0000,0.0000,0.0000,0.5520,2.6921
