step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,0,87,39.56,0.64,14.33,0.00,18.17,0.06,1.05,0.034,0.033,98820.8,35277.4,1,25,5.02,1.03,1.07,3.3502,19.56,17145.8,0.0030,6.0698,5462,5.4503,839,0.2841,675.6,165.42,0.2746,0.0,0.0000,1.000,0.7635,1.0899,0.5091
10000,1,102,39.97,0.23,16.54,0.08,15.32,0.05,1.02,0.020,0.038,96567.2,33397.4,1,34,4.94,1.01,1.05,3.3295,34.69,16613.7,0.0025,5.7418,5461,5.4493,718,0.2680,659.4,81.35,1.8171,0.0,0.0000,1.000,0.2025,0.8992,0.5056
10000,2,72,39.00,0.22,17.24,0.06,13.96,0.03,1.01,0.014,0.026,81690.9,26964.8,1,44,4.75,1.01,1.00,3.1444,34.31,16139.4,0.0024,4.1035,5461,5.4493,404,0.1524,365.6,53.21,3.7821,0.0,0.0000,1.000,0.0207,0.5763,0.4302
20000,0,144,38.64,0.33,13.53,0.00,21.09,0.03,1.02,0.014,0.057,33092.5,6528.3,1,25,5.61,1.02,1.05,0.2574,33.32,44182.2,0.0000,3.0706,5462,4.2536,535,0.1863,231.5,165.42,0.1074,0.0,0.0000,1.000,0.7635,0.6813,0.1049
20000,1,83,38.53,0.11,14.45,0.02,20.27,0.00,1.02,0.000,0.034,17925.5,3535.0,1,37,5.53,1.00,1.04,0.1797,33.77,41609.0,0.0000,1.5822,5461,4.2528,434,0.0642,85.8,81.35,0.4708,0.0,0.0000,1.000,0.2025,0.5262,0.0627
20000,2,71,37.12,0.08,13.56,0.03,20.68,0.00,1.00,0.000,0.028,10795.0,2057.8,1,52,5.63,1.00,1.00,0.1322,9.96,38658.1,0.0000,0.9963,5461,4.2528,355,0.0280,35.7,53.21,0.8915,0.0,0.0000,1.000,0.0207,0.4300,0.0533
30000,0,127,47.54,1.54,13.61,0.05,16.55,0.19,1.37,0.087,0.047,60302.9,23202.8,1,30,4.86,1.40,1.31,0.7921,21.83,41544.9,0.0000,6.3220,5462,4.9057,1072,0.3602,767.7,165.42,0.2724,0.0,0.0000,1.000,0.7635,1.2776,0.2507
30000,1,99,47.78,1.16,13.38,0.12,18.38,0.27,1.15,0.101,0.037,57058.5,19363.7,1,33,5.24,1.16,1.10,0.6958,21.55,38609.3,0.0000,6.0157,5461,4.9049,956,0.3497,731.8,81.35,1.9309,0.0,0.0000,1.000,0.2025,1.1569,0.2277
30000,2,102,51.13,1.00,13.14,0.07,20.25,0.09,1.08,0.039,0.040,40736.2,13216.8,1,52,5.34,1.04,1.14,0.4568,21.84,35404.1,0.0000,4.2661,5461,4.9049,664,0.1636,337.5,53.21,3.8184,0.0,0.0000,1.000,0.0207,0.8091,0.1846
40000,0,139,46.14,0.45,12.20,0.04,20.40,0.04,1.02,0.014,0.052,33069.6,5869.4,3,12,5.09,1.01,1.03,0.3274,63.62,42826.4,0.0000,3.0913,5462,1.8829,844,0.1752,198.3,165.42,0.1030,0.0,0.0000,1.000,0.7635,0.9030,0.1127
