step,mass,born_size,born_hard,born_muscle,born_sensor,born_digestive,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange,turns,pace
100000,21.01,49,0,32,0,17,0,15,0,9,0,1.00,6,0.714,2262,0.00,138.60,15.27,62,1,0,0,1.00,1.00,1.00,5,7,4,26.8,37.547,24,0.875,0.643,7,1.000,0,53.01,11.50,0,0.0118,0.141,0.0000,1655,0.8726
100000,16.47,36,0,13,0,23,0,9,0,11,0,1.00,4,0.546,2259,0.95,136.83,42.58,62,1,0,0,1.00,1.00,1.00,3,5,5,30.1,53.948,20,0.824,0.649,6,1.000,1,34.67,-21.75,0,0.0024,0.184,0.0000,1907,0.9855
100000,26.36,36,0,13,0,23,0,13,0,19,0,1.00,0,0.493,2190,0.61,95.74,70.53,62,2,0,0,1.00,1.00,1.00,6,6,6,47.7,12.922,32,0.824,0.649,6,1.000,0,37.74,-20.00,0,0.0024,0.184,0.0000,1673,0.7791
100000,23.89,36,0,13,0,23,0,11,0,18,0,1.00,0,0.460,2097,0.24,107.39,3.46,62,2,2,0,1.00,1.00,1.00,4,6,6,45.7,21.896,29,0.824,0.649,6,1.000,3,51.37,-51.25,0,0.0024,0.184,0.0000,1562,0.8184
100000,25.75,36,0,18,0,18,0,17,0,15,0,1.00,0,0.660,2076,0.08,134.52,4.32,62,2,0,0,1.00,1.00,1.00,6,6,6,47.4,42.111,32,0.805,0.662,6,1.000,0,38.13,17.75,0,0.0000,0.162,0.0000,1575,0.7883
100000,12.07,36,0,16,0,20,0,7,0,8,0,1.00,6,0.580,2072,0.00,108.68,0.18,62,2,0,0,1.00,1.00,1.00,4,5,4,37.9,12.551,15,0.805,0.662,6,1.000,0,63.75,63.25,0,0.0000,0.162,0.0000,1858,1.0000
100000,24.94,36,0,16,0,20,0,16,0,15,0,1.00,0,0.641,2069,0.79,172.28,1.84,62,0,0,0,1.00,1.00,1.00,4,6,6,24.8,82.097,31,0.805,0.662,6,1.000,0,17.85,10.75,0,0.0000,0.162,0.0000,1566,0.8009
100000,58.37,49,0,26,0,23,0,26,0,23,0,1.00,0,0.445,2049,0.00,84.15,17.39,79,1,1,0,1.00,1.00,1.00,9,7,7,34.6,6.516,49,1.191,0.496,7,1.000,0,45.49,38.00,0,0.0000,0.209,0.0000,1072,0.5236
100000,22.53,36,0,18,0,18,0,14,0,14,0,1.00,2,0.621,2041,0.65,129.67,2.01,62,1,0,0,1.00,1.00,1.00,4,6,5,31.3,40.004,28,0.805,0.662,6,1.000,1,58.49,51.75,0,0.0000,0.162,0.0000,1622,0.8427
100000,11.50,36,0,18,0,18,0,5,0,9,0,1.00,6,0.435,2030,0.00,103.41,8.54,62,1,0,0,1.00,1.00,1.00,4,5,4,35.4,16.751,14,0.821,0.646,6,1.000,0,16.21,15.50,0,0.0000,0.199,0.0000,1998,1.0000
100000,40.57,36,0,10,0,26,0,10,0,21,0,1.00,0,0.246,1982,0.91,105.11,10.51,79,0,0,0,1.00,1.00,1.00,4,6,6,7.1,40.031,31,1.309,0.484,6,1.000,0,16.22,14.75,0,0.0000,0.214,0.0000,1201,0.6280
100000,16.43,36,0,18,0,18,0,12,0,8,0,1.00,0,0.730,1977,0.02,101.33,22.18,62,0,0,0,1.00,1.00,1.00,4,6,6,21.4,20.748,20,0.821,0.646,6,1.000,0,24.65,-9.50,0,0.0000,0.199,0.0000,1804,0.9869
100000,21.79,49,0,21,0,28,0,6,0,20,0,1.00,0,0.275,1959,0.00,95.74,9.95,62,2,0,0,1.00,1.00,1.00,7,7,7,60.6,4.458,26,0.838,0.633,7,1.000,0,69.10,-55.25,0,0.0000,0.244,0.0000,1453,0.8569
100000,37.94,49,0,10,3,36,0,10,3,33,0,1.00,0,0.264,1957,0.00,130.02,22.34,62,0,0,0,1.00,1.00,1.00,4,7,7,6.9,38.902,46,0.853,0.628,7,1.000,1,16.59,-14.25,3,0.0026,0.143,0.0000,1237,0.6494
100000,8.85,36,0,18,0,18,0,4,0,7,0,1.00,8,0.452,1955,0.00,133.34,2.47,62,2,0,0,1.00,1.00,1.00,5,6,2,47.8,16.955,11,0.805,0.662,6,1.000,0,68.66,-52.50,0,0.0000,0.162,0.0000,1604,1.0000
100000,19.71,36,0,18,0,18,0,15,0,9,0,1.00,4,0.761,1949,0.46,145.51,6.61,62,2,0,0,1.00,1.00,1.00,4,5,5,42.4,59.537,24,0.821,0.646,6,1.000,2,32.11,29.25,0,0.0000,0.199,0.0000,1517,0.9009
100000,7.42,36,0,23,0,13,0,5,0,4,0,1.00,2,0.674,1917,0.00,65.19,48.02,62,2,0,0,1.00,1.00,1.00,3,6,5,44.2,11.764,9,0.824,0.644,6,1.000,0,36.95,-10.25,0,0.0000,0.215,0.0000,1912,1.0000
100000,5.63,36,0,18,0,18,0,3,0,4,0,1.00,12,0.533,1903,0.00,80.84,1.46,62,1,0,0,1.00,1.00,1.00,2,4,2,31.4,3.571,7,0.805,0.662,6,1.000,0,38.10,-37.25,0,0.0000,0.162,0.0000,1882,1.0000
100000,16.43,36,0,18,0,18,0,12,0,8,0,1.00,4,0.730,1854,0.00,90.16,55.51,62,2,0,0,1.00,1.00,1.00,4,6,4,58.5,12.183,20,0.821,0.646,6,1.000,0,52.69,25.25,0,0.0000,0.199,0.0000,1540,0.9869
100000,38.37,49,0,10,3,36,0,10,2,34,0,1.00,0,0.261,1831,0.86,102.36,58.37,62,0,0,0,1.00,1.00,1.00,4,7,7,24.7,20.824,46,0.853,0.628,7,1.000,1,49.63,18.00,2,0.0026,0.143,0.0000,1157,0.6457
100000,47.12,36,0,10,0,26,0,10,0,26,0,1.00,0,0.212,1787,0.02,59.07,3.78,79,0,2,0,1.00,1.00,1.00,6,6,6,10.4,7.343,36,1.309,0.484,6,1.000,0,41.19,8.75,0,0.0000,0.214,0.0000,1041,0.5827
100000,22.34,36,0,10,0,26,0,8,0,18,0,1.00,2,0.358,1779,2.20,88.85,2.92,62,2,0,0,1.00,1.00,1.00,4,6,5,45.2,13.472,26,0.859,0.626,6,1.000,1,34.44,-26.50,0,0.0101,0.221,0.0000,1351,0.8462
100000,28.75,49,0,16,0,33,0,11,0,24,0,1.00,0,0.383,1732,0.11,101.71,0.01,62,0,0,0,1.00,1.00,1.00,5,7,7,22.1,31.975,35,0.821,0.649,7,1.000,1,83.67,-57.00,0,0.0000,0.200,0.0000,1247,0.7460
100000,7.39,36,0,18,0,18,0,5,0,4,0,1.00,8,0.676,1730,0.31,81.66,8.01,62,0,2,0,1.00,1.00,1.00,3,5,3,11.8,24.725,9,0.821,0.646,6,1.000,0,33.97,-23.00,0,0.0000,0.199,0.0000,1556,1.0000
100000,26.64,36,0,10,0,26,0,9,0,22,0,1.00,0,0.338,1689,1.31,107.55,8.84,62,2,0,0,1.00,1.00,1.00,4,6,6,40.2,44.227,31,0.859,0.626,6,1.000,1,28.00,-22.25,0,0.0101,0.221,0.0000,1252,0.7750
100000,24.14,36,0,18,0,18,0,14,0,16,0,1.00,0,0.580,1682,0.00,123.44,0.51,62,2,1,0,1.00,1.00,1.00,4,6,6,52.5,48.412,30,0.805,0.662,6,1.000,0,23.87,-16.50,0,0.0000,0.162,0.0000,1293,0.8141
100000,29.97,36,0,18,0,18,0,18,0,18,0,1.00,0,0.601,1635,0.00,77.16,30.73,62,0,0,0,1.00,1.00,1.00,4,6,6,25.0,14.512,36,0.832,0.635,6,1.000,0,47.32,46.50,0,0.0000,0.221,0.0000,1194,0.7307
100000,35.72,49,0,22,0,27,0,22,0,22,0,1.00,0,0.616,1633,0.15,102.45,0.66,62,1,0,0,1.00,1.00,1.00,6,7,7,33.1,30.501,44,0.812,0.661,7,1.000,0,40.36,17.75,0,0.0000,0.160,0.0000,1051,0.6693
100000,47.12,36,0,10,0,26,0,10,0,26,0,1.00,0,0.212,1617,0.51,76.64,2.49,79,1,0,0,1.00,1.00,1.00,4,6,6,30.2,30.972,36,1.309,0.484,6,1.000,0,33.53,28.75,0,0.0000,0.214,0.0000,942,0.5827
100000,29.65,36,0,13,0,23,0,13,0,23,0,1.00,0,0.438,1601,0.37,104.83,4.71,62,1,1,0,1.00,1.00,1.00,4,6,6,35.3,44.472,36,0.824,0.649,6,1.000,0,60.76,-1.25,0,0.0024,0.184,0.0000,1176,0.7345
100000,24.14,36,0,19,0,17,0,19,0,11,0,1.00,0,0.787,1589,0.12,126.44,0.87,62,1,1,0,1.00,1.00,1.00,4,6,6,36.6,64.603,30,0.805,0.662,6,1.000,0,62.81,50.75,0,0.0000,0.162,0.0000,1273,0.8141
100000,30.08,36,0,10,0,26,0,10,0,25,0,1.00,0,0.332,1542,0.33,92.34,9.43,62,0,1,0,1.00,1.00,1.00,9,6,6,13.9,55.405,35,0.859,0.626,6,1.000,1,50.39,-50.25,0,0.0101,0.221,0.0000,1119,0.7293
100000,47.12,36,0,10,0,26,0,10,0,26,0,1.00,0,0.212,1527,0.00,61.84,0.98,79,2,0,0,1.00,1.00,1.00,4,6,6,59.4,18.777,36,1.309,0.484,6,1.000,0,45.76,-1.00,0,0.0000,0.214,0.0000,889,0.5827
100000,26.36,36,0,13,0,23,0,13,0,19,0,1.00,0,0.493,1388,2.16,64.58,14.13,62,1,1,0,1.00,1.00,1.00,6,6,6,27.2,10.916,32,0.824,0.649,6,1.000,0,60.01,-47.25,0,0.0024,0.184,0.0000,1021,0.7791
100000,26.55,36,0,18,0,18,0,18,0,15,0,1.00,0,0.678,1387,0.21,96.55,0.46,62,1,1,0,1.00,1.00,1.00,6,6,6,26.6,43.053,33,0.805,0.662,6,1.000,0,40.99,39.75,0,0.0000,0.162,0.0000,1058,0.7762
100000,29.65,36,0,13,0,23,0,13,0,23,0,1.00,0,0.438,1382,0.94,79.64,6.83,62,1,0,0,1.00,1.00,1.00,6,6,6,36.0,31.551,36,0.824,0.649,6,1.000,0,58.58,-37.50,0,0.0024,0.184,0.0000,1015,0.7345
100000,37.65,49,0,32,0,17,0,32,0,11,0,1.00,0,0.850,1307,0.00,75.82,11.72,62,2,0,0,1.00,1.00,1.00,8,7,7,58.0,17.246,43,0.875,0.643,7,1.000,1,54.51,42.00,0,0.0118,0.141,0.0000,837,0.6519
100000,19.77,36,0,13,0,23,0,11,0,13,0,1.00,0,0.556,1273,0.00,79.58,1.29,62,2,0,0,1.00,1.00,1.00,7,6,6,41.3,29.870,24,0.824,0.649,6,1.000,0,47.45,44.00,0,0.0024,0.184,0.0000,1030,0.8996
100000,29.65,36,0,13,0,23,0,13,0,23,0,1.00,0,0.438,1256,0.00,62.10,4.62,62,1,0,0,1.00,1.00,1.00,4,6,6,36.7,20.352,36,0.824,0.649,6,1.000,0,18.92,13.75,0,0.0024,0.184,0.0000,922,0.7345
100000,30.94,36,0,10,0,26,0,10,0,26,0,1.00,0,0.323,1239,0.44,69.09,11.60,62,2,0,0,1.00,1.00,1.00,6,6,6,39.0,36.414,36,0.859,0.626,6,1.000,0,28.85,-13.00,0,0.0101,0.221,0.0000,891,0.7191
100000,29.64,49,0,18,0,31,0,15,0,20,0,1.00,0,0.506,1232,0.57,83.45,2.93,62,2,0,0,1.00,1.00,1.00,6,7,7,41.1,36.426,35,0.847,0.634,7,1.000,0,28.34,5.75,0,0.0038,0.175,0.0000,797,0.7348
100000,18.67,49,0,22,0,27,0,13,0,10,0,1.00,6,0.696,1223,0.00,71.22,3.24,62,2,0,0,1.00,1.00,1.00,4,7,4,65.4,19.745,23,0.812,0.661,7,1.000,0,62.04,53.00,0,0.0000,0.160,0.0000,1053,0.9257
100000,28.97,36,0,18,0,18,0,18,0,18,0,1.00,0,0.621,1223,2.85,107.47,1.44,62,0,1,0,1.00,1.00,1.00,6,6,6,13.7,68.188,36,0.805,0.662,6,1.000,0,48.62,42.00,0,0.0000,0.162,0.0000,908,0.7432
100000,32.22,36,0,8,0,28,0,8,0,28,0,1.00,0,0.248,1213,0.00,31.85,70.46,62,2,0,0,1.00,1.00,1.00,6,6,6,41.7,5.959,36,0.895,0.594,6,1.000,0,21.32,1.75,0,0.0173,0.242,0.0000,854,0.7047
100000,19.13,36,0,25,0,11,0,14,0,9,0,1.00,0,0.732,1211,0.00,57.33,16.38,62,2,0,0,1.00,1.00,1.00,7,6,6,40.5,1.458,23,0.832,0.637,6,1.000,0,64.54,-50.25,0,0.0000,0.235,0.0000,1046,0.9145
100000,24.94,36,0,18,0,18,0,18,0,13,0,1.00,0,0.722,1198,0.21,81.12,0.98,62,0,1,0,1.00,1.00,1.00,4,6,6,19.7,30.335,31,0.805,0.662,6,1.000,0,20.80,9.50,0,0.0000,0.162,0.0000,923,0.8009
100000,6.44,36,0,18,0,18,0,5,0,3,0,1.00,8,0.777,1166,0.00,71.37,1.99,62,0,1,0,1.00,1.00,1.00,2,3,5,25.5,4.831,8,0.805,0.662,6,1.000,0,58.55,-2.50,0,0.0000,0.162,0.0000,966,1.0000
100000,2.41,36,0,18,0,18,0,0,0,3,0,1.00,16,0.000,1150,0.25,83.36,0.04,62,1,1,0,1.00,1.00,1.00,1,3,1,31.4,7.969,3,0.805,0.662,6,1.000,0,59.44,-34.00,0,0.0000,0.162,0.0000,885,1.0000
100000,12.07,36,0,18,0,18,0,8,0,7,0,1.00,0,0.663,1147,0.49,67.47,0.79,62,0,0,0,1.00,1.00,1.00,4,6,6,25.3,14.912,15,0.805,0.662,6,1.000,0,40.14,36.00,0,0.0000,0.162,0.0000,947,1.0000
100000,29.20,36,0,17,0,19,0,17,0,19,0,1.00,0,0.582,1132,0.00,67.98,0.00,62,1,1,0,1.00,1.00,1.00,6,6,6,28.8,19.082,36,0.811,0.662,6,1.000,0,52.38,49.00,0,0.0000,0.175,0.0000,837,0.7403
100000,29.57,36,0,18,0,18,0,18,0,18,0,1.00,0,0.609,1100,2.81,83.31,7.02,62,1,1,0,1.00,1.00,1.00,6,6,6,26.0,44.147,36,0.821,0.646,6,1.000,0,57.78,-53.00,0,0.0000,0.199,0.0000,809,0.7356
100000,21.63,36,0,25,0,11,0,20,0,6,0,1.00,2,0.925,1100,0.00,64.38,5.48,62,2,0,0,1.00,1.00,1.00,4,6,5,41.6,11.484,26,0.832,0.637,6,1.000,0,76.32,-50.75,0,0.0000,0.235,0.0000,893,0.8601
100000,46.02,49,0,13,0,36,0,13,0,36,0,1.00,0,0.282,1099,0.00,67.85,2.89,62,0,0,0,1.00,1.00,1.00,6,7,7,13.4,32.321,49,0.939,0.587,7,1.000,0,15.78,13.75,0,0.0082,0.293,0.0000,648,0.5896
100000,28.97,36,0,18,0,18,0,18,0,18,0,1.00,0,0.621,1098,0.00,73.63,0.66,62,1,0,0,1.00,1.00,1.00,6,6,6,30.9,29.508,36,0.805,0.662,6,1.000,0,26.10,2.25,0,0.0000,0.162,0.0000,816,0.7432
100000,18.51,36,0,18,0,18,0,15,0,8,0,1.00,2,0.810,1064,0.04,80.44,1.98,62,1,0,0,1.00,1.00,1.00,4,6,5,30.1,30.702,23,0.805,0.662,6,1.000,0,51.64,3.75,0,0.0000,0.162,0.0000,863,0.9298
100000,12.87,36,0,18,0,18,0,8,0,8,0,1.00,6,0.621,1055,0.00,63.96,0.44,62,1,0,0,1.00,1.00,1.00,4,6,3,25.7,16.489,16,0.805,0.662,6,1.000,0,61.64,-13.00,0,0.0000,0.162,0.0000,867,1.0000
100000,31.66,49,0,22,0,27,0,21,0,18,0,1.00,0,0.663,1029,0.73,72.98,12.22,62,1,0,0,1.00,1.00,1.00,6,7,7,34.1,33.400,39,0.812,0.661,7,1.000,0,60.56,2.75,0,0.0000,0.160,0.0000,693,0.7109
100000,28.97,36,0,18,0,18,0,18,0,18,0,1.00,0,0.621,1011,0.00,59.14,0.34,62,2,0,0,1.00,1.00,1.00,4,6,6,51.3,13.146,36,0.805,0.662,6,1.000,0,48.02,12.00,0,0.0000,0.162,0.0000,751,0.7432
100000,28.97,36,0,16,0,20,0,16,0,20,0,1.00,0,0.552,967,0.06,45.64,0.16,62,2,0,0,1.00,1.00,1.00,4,6,6,37.7,1.893,36,0.805,0.662,6,1.000,0,20.07,17.25,0,0.0000,0.162,0.0000,718,0.7432
100000,30.94,36,0,10,0,26,0,10,0,26,0,1.00,0,0.323,960,-0.00,41.57,0.04,62,0,0,0,1.00,1.00,1.00,6,6,6,22.0,7.276,36,0.859,0.626,6,1.000,0,29.82,24.50,0,0.0101,0.221,0.0000,690,0.7191
100000,42.39,49,0,10,0,39,0,10,0,39,0,1.00,0,0.236,960,3.12,68.39,4.16,62,1,0,0,1.00,1.00,1.00,6,7,7,26.8,49.670,49,0.865,0.643,7,1.000,0,23.48,-10.50,0,0.0000,0.173,0.0000,589,0.6144
100000,26.36,36,0,13,0,23,0,13,0,19,0,1.00,0,0.493,956,2.50,53.85,32.50,62,0,0,0,1.00,1.00,1.00,6,6,6,13.8,24.612,32,0.824,0.649,6,1.000,0,9.71,9.50,0,0.0024,0.184,0.0000,719,0.7791
100000,37.34,49,0,22,0,27,0,22,0,24,0,1.00,0,0.589,919,0.00,80.41,0.26,62,1,1,0,1.00,1.00,1.00,6,7,7,35.3,46.384,46,0.812,0.661,7,1.000,0,12.06,-6.75,0,0.0000,0.160,0.0000,591,0.6546
100000,22.53,36,0,16,0,20,0,11,0,17,0,1.00,0,0.488,911,0.00,69.20,0.08,62,1,0,0,1.00,1.00,1.00,5,6,6,35.7,44.521,28,0.805,0.662,6,1.000,0,30.32,-7.00,0,0.0000,0.162,0.0000,745,0.8427
100000,41.90,49,0,24,0,25,0,24,0,25,0,1.00,0,0.573,891,0.01,72.97,1.05,62,1,0,0,1.00,1.00,1.00,9,7,7,30.5,47.874,49,0.855,0.633,7,1.000,0,23.28,-21.25,0,0.0000,0.144,0.0000,550,0.6179
100000,57.63,49,6,28,0,15,6,28,0,15,4,1.93,0,0.486,882,0.00,21.45,70.13,62,2,0,4,2.86,1.00,1.93,4,7,7,39.8,0.393,49,1.048,0.598,7,1.000,0,11.10,-1.50,0,0.0042,0.318,0.0000,464,0.5269
100000,40.50,49,0,10,3,36,0,10,3,36,0,1.00,0,0.247,870,0.00,56.67,38.17,62,1,0,0,1.00,1.00,1.00,6,7,7,33.1,31.623,49,0.853,0.628,7,1.000,0,24.75,-24.75,3,0.0026,0.143,0.0000,546,0.6285
100000,31.98,49,0,10,3,36,0,10,3,26,0,1.00,2,0.313,859,0.00,55.86,1.41,62,1,0,0,1.00,1.00,1.00,9,6,7,33.8,29.587,39,0.853,0.628,7,1.000,0,19.41,19.25,3,0.0026,0.143,0.0000,575,0.7074
100000,28.83,36,0,16,0,20,0,16,0,19,0,1.00,0,0.555,855,0.57,64.70,10.01,62,1,0,0,1.00,1.00,1.00,6,6,6,26.5,36.507,35,0.824,0.649,6,1.000,1,11.24,6.00,0,0.0024,0.184,0.0000,632,0.7450
100000,29.67,36,0,23,0,13,0,23,0,13,0,1.00,0,0.775,844,0.00,52.31,6.67,62,1,0,0,1.00,1.00,1.00,4,6,6,36.0,16.544,36,0.824,0.644,6,1.000,0,36.97,-23.25,0,0.0000,0.215,0.0000,619,0.7344
100000,35.34,36,0,10,0,26,0,9,0,18,0,1.00,0,0.255,794,0.00,29.74,6.89,79,1,1,0,1.00,1.00,1.00,5,6,6,29.8,15.854,27,1.309,0.484,6,1.000,0,24.27,23.00,0,0.0000,0.214,0.0000,518,0.6729
100000,29.97,36,0,18,0,18,0,18,0,18,0,1.00,0,0.601,794,0.25,42.37,8.81,62,2,0,0,1.00,1.00,1.00,4,6,6,44.1,22.991,36,0.832,0.635,6,1.000,0,21.21,-3.00,0,0.0000,0.221,0.0000,580,0.7307
100000,47.12,36,0,10,0,26,0,10,0,26,0,1.00,0,0.212,790,0.02,21.86,3.94,79,0,1,0,1.00,1.00,1.00,9,6,6,19.9,2.626,36,1.309,0.484,6,1.000,0,18.50,-18.50,0,0.0000,0.214,0.0000,460,0.5827
100000,47.12,36,0,10,0,26,0,10,0,26,0,1.00,0,0.212,789,0.00,28.86,1.85,79,0,1,0,1.00,1.00,1.00,6,6,6,19.3,16.630,36,1.309,0.484,6,1.000,0,12.09,-10.50,0,0.0000,0.214,0.0000,459,0.5827
100000,30.94,36,0,9,0,27,0,9,0,27,0,1.00,0,0.291,782,0.00,39.07,1.24,62,0,0,0,1.00,1.00,1.00,6,6,6,23.4,17.521,36,0.859,0.626,6,1.000,0,17.16,16.25,0,0.0101,0.221,0.0000,562,0.7191
100000,40.50,49,0,10,3,36,0,10,3,36,0,1.00,0,0.247,776,-0.00,39.82,0.00,62,1,0,0,1.00,1.00,1.00,9,7,7,37.3,14.174,49,0.853,0.628,7,1.000,0,14.41,-11.25,3,0.0026,0.143,0.0000,487,0.6285
100000,37.55,49,0,25,0,24,0,20,0,22,0,1.00,0,0.533,773,0.00,42.32,5.80,62,1,0,0,1.00,1.00,1.00,4,7,7,26.9,17.872,42,0.894,0.656,7,1.000,0,20.97,13.25,0,0.0000,0.210,0.0000,485,0.6527
