step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin,fouled,foul_mean,foul_p90,foul_free,covered,plant_std
10000,261,0.973,0.864,11.20,14442,14449,0,587,558,129881,278296.6,95621.0,0.158,0.568,0.129,0.145,184,39.56,13.92,0.36,1.11,16.00,7.96,0.05,0.52,15.90,8.68,0.05,0.32,0.403,0.155,197,0.050,0.080,0.904,0.004,0.011,39728,37001,1,1.000,0.000,0.011,445310,0.277,2.156,0.089,15.92,13494,786,0.736,0.237,0.176,801925,1.03,1.62,0.429,0.556,0.023,17.9,43.6,52.7,76.5,8431,0.032,0.00,0.0067,0.226,72,0.275,0.000,0.488,0.653,4.92,5.99,5.85,0.10,0.046,1.02,1.04,1.03,0.289,0.01458,2.64,9.8241,88.56,49898.9,140122.1,0.008,5.2604,49.443,0.000,1.000,0.000,71973.5,16.349,11.028,1961,11961.3,16.96,21.161,6.81,0.704,59.5,0.170,0.138,2.00,13.9094,3630.3,0.5744,0.3453,32.30,1.212,0.125,1.5345,0.0000,0.536,0.039,0.862,0.0000,6.32,0.48,15,36,49,60,21.3315,0.0029,0.4598,0.0000,0.0000,5.8737,100.00,38.8745,42.0659,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0030,0.0014,0.000023,8,0.1757,0.0843,0.0407,84,286,842,0.0000,0.0000,0.0308,0.088,0.3783,0.0236,0.1277,0.0307,0.4655,0.3712,0.0000,0.00228,0.034,0.0001,1.000,0.378,0.05,0.011,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8024,0.0000,0.6183,0.00000,0.14089,0.6776,0.6769,1.0000,0.855,0.000,1.0000,1.4449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0744,2.1487
20000,298,0.854,0.552,10.78,2345,2209,0,92,0,24514,61823.8,12118.8,0.050,0.885,0.035,0.030,201,38.25,10.54,0.21,1.14,13.80,5.62,0.01,0.16,20.76,6.72,0.02,0.21,0.362,0.125,179,0.121,0.067,0.930,0.000,0.003,1880,1423,1,0.987,0.013,0.007,4901,0.091,1.602,0.048,5.65,1011,961,0.494,0.261,0.077,122423,1.02,0.86,0.349,0.493,0.007,22.9,40.7,47.2,73.6,10364,0.040,0.00,0.0010,0.208,71,0.121,0.000,0.248,0.130,5.59,6.34,6.14,0.03,0.013,1.01,1.03,1.01,0.129,0.00481,0.23,0.5693,77.04,124449.4,140122.1,0.000,0.6234,11.693,0.000,1.000,0.225,10.3,12.759,3.629,1324,6745.2,14.71,3.492,6.39,0.279,26.3,0.035,0.125,2.06,20.5823,6133.5,0.7003,0.4155,34.78,1.095,0.116,0.4655,0.0000,0.532,0.032,0.913,0.0000,6.45,0.50,23,36,44,52,4.8012,0.0006,0.5436,0.0000,0.0000,1.4697,100.00,85.3427,47.7029,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0020,0.0009,0.000008,7,0.1125,0.1577,0.0836,90,318,1673,0.0000,0.0000,0.0000,0.000,0.0549,0.0250,0.0287,0.0369,0.5892,0.1233,0.0000,0.00011,0.010,0.0000,0.977,0.220,0.01,0.007,0.000,0.000,0.0000,0.000,0.000,0.0000,0.5202,0.0000,0.5178,0.00000,0.20803,0.6423,0.6418,1.0000,0.546,0.000,1.0000,0.2209,0.0000,0.0000,0.0000,0.0000,0.0000,0.0984,1.5944
30000,328,1.143,1.090,10.79,7098,6630,0,423,0,101951,159041.3,55766.2,0.045,0.863,0.064,0.028,185,48.72,17.58,1.26,3.54,13.39,7.12,0.08,0.40,18.26,8.67,0.18,0.67,0.282,0.118,236,0.049,0.070,0.912,0.003,0.015,7495,5235,1,0.640,0.360,0.061,41562,0.168,2.390,0.114,16.60,3419,1285,0.547,0.121,0.088,621547,1.21,1.12,0.454,0.530,0.076,23.9,49.1,67.6,130.1,10819,0.041,0.00,0.0027,0.192,102,0.215,0.000,0.291,0.200,5.12,6.12,5.90,0.25,0.110,1.21,1.19,1.23,0.227,0.01149,1.64,1.9447,65.22,115558.3,140122.1,0.000,1.8727,31.918,0.000,1.000,0.028,9.2,14.715,12.097,2692,15657.8,10.21,8.434,6.14,0.873,85.8,0.184,0.139,1.99,18.2767,5994.8,0.7129,0.4730,32.98,1.419,0.132,1.5345,0.0000,0.501,0.093,0.497,0.0000,6.29,0.54,18,36,49,79,12.4849,0.0018,0.4756,0.0000,0.0000,6.0217,100.00,101.7092,75.2563,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0020,0.0009,0.000016,15,0.2146,0.1280,0.0753,93,332,1692,0.0000,0.0000,0.0007,0.001,0.2079,0.0443,0.1029,0.0305,0.5256,0.2884,0.0000,0.00151,0.000,0.0000,0.954,0.403,0.08,0.061,0.000,0.000,-0.0000,0.000,0.000,0.0000,0.5428,0.0000,0.5822,0.00000,0.18369,0.6537,0.6531,1.0000,1.081,0.000,1.0000,0.6630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0958,2.3863
40000,286,1.645,0.824,11.26,2293,2268,0,57,0,17186,61025.1,11021.9,0.041,0.843,0.080,0.036,196,46.61,12.00,0.35,1.65,12.17,6.20,0.06,0.32,21.38,6.72,0.02,0.21,0.259,0.104,164,0.133,0.185,0.808,0.000,0.007,1716,1310,3,0.745,0.196,0.042,76533,0.080,1.874,0.068,5.65,993,1176,0.641,0.175,0.052,148440,1.02,0.43,0.580,0.395,0.007,33.8,45.4,60.2,79.1,9713,0.037,0.00,0.0010,0.168,58,0.149,0.000,0.132,0.111,5.14,6.03,5.97,0.10,0.035,1.01,1.03,1.02,0.154,0.00411,0.23,0.7205,92.10,120008.6,140122.1,0.000,0.7324,11.734,0.000,1.000,0.060,7.3,5.648,3.977,2517,10631.6,30.08,3.810,6.07,0.288,44.7,0.031,0.126,1.98,20.5038,5864.1,0.7462,0.4978,33.96,1.357,0.157,0.4655,0.0000,0.503,0.105,0.514,0.0000,6.11,0.35,25,36,36,49,5.0172,0.0016,0.3601,0.0000,0.0000,1.4669,100.00,107.0242,73.3633,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0019,0.0009,0.000007,10,0.1607,0.1538,0.1113,113,372,2215,0.0000,0.0000,0.0000,0.000,0.0482,0.0375,0.0344,0.0385,0.6368,0.0910,0.0000,0.00059,0.000,0.0000,0.948,0.235,0.06,0.042,0.000,0.000,-0.0000,0.000,0.000,0.0000,0.5270,0.0000,0.5715,0.00000,0.15032,0.6087,0.6082,1.0000,0.816,0.000,1.0000,0.2268,0.0000,0.0000,0.0000,0.0000,0.0000,0.0839,1.8575
50000,500,1.460,0.991,14.41,9828,8651,0,956,0,179769,162412.6,85298.4,0.043,0.869,0.054,0.033,162,50.83,20.83,0.66,2.42,12.44,6.67,1.07,2.48,16.75,8.51,0.10,0.53,0.248,0.097,402,0.020,0.048,0.952,0.000,0.000,10565,7397,3,0.140,0.642,0.264,315871,0.127,2.279,0.104,16.31,5293,802,0.474,0.166,0.184,776199,1.11,1.37,0.418,0.560,0.034,22.7,49.1,72.5,148.6,15457,0.059,0.00,0.0019,0.158,125,0.240,0.000,0.322,0.202,4.92,5.88,5.72,0.30,0.100,1.11,1.08,1.12,0.259,0.00772,1.54,2.3849,124.19,115758.0,140122.1,0.000,2.5701,33.218,0.000,1.000,0.024,13.8,14.548,13.824,2498,14182.4,13.43,10.352,5.98,1.237,67.8,0.217,0.133,2.00,13.7412,6870.6,0.5822,0.4285,30.91,1.649,0.271,1.5345,0.0000,0.361,0.158,0.218,0.0000,6.14,0.64,15,33,47,81,12.0321,0.0027,0.4840,0.0000,0.0000,6.0591,100.00,98.1848,75.8267,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0025,0.0010,0.000011,7,0.1095,0.0980,0.0445,81,313,1322,0.0000,0.0000,0.0006,0.001,0.3102,0.0189,0.1202,0.0160,0.5477,0.1592,0.0000,0.00050,0.010,0.0002,0.950,0.500,0.96,0.264,0.000,0.000,0.0000,0.000,0.000,0.0000,0.6506,0.0000,0.7607,0.00000,0.13868,0.6049,0.6042,1.0000,0.980,0.000,1.0000,0.8651,0.0000,0.0000,0.0000,0.0000,0.0000,0.1390,2.2736
60000,303,1.275,0.728,10.98,2243,2347,0,73,0,18983,60726.3,11283.9,0.062,0.840,0.053,0.045,191,46.28,13.21,0.71,2.64,11.75,6.03,0.00,0.06,21.50,6.35,0.12,0.63,0.253,0.103,162,0.182,0.132,0.865,0.000,0.003,1626,1175,3,0.660,0.066,0.003,180518,0.137,1.787,0.062,5.63,1006,1040,0.594,0.205,0.026,165990,1.07,0.49,0.571,0.413,0.033,31.8,46.6,62.4,90.6,10292,0.039,0.00,0.0009,0.205,85,0.158,0.000,0.147,0.115,5.31,5.97,5.92,0.16,0.050,1.11,1.03,1.07,0.164,0.00361,0.23,0.7892,49.76,120969.4,140122.1,0.000,0.8050,11.788,0.000,1.000,0.107,9.0,5.632,3.973,2066,9310.1,13.32,3.747,6.00,0.284,35.3,0.030,0.137,2.00,21.6163,6549.8,0.7533,0.4635,33.97,1.330,0.151,0.4655,0.0000,0.505,0.047,0.475,0.0000,6.07,0.45,25,36,43,60,5.0332,0.0022,0.4422,0.0000,0.0000,1.4787,100.00,107.1247,73.6323,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0019,0.0009,0.000005,20,0.1516,0.1221,0.1037,121,412,2110,0.0000,0.0000,0.0000,0.000,0.0545,0.0338,0.0341,0.0165,0.6422,0.0815,0.0000,0.00164,0.000,0.0000,0.954,0.223,0.00,0.003,0.000,0.000,-0.0000,0.000,0.000,0.0000,0.5372,0.0000,0.5729,0.00000,0.13248,0.6159,0.6155,1.0000,0.723,0.000,1.0000,0.2347,0.0000,0.0000,0.0000,0.0000,0.0000,0.0941,1.7832
70000,493,1.554,0.828,15.27,8701,7700,0,796,0,162240,164573.1,80806.5,0.078,0.851,0.036,0.035,176,61.67,31.63,0.25,1.60,15.99,9.70,0.19,0.83,21.39,9.56,0.01,0.17,0.258,0.099,356,0.041,0.071,0.925,0.002,0.002,9244,6419,4,0.564,0.217,0.075,67374,0.187,2.077,0.085,16.44,5049,949,0.498,0.161,0.215,741085,1.04,1.40,0.499,0.487,0.006,24.8,57.9,92.6,192.5,18641,0.071,0.00,0.0016,0.209,99,0.246,0.000,0.309,0.215,5.53,6.41,6.24,0.05,0.022,1.02,1.03,1.05,0.262,0.00703,1.67,2.5103,155.88,117133.7,140122.1,0.000,2.3987,33.418,0.000,1.000,0.034,14.9,14.639,13.653,2176,11713.2,21.24,10.123,6.25,0.981,47.6,0.184,0.130,2.01,16.3023,8037.0,0.5804,0.4430,37.81,1.596,0.350,1.5345,0.0000,0.526,0.088,0.606,0.0000,6.68,0.83,16,36,55,100,12.3224,0.0019,0.4746,0.0000,0.0000,6.0473,100.00,98.8644,75.1183,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0023,0.0009,0.000008,15,0.1820,0.0892,0.0580,89,333,1509,0.0000,0.0000,0.0005,0.002,0.2777,0.0314,0.1072,0.0203,0.5586,0.1375,0.0000,0.00007,0.008,0.0001,0.984,0.523,0.19,0.075,0.000,0.000,0.0000,0.000,0.000,0.0000,0.5379,0.0000,0.6154,0.00000,0.12506,0.5923,0.5917,1.0000,0.815,0.000,1.0000,0.7700,0.0000,0.0000,0.0000,0.0000,0.0000,0.1528,2.0628
80000,284,1.398,0.643,10.67,2011,2123,0,83,0,22297,59852.0,12845.4,0.086,0.819,0.052,0.042,205,39.54,10.72,0.57,2.49,10.95,5.49,1.09,1.74,22.75,7.87,0.11,0.62,0.288,0.145,182,0.092,0.137,0.856,0.000,0.007,1571,1172,3,0.444,0.000,0.384,238259,0.220,1.603,0.049,5.68,1034,1281,0.576,0.096,0.042,134007,1.08,0.52,0.553,0.444,0.028,27.5,38.6,49.4,88.8,10043,0.038,0.00,0.0009,0.222,71,0.142,0.000,0.179,0.139,5.48,6.15,6.06,0.14,0.039,1.10,1.00,1.11,0.149,0.00415,0.25,0.7596,62.72,122549.1,140122.1,0.000,0.7327,11.844,0.000,1.000,0.165,6.9,5.710,3.818,1774,7526.3,10.92,3.451,6.34,0.222,25.4,0.026,0.134,1.97,22.5582,6406.5,0.7669,0.4710,35.36,1.131,0.186,0.4655,0.0000,0.518,0.068,0.352,0.0000,6.24,0.46,27,36,49,64,5.0480,0.0007,0.3908,0.0000,0.0000,1.4729,100.00,108.0976,74.4400,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0019,0.0009,0.000005,14,0.1464,0.2148,0.1018,112,394,2205,0.0000,0.0000,0.0000,0.000,0.0392,0.0326,0.0288,0.0211,0.6413,0.0856,0.0000,0.00093,0.165,0.0020,0.993,0.177,1.07,0.384,0.000,0.000,0.0000,0.000,0.000,0.0000,0.4696,0.0000,0.5118,0.00000,0.14947,0.5985,0.5982,1.0000,0.638,0.000,1.0000,0.2123,0.0000,0.0000,0.0000,0.0000,0.0000,0.0893,1.5973
90000,328,0.699,0.666,12.01,9488,8692,0,736,0,143311,168128.0,71636.8,0.070,0.835,0.055,0.039,187,38.53,16.47,0.63,2.41,13.25,6.99,0.05,0.37,17.57,10.17,0.18,0.84,0.356,0.152,258,0.034,0.052,0.942,0.000,0.006,9996,6997,3,0.506,0.098,0.021,395029,0.240,1.860,0.066,16.68,4787,941,0.500,0.167,0.180,708677,1.10,1.57,0.418,0.573,0.049,16.1,37.7,60.8,83.0,10333,0.039,0.00,0.0029,0.256,83,0.222,0.000,0.309,0.192,4.89,5.96,5.73,0.24,0.070,1.15,1.04,1.11,0.238,0.01135,1.69,2.4696,85.44,122814.0,140122.1,0.000,2.0235,34.586,0.000,1.000,0.213,1707.9,15.399,12.478,1516,8853.6,8.29,9.118,6.10,0.715,33.0,0.169,0.131,2.00,12.8321,4208.9,0.5361,0.4312,31.50,1.232,0.373,1.5345,0.0000,0.575,0.079,0.759,0.0000,6.24,0.60,15,35,47,64,13.2517,0.0033,0.5701,0.0000,0.0000,6.0554,100.00,102.3357,76.3245,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0024,0.0010,0.000016,16,0.2168,0.1037,0.0555,82,279,1340,0.0000,0.0000,0.0001,0.000,0.3760,0.0477,0.1583,0.0274,0.5276,0.2991,0.0000,-0.00527,0.314,0.0031,0.933,0.185,0.05,0.021,0.000,0.000,0.0000,0.000,0.000,0.0000,0.5097,0.0000,0.5985,0.00000,0.16842,0.6707,0.6700,1.0000,0.659,0.000,1.0000,0.8692,0.0000,0.0000,0.0000,0.0000,0.0000,0.0920,1.8566
100000,226,0.515,0.472,10.46,2262,2270,0,87,0,17442,60831.3,11014.7,0.047,0.850,0.055,0.048,211,29.95,11.39,0.16,1.23,14.31,7.51,0.19,0.70,19.60,9.16,0.05,0.47,0.504,0.207,156,0.084,0.111,0.889,0.000,0.000,1799,1472,2,0.929,0.000,0.075,54627,0.150,1.525,0.043,5.75,1042,1161,0.632,0.218,0.071,102381,1.03,1.17,0.491,0.509,0.013,12.9,29.7,43.8,71.6,7743,0.030,0.00,0.0014,0.274,59,0.105,0.000,0.160,0.134,5.15,6.19,5.93,0.11,0.022,1.04,1.02,1.03,0.111,0.00638,0.24,0.6125,78.20,128062.6,140122.1,0.000,0.5288,11.766,0.000,1.000,0.414,8.3,5.907,3.320,893,5597.3,8.95,2.873,6.29,0.162,17.8,0.027,0.135,1.99,17.9831,4064.2,0.6784,0.5050,34.26,0.871,0.125,0.4655,0.0000,0.631,0.048,0.929,0.0000,6.35,0.52,16,36,49,75,4.9770,0.0028,0.5221,0.0000,0.0000,1.4774,100.00,110.8108,75.5853,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0020,0.0010,0.000010,7,0.1414,0.1549,0.0998,78,280,1800,0.0000,0.0000,0.0004,0.000,0.0507,0.0306,0.0346,0.0442,0.5401,0.2089,0.0000,-0.00137,0.394,0.0025,0.987,0.179,0.19,0.075,0.000,0.000,0.0000,0.000,0.000,0.0000,0.4329,0.0000,0.4497,0.00000,0.27369,0.7109,0.7104,1.0000,0.466,0.000,1.0000,0.2270,0.0000,0.0000,0.0000,0.0000,0.0000,0.0691,1.5210
