step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err,seed,seed_set,sprouted,seed_intake,fiber_in,fermented,dung,fiber_bodies
11000,12007,2562,61383,109099,92988,47221,495,21505,194,0,371640,2774460,40527.746,30921.107,1.0374,6825.449,0.053,0.830,0.058,0.059,0.466,0.393,171,0.0802,0.6521,0.049,16.0,40.9,79.2,32.40,3.80,9.91,0.74,17.94,6.48,1.413,0.228,0.280,0.289,6.560,0.165,0.0033,86,379,527,11070,75,26,0.177,6539,66,2236,9705,581,2473,8953,5.00,11.74,25657,23.6284,61676,22083,372505,2886.1,-0.0,678269,10.137,2616205.768,1.51e-14,0.00028,16.93,44854,25.329,2.434,21.853,1.043,25.333,5158,1965,4884,0.2115,0.966,1.307,1.997,1.334,0.951,1.682,8174.240,16855.047,18435.770,8091.745,20825.681,13546.202,1904.026,8645.430,0.515,0.426,0.443,0.442,0.370,0.454,64314,20204,0.6259,0.1485,0.2746,0.9997,0.0286,0.0446,0.4832,0.8271,0.9227,0.1859,0.0425,0.0235,0.0000,0.2188,0.9371,0.0473,0.6605,0.9412,0.00249,2184,0.9992,0.8016,0.8123,0.9986,0.0286,0.0446,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.7402,4.7426,6.4889,0.0333,0.0936,0.0640,0.087,0.121,0.093,0.114,1313,0.0459,0.0031,0.0021,0.00225,0.00043,0.00069,24.27,27.25,27.25,1585.1329,0.1041,29.2202,4.8232,5.3143,1077355,1516675,2.0371,0.1027,2373.5,1585.1329,17.49,0,0,0,0,0,0,12685,24095.657,21446.335,0.9387,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,6.66e-15,13883.6,5.9071,2.9480,38.835,299.561,159.761,135.571,11439.1
12000,10736,3295,60578,116650,102248,55427,645,22892,246,0,334317,3161654,43919.947,32893.396,1.1789,8260.439,0.051,0.824,0.071,0.055,0.498,0.373,102,0.0872,0.6390,0.054,16.1,45.0,80.4,33.42,4.93,10.24,0.54,17.71,6.66,1.363,0.215,0.381,0.393,7.865,0.185,0.0033,91,402,588,10255,18,23,0.446,6087,234,1969,8533,1249,2142,7345,3.25,9.51,23003,22.7650,61985,22320,359827,2159.3,-0.0,696033,11.435,2616205.768,7.12e-15,0.00076,31.67,42467,25.858,2.440,22.720,0.698,25.861,5596,1615,3525,0.1950,0.993,1.257,1.998,1.269,0.976,1.691,8164.645,14188.791,25825.931,8081.600,18272.855,16642.055,1134.275,6856.627,0.569,0.442,0.442,0.521,0.394,0.467,65693,23610,0.6186,0.1414,0.2053,0.9998,0.0296,0.0397,0.4568,1.0490,0.9579,0.1997,0.0405,0.0297,0.0000,0.7468,0.9383,0.2621,0.6599,0.9485,0.00244,2602,0.9995,0.9347,0.8719,0.9991,0.0296,0.0397,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6550,4.8615,6.8139,0.0363,0.0770,0.0646,0.092,0.104,0.083,0.117,1383,0.0334,0.0033,0.0026,0.00205,0.00039,0.00063,26.66,26.78,27.63,1633.0792,0.1155,26.6353,6.5053,4.9302,1078664,1516655,1.7636,0.0318,2178.5,1633.0792,23.27,0,0,0,0,0,0,11116,24632.957,22090.671,0.9395,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.84e-15,12896.1,5.6913,2.9736,56.914,325.591,180.018,149.143,7868.5
13000,9825,2802,59328,105200,90193,45498,374,24505,203,0,338055,3182062,39569.046,32704.996,1.1903,7556.149,0.041,0.850,0.055,0.054,0.496,0.378,99,0.0938,0.6377,0.055,16.2,48.5,83.6,36.46,5.56,10.24,0.68,19.97,6.97,1.292,0.211,0.383,0.393,7.424,0.186,0.0036,97,433,558,11537,38,18,0.604,5673,458,2118,7249,1762,1238,6825,4.25,9.62,22080,20.4054,62120,23925,349889,2138.4,-0.0,713116,12.302,2616205.768,2.03e-14,0.00009,10.33,40678,25.885,2.437,22.850,0.598,25.888,4754,1728,3343,0.2272,0.982,1.140,1.998,1.211,0.966,1.577,7029.735,14749.698,21851.166,6963.763,18310.266,16359.733,1335.445,7453.669,0.559,0.475,0.437,0.480,0.288,0.444,68424,21494,0.5716,0.1303,0.1711,0.9996,0.0336,0.0432,0.4289,0.8530,0.8124,0.2239,0.0287,0.0428,0.0000,0.0000,0.8274,0.1762,0.6233,0.9563,0.00248,1409,0.9998,0.8289,0.8154,0.9991,0.0336,0.0432,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6610,4.5085,6.6882,0.0352,0.0901,0.0721,0.107,0.124,0.097,0.143,1661,0.0453,0.0040,0.0040,0.00205,0.00024,0.00045,24.97,26.34,26.29,1595.4068,0.1160,25.5458,7.1690,5.1326,1081963,1515196,1.8603,0.0261,2065.4,1595.4068,21.76,0,0,0,0,0,0,10967,25148.847,22586.115,0.9429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.11e-14,11778.4,5.1013,2.7922,52.605,290.957,159.495,130.587,8743.5
14000,8021,2448,53811,108443,97016,54033,599,20575,169,0,240707,2691328,42552.323,27693.013,1.2696,8593.025,0.042,0.825,0.061,0.072,0.505,0.379,90,0.0888,0.6334,0.054,16.0,49.8,85.1,37.14,4.99,9.45,0.70,22.00,7.04,1.309,0.197,0.325,0.334,8.339,0.189,0.0035,85,416,502,9984,29,14,0.661,4353,158,1367,6496,1697,845,5479,3.00,9.92,20738,18.7161,62247,23742,338946,2238.9,-0.0,725770,10.577,2616205.768,3.52e-14,0.00046,33.24,37922,22.735,2.448,19.893,0.394,22.738,3695,1186,3140,0.1787,0.999,1.173,1.999,1.223,0.976,1.535,7629.035,19559.755,19121.599,7599.327,24424.422,12048.637,1144.688,5906.663,0.557,0.489,0.463,0.548,0.303,0.531,67146,23321,0.5696,0.1111,0.1859,0.9996,0.0280,0.0609,0.4328,0.9566,0.8024,0.1925,0.0446,0.0422,0.0000,0.7572,0.9652,0.0775,0.6548,0.9787,0.00250,3339,0.9998,0.9099,0.8507,0.9988,0.0280,0.0609,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5439,4.5878,6.6272,0.0387,0.0904,0.0823,0.110,0.181,0.108,0.139,1184,0.0345,0.0048,0.0034,0.00207,0.00026,0.00047,25.55,26.32,26.80,1475.7498,0.0924,32.4990,5.5294,5.0477,1083985,1514059,2.3869,0.1205,2091.8,1475.7498,23.50,0,0,0,0,0,0,7027,19099.988,17313.960,0.9475,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.26e-14,11557.0,4.6790,2.6729,33.511,320.481,173.306,147.248,8670.4
15000,7593,2378,51985,108100,98092,55588,527,17427,83,0,195239,2496840,42018.584,25134.959,1.2673,9670.594,0.064,0.784,0.075,0.077,0.521,0.373,91,0.0771,0.6385,0.075,17.0,45.8,83.3,36.13,4.44,9.69,0.70,21.30,7.06,1.319,0.205,0.300,0.308,8.925,0.191,0.0031,83,391,533,7623,29,11,0.561,4172,33,1619,5941,250,1247,6096,2.50,8.96,21528,17.3262,62348,22442,328965,1975.6,-0.0,735873,9.417,2616205.768,1.57e-14,0.00201,23.67,37828,21.406,2.450,18.576,0.380,21.409,2866,1092,3635,0.1717,0.999,1.175,1.999,1.205,0.971,1.513,9145.299,21112.292,15087.924,9121.996,27479.258,9112.688,1141.297,5210.380,0.531,0.528,0.511,0.528,0.366,0.564,65569,23717,0.6802,0.0970,0.1954,0.9998,0.0278,0.0611,0.4293,0.9062,0.7925,0.2091,0.0200,0.0390,0.0000,0.2819,0.9314,0.1919,0.6827,0.9948,0.00250,5223,0.9990,0.8745,0.8044,0.9988,0.0278,0.0611,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6126,4.7718,6.5891,0.0394,0.1023,0.0947,0.088,0.253,0.129,0.132,924,0.0334,0.0043,0.0031,0.00193,0.00042,0.00062,26.24,25.40,26.81,1338.1058,0.0729,37.0564,4.1859,5.2313,1086205,1512223,2.6732,0.1824,2243.6,1338.1058,26.31,0,0,0,0,0,0,5039,15464.365,14039.493,0.9471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.42e-14,11535.9,4.3315,2.4173,29.041,308.277,166.518,144.529,5899.5
16000,8192,2034,46915,87319,77659,39896,508,17147,89,0,199857,2236057,32858.082,22430.326,1.1842,7639.022,0.049,0.801,0.085,0.065,0.491,0.390,108,0.0765,0.6520,0.067,17.0,35.9,80.1,33.81,3.82,9.01,0.51,20.47,7.16,1.287,0.204,0.255,0.261,8.029,0.194,0.0033,88,395,526,7599,37,11,0.478,4452,40,2270,5882,135,972,7085,3.25,10.59,25832,18.7639,62359,24131,324447,1804.2,-0.0,738581,8.748,2616205.768,3.54e-14,0.00030,15.34,30513,18.703,2.425,15.812,0.466,18.706,2480,1810,3902,0.2566,0.981,1.105,1.999,1.185,0.971,1.497,7675.394,17522.015,9830.365,7642.566,23024.173,8359.320,1260.992,5170.992,0.501,0.503,0.479,0.384,0.316,0.532,66790,19228,0.7709,0.1093,0.1789,0.9999,0.0280,0.0576,0.4289,0.8436,0.8542,0.2219,0.0332,0.0367,0.0000,0.0229,0.9110,0.0494,0.6444,0.9855,0.00253,3513,0.9985,0.7875,0.8106,0.9986,0.0280,0.0576,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6671,5.0471,6.6423,0.0412,0.0736,0.0657,0.106,0.122,0.106,0.098,800,0.0298,0.0048,0.0022,0.00208,0.00036,0.00064,24.34,25.91,26.47,1427.8176,0.0762,31.1310,3.7586,4.9896,1087442,1510101,2.4384,0.1862,2309.7,1427.8176,21.73,0,0,0,0,0,0,5539,14791.304,13355.505,0.9475,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.00e-15,12563.1,4.6910,2.3387,19.338,238.958,125.981,112.817,6059.3
17000,8796,2620,52834,107394,96496,53929,631,18816,123,0,243979,2445958,40308.665,27643.227,1.1612,9936.366,0.045,0.779,0.070,0.106,0.502,0.378,102,0.0777,0.6408,0.066,20.0,44.9,83.3,37.74,4.93,9.81,0.65,22.35,6.98,1.303,0.212,0.353,0.362,8.783,0.173,0.0033,86,389,601,9451,36,12,0.539,4740,106,1799,6891,370,1780,6646,2.00,9.42,23914,20.5031,62530,24153,321080,2073.1,-0.0,744258,9.408,2616205.768,1.46e-14,0.00293,36.12,38766,22.382,2.439,19.447,0.496,22.386,3976,1299,3521,0.2262,0.971,1.115,1.999,1.152,0.969,1.597,8194.614,16601.669,19099.372,8185.227,22960.433,10197.587,1219.382,6289.892,0.539,0.504,0.473,0.536,0.364,0.532,68715,21085,0.6198,0.1687,0.2303,0.9995,0.0284,0.0548,0.4450,0.8532,0.8824,0.1796,0.0389,0.0646,0.0000,0.8136,0.9543,0.2285,0.6720,0.9671,0.00249,4390,0.9994,0.8613,0.8633,0.9983,0.0284,0.0548,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6973,4.8376,6.7504,0.0384,0.0790,0.0704,0.082,0.177,0.095,0.127,766,0.0273,0.0035,0.0024,0.00254,0.00043,0.00056,28.28,26.37,26.76,1612.5371,0.0832,31.4251,4.0056,5.4022,1086608,1509170,1.5831,0.1179,2200.7,1612.5371,24.35,0,0,0,0,0,0,7050,17706.860,15979.534,0.9439,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.34e-15,13200.9,5.1258,2.5967,28.191,304.152,165.952,137.137,7122.1
18000,9432,2598,54663,95137,82383,40005,469,22811,156,0,312495,2844764,34787.554,30715.369,1.1801,7667.231,0.044,0.839,0.062,0.054,0.494,0.381,116,0.0887,0.6486,0.068,19.8,42.8,82.0,34.83,5.15,9.97,0.38,19.33,6.72,1.360,0.217,0.383,0.395,7.206,0.187,0.0037,95,412,644,12389,45,15,0.473,5480,412,2146,6874,992,2012,6428,5.00,11.24,24523,19.9338,62595,24041,317929,1962.5,-0.0,752594,10.978,2616205.768,1.12e-14,0.00051,9.52,37081,23.602,2.409,20.516,0.676,23.605,4712,1010,3710,0.1520,0.996,1.166,2.000,1.242,0.976,1.614,8109.784,13077.926,16684.910,8052.891,17716.984,13320.157,1610.520,8117.460,0.498,0.474,0.499,0.436,0.332,0.448,72621,17047,0.5377,0.2027,0.2162,0.9998,0.0298,0.0488,0.4708,0.8918,0.8921,0.2000,0.0419,0.0658,0.0000,0.0000,0.7510,0.2293,0.6411,0.9510,0.00249,3459,0.9997,0.8308,0.8631,0.9990,0.0298,0.0488,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.9547,4.7694,6.7682,0.0333,0.0655,0.0587,0.053,0.102,0.053,0.115,1196,0.0410,0.0051,0.0026,0.00239,0.00034,0.00045,25.54,25.42,26.17,1592.3297,0.1125,26.0772,5.1935,5.7845,1088299,1508075,0.7512,0.0278,2129.7,1592.3297,20.58,0,0,0,0,0,0,9358,23048.138,20720.111,0.9359,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.55e-14,13105.3,4.9834,2.7867,34.457,253.435,138.510,114.160,7886.4
19000,9761,2264,53661,100312,88011,46044,607,20253,129,0,267865,2426218,41548.998,26556.400,1.1461,7369.433,0.045,0.817,0.071,0.067,0.468,0.397,131,0.0826,0.6306,0.069,17.0,40.5,80.5,35.07,3.87,9.42,0.51,21.26,6.97,1.362,0.212,0.290,0.301,7.108,0.162,0.0035,89,424,521,11098,71,15,0.416,5208,969,1468,7324,1204,1361,7196,4.25,12.13,22921,20.3306,62642,21863,309726,2518.3,-0.0,762688,10.592,2616205.768,6.76e-15,0.00090,24.64,40016,24.383,2.402,21.284,0.697,24.387,4016,1576,4169,0.1943,0.977,1.143,2.000,1.332,0.948,1.548,9536.291,15354.857,20072.597,9507.169,19338.665,12652.498,1090.960,5443.508,0.471,0.428,0.480,0.466,0.431,0.472,71625,20141,0.5993,0.0959,0.2049,0.9999,0.0347,0.0497,0.4824,0.8212,0.9029,0.1774,0.0155,0.0511,0.0000,0.5700,0.9495,0.1120,0.6545,0.9455,0.00251,2733,0.9997,0.8289,0.8426,0.9993,0.0347,0.0497,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,6.1116,4.8671,6.6974,0.0344,0.0624,0.0560,0.095,0.100,0.074,0.113,2088,0.0648,0.0055,0.0040,0.00192,0.00049,0.00045,24.71,27.24,26.91,1403.8270,0.1149,29.1332,5.8002,4.7921,1089762,1506291,0.6613,0.0246,2227.7,1403.8270,18.26,0,0,0,0,0,0,7988,19186.966,17232.758,0.9446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.60e-15,13023.7,5.0827,2.9643,32.839,308.825,169.451,137.011,10249.7
20000,7923,2052,55295,108136,95187,51976,865,19262,173,0,287515,2427953,39028.800,27692.737,1.0981,7960.226,0.060,0.776,0.082,0.082,0.477,0.390,83,0.0977,0.6536,0.075,19.4,35.9,75.1,31.67,3.10,8.93,0.62,19.02,6.37,1.421,0.209,0.233,0.243,7.159,0.178,0.0033,81,393,473,9672,30,13,0.466,4053,565,910,6448,935,793,6195,4.14,12.42,21657,19.2268,62724,20743,300503,2117.7,-0.0,771811,10.275,2616205.768,1.05e-14,0.00005,20.54,46687,25.331,2.392,22.393,0.546,25.334,2859,1372,3692,0.1940,0.981,1.184,2.000,1.475,0.962,1.549,7815.667,15939.279,18725.080,7802.565,20461.380,11998.455,1095.873,6638.183,0.475,0.469,0.482,0.496,0.426,0.495,68471,21198,0.6299,0.1354,0.2435,0.9998,0.0386,0.0464,0.5425,0.8460,0.9292,0.1806,0.0297,0.0456,0.0000,0.3531,0.9048,0.2450,0.7352,0.9551,0.00248,3124,0.9984,0.6956,0.7914,0.9993,0.0386,0.0464,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,6.8735,5.2141,6.7976,0.0341,0.0886,0.0828,0.134,0.142,0.090,0.150,2436,0.0895,0.0037,0.0032,0.00193,0.00052,0.00053,25.92,27.38,27.70,1201.7412,0.1021,28.4237,5.2771,4.9978,1091729,1505595,1.2636,0.1413,2481.0,1201.7412,20.50,0,0,0,0,0,0,10940,19732.511,17418.964,0.9427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.37e-15,13325.3,4.8067,3.0537,20.791,299.184,159.800,142.473,7160.9
21000,9726,1957,58258,106598,90385,47428,912,18039,201,0,295873,2287497,35923.903,26474.900,1.0418,7209.165,0.074,0.778,0.068,0.079,0.456,0.400,112,0.0851,0.6743,0.060,18.0,32.0,70.2,26.85,2.88,9.49,0.47,14.01,5.83,1.565,0.243,0.236,0.244,6.117,0.154,0.0032,77,354,484,10018,48,14,0.345,4708,44,1747,7935,245,1792,7689,6.50,14.30,25367,20.4746,62694,21802,291634,1841.3,-0.0,772394,8.987,2616205.768,2.90e-14,0.00005,8.53,49825,26.015,2.403,22.514,1.098,26.018,3601,883,5242,0.1216,1.000,1.908,2.000,1.454,0.977,1.741,6287.226,19071.693,12453.876,6275.141,24404.052,9017.526,1058.887,9189.322,0.454,0.456,0.457,0.418,0.361,0.480,64114,20094,0.6546,0.0927,0.3064,0.9999,0.0244,0.0337,0.5390,1.0476,0.9981,0.1791,0.0155,0.0412,0.0000,0.0000,0.9094,0.0740,0.6577,0.9451,0.00251,3205,0.9989,0.8589,0.8957,0.9989,0.0244,0.0337,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,6.9951,5.1454,7.9313,0.0279,0.0847,0.0705,0.084,0.104,0.086,0.104,2182,0.1122,0.0029,0.0020,0.00192,0.00048,0.00074,23.22,25.54,27.76,1400.6077,0.0875,30.8068,4.1184,4.8683,1091372,1504767,2.0157,0.2116,2505.5,1400.6077,16.29,0,0,0,0,0,0,12734,19265.735,16743.750,0.9233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,5.65e-16,13981.9,5.1186,3.0933,19.437,272.514,144.266,127.774,7634.7
22000,8731,2205,61831,115797,96852,53607,359,20414,112,0,369709,2677098,38602.168,30973.728,1.0222,7353.639,0.049,0.796,0.063,0.092,0.464,0.385,64,0.1136,0.6713,0.052,19.0,32.0,72.7,29.03,3.72,9.58,0.48,15.26,6.00,1.488,0.228,0.267,0.276,6.870,0.172,0.0032,82,366,524,10095,74,13,0.435,4450,49,1668,7014,389,1483,6859,4.00,12.04,26587,22.2370,62829,22578,288214,2052.3,-0.0,773831,9.781,2616205.768,1.51e-14,0.00140,31.86,54124,28.458,2.410,25.223,0.825,28.461,3420,861,4450,0.1363,0.999,1.265,2.000,1.345,0.946,1.702,6160.916,17988.799,17365.344,6138.578,22451.884,11235.756,1232.544,11151.789,0.476,0.504,0.448,0.476,0.438,0.464,63574,20330,0.6773,0.1406,0.2777,0.9999,0.0263,0.0363,0.4862,0.8949,0.9788,0.2021,0.0280,0.0450,0.0000,0.7820,0.9505,0.1297,0.7226,0.9534,0.00249,2574,0.9987,0.7107,0.8744,0.9992,0.0263,0.0363,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,6.6311,5.0569,7.6972,0.0322,0.0790,0.0657,0.088,0.100,0.070,0.102,2234,0.0805,0.0034,0.0035,0.00205,0.00060,0.00079,26.05,26.05,27.25,1468.3201,0.1055,28.7940,4.5788,5.2019,1091462,1504379,2.4602,0.2014,2480.3,1468.3201,19.77,0,0,0,0,0,0,17162,23620.089,20412.697,0.9315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.45e-15,14493.6,5.5593,3.1435,27.961,295.450,156.162,140.231,6690.9
23000,10822,2639,64515,119545,101818,54555,475,22027,125,0,371884,2892140,42272.941,33045.225,1.0668,8248.808,0.051,0.801,0.069,0.078,0.477,0.384,94,0.0892,0.6592,0.058,20.0,36.0,80.5,33.41,4.15,10.45,0.51,18.30,6.33,1.462,0.234,0.296,0.308,6.835,0.156,0.0033,86,376,498,11409,25,15,0.400,5421,137,2031,8654,697,2698,7427,4.00,11.49,26264,23.5690,62983,22334,286785,2491.7,-0.0,774910,10.505,2616205.768,1.51e-14,0.00035,11.13,51248,29.526,2.407,25.987,1.132,29.530,5185,1085,4552,0.1631,0.996,1.193,2.000,1.284,0.964,1.782,7594.444,17551.756,20378.619,7557.443,22585.687,13595.805,1339.457,9861.155,0.501,0.513,0.449,0.486,0.391,0.460,64357,21983,0.5918,0.2007,0.2521,0.9995,0.0274,0.0350,0.4633,0.8992,0.9571,0.1698,0.0296,0.0366,0.0000,0.0000,0.7341,0.2065,0.6514,0.9419,0.00249,2759,0.9996,0.8077,0.9074,0.9989,0.0274,0.0350,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,6.0041,5.0148,8.1215,0.0277,0.0765,0.0659,0.068,0.118,0.074,0.097,1464,0.0445,0.0023,0.0035,0.00213,0.00049,0.00068,25.94,26.53,27.53,1510.5089,0.1127,30.3936,4.8442,5.6605,1090535,1503356,2.1276,0.1199,2430.4,1510.5089,20.23,0,0,0,0,0,0,14066,24796.416,21900.595,0.9334,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.39e-16,14724.7,5.8922,3.2837,35.423,320.030,171.111,146.357,9252.7
24000,9297,2636,65072,119755,102009,54123,560,25189,202,0,422164,2849523,44467.371,37382.258,1.0932,8537.207,0.055,0.818,0.062,0.064,0.463,0.391,138,0.1108,0.6321,0.059,23.0,47.0,85.6,37.46,5.36,11.69,0.43,19.97,6.60,1.390,0.237,0.382,0.390,7.378,0.174,0.0037,89,378,522,13451,39,15,0.496,4860,359,2097,6841,1186,1919,6192,4.50,12.06,22207,21.0058,63135,21752,284053,1988.9,-0.0,785629,11.446,2616205.768,1.21e-14,0.00041,20.30,51023,30.889,2.406,27.755,0.728,30.893,4926,1038,3333,0.1888,0.980,1.131,2.000,1.229,0.966,1.761,9107.612,13932.765,26057.381,9080.707,17866.489,18682.817,1534.150,8628.084,0.501,0.470,0.424,0.499,0.400,0.429,65325,23004,0.5510,0.1465,0.3113,0.9998,0.0353,0.0348,0.4312,0.8155,0.9223,0.1883,0.0316,0.0432,0.0000,0.4606,0.9382,0.0748,0.6367,0.9467,0.00249,2731,0.9995,0.7727,0.8889,0.9992,0.0353,0.0348,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.8575,4.6973,7.9890,0.0288,0.0630,0.0527,0.063,0.085,0.068,0.089,1531,0.0361,0.0036,0.0047,0.00201,0.00059,0.00055,23.62,25.60,26.37,1712.5433,0.1277,27.1552,6.1578,5.2883,1093261,1502992,1.8520,0.0319,2200.6,1712.5433,19.22,0,0,0,0,0,0,13940,28845.051,25858.578,0.9416,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.37e-15,13163.7,5.2514,3.2130,55.031,327.859,178.986,151.088,7037.6
25000,7921,2377,50038,89537,76808,38948,551,22527,112,0,317193,2479550,36273.585,30039.861,1.1754,6737.265,0.039,0.842,0.049,0.071,0.469,0.391,88,0.1080,0.6216,0.060,23.0,49.2,86.9,38.93,5.37,11.07,0.47,22.02,6.83,1.353,0.225,0.374,0.382,7.707,0.179,0.0039,101,434,471,11457,31,15,0.560,4220,276,1622,6023,1534,1030,5357,5.50,12.73,20037,18.4734,63364,22593,281441,1934.8,-0.0,796179,11.040,2616205.768,2.01e-14,0.00022,32.07,34167,23.885,2.409,20.983,0.494,23.888,3681,974,3266,0.1682,0.995,1.123,2.000,1.181,0.972,1.661,6722.766,12081.934,21437.628,6698.942,14874.281,15146.108,1166.943,6989.545,0.504,0.498,0.422,0.494,0.338,0.418,68093,16932,0.5271,0.0984,0.2789,0.9999,0.0340,0.0510,0.4225,0.7834,0.8169,0.1884,0.0432,0.0618,0.0000,0.7074,0.9404,0.2658,0.6475,0.9625,0.00249,1998,0.9996,0.7582,0.8629,0.9992,0.0340,0.0510,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5952,4.6047,7.5892,0.0296,0.0609,0.0501,0.057,0.115,0.051,0.106,1324,0.0337,0.0054,0.0059,0.00208,0.00033,0.00042,27.34,26.41,26.28,1549.3608,0.1208,21.8008,5.9796,5.0605,1096240,1502037,2.0768,0.0482,2172.0,1549.3608,25.27,0,0,0,0,0,0,8521,23302.595,21140.323,0.9440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.26e-16,11815.8,4.6183,2.9304,46.239,268.882,146.200,122.133,7586.9
