step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err,seed,seed_set,sprouted,seed_intake,fiber_in,fermented,dung,fiber_bodies
11000,11881,3473,61443,111422,94469,49660,319,20925,146,0,315582,3169358,44918.706,28873.269,1.0807,7556.859,0.066,0.860,0.036,0.038,0.480,0.391,95,0.0830,0.6230,0.051,24.0,45.3,78.6,31.93,5.11,9.85,0.33,16.64,6.10,1.485,0.218,0.349,0.358,8.203,0.156,0.0031,94,415,564,7447,13,26,0.377,6046,254,2291,9336,628,3322,7931,4.25,10.51,31172,26.7082,61631,22492,373671,2504.7,-0.0,660802,11.599,2616370.561,2.49e-15,0.00040,16.93,45082,27.536,2.423,24.075,1.038,27.539,6253,1401,4227,0.1589,0.998,1.430,2.000,1.396,0.978,1.783,7910.780,17628.318,23009.553,7877.817,21588.195,10605.743,1063.930,9646.737,0.554,0.510,0.400,0.485,0.342,0.446,59550,21749,0.6397,0.1135,0.2976,1.0000,0.0367,0.0417,0.4709,0.8855,0.9119,0.2414,0.0203,0.0282,0.0000,0.2188,0.9371,0.0473,0.6605,0.9412,0.00249,2166,0.9994,0.7018,0.8029,0.9991,0.0367,0.0417,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9083,4.5953,5.3258,0.0380,0.0542,0.0497,0.040,0.033,0.023,0.109,1802,0.0594,0.0035,0.0027,0.00196,0.00047,0.00080,24.05,27.33,27.88,1485.8702,0.0863,29.7585,6.2461,5.3530,1072039,1517624,2.0707,0.1061,2952.6,1485.8702,17.49,0,0,0,0,0,0,12955,21316.410,18596.907,0.9367,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,6.66e-15,17326.8,6.6770,3.8223,50.885,334.512,182.103,149.373,10027.0
12000,12398,4368,67120,125791,108338,58140,531,25140,157,0,372711,3825226,48814.908,34597.172,1.1098,8744.874,0.058,0.864,0.039,0.039,0.502,0.374,107,0.0873,0.6155,0.056,24.0,46.4,76.6,32.20,5.50,9.18,0.32,17.19,6.24,1.440,0.206,0.386,0.397,8.831,0.183,0.0032,97,435,675,9158,65,23,0.452,6322,680,2917,8801,1229,2923,8246,3.25,9.14,28383,25.9660,61932,20976,364924,2741.0,-0.0,676953,13.282,2616370.561,9.08e-15,0.00032,31.67,47271,30.684,2.425,27.189,1.071,30.688,7013,1568,3817,0.1716,0.997,1.354,2.000,1.389,0.975,1.723,9914.312,15957.725,27620.784,9821.379,20117.618,15177.729,1270.984,9403.585,0.575,0.527,0.405,0.507,0.393,0.448,62215,22812,0.6482,0.1802,0.2806,1.0000,0.0418,0.0394,0.4708,1.0143,0.9170,0.2369,0.0329,0.0412,0.0000,0.7468,0.9383,0.2621,0.6599,0.9485,0.00244,2817,0.9996,0.8453,0.8576,0.9993,0.0418,0.0394,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0065,4.7068,5.7182,0.0411,0.0475,0.0419,0.034,0.037,0.024,0.108,1706,0.0370,0.0045,0.0029,0.00182,0.00051,0.00070,26.48,26.67,26.80,1544.1949,0.1075,30.2484,7.5698,5.7117,1074350,1516218,1.7640,0.0314,2742.4,1544.1949,23.27,0,0,0,0,0,0,13971,25852.298,22796.257,0.9390,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.84e-15,15825.3,6.4915,3.7676,64.606,356.738,198.133,159.470,9162.0
13000,11636,4245,56496,106581,93613,49463,622,23662,78,0,274604,3651012,42678.091,29179.642,1.2098,8416.549,0.062,0.852,0.044,0.041,0.528,0.364,105,0.0745,0.6160,0.052,23.8,47.0,75.1,32.36,5.43,9.02,0.35,17.57,6.29,1.420,0.202,0.401,0.409,8.930,0.188,0.0032,108,514,712,6525,41,22,0.481,5844,635,2311,8690,2128,1759,7749,2.75,8.75,24454,22.3491,62061,22399,357020,2446.3,-0.0,695328,13.329,2616370.561,1.30e-14,0.00010,10.33,37197,27.075,2.428,23.704,0.942,27.078,6260,1595,3781,0.1831,0.994,1.324,2.000,1.355,0.977,1.713,7923.164,13218.627,26433.720,7873.027,16787.892,13363.296,1149.428,6250.368,0.590,0.555,0.423,0.550,0.320,0.425,65396,21987,0.5896,0.1536,0.2567,0.9999,0.0341,0.0531,0.4596,1.0371,0.8702,0.2319,0.0322,0.0490,0.0000,0.0000,0.8274,0.1762,0.6233,0.9563,0.00248,1607,0.9992,0.8671,0.8144,0.9990,0.0341,0.0531,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9246,4.7303,5.5906,0.0412,0.0602,0.0569,0.038,0.033,0.032,0.120,1774,0.0362,0.0056,0.0059,0.00194,0.00043,0.00052,24.88,26.74,26.82,1571.4581,0.0961,24.8915,7.9560,5.3726,1077410,1515294,1.8102,0.0254,2541.5,1571.4581,21.76,0,0,0,0,0,0,8150,20763.093,18548.699,0.9454,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.11e-14,14275.5,5.5873,3.5490,54.581,317.780,177.611,141.334,7996.6
14000,10125,3524,59309,128362,116592,68220,833,23163,70,0,253234,3700803,49232.707,29217.133,1.2238,9848.034,0.084,0.801,0.058,0.057,0.557,0.341,117,0.0771,0.6283,0.059,22.0,47.8,72.0,33.75,5.55,9.57,0.66,17.97,6.45,1.344,0.212,0.402,0.408,8.682,0.194,0.0031,102,494,697,4899,50,17,0.603,5079,278,1564,8283,1995,986,7144,3.00,9.09,22880,19.7382,62188,19753,342695,2622.2,-0.0,712127,13.496,2616370.561,8.19e-15,0.00135,33.24,38155,25.759,2.428,22.735,0.596,25.762,4820,1608,3697,0.2083,0.989,1.088,2.000,1.304,0.977,1.555,11538.868,19911.669,22409.415,11495.324,25176.002,11686.878,1038.455,6643.766,0.599,0.606,0.474,0.568,0.415,0.562,61342,25358,0.6589,0.2232,0.3003,0.9998,0.0347,0.0485,0.4467,0.9018,0.7658,0.2591,0.0314,0.0532,0.0000,0.7572,0.9652,0.0775,0.6548,0.9787,0.00250,4198,0.9990,0.7639,0.7076,0.9985,0.0347,0.0485,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0579,4.6886,5.4767,0.0423,0.0811,0.0768,0.091,0.094,0.062,0.189,1278,0.0279,0.0036,0.0034,0.00207,0.00062,0.00069,24.84,26.88,27.15,1710.5944,0.0837,37.0135,7.1670,6.3288,1082124,1513598,2.3125,0.1238,2264.8,1710.5944,23.50,0,0,0,0,0,0,6753,19369.099,17427.048,0.9468,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.26e-14,12568.0,4.9345,3.0723,54.670,352.587,190.227,162.672,7684.6
15000,9393,2942,54099,107934,98232,53149,686,19069,64,0,227734,2995512,44083.106,25136.697,1.1685,8505.479,0.089,0.798,0.055,0.058,0.534,0.360,85,0.0731,0.6331,0.057,19.6,41.1,67.9,31.23,4.35,9.03,0.55,17.29,6.41,1.361,0.212,0.330,0.336,8.160,0.196,0.0029,97,441,614,3778,46,18,0.523,4393,39,1869,7485,311,1576,7506,3.75,10.13,23774,18.9936,62294,19114,329661,2544.0,-0.0,722582,10.941,2616370.561,9.43e-15,0.00089,23.67,30853,21.516,2.420,18.580,0.517,21.519,3605,1871,3917,0.2295,0.999,1.087,2.000,1.317,0.985,1.580,10560.150,20471.904,15861.226,10529.127,26198.232,9619.401,804.761,6207.056,0.571,0.573,0.474,0.533,0.347,0.530,56226,20606,0.6532,0.1876,0.2734,0.9998,0.0307,0.0568,0.4599,0.9929,0.8038,0.2481,0.0225,0.0541,0.0000,0.2819,0.9314,0.1919,0.6827,0.9948,0.00250,8383,0.9986,0.7602,0.7182,0.9984,0.0307,0.0568,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1464,4.6916,5.5316,0.0444,0.0602,0.0569,0.064,0.077,0.040,0.155,968,0.0306,0.0044,0.0020,0.00205,0.00065,0.00078,27.17,26.77,26.76,1484.4110,0.0777,37.0073,4.8643,6.0763,1085448,1511762,2.6081,0.1787,2255.0,1484.4110,26.31,0,0,0,0,0,0,5741,16631.218,15008.534,0.9474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.42e-14,12071.5,4.7484,2.5240,41.524,314.840,168.468,146.934,7122.0
16000,8559,2616,47124,84570,75470,36914,532,16533,40,1,176407,2740197,34823.448,20019.422,1.1772,7039.966,0.068,0.818,0.052,0.062,0.527,0.367,61,0.0740,0.6527,0.076,22.0,42.5,67.1,31.43,3.91,8.47,0.44,18.61,6.20,1.421,0.197,0.325,0.328,7.953,0.180,0.0028,95,443,579,3995,29,16,0.490,4008,46,2195,6318,235,1240,7084,4.00,10.27,26145,19.8327,62303,21677,324998,1741.0,-0.0,726945,9.641,2616370.561,1.01e-14,0.00005,15.34,27333,19.605,2.429,16.635,0.541,19.608,3196,1562,3801,0.2095,0.997,1.183,2.000,1.345,0.979,1.667,8499.807,15907.638,12948.057,8463.179,20452.178,6801.512,514.868,5663.077,0.544,0.577,0.482,0.436,0.308,0.490,57152,21290,0.7008,0.1663,0.2373,0.9992,0.0288,0.0568,0.4765,0.9373,0.7940,0.2231,0.0258,0.0511,0.0000,0.0229,0.9110,0.0494,0.6444,0.9855,0.00253,4257,0.9991,0.7931,0.7759,0.9974,0.0288,0.0569,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1333,4.7265,5.6356,0.0421,0.0535,0.0487,0.091,0.054,0.045,0.131,726,0.0313,0.0049,0.0021,0.00227,0.00047,0.00064,23.94,26.11,26.16,1288.7417,0.0701,29.1716,3.7708,5.8703,1086482,1510613,2.3733,0.1740,2444.9,1288.7417,21.73,0,0,0,0,0,0,5111,12979.457,11586.656,0.9475,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.00e-15,12810.9,4.9582,2.3744,27.617,251.484,134.130,117.640,6836.5
17000,10206,3056,49629,89522,79474,39364,529,17918,41,0,188985,3019299,37512.503,20949.582,1.1650,7188.955,0.072,0.834,0.041,0.053,0.535,0.364,75,0.0649,0.6441,0.064,19.9,41.0,65.9,29.88,3.85,8.66,0.42,16.95,6.23,1.416,0.206,0.327,0.332,7.647,0.186,0.0029,102,440,641,4261,26,21,0.432,4642,138,2573,7495,247,1655,8304,3.75,9.62,27833,21.9077,62470,22068,322843,1993.8,-0.0,729666,10.348,2616370.561,4.45e-15,0.00033,36.12,29943,21.243,2.417,18.110,0.716,21.246,4208,1788,4210,0.1972,0.999,1.210,2.000,1.388,0.983,1.628,9378.243,15852.670,14967.712,9343.373,20390.372,7472.598,750.588,5537.441,0.548,0.577,0.498,0.439,0.312,0.499,60187,19536,0.6992,0.1450,0.2411,0.9994,0.0337,0.0492,0.4967,1.0702,0.8670,0.2160,0.0222,0.0483,0.0000,0.8136,0.9543,0.2285,0.6720,0.9671,0.00249,4512,0.9987,0.8343,0.7832,0.9972,0.0337,0.0493,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0917,4.5989,5.2806,0.0428,0.0516,0.0502,0.045,0.084,0.036,0.125,667,0.0285,0.0044,0.0023,0.00242,0.00050,0.00053,27.83,26.90,26.39,1469.0702,0.0780,30.0208,4.1739,6.1739,1086090,1509019,1.5389,0.1090,2440.5,1469.0702,24.35,0,0,0,0,0,0,5308,13760.627,12284.662,0.9492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.34e-15,13923.5,5.4769,2.6779,24.849,274.831,147.376,126.633,7658.7
18000,11363,3787,55136,103869,91240,48267,466,21541,78,0,265487,3115722,40906.309,27299.468,1.1339,8484.059,0.092,0.807,0.054,0.047,0.517,0.370,65,0.0696,0.6274,0.054,24.0,46.6,73.7,32.21,4.32,8.88,0.39,18.62,6.15,1.468,0.194,0.359,0.366,8.192,0.172,0.0031,101,457,750,4995,71,19,0.370,5372,409,2330,8624,1230,2897,7236,2.00,8.63,25660,21.9540,62532,23281,320027,2110.6,-0.0,736869,11.543,2616370.561,1.74e-14,0.00019,9.52,38158,26.041,2.407,22.610,1.023,26.044,6333,1192,3838,0.1289,1.000,1.411,2.000,1.423,0.976,1.694,7897.971,16047.401,20555.695,7857.389,20977.283,10688.786,663.257,7463.367,0.573,0.525,0.449,0.511,0.298,0.483,63585,17406,0.5539,0.1809,0.2478,0.9997,0.0350,0.0505,0.4996,0.9579,0.8722,0.1799,0.0319,0.0522,0.0000,0.0000,0.7510,0.2293,0.6411,0.9510,0.00249,5813,0.9994,0.7526,0.8290,0.9983,0.0351,0.0505,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1484,4.8714,5.2581,0.0395,0.0437,0.0398,0.107,0.042,0.046,0.087,920,0.0292,0.0049,0.0027,0.00224,0.00054,0.00057,26.08,26.62,26.09,1572.7714,0.1006,29.1383,5.6957,5.8473,1085056,1508267,0.7332,0.0245,2337.6,1572.7714,20.58,0,0,0,0,0,0,8221,18815.410,16722.307,0.9438,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.55e-14,14198.3,5.4885,3.0816,31.658,310.120,172.376,136.390,9012.2
19000,11709,3564,57630,106659,91103,48618,411,24183,82,0,322660,3439989,40448.343,30882.925,1.1079,8541.669,0.087,0.827,0.041,0.045,0.516,0.370,68,0.0749,0.6231,0.073,24.0,44.0,71.0,31.66,3.78,8.90,0.19,18.80,6.11,1.467,0.203,0.302,0.306,7.513,0.191,0.0033,110,496,655,7338,40,17,0.360,5380,996,1826,8887,1740,1914,8055,3.00,9.60,22744,20.0440,62576,22534,315666,2025.7,-0.0,750728,13.640,2616370.561,1.03e-14,0.00002,24.64,42312,28.853,2.396,25.356,1.101,28.856,5428,1787,4494,0.1729,0.990,1.412,2.000,1.466,0.962,1.670,8276.791,14152.598,22328.166,8225.022,18436.825,13872.210,994.219,7474.827,0.546,0.518,0.480,0.493,0.350,0.462,67056,16104,0.6472,0.1618,0.2289,1.0000,0.0318,0.0431,0.5084,0.9140,0.8591,0.2008,0.0223,0.0359,0.0000,0.5700,0.9495,0.1120,0.6545,0.9455,0.00251,3728,0.9992,0.7800,0.8219,0.9990,0.0318,0.0431,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1827,5.0389,4.9026,0.0378,0.0249,0.0231,0.044,0.031,0.021,0.051,2058,0.0689,0.0044,0.0031,0.00163,0.00044,0.00037,23.07,27.11,26.71,1410.7799,0.1175,26.9645,7.9888,5.6508,1088101,1506349,0.6434,0.0250,2387.4,1410.7799,18.26,0,0,0,0,0,0,11129,22341.255,19775.669,0.9464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.60e-15,13476.6,5.0110,3.1472,38.861,302.615,169.044,133.640,8943.4
20000,9915,2853,57097,115492,100284,57912,483,20924,74,0,283998,3103297,41837.594,28651.789,1.0625,9792.877,0.083,0.835,0.047,0.035,0.510,0.377,47,0.0803,0.6287,0.093,20.9,32.0,67.1,26.66,2.96,7.51,0.23,15.96,5.77,1.577,0.192,0.237,0.240,7.468,0.171,0.0032,94,459,477,8288,26,18,0.339,4474,488,1182,8245,1659,1191,7065,3.25,10.22,19883,18.5390,62656,22816,306396,1980.3,-0.0,763251,11.647,2616370.561,2.92e-14,0.00071,20.54,49063,30.062,2.387,26.578,1.097,30.066,4072,1411,4432,0.1559,0.997,1.783,2.000,1.577,0.973,1.771,6201.807,18797.220,21155.654,6154.189,24320.628,11569.495,675.143,6614.275,0.524,0.522,0.492,0.529,0.339,0.520,65421,22843,0.6135,0.0876,0.2173,0.9998,0.0274,0.0438,0.5509,1.0772,0.9570,0.1926,0.0285,0.0343,0.0000,0.3531,0.9048,0.2450,0.7352,0.9551,0.00248,2524,0.9998,0.8953,0.8755,0.9991,0.0274,0.0438,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2340,4.8522,5.0638,0.0416,0.0228,0.0217,0.036,0.048,0.028,0.059,2298,0.0753,0.0053,0.0034,0.00165,0.00037,0.00069,25.44,26.08,27.60,1164.3674,0.0980,30.7861,6.3162,5.3312,1090516,1505551,1.2422,0.1501,2630.8,1164.3674,20.50,0,0,0,0,0,0,10228,18858.913,16623.200,0.9435,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.37e-15,13206.8,4.6347,3.0460,27.311,325.410,175.346,151.343,7664.0
21000,10087,2439,51679,98624,84409,46347,598,17469,95,1,219147,2981155,35828.335,22133.029,1.0611,7599.244,0.076,0.861,0.037,0.026,0.515,0.378,82,0.0716,0.6626,0.093,18.0,32.0,65.4,26.22,2.46,7.48,0.25,16.03,5.99,1.524,0.198,0.197,0.199,6.818,0.164,0.0029,93,440,509,5293,40,18,0.225,4262,31,1701,8355,246,1445,8396,5.25,12.78,24273,19.6687,62624,22998,298856,2053.4,-0.0,766669,9.729,2616370.561,1.92e-14,0.00056,8.53,45001,27.629,2.410,24.171,1.048,27.632,3239,1810,5038,0.1908,0.989,1.608,2.000,1.529,0.965,1.722,6583.041,19536.730,12100.511,6574.704,24752.365,7225.548,561.444,6746.793,0.487,0.558,0.519,0.389,0.348,0.534,64525,21706,0.6380,0.0877,0.2036,0.9995,0.0174,0.0447,0.5376,1.0543,0.9357,0.2011,0.0224,0.0230,0.0000,0.0000,0.9094,0.0740,0.6577,0.9451,0.00251,1847,0.9988,0.8987,0.8900,0.9981,0.0174,0.0447,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2216,4.8091,4.9029,0.0428,0.0291,0.0268,0.031,0.053,0.022,0.078,1662,0.0697,0.0043,0.0028,0.00185,0.00035,0.00084,24.03,26.86,27.89,1245.5889,0.0762,31.6196,4.3248,5.4047,1091469,1504199,2.0030,0.2306,2757.5,1245.5889,16.29,0,0,0,0,0,0,8727,14533.785,12636.447,0.9504,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,5.65e-16,13799.0,4.9172,2.9807,19.134,269.614,142.643,125.156,9478.8
22000,11640,3008,56558,106580,92740,49187,835,18330,145,0,229519,3267578,41417.026,22927.714,1.0457,7926.853,0.070,0.856,0.051,0.023,0.524,0.373,72,0.0642,0.6639,0.076,20.9,36.0,70.2,30.33,2.87,8.05,0.31,19.10,6.28,1.432,0.197,0.220,0.222,7.470,0.168,0.0028,91,406,597,5295,60,20,0.401,4966,75,1930,9635,427,2270,8943,4.75,12.00,26983,23.5096,62757,21627,294168,2756.9,-0.0,765207,10.475,2616370.561,1.89e-14,0.00016,31.86,44104,27.532,2.381,24.004,1.147,27.535,4790,2279,4571,0.2177,0.986,1.239,2.000,1.511,0.966,1.582,7670.688,20072.419,16416.128,7627.189,25300.562,8068.622,695.874,6236.365,0.512,0.582,0.510,0.443,0.362,0.505,63129,24137,0.6171,0.1054,0.1962,0.9993,0.0222,0.0389,0.5442,0.9414,0.8781,0.1799,0.0086,0.0275,0.0000,0.7820,0.9505,0.1297,0.7226,0.9534,0.00249,1557,0.9996,0.7115,0.7738,0.9982,0.0222,0.0389,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3233,4.6531,4.9197,0.0427,0.0307,0.0275,0.051,0.062,0.035,0.074,1638,0.0781,0.0025,0.0034,0.00201,0.00055,0.00076,25.96,28.05,27.88,1317.5125,0.0826,33.2651,4.3905,6.0846,1090091,1502762,2.4130,0.2211,2802.7,1317.5125,19.77,0,0,0,0,0,0,9198,15000.862,13080.687,0.9577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.45e-15,14769.5,5.8774,3.1490,25.618,313.297,166.398,143.913,12465.1
23000,11090,3284,55735,109643,96559,53054,854,18027,160,0,232683,3273853,42986.197,26679.277,1.1697,9668.416,0.059,0.853,0.053,0.035,0.531,0.364,131,0.0679,0.6362,0.081,20.9,43.0,76.7,31.54,4.50,8.93,0.17,17.94,6.28,1.441,0.205,0.324,0.327,8.069,0.163,0.0027,89,436,623,7218,74,23,0.475,5090,109,2390,8591,466,2620,8004,4.25,11.10,27906,24.1448,62912,23064,290153,2023.8,-0.0,767885,10.391,2616370.561,7.12e-16,0.00031,11.13,41071,26.947,2.387,23.595,0.965,26.950,5193,1436,4461,0.1638,0.999,1.306,2.000,1.338,0.979,1.710,6480.140,19844.976,20554.743,6449.381,25650.489,10496.267,631.536,5883.058,0.553,0.540,0.509,0.514,0.346,0.503,62453,26979,0.7078,0.1077,0.2351,0.9995,0.0240,0.0448,0.4735,1.1450,0.9346,0.2153,0.0200,0.0431,0.0000,0.0000,0.7341,0.2065,0.6514,0.9419,0.00249,2265,0.9994,0.9025,0.8549,0.9989,0.0240,0.0448,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4178,4.6383,5.0971,0.0419,0.0189,0.0155,0.026,0.026,0.023,0.029,1258,0.0467,0.0032,0.0028,0.00203,0.00040,0.00082,25.84,26.22,27.56,1448.9797,0.0909,32.3418,5.2177,5.1735,1090253,1502349,2.0829,0.1293,2731.7,1448.9797,20.23,0,0,0,0,0,0,7596,17010.861,15128.300,0.9464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.39e-16,15099.7,6.0362,3.3202,35.529,328.493,177.027,154.143,9789.1
24000,11981,4096,55066,107526,94749,51926,534,23264,95,0,298226,3810061,44435.632,30456.533,1.1553,8923.421,0.056,0.876,0.032,0.036,0.541,0.355,193,0.0708,0.6179,0.059,24.0,50.4,72.6,35.25,5.76,10.65,0.17,18.66,6.42,1.351,0.222,0.424,0.431,8.867,0.178,0.0031,112,499,675,6887,54,23,0.573,5615,492,2532,8957,1879,2782,7320,3.75,10.30,22600,23.7454,63064,23808,292465,2237.4,-0.0,776350,12.884,2616370.561,1.16e-14,0.00002,20.30,35929,27.812,2.396,24.609,0.807,27.815,6967,1474,3540,0.1773,0.994,1.079,2.000,1.227,0.974,1.754,6541.316,12979.614,30049.625,6509.566,16799.862,15079.652,618.382,5835.078,0.588,0.536,0.482,0.567,0.293,0.424,67962,19763,0.6731,0.1842,0.3098,0.9998,0.0289,0.0445,0.4468,1.0592,0.8901,0.2150,0.0288,0.0540,0.0000,0.4606,0.9382,0.0748,0.6367,0.9467,0.00249,1590,0.9992,0.8450,0.8743,0.9990,0.0289,0.0445,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6578,4.7064,5.1617,0.0395,0.0174,0.0149,0.031,0.024,0.017,0.031,1344,0.0295,0.0052,0.0039,0.00181,0.00019,0.00054,22.57,25.79,26.58,1640.3599,0.1146,23.5605,7.2029,5.6812,1090639,1502090,1.8456,0.0300,2501.8,1640.3599,19.22,0,0,0,0,0,0,8119,21533.112,19361.463,0.9420,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.37e-15,13878.4,5.9364,3.3656,57.992,339.621,193.619,146.847,8943.6
25000,11614,3210,59783,120303,108627,60022,498,25262,96,0,333561,3661375,47536.328,34050.426,1.1878,9287.576,0.051,0.876,0.037,0.036,0.537,0.353,139,0.0745,0.6045,0.070,24.0,49.3,68.3,35.53,5.21,10.92,0.28,19.13,6.51,1.308,0.232,0.394,0.400,7.402,0.161,0.0035,107,491,707,6097,40,22,0.644,5276,843,1901,8870,2078,1590,7946,5.25,12.13,21031,20.4229,63288,20719,284910,2932.6,-0.0,789217,13.262,2616370.561,1.69e-14,0.00020,32.07,37275,27.442,2.397,24.273,0.772,27.445,5491,1891,4232,0.2067,0.992,1.072,2.000,1.158,0.981,1.649,9921.684,17622.256,25096.418,9882.442,21845.045,18220.369,763.036,5779.445,0.582,0.544,0.468,0.523,0.427,0.508,66098,21803,0.5842,0.1611,0.2614,0.9998,0.0323,0.0516,0.4404,0.9393,0.8001,0.2172,0.0469,0.0537,0.0000,0.7074,0.9404,0.2658,0.6475,0.9625,0.00249,4376,0.9990,0.8288,0.8203,0.9988,0.0323,0.0516,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.7226,4.8423,5.1237,0.0353,0.0293,0.0228,0.048,0.037,0.044,0.037,1484,0.0329,0.0051,0.0051,0.00197,0.00054,0.00063,27.42,26.62,27.13,1717.4657,0.1372,32.0394,7.9676,5.2943,1095982,1500177,2.1063,0.0365,2249.4,1717.4657,25.27,0,0,0,0,0,0,7129,24762.850,22555.873,0.9460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.26e-16,11646.3,5.1057,3.0006,67.006,340.325,185.368,153.537,10363.7
