step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err,seed,seed_set,sprouted,seed_intake,fiber_in,fermented,dung,fiber_bodies
11000,11418,3253,50853,87618,75211,36071,694,18671,184,0,199148,2986843,36561.293,21980.524,1.2674,6205.238,0.047,0.818,0.074,0.062,0.529,0.356,136,0.0661,0.6575,0.065,16.0,39.5,78.8,29.93,4.15,8.21,0.52,17.04,7.69,1.374,0.203,0.305,0.312,7.591,0.193,0.0029,92,428,493,8360,63,25,0.188,6635,40,2134,9244,497,2528,8393,2.75,8.86,32757,26.5062,61646,19674,373118,1732.4,-0.0,651470,10.215,2616443.536,3.20e-15,0.00033,16.93,35298,23.231,2.444,19.946,0.841,23.235,5534,2054,3830,0.2139,0.986,1.223,1.980,1.420,0.968,1.526,7643.960,13472.953,18390.374,7599.956,16776.200,10742.361,1078.429,3954.497,0.612,0.497,0.444,0.460,0.291,0.433,51803,19087,0.6697,0.2693,0.2768,0.9996,0.0365,0.0511,0.5435,1.1129,0.9392,0.2196,0.0221,0.0247,0.0000,0.2188,0.9371,0.0473,0.6605,0.9412,0.00249,2846,0.9995,0.8899,0.8316,0.9980,0.0365,0.0511,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.7300,6.1770,6.6010,0.0342,0.0723,0.0642,0.084,0.130,0.138,0.102,1354,0.0423,0.0025,0.0024,0.00208,0.00060,0.00072,23.64,27.41,27.23,1536.9744,0.0736,24.6881,5.1966,5.0189,1071373,1518968,1.9187,0.0964,3106.8,1536.9744,17.49,0,0,0,0,0,0,6708,15775.286,14091.316,0.9433,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,6.66e-15,17781.1,6.6266,3.8193,36.312,270.953,148.796,120.569,9247.0
12000,11922,3720,63465,111804,96730,47477,862,23767,347,2,280425,3757969,43121.062,30125.506,1.2291,8583.308,0.050,0.811,0.062,0.077,0.547,0.338,190,0.0771,0.6493,0.068,17.5,44.9,79.6,30.89,5.12,9.28,0.49,16.01,7.11,1.416,0.223,0.363,0.371,7.630,0.178,0.0031,91,429,607,10105,62,24,0.305,7152,338,2324,9260,1316,2548,8058,3.00,8.81,31102,26.1456,61952,19968,363675,2082.0,-0.0,665741,12.742,2616443.536,3.74e-15,0.00082,31.67,45563,28.955,2.456,25.634,0.865,28.958,6681,1670,3571,0.1688,0.995,1.284,1.991,1.402,0.972,1.650,8501.238,14600.546,24306.743,8432.112,18965.515,14384.036,1326.215,5831.946,0.608,0.497,0.495,0.505,0.321,0.393,54478,23718,0.6491,0.2418,0.2927,0.9999,0.0327,0.0459,0.5214,1.0428,0.9816,0.2321,0.0223,0.0325,0.0000,0.7468,0.9383,0.2621,0.6599,0.9485,0.00244,2842,0.9996,0.8567,0.8637,0.9988,0.0327,0.0459,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5313,5.6139,6.4713,0.0328,0.0680,0.0620,0.073,0.125,0.096,0.103,1864,0.0487,0.0039,0.0032,0.00178,0.00060,0.00063,26.54,26.72,27.04,1632.8569,0.0925,27.6994,6.9258,5.8160,1072092,1518222,1.6826,0.0287,2774.1,1632.8569,23.27,0,0,0,0,0,0,10421,21542.198,19148.359,0.9371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.84e-15,17387.9,6.5364,3.9583,44.387,323.163,178.756,144.375,9279.8
13000,13258,4211,64668,128786,114547,63473,645,24808,282,0,306363,4251902,48061.488,33343.503,1.2510,9389.914,0.046,0.834,0.061,0.059,0.573,0.323,261,0.0669,0.6385,0.057,17.7,46.7,79.5,32.17,5.25,8.70,0.59,17.63,7.14,1.363,0.206,0.371,0.376,8.172,0.174,0.0031,96,459,673,9990,74,24,0.232,7884,515,2008,10735,2509,1958,8791,2.25,7.96,26592,22.7056,62087,20050,354234,2747.4,-0.0,684410,13.965,2616443.536,9.79e-15,0.00006,10.33,48411,29.882,2.453,26.391,1.039,29.885,6681,1995,4582,0.1879,0.985,1.230,1.992,1.334,0.966,1.578,9192.690,16253.696,27782.917,9141.540,20526.945,16367.578,1575.159,6010.852,0.622,0.540,0.520,0.545,0.425,0.475,55744,23956,0.6049,0.2261,0.3374,0.9999,0.0373,0.0508,0.4988,0.9240,0.8847,0.2509,0.0356,0.0319,0.0000,0.0000,0.8274,0.1762,0.6233,0.9563,0.00248,1819,0.9997,0.7808,0.8179,0.9991,0.0373,0.0508,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4077,5.4699,6.0167,0.0373,0.0854,0.0734,0.063,0.175,0.113,0.113,2365,0.0573,0.0044,0.0040,0.00189,0.00066,0.00066,24.01,27.18,27.55,1848.2672,0.1021,29.9942,8.3322,5.6332,1075268,1515845,1.7703,0.0255,2322.4,1848.2672,21.76,0,0,0,0,0,0,10102,23953.589,21394.146,0.9357,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.11e-14,15066.1,5.6764,3.6670,66.378,351.433,195.681,154.089,10942.6
14000,10386,3334,64464,121517,105591,56513,540,24734,372,0,315216,3913246,42737.057,32041.699,1.1777,8839.345,0.043,0.806,0.073,0.078,0.553,0.336,225,0.0859,0.6507,0.046,18.0,41.3,78.7,31.20,4.66,8.30,0.46,17.79,6.55,1.378,0.201,0.322,0.326,8.263,0.187,0.0032,90,462,697,9066,38,22,0.213,6051,327,1551,8508,1981,1030,7375,2.50,8.72,24411,19.7549,62219,20661,344861,2087.0,-0.0,700516,13.595,2616443.536,9.61e-15,0.00005,33.24,50344,29.137,2.453,25.915,0.770,29.140,4563,1753,4070,0.1960,0.975,1.251,1.996,1.352,0.951,1.591,8574.732,17283.359,20928.053,8555.976,22092.373,12454.704,1356.470,9391.180,0.625,0.549,0.479,0.534,0.357,0.460,55850,22968,0.6322,0.1688,0.2918,0.9997,0.0323,0.0446,0.4961,0.9757,0.9450,0.2508,0.0271,0.0301,0.0000,0.7572,0.9652,0.0775,0.6548,0.9787,0.00250,2891,0.9989,0.7366,0.8455,0.9986,0.0323,0.0446,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4176,5.5454,5.3929,0.0398,0.0860,0.0776,0.058,0.148,0.061,0.122,1715,0.0447,0.0050,0.0026,0.00185,0.00044,0.00073,24.28,27.18,27.51,1560.3619,0.0862,31.0020,7.2572,6.3382,1079521,1515150,2.3101,0.1187,2228.1,1560.3619,23.50,0,0,0,0,0,0,14656,23202.354,20312.229,0.9430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.26e-14,13810.5,4.9387,3.1403,46.363,313.646,170.335,146.394,7859.5
15000,9443,2981,54661,96996,84586,41905,430,20501,144,0,229642,2923207,35596.731,24170.603,1.1851,7160.647,0.049,0.763,0.092,0.096,0.530,0.355,135,0.0776,0.6667,0.047,17.0,39.8,73.1,29.36,4.39,7.81,0.73,16.44,6.77,1.379,0.196,0.326,0.333,7.924,0.202,0.0031,92,426,610,8282,72,21,0.189,5547,19,2236,7188,416,1606,7421,2.75,8.38,26654,18.7121,62327,21059,338629,1807.0,-0.0,708847,10.823,2616443.536,4.98e-15,0.00024,23.67,39870,23.572,2.456,20.474,0.642,23.575,3605,1860,3978,0.2172,0.974,1.225,1.997,1.369,0.957,1.585,8540.686,17366.081,12172.828,8522.165,22062.385,9286.603,1195.880,6527.473,0.565,0.547,0.492,0.421,0.350,0.470,57334,23198,0.7241,0.2221,0.2868,0.9997,0.0291,0.0465,0.5054,0.9431,0.9330,0.2747,0.0247,0.0570,0.0000,0.2819,0.9314,0.1919,0.6827,0.9948,0.00250,1902,0.9987,0.8262,0.8163,0.9986,0.0291,0.0465,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2487,5.2899,5.7522,0.0442,0.1290,0.1161,0.074,0.272,0.084,0.189,1367,0.0416,0.0043,0.0024,0.00173,0.00038,0.00069,26.39,25.91,26.31,1370.5384,0.0719,30.8967,4.7525,6.0702,1082261,1513504,2.6631,0.1826,2330.4,1370.5384,26.31,0,0,0,0,0,0,8492,17009.956,14996.480,0.9411,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.42e-14,13774.1,4.6780,2.7640,29.005,255.545,135.954,121.030,6420.0
16000,8083,2605,49346,89316,78879,39565,405,18692,132,0,205811,2763932,35850.431,22776.307,1.2447,6765.400,0.063,0.770,0.081,0.086,0.540,0.350,148,0.0812,0.6553,0.049,17.0,40.9,74.2,28.18,4.42,9.07,0.51,14.17,6.70,1.455,0.229,0.366,0.373,7.514,0.204,0.0030,95,448,601,8351,64,21,0.222,5149,40,1807,6236,213,1561,6309,4.00,9.70,27866,19.7760,62338,22734,335252,1662.1,-0.0,713865,9.912,2616443.536,1.90e-14,0.00023,15.34,35047,22.269,2.450,19.260,0.559,22.272,3389,1298,3396,0.1895,0.983,1.357,1.999,1.379,0.961,1.719,8560.240,16220.438,13677.826,8596.342,20341.663,8642.745,1382.354,5985.808,0.570,0.542,0.512,0.476,0.370,0.459,59018,19888,0.7331,0.1462,0.2465,0.9994,0.0357,0.0516,0.5115,1.0231,0.9472,0.2650,0.0355,0.0445,0.0000,0.0229,0.9110,0.0494,0.6444,0.9855,0.00253,4180,0.9988,0.8993,0.8075,0.9988,0.0357,0.0516,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3148,5.1051,6.0056,0.0412,0.0970,0.0913,0.050,0.217,0.077,0.139,1016,0.0348,0.0049,0.0024,0.00194,0.00040,0.00065,23.88,26.08,27.16,1424.1640,0.0732,29.2003,4.1158,5.7966,1083465,1513217,2.4495,0.1851,2388.7,1424.1640,21.73,0,0,0,0,0,0,6798,16010.908,14202.569,0.9312,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.00e-15,14082.4,4.9440,2.5833,30.781,258.654,139.222,120.524,5327.9
17000,11198,2708,58039,99427,84598,40968,420,22092,202,0,295613,3030507,35423.357,27031.724,1.0900,6893.081,0.046,0.790,0.097,0.067,0.531,0.344,297,0.0754,0.6679,0.047,17.9,40.0,70.3,26.97,3.75,8.79,0.34,14.09,6.49,1.521,0.228,0.324,0.332,6.462,0.170,0.0034,91,401,527,10773,54,21,0.226,6843,169,2882,8147,247,2380,8571,3.00,8.38,29145,22.4650,62503,24464,335983,2182.0,-0.0,716091,9.544,2616443.536,6.41e-15,0.00029,36.12,43155,25.887,2.442,22.295,1.151,25.890,5002,1253,4943,0.1464,0.997,1.445,1.999,1.442,0.956,1.745,7119.635,15796.450,15127.138,7090.071,20099.230,10695.076,2342.092,7101.475,0.536,0.508,0.537,0.454,0.304,0.435,64402,17297,0.6725,0.1404,0.2156,0.9997,0.0270,0.0440,0.5654,0.9703,0.9452,0.2150,0.0423,0.0517,0.0000,0.8136,0.9543,0.2285,0.6720,0.9671,0.00249,3582,0.9988,0.7556,0.8286,0.9987,0.0271,0.0440,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1547,5.2395,6.0901,0.0333,0.0621,0.0540,0.056,0.099,0.077,0.074,971,0.0309,0.0047,0.0020,0.00220,0.00021,0.00058,28.02,25.06,26.46,1463.6884,0.0930,27.4566,4.1314,5.4128,1082935,1511081,1.6006,0.1186,2404.6,1463.6884,24.35,0,0,0,0,0,0,10780,20138.643,17733.751,0.9280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.34e-15,15126.5,5.6162,2.8080,25.989,265.022,143.079,119.286,7985.9
18000,12297,3437,63352,116788,99085,52975,461,25614,193,0,340795,3576676,40952.989,32753.755,1.1148,9009.327,0.061,0.786,0.084,0.069,0.540,0.344,182,0.0719,0.6523,0.049,16.1,40.2,73.1,28.59,3.63,8.35,0.46,16.16,6.54,1.508,0.212,0.321,0.327,7.095,0.182,0.0034,98,419,586,12252,61,22,0.273,7444,462,2505,9330,1228,2548,8521,2.50,8.31,26272,21.8120,62563,24942,334234,2321.5,-0.0,725785,11.938,2616443.536,8.72e-15,0.00087,9.52,51873,31.524,2.434,27.621,1.468,31.527,5944,1248,5105,0.1408,0.996,1.426,2.000,1.448,0.957,1.712,7045.695,16649.903,21349.048,7006.074,21607.193,13861.974,1404.426,8478.028,0.541,0.517,0.545,0.477,0.382,0.461,69374,18525,0.5696,0.1576,0.2299,0.9995,0.0350,0.0410,0.5499,1.0691,0.9722,0.1877,0.0274,0.0409,0.0000,0.0000,0.7510,0.2293,0.6411,0.9510,0.00249,2949,0.9992,0.8603,0.8565,0.9988,0.0350,0.0411,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2814,5.4287,6.0213,0.0358,0.0599,0.0535,0.075,0.114,0.095,0.092,1591,0.0430,0.0035,0.0032,0.00207,0.00029,0.00045,25.72,26.46,26.80,1550.3962,0.1091,28.9892,6.2237,5.7142,1082944,1509695,0.7587,0.0286,2335.0,1550.3962,20.58,0,0,0,0,0,0,13381,23744.428,20784.655,0.9298,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.55e-14,15421.0,5.4530,3.1951,28.869,315.368,176.635,138.966,7752.8
19000,9884,2735,60046,106116,88235,45532,538,24958,312,0,329614,3357879,35539.806,31874.057,1.1629,7916.848,0.045,0.813,0.070,0.072,0.508,0.368,168,0.0952,0.6589,0.059,16.5,39.2,73.3,28.31,3.62,8.63,0.44,15.62,6.60,1.547,0.220,0.332,0.340,6.412,0.170,0.0034,102,453,533,11962,46,20,0.224,5787,1264,1397,7223,1659,2004,6221,4.00,10.28,25423,21.7411,62607,24739,331155,2025.8,0.0,736376,12.096,2616443.536,8.90e-16,0.00023,24.64,48470,30.136,2.415,26.578,1.144,30.139,5577,981,3326,0.1399,0.999,1.512,2.000,1.544,0.957,1.727,6098.862,12888.822,20235.553,6066.883,17154.218,15650.756,689.352,7617.101,0.505,0.441,0.524,0.428,0.446,0.430,73847,18071,0.6617,0.1227,0.2197,0.9997,0.0369,0.0425,0.5854,1.0200,0.9600,0.1872,0.0187,0.0315,0.0000,0.5700,0.9495,0.1120,0.6545,0.9455,0.00251,2659,0.9995,0.8398,0.8906,0.9988,0.0369,0.0425,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0956,5.5483,6.2460,0.0334,0.0650,0.0544,0.065,0.097,0.080,0.095,2803,0.0715,0.0048,0.0039,0.00181,0.00032,0.00038,24.02,26.24,26.28,1502.9400,0.1257,23.4952,6.9741,5.1223,1085205,1509656,0.6553,0.0244,2315.5,1502.9400,18.26,0,0,0,0,0,0,13656,23957.209,20902.394,0.9306,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.60e-15,15108.4,5.4353,3.3871,35.074,270.241,149.594,120.399,8000.1
20000,10918,2676,67518,141990,121861,73894,578,21012,115,0,314818,3194039,49521.423,30438.617,1.0437,9902.645,0.042,0.772,0.119,0.067,0.508,0.372,101,0.0774,0.6715,0.048,18.0,32.0,68.8,26.97,2.34,7.13,0.26,17.24,6.56,1.600,0.193,0.187,0.191,7.077,0.173,0.0030,83,384,486,9708,54,21,0.090,5399,666,1326,8926,1649,1110,8159,2.00,9.65,21293,20.0382,62689,21907,319319,2795.8,-0.0,748091,10.850,2616443.536,9.43e-15,0.00028,20.54,67996,37.176,2.411,33.128,1.637,37.179,4234,1214,5470,0.1408,0.984,1.969,2.000,1.591,0.926,1.756,8556.131,22299.968,23193.256,8540.564,27690.247,12649.445,655.951,7230.576,0.485,0.533,0.525,0.510,0.496,0.540,68609,25136,0.5920,0.1943,0.3067,0.9997,0.0352,0.0486,0.6089,0.8408,0.9364,0.1558,0.0352,0.0299,0.0000,0.3531,0.9048,0.2450,0.7352,0.9551,0.00248,2783,0.9996,0.6637,0.8745,0.9987,0.0352,0.0486,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8896,5.4958,5.5069,0.0403,0.0468,0.0381,0.036,0.062,0.072,0.043,3216,0.0855,0.0044,0.0037,0.00191,0.00054,0.00061,25.99,26.88,27.30,1225.6817,0.0976,36.4681,5.9441,4.9054,1086558,1507142,1.2446,0.1394,2539.9,1225.6817,20.50,0,0,0,0,0,0,14222,20535.972,17728.985,0.9394,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.37e-15,15230.1,5.0096,3.3798,21.439,385.793,204.029,181.084,8680.1
21000,9264,2202,60223,112618,94898,51453,942,19275,299,0,255921,2946352,34583.442,25811.058,1.0775,8576.141,0.050,0.787,0.104,0.060,0.489,0.383,127,0.0936,0.7007,0.043,12.0,32.0,61.0,21.32,2.04,6.72,0.40,12.16,6.68,1.728,0.211,0.190,0.192,6.195,0.159,0.0029,82,397,449,8919,55,23,0.148,4741,27,1590,7647,255,1370,7639,4.50,12.21,25912,20.3939,62657,24669,309943,1661.5,0.0,751556,9.567,2616443.536,2.03e-14,0.00023,8.53,55763,34.005,2.424,30.347,1.234,34.008,3074,634,5556,0.0774,1.056,1.999,2.000,1.607,0.968,1.882,4372.824,20695.456,12227.285,4354.285,26578.012,7060.985,255.609,9918.323,0.463,0.472,0.506,0.402,0.355,0.493,65808,23619,0.6230,0.2132,0.2092,0.9994,0.0349,0.0349,0.6263,1.0935,1.0743,0.1744,0.0313,0.0300,0.0000,0.0000,0.9094,0.0740,0.6577,0.9451,0.00251,1662,0.9994,0.9200,0.9232,0.9981,0.0349,0.0349,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6116,5.6627,6.3085,0.0376,0.0676,0.0581,0.074,0.104,0.125,0.072,2195,0.0852,0.0046,0.0026,0.00197,0.00033,0.00067,22.73,25.44,27.70,1225.7810,0.0763,31.2256,4.1661,5.4010,1087721,1507033,2.0113,0.2129,2728.5,1225.7810,16.29,0,0,0,0,0,0,14827,17234.917,14442.903,0.9242,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,5.65e-16,16033.9,5.0985,3.3036,13.227,269.962,141.187,130.900,6555.7
22000,10861,2562,70883,122464,101178,50536,1045,19585,472,1,274933,3565562,41246.391,26877.690,1.0889,8167.052,0.050,0.821,0.087,0.042,0.508,0.372,236,0.0878,0.7169,0.051,12.7,32.0,68.6,24.72,2.38,7.11,0.49,14.75,6.35,1.607,0.207,0.228,0.234,6.409,0.170,0.0026,77,357,437,11490,24,26,0.160,5643,52,2508,8301,247,1944,8670,3.75,10.86,29390,24.5546,62793,22859,306715,2393.8,-0.0,749527,9.981,2616443.536,8.54e-15,0.00042,31.86,60337,37.572,2.425,33.552,1.595,37.575,4540,1428,4893,0.1512,0.989,1.684,2.000,1.579,0.954,1.824,7616.478,20634.504,15632.658,7582.366,26198.418,7494.775,843.657,10372.205,0.474,0.557,0.513,0.430,0.354,0.426,66116,27473,0.6466,0.1286,0.1573,0.9999,0.0229,0.0266,0.6144,1.1672,0.9552,0.1666,0.0125,0.0258,0.0000,0.7820,0.9505,0.1297,0.7226,0.9534,0.00249,2114,0.9993,0.8637,0.8891,0.9986,0.0229,0.0266,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6033,5.3912,5.8134,0.0382,0.0866,0.0739,0.105,0.127,0.147,0.097,2234,0.0942,0.0033,0.0018,0.00198,0.00036,0.00061,25.12,26.37,27.18,1278.0223,0.0769,34.0692,4.2895,5.6916,1086188,1505801,2.4334,0.2051,2840.7,1278.0223,19.77,0,0,0,0,0,0,17407,18710.638,15510.844,0.9285,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.45e-15,17394.6,6.1387,3.5469,16.874,316.267,165.283,148.630,8908.7
23000,10321,3064,63051,119237,100471,55115,1071,21496,290,0,281217,3506192,38750.892,27417.371,1.1066,7967.786,0.042,0.820,0.080,0.058,0.523,0.361,333,0.0865,0.6948,0.050,16.0,38.0,71.2,27.64,3.37,8.13,0.52,15.61,6.46,1.523,0.205,0.321,0.327,7.361,0.190,0.0029,85,384,465,13357,44,27,0.210,5668,218,2327,7776,477,2602,7242,2.75,8.74,31807,25.8648,62950,22495,303996,1965.1,0.0,749119,10.642,2616443.536,1.21e-14,0.00022,11.13,54425,34.282,2.443,30.617,1.222,34.285,5396,1151,3774,0.1529,0.992,1.525,2.000,1.496,0.963,1.732,7266.348,16337.878,18315.854,7244.881,21157.943,10504.525,1387.606,7557.454,0.536,0.493,0.522,0.443,0.457,0.483,65912,23335,0.6661,0.1673,0.2890,0.9997,0.0294,0.0370,0.5780,1.0705,0.9215,0.1801,0.0169,0.0327,0.0000,0.0000,0.7341,0.2065,0.6514,0.9419,0.00249,1240,0.9996,0.8483,0.8489,0.9984,0.0294,0.0370,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6514,5.7991,6.6046,0.0370,0.0863,0.0752,0.068,0.150,0.137,0.109,2093,0.0747,0.0034,0.0022,0.00187,0.00054,0.00061,25.64,26.27,27.41,1423.7548,0.0936,28.6805,5.6366,5.0059,1085788,1505304,2.0908,0.1209,2811.6,1423.7548,20.23,0,0,0,0,0,0,15137,19449.585,16584.308,0.9347,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.39e-16,18078.7,6.4662,3.8517,27.818,294.299,157.831,137.335,8042.0
24000,12373,3964,58124,106337,89938,47791,422,23056,143,0,272238,3686622,41335.611,28089.161,1.2073,7547.704,0.036,0.829,0.079,0.057,0.532,0.356,344,0.0722,0.6611,0.057,19.8,41.0,74.7,30.95,3.95,8.64,0.66,17.71,6.35,1.461,0.208,0.359,0.369,7.893,0.187,0.0030,103,463,544,8570,51,25,0.228,6635,437,2441,9495,1527,2650,8196,2.75,8.72,30062,26.1943,63088,23768,304037,1937.3,-0.0,752914,12.391,2616443.536,1.09e-14,0.00108,20.30,45831,32.142,2.449,28.225,1.468,32.145,6742,1299,4332,0.1286,0.999,1.366,2.000,1.454,0.959,1.622,5922.900,14790.754,24710.345,5914.924,18258.046,13524.924,908.660,6107.873,0.553,0.497,0.520,0.481,0.345,0.456,68207,19730,0.5968,0.1373,0.2489,0.9998,0.0278,0.0444,0.5248,0.9671,0.9472,0.1821,0.0153,0.0330,0.0000,0.4606,0.9382,0.0748,0.6367,0.9467,0.00249,1087,0.9998,0.7722,0.8179,0.9988,0.0278,0.0444,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5350,5.4062,6.0425,0.0374,0.0917,0.0776,0.097,0.134,0.156,0.111,2019,0.0523,0.0044,0.0041,0.00178,0.00036,0.00058,22.26,26.25,27.15,1577.6044,0.1045,24.3833,6.9986,5.3925,1085789,1503848,1.8270,0.0286,2652.7,1577.6044,19.22,0,0,0,0,0,0,10037,20541.457,18066.318,0.9402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.37e-15,17495.6,6.5486,4.0641,45.843,317.221,174.846,140.570,9846.9
25000,11706,4029,62661,113072,96429,49745,666,24780,214,0,270594,4045705,44117.212,29058.593,1.2302,8253.756,0.041,0.830,0.080,0.049,0.550,0.342,343,0.0787,0.6568,0.061,17.0,38.7,76.0,29.50,3.95,8.29,0.68,16.58,6.50,1.478,0.210,0.374,0.381,8.497,0.201,0.0031,96,467,645,10972,77,23,0.231,6417,691,2276,8739,2363,1682,7661,2.75,8.50,25926,22.4672,63317,23634,302248,1981.1,-0.0,763622,13.687,2616443.536,5.52e-15,0.00020,32.07,47843,34.320,2.432,30.568,1.321,34.323,5795,1398,4513,0.1570,0.995,1.475,2.000,1.401,0.959,1.737,6305.537,15994.859,26398.988,6290.695,19681.285,13301.711,1094.755,6408.371,0.573,0.471,0.551,0.509,0.295,0.426,69757,24333,0.5871,0.1985,0.2843,0.9999,0.0291,0.0418,0.5284,1.0384,0.9423,0.1907,0.0362,0.0438,0.0000,0.7074,0.9404,0.2658,0.6475,0.9625,0.00249,1170,0.9996,0.8564,0.8895,0.9990,0.0291,0.0418,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4970,5.1596,6.0000,0.0407,0.0882,0.0731,0.090,0.130,0.105,0.135,2106,0.0496,0.0048,0.0061,0.00182,0.00031,0.00044,27.19,25.76,26.52,1639.7776,0.1013,26.1556,7.8687,5.8181,1089070,1502869,2.0774,0.0433,2472.9,1639.7776,25.27,0,0,0,0,0,0,10725,20804.837,18273.486,0.9360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.26e-16,15449.2,5.6168,3.7881,58.985,332.276,182.363,150.842,8917.3
