step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err,seed,seed_set,sprouted,seed_intake,fiber_in,fermented,dung,fiber_bodies
11000,10625,1955,76482,141828,127671,64134,1212,24764,181,0,296106,3026890,37052.925,29633.681,1.0644,9935.685,0.034,0.865,0.045,0.056,0.463,0.395,266,0.1025,0.6852,0.075,18.4,39.0,70.4,32.87,4.11,8.63,0.43,19.70,6.75,1.253,0.230,0.319,0.326,5.881,0.249,0.0036,69,301,477,23888,71,13,0.627,4697,205,1742,8678,434,2334,7857,5.25,13.85,18817,18.6232,61656,17776,295286,3101.1,-0.0,742198,11.227,2616370.561,1.87e-14,0.00024,16.93,45277,21.809,2.358,19.031,0.420,21.812,4570,2214,3841,0.2926,0.953,1.036,1.992,1.202,0.964,1.479,9938.863,13180.162,18116.089,9874.252,18998.269,10898.902,1440.076,7359.018,0.424,0.508,0.479,0.418,0.425,0.503,39508,34519,0.6215,0.1149,0.2558,0.9999,0.0324,0.0524,0.5365,0.9196,0.8670,0.2265,0.0324,0.0444,0.0000,0.2188,0.9371,0.0473,0.6605,0.9412,0.00249,3096,0.9992,0.9042,0.7963,0.9983,0.0324,0.0524,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1120,4.4238,4.4053,0.0360,0.0363,0.0313,0.065,0.044,0.043,0.068,1973,0.0990,0.0031,0.0029,0.00245,0.00067,0.00100,22.67,27.80,28.09,1607.8946,0.1096,29.2237,5.5300,5.6973,1081429,1517671,2.3138,0.1105,1836.5,1607.8946,17.49,0,0,0,0,0,0,10907,19697.996,17302.762,0.9484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,6.66e-15,11085.7,4.6558,2.1808,32.823,0.000,0.000,0.000,0.0
12000,8599,1945,72502,153311,142270,79945,864,26164,132,0,282979,2796263,42453.041,30428.820,1.0607,11669.014,0.037,0.852,0.039,0.072,0.459,0.396,207,0.1207,0.6480,0.101,19.7,40.4,73.3,33.08,5.66,9.35,0.19,17.88,6.79,1.202,0.233,0.431,0.435,6.544,0.281,0.0040,73,317,515,23266,32,12,0.645,3877,292,1653,6654,983,1921,5695,5.50,12.46,15942,17.5413,61963,15854,281248,2288.8,-0.0,759741,12.240,2616370.561,1.19e-14,0.00011,31.67,41141,21.461,2.367,18.835,0.259,21.464,4771,1394,2434,0.2763,0.952,1.023,1.987,1.144,0.960,1.453,11524.671,13146.460,23903.399,11394.572,18824.083,13194.532,1507.856,4057.419,0.456,0.492,0.441,0.494,0.518,0.568,39291,34542,0.6008,0.1819,0.3188,0.9999,0.0446,0.0621,0.5031,0.9928,0.8899,0.2467,0.0432,0.0560,0.0000,0.7468,0.9383,0.2621,0.6599,0.9485,0.00244,3023,0.9993,0.8668,0.7789,0.9983,0.0446,0.0621,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1774,4.3694,4.5499,0.0363,0.0216,0.0205,0.038,0.028,0.031,0.037,2016,0.0689,0.0031,0.0038,0.00228,0.00082,0.00100,26.84,26.88,27.06,1604.8207,0.1229,30.5447,6.9381,5.3023,1082897,1517612,1.9886,0.0331,1779.2,1604.8207,23.27,0,0,0,0,0,0,8651,18759.807,16784.303,0.9494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.84e-15,10662.9,4.3853,2.3166,38.018,0.000,0.000,0.000,0.0
13000,11353,2418,83980,191861,180296,106789,1092,26792,132,0,312954,3171421,53622.914,34736.185,1.0664,13878.677,0.056,0.843,0.039,0.062,0.479,0.386,263,0.0931,0.6416,0.059,18.4,42.8,74.8,36.37,4.60,8.34,0.14,23.28,7.03,1.155,0.218,0.351,0.355,6.954,0.276,0.0037,69,297,581,26653,46,10,0.734,4563,459,1756,9138,2920,1579,6854,2.50,10.14,9261,14.5447,62097,13276,259499,4033.0,-0.0,780922,12.843,2616370.561,7.83e-15,0.00005,10.33,48918,24.247,2.367,21.507,0.373,24.250,5951,1821,3581,0.3102,0.943,1.023,1.990,1.098,0.973,1.342,13687.802,18884.134,27904.691,13615.126,25981.774,12855.793,2064.160,5937.555,0.461,0.503,0.489,0.570,0.492,0.585,31156,35513,0.4683,0.2035,0.3596,0.9998,0.0366,0.0640,0.5008,0.9286,0.8040,0.1693,0.0536,0.0618,0.0000,0.0000,0.8274,0.1762,0.6233,0.9563,0.00248,7289,0.9996,0.8520,0.7243,0.9984,0.0366,0.0640,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1368,4.5885,4.6256,0.0369,0.0172,0.0157,0.027,0.020,0.025,0.023,1916,0.0683,0.0029,0.0045,0.00240,0.00094,0.00105,23.52,26.28,27.34,1633.3960,0.1212,40.0998,7.1433,5.6998,1084673,1515251,2.1398,0.0333,1706.4,1633.3960,21.76,0,0,0,0,0,0,9584,20857.508,18717.308,0.9525,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.11e-14,9113.6,3.6362,2.1852,46.264,0.000,0.000,0.000,0.0
14000,8291,1635,87861,195884,183944,106679,1344,29037,154,0,337683,3234351,48515.909,38023.243,1.0383,16109.737,0.037,0.844,0.052,0.067,0.479,0.383,202,0.1317,0.6602,0.060,18.3,41.0,73.3,36.69,4.66,9.26,0.27,22.50,7.15,1.136,0.231,0.414,0.418,6.467,0.267,0.0040,69,289,557,28589,33,8,0.660,3575,181,1401,6709,1319,1211,5761,4.25,12.80,9258,11.1707,62230,10973,237225,3726.0,-0.0,800220,13.072,2616370.561,6.23e-15,0.00005,33.24,51458,24.275,2.372,21.684,0.219,24.278,3573,1675,3043,0.3351,0.953,1.023,1.987,1.055,0.965,1.325,14189.735,21110.812,19676.019,14139.811,30809.816,12142.001,1889.298,7882.208,0.451,0.532,0.476,0.503,0.505,0.592,21325,42013,0.5600,0.2275,0.2470,0.9997,0.0352,0.0596,0.4853,0.7807,0.7461,0.1929,0.0557,0.0689,0.0000,0.7572,0.9652,0.0775,0.6548,0.9787,0.00250,6622,0.9988,0.8352,0.7241,0.9981,0.0352,0.0596,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4713,4.7660,4.5425,0.0372,0.0299,0.0244,0.034,0.045,0.042,0.035,1867,0.0708,0.0034,0.0039,0.00244,0.00111,0.00126,25.13,27.13,27.17,1773.1528,0.1142,45.4435,6.5047,6.5675,1090459,1513812,2.7541,0.1423,1525.0,1773.1528,23.50,0,0,0,0,0,0,11230,21913.506,19594.466,0.9514,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.26e-14,7007.7,2.7927,1.7447,49.072,0.000,0.000,0.000,0.0
15000,7245,1287,65508,127102,118392,60399,1195,22615,202,0,230980,2375247,34341.579,25105.389,1.0185,10402.367,0.049,0.829,0.070,0.052,0.461,0.400,280,0.1168,0.6766,0.065,14.8,32.7,66.7,32.05,3.36,8.49,0.21,19.99,7.08,1.134,0.234,0.321,0.323,5.792,0.286,0.0039,72,292,442,19733,43,9,0.467,2956,32,1517,5696,320,1101,5824,5.50,13.30,11230,10.9207,62339,10854,226137,2637.6,-0.0,810131,10.177,2616370.561,3.92e-15,0.00014,23.67,35040,18.034,2.369,15.482,0.184,18.037,2543,1877,2825,0.3408,0.950,1.023,1.972,1.036,0.964,1.336,12907.208,13259.268,11803.522,12801.431,20138.993,8122.274,2188.244,4392.504,0.388,0.540,0.463,0.399,0.453,0.545,19200,30113,0.6146,0.1655,0.2091,1.0000,0.0423,0.0541,0.5233,0.9817,0.8127,0.1881,0.0325,0.0564,0.0000,0.2819,0.9314,0.1919,0.6827,0.9948,0.00250,6043,0.9978,0.8876,0.7340,0.9980,0.0423,0.0541,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4004,4.5440,4.4783,0.0446,0.0232,0.0199,0.043,0.034,0.038,0.040,1244,0.0732,0.0023,0.0027,0.00276,0.00092,0.00103,26.86,26.75,26.56,1681.9659,0.0884,33.3078,4.2947,5.8821,1093040,1512338,3.0388,0.2091,1467.5,1681.9659,26.31,0,0,0,0,0,0,6337,14703.022,13264.600,0.9593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.42e-14,7017.8,2.7302,1.2481,22.558,0.000,0.000,0.000,0.0
16000,6837,1337,65874,111742,103003,44947,921,22064,146,0,225448,2310668,29089.428,22988.436,0.9962,8952.180,0.054,0.838,0.063,0.046,0.449,0.407,227,0.1284,0.7094,0.063,15.5,32.0,64.8,29.79,3.14,7.82,0.27,18.55,6.87,1.174,0.228,0.313,0.315,6.047,0.324,0.0039,66,268,376,23293,58,11,0.685,2783,45,1812,4980,157,860,5820,4.50,13.51,13139,12.0157,62353,14966,224305,1956.3,-0.0,816626,9.467,2616370.561,8.72e-15,0.00058,15.34,30852,16.575,2.376,14.018,0.181,16.578,2179,1692,2966,0.3045,0.953,1.023,1.999,1.075,0.961,1.368,10204.506,10407.414,11455.578,10143.655,16442.374,6892.633,1850.828,5292.795,0.346,0.521,0.477,0.386,0.369,0.440,24395,28867,0.6982,0.1694,0.2470,0.9992,0.0341,0.0534,0.5553,0.9445,0.8505,0.2310,0.0323,0.0441,0.0000,0.0229,0.9110,0.0494,0.6444,0.9855,0.00253,6184,0.9979,0.8344,0.7577,0.9967,0.0341,0.0534,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3804,4.7508,4.4489,0.0481,0.0405,0.0391,0.040,0.066,0.024,0.055,1246,0.0881,0.0031,0.0027,0.00290,0.00077,0.00083,20.75,26.78,26.03,1631.5973,0.0825,26.8214,3.4749,5.9918,1094203,1510987,2.7163,0.2033,1483.7,1631.5973,21.73,0,0,0,0,0,0,7775,14036.256,12456.234,0.9567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.00e-15,7459.6,3.0039,1.1681,21.372,0.000,0.000,0.000,0.0
17000,8745,1601,65777,120545,111265,53858,910,22411,172,0,240080,2363583,31135.332,23397.982,0.9918,8516.012,0.047,0.846,0.051,0.056,0.447,0.410,317,0.1021,0.7059,0.039,16.8,33.0,68.5,32.38,3.33,7.33,0.29,21.43,6.82,1.192,0.201,0.294,0.298,6.204,0.247,0.0040,67,277,441,24039,65,9,0.573,3496,137,2020,6588,666,1983,6096,3.25,12.66,14599,15.4404,62524,17417,225885,2864.4,-0.0,818579,9.743,2616370.561,6.59e-15,0.00005,36.12,35452,17.866,2.362,15.187,0.316,17.869,4122,1728,2895,0.2805,0.941,1.025,2.000,1.150,0.956,1.391,9746.632,11042.696,13350.421,9653.884,16647.039,7534.671,1807.739,5539.560,0.361,0.498,0.489,0.426,0.425,0.483,31807,27552,0.5478,0.2010,0.2045,0.9997,0.0342,0.0522,0.5632,0.8942,0.8995,0.1490,0.0453,0.0517,0.0000,0.8136,0.9543,0.2285,0.6720,0.9671,0.00249,3371,0.9990,0.7956,0.7911,0.9979,0.0342,0.0523,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9078,4.8979,4.3348,0.0439,0.0343,0.0289,0.053,0.050,0.045,0.038,1464,0.0912,0.0029,0.0031,0.00276,0.00075,0.00075,28.40,26.39,26.01,1550.4537,0.0923,26.5788,4.0614,5.6821,1092864,1509414,1.7419,0.1260,1573.3,1550.4537,24.35,0,0,0,0,0,0,8899,14881.970,13118.095,0.9555,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.34e-15,8893.1,3.8601,1.4811,13.948,0.000,0.000,0.000,0.0
18000,7563,1755,85000,160452,147329,74281,1171,30006,195,0,329641,3031101,38091.520,32684.878,0.9941,12204.240,0.047,0.821,0.055,0.077,0.456,0.401,306,0.1481,0.6985,0.069,19.4,33.8,66.1,32.17,4.27,8.33,0.19,19.38,6.78,1.183,0.233,0.380,0.383,6.025,0.306,0.0042,69,280,543,30126,57,10,0.756,3127,404,1618,5541,959,1654,4950,4.25,13.06,13103,13.9395,62590,16417,221752,2353.5,-0.0,830541,13.091,2616370.561,1.25e-15,0.00030,9.52,47621,23.974,2.362,21.394,0.218,23.977,3839,1286,2438,0.3045,0.946,1.023,2.000,1.128,0.950,1.394,11902.741,12385.411,19582.902,11820.344,18892.515,12092.362,2348.488,6039.788,0.400,0.495,0.492,0.476,0.435,0.476,35962,37292,0.4526,0.1607,0.1941,0.9995,0.0378,0.0471,0.5384,0.8022,0.9090,0.2024,0.0384,0.0494,0.0000,0.0000,0.7510,0.2293,0.6411,0.9510,0.00249,4380,0.9995,0.7044,0.8161,0.9983,0.0378,0.0471,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0746,4.8593,4.3797,0.0383,0.0331,0.0315,0.023,0.066,0.041,0.044,1949,0.0876,0.0025,0.0039,0.00250,0.00087,0.00074,25.01,27.23,25.81,1548.0019,0.1127,31.0302,6.1169,6.9741,1094660,1508598,0.8192,0.0301,1646.0,1548.0019,20.58,0,0,0,0,0,0,12360,20480.637,18066.918,0.9520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.55e-14,8930.7,3.4849,1.8270,24.468,0.000,0.000,0.000,0.0
19000,10034,1439,64585,134851,123059,69525,741,23181,165,0,253747,2060513,38531.071,24920.315,0.9958,9128.406,0.050,0.796,0.090,0.064,0.411,0.430,183,0.0929,0.6733,0.060,14.4,31.6,62.4,27.79,2.70,7.42,0.34,17.32,6.58,1.288,0.226,0.251,0.252,5.190,0.241,0.0041,76,313,435,20916,26,8,0.521,3970,729,1181,8124,1672,1629,6733,8.25,15.97,12021,14.5202,62635,14610,213947,3142.2,-0.0,839672,11.092,2616370.561,1.33e-14,0.00045,24.64,41598,21.791,2.347,18.848,0.596,21.794,4527,2250,3257,0.3183,0.905,1.028,2.000,1.382,0.931,1.404,11770.817,12886.150,18161.639,11732.488,17765.350,9916.491,1085.806,4789.612,0.360,0.491,0.438,0.474,0.564,0.535,36272,24270,0.5076,0.2152,0.2159,1.0000,0.0469,0.0439,0.6105,0.9055,0.9246,0.1495,0.0363,0.0521,0.0000,0.5700,0.9495,0.1120,0.6545,0.9455,0.00251,2932,0.9985,0.7003,0.7590,0.9988,0.0469,0.0439,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.3985,5.2534,4.3857,0.0396,0.0592,0.0505,0.052,0.100,0.082,0.060,2283,0.1045,0.0033,0.0048,0.00207,0.00088,0.00070,24.63,27.90,27.29,1391.8888,0.1015,29.7041,6.1918,4.8997,1095284,1506943,0.6915,0.0262,1834.4,1391.8888,18.26,0,0,0,0,0,0,9283,15791.909,13915.439,0.9506,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.60e-15,9118.7,3.6301,1.9824,21.776,0.000,0.000,0.000,0.0
20000,7984,1475,67545,124339,110591,55683,1111,24247,153,0,252730,2555029,30191.494,23852.648,0.9589,8706.896,0.039,0.845,0.054,0.062,0.433,0.417,180,0.1294,0.7241,0.049,16.3,32.0,61.3,29.39,1.65,7.25,0.74,19.75,6.77,1.287,0.221,0.186,0.189,5.728,0.290,0.0039,71,284,375,20895,32,6,0.587,3126,266,752,6966,991,689,6304,8.75,18.95,14124,13.8076,62712,15356,206843,1874.4,-0.0,846539,11.300,2616370.561,8.90e-16,0.00027,20.54,43353,22.284,2.346,19.559,0.379,22.287,2551,2067,3366,0.2907,0.950,1.039,2.000,1.468,0.957,1.354,8596.481,11520.609,13397.548,8552.547,16948.295,8890.220,1762.251,4493.280,0.375,0.470,0.477,0.407,0.424,0.503,36022,28383,0.5687,0.2265,0.2204,0.9999,0.0376,0.0421,0.7376,0.8793,0.8676,0.1617,0.0191,0.0204,0.0000,0.3531,0.9048,0.2450,0.7352,0.9551,0.00248,4003,0.9985,0.7086,0.7970,0.9986,0.0376,0.0421,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.1615,5.1743,4.5556,0.0484,0.0881,0.0862,0.094,0.205,0.112,0.224,2319,0.1318,0.0026,0.0040,0.00235,0.00070,0.00073,25.74,28.03,27.96,1423.0124,0.1039,25.7006,5.4741,5.8255,1096870,1505698,1.3134,0.1555,1960.8,1423.0124,20.50,0,0,0,0,0,0,10490,15145.751,13158.088,0.9654,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.37e-15,9533.1,3.4519,2.0385,14.360,0.000,0.000,0.000,0.0
21000,9461,1650,71956,138738,124274,65833,949,20871,149,0,246689,2424800,36338.219,23796.152,0.9360,9364.656,0.055,0.838,0.047,0.060,0.439,0.412,171,0.1018,0.7076,0.092,18.6,32.0,54.3,25.20,1.67,7.32,0.26,15.95,5.99,1.443,0.231,0.194,0.196,5.763,0.233,0.0036,62,265,398,19433,59,4,0.376,3850,46,1442,7973,596,2050,6815,9.25,18.43,14469,15.5875,62681,14923,200746,2822.9,-0.0,848664,9.944,2616370.561,1.64e-14,0.00144,8.53,52990,25.188,2.340,22.096,0.752,25.191,4077,1616,3768,0.2348,0.964,1.118,2.000,1.506,0.969,1.578,9721.938,14521.745,15784.244,9702.950,20215.682,7627.737,1791.433,5012.326,0.397,0.483,0.462,0.452,0.436,0.517,33971,35316,0.5328,0.1861,0.2345,0.9998,0.0413,0.0565,0.7258,0.9984,0.9601,0.1176,0.0334,0.0239,0.0000,0.0000,0.9094,0.0740,0.6577,0.9451,0.00251,2142,0.9990,0.7404,0.8635,0.9983,0.0413,0.0565,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.0265,5.0168,3.9063,0.0494,0.0314,0.0293,0.068,0.030,0.075,0.039,2200,0.1355,0.0024,0.0046,0.00233,0.00077,0.00113,21.46,27.05,28.20,1434.3182,0.0844,30.0362,4.6557,5.2879,1095778,1505019,2.1316,0.2438,2058.1,1434.3182,16.29,0,0,0,0,0,0,9801,14431.495,12484.031,0.9510,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,5.65e-16,10422.7,3.8969,2.1281,12.372,0.000,0.000,0.000,0.0
22000,7340,1378,65046,103496,89073,37762,688,20551,207,0,249061,2408161,26161.376,22277.366,0.9807,7010.906,0.037,0.877,0.036,0.050,0.431,0.413,211,0.1386,0.7211,0.074,18.4,32.0,60.7,26.15,2.15,8.52,0.14,15.34,6.09,1.375,0.251,0.252,0.256,5.635,0.255,0.0036,65,284,435,20234,47,7,0.372,2968,65,1383,5892,224,1629,5487,14.00,21.46,18981,16.9171,62816,18055,201308,1757.8,-0.0,847604,10.040,2616370.561,3.92e-15,0.00015,31.86,41151,22.165,2.322,19.440,0.402,22.167,3127,1345,2868,0.2608,0.953,1.085,2.000,1.366,0.956,1.581,5656.137,11509.483,11799.689,5626.475,15746.118,7930.143,1273.833,6062.485,0.402,0.495,0.432,0.330,0.284,0.420,37178,31977,0.5689,0.2239,0.3156,0.9999,0.0372,0.0514,0.6718,0.9816,0.9635,0.1358,0.0415,0.0325,0.0000,0.7820,0.9505,0.1297,0.7226,0.9534,0.00249,1523,0.9995,0.7742,0.8589,0.9982,0.0372,0.0514,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.4470,5.0556,3.9145,0.0486,0.0232,0.0213,0.025,0.027,0.041,0.025,2457,0.1584,0.0019,0.0059,0.00222,0.00057,0.00126,26.06,27.40,27.84,1508.6427,0.0904,21.6080,5.3026,4.7369,1096454,1504847,2.5892,0.2316,2085.5,1508.6427,19.77,0,0,0,0,0,0,10452,15266.460,13173.607,0.9506,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.45e-15,11195.0,4.2293,2.1758,18.765,0.000,0.000,0.000,0.0
23000,11505,2154,82049,148499,130887,65430,1020,26400,189,0,345620,3204096,37137.263,29890.825,0.9270,9865.947,0.043,0.855,0.056,0.047,0.472,0.379,396,0.1044,0.7070,0.064,17.6,32.0,61.1,26.68,2.29,9.06,0.10,15.22,6.25,1.365,0.252,0.247,0.248,5.978,0.270,0.0037,67,273,515,27187,120,7,0.505,4703,157,1605,9743,764,2900,7841,6.25,14.28,19942,19.9147,62967,17948,202481,2600.2,0.0,846432,11.483,2616370.561,8.54e-15,0.00093,11.13,54349,28.157,2.325,24.926,0.905,28.160,5632,1654,4219,0.2182,0.957,1.120,2.000,1.286,0.962,1.630,8649.887,14175.708,18111.656,8612.769,20278.784,10651.490,2249.373,7124.015,0.427,0.485,0.509,0.415,0.405,0.485,39936,34589,0.5744,0.2558,0.3287,0.9998,0.0321,0.0395,0.6867,0.9045,0.9726,0.1332,0.0409,0.0227,0.0000,0.0000,0.7341,0.2065,0.6514,0.9419,0.00249,1757,0.9998,0.7739,0.8905,0.9983,0.0321,0.0395,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.5825,4.7888,3.7359,0.0494,0.0195,0.0163,0.017,0.023,0.028,0.017,2025,0.1165,0.0026,0.0043,0.00234,0.00067,0.00102,23.33,27.54,27.94,1552.8934,0.1066,29.1086,5.5041,5.9791,1095406,1502683,2.2225,0.1288,2069.9,1552.8934,20.23,0,0,0,0,0,0,12924,20024.878,17473.446,0.9469,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.39e-16,11967.7,4.9787,2.4363,26.375,0.000,0.000,0.000,0.0
24000,11301,1874,87995,188489,171785,99289,1205,29158,133,0,355314,3288486,46896.238,35555.244,0.9844,13694.240,0.047,0.820,0.086,0.046,0.472,0.381,282,0.1067,0.6870,0.059,19.0,33.2,65.7,29.89,2.80,9.68,0.34,17.08,6.44,1.288,0.250,0.270,0.271,5.701,0.254,0.0037,70,292,522,26095,39,9,0.629,4985,342,2287,8672,1570,1890,7841,8.00,16.26,17030,17.8172,63119,15142,196436,4534.4,-0.0,854603,13.505,2616370.561,2.19e-14,0.00001,20.30,62745,29.498,2.336,26.348,0.814,29.501,5182,2117,4002,0.2725,0.953,1.050,2.000,1.253,0.948,1.512,11683.335,16907.393,24395.688,11629.853,24564.937,15333.089,1538.032,4989.883,0.438,0.500,0.504,0.484,0.509,0.589,37401,40454,0.5433,0.2161,0.2997,0.9998,0.0299,0.0398,0.6105,0.9928,0.9005,0.1627,0.0304,0.0231,0.0000,0.4606,0.9382,0.0748,0.6367,0.9467,0.00249,4779,0.9993,0.8481,0.8051,0.9984,0.0299,0.0398,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.7692,4.7094,3.9639,0.0417,0.0442,0.0406,0.058,0.090,0.059,0.068,2786,0.1107,0.0027,0.0047,0.00214,0.00096,0.00112,23.02,26.47,27.25,1651.9455,0.1375,36.4011,7.3706,6.1344,1097027,1501600,1.9467,0.0311,1967.5,1651.9455,19.22,0,0,0,0,0,0,10889,21861.004,19443.546,0.9517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.37e-15,11544.1,4.4543,2.6061,34.273,0.000,0.000,0.000,0.0
25000,10197,1564,91466,174743,156332,82273,1004,32576,170,0,466980,3266410,41326.933,40555.483,0.9649,12392.378,0.033,0.864,0.053,0.050,0.447,0.392,267,0.1335,0.6771,0.069,17.6,35.6,66.5,30.30,3.26,9.75,0.17,17.12,6.52,1.238,0.259,0.321,0.322,5.287,0.231,0.0042,67,283,513,33578,29,11,0.629,4362,425,1292,8480,1716,1114,7367,6.75,15.40,14837,15.7230,63349,15436,188943,3063.7,-0.0,864550,13.405,2616370.561,6.94e-15,0.00013,32.07,56909,27.688,2.337,24.869,0.482,27.691,4065,2028,4104,0.3057,0.953,1.030,2.000,1.207,0.969,1.401,8620.096,15350.116,23202.935,8570.485,21945.892,18048.199,2293.866,7821.041,0.418,0.455,0.480,0.445,0.390,0.533,34464,39533,0.4816,0.1715,0.2566,0.9997,0.0317,0.0543,0.5702,0.9137,0.8472,0.1910,0.0444,0.0420,0.0000,0.7074,0.9404,0.2658,0.6475,0.9625,0.00249,2752,0.9992,0.8300,0.7548,0.9984,0.0317,0.0543,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9802,4.9985,4.6358,0.0349,0.0240,0.0193,0.029,0.029,0.033,0.024,2623,0.0963,0.0064,0.0069,0.00231,0.00081,0.00104,27.11,27.57,28.15,1680.6563,0.1516,30.8141,7.3192,6.0860,1100285,1500654,2.2178,0.0452,1861.6,1680.6563,25.27,0,0,0,0,0,0,14916,28163.106,25045.209,0.9481,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.26e-16,9992.4,3.9308,2.4417,46.707,0.000,0.000,0.000,0.0
