step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err,seed,seed_set,sprouted,seed_intake,fiber_in,fermented,dung,fiber_bodies
41000,11872,2563,75167,140612,125750,64381,1064,24995,186,0,270237,3469002,35985.481,26828.383,0.9855,10182.778,0.035,0.846,0.055,0.064,0.506,0.367,207,0.0866,0.7210,0.082,16.9,32.0,56.1,26.87,2.04,7.00,0.18,17.65,6.34,1.309,0.220,0.218,0.220,6.265,0.307,0.0034,73,292,1068,23095,98,17,0.668,3866,108,2531,9233,339,1788,9745,3.25,11.44,18766,15.7681,64317,17867,167270,3705.1,-0.0,899325,11.456,2616370.561,1.60e-14,0.00009,15.95,52540,30.857,2.352,27.548,0.957,30.895,3511,2453,5908,0.2724,0.946,1.046,2.000,1.318,0.953,1.451,9737.588,14797.966,14718.338,9692.404,21757.517,8281.671,2430.212,5933.722,0.408,0.517,0.573,0.404,0.422,0.516,39436,29010,0.5493,0.1407,0.2806,0.9997,0.0319,0.0291,0.6357,0.8401,0.9043,0.1779,0.0349,0.0283,0.0000,0.0000,0.8419,0.2526,0.6592,0.9613,0.00253,5078,0.9985,0.7078,0.7546,0.9979,0.0321,0.0291,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.6322,4.9746,4.1833,0.0611,0.0273,0.0237,0.056,0.016,0.042,0.034,1557,0.0873,0.0031,0.0029,0.00275,0.00080,0.00082,24.53,27.17,27.72,1680.3464,0.0957,31.6271,4.5897,6.8658,1113119,1484733,1.3621,0.1150,2034.5,1680.3464,23.32,0,0,0,0,0,0,10708,16645.605,14534.179,0.9590,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.39e-16,11859.7,3.9420,2.2991,15.114,0.000,0.000,0.000,0.0
42000,9933,2246,68814,109491,95414,39914,763,25146,139,0,267985,3063398,29862.410,24554.516,0.9823,8101.873,0.035,0.865,0.052,0.048,0.463,0.387,193,0.1184,0.7226,0.081,17.5,32.0,58.0,25.90,3.40,7.67,0.18,14.63,6.03,1.371,0.236,0.281,0.284,6.522,0.313,0.0036,72,308,893,22821,103,18,0.599,3528,627,1793,7513,1671,2323,5939,6.50,15.51,17450,16.6331,64310,20264,173831,1846.8,-0.0,899892,12.299,2616370.561,3.56e-15,0.00006,16.82,39273,25.947,2.382,22.768,0.798,25.981,5253,1634,3046,0.3400,0.946,1.043,2.000,1.372,0.961,1.588,5964.543,9806.888,17657.735,5936.848,14369.699,10296.742,1663.626,4492.274,0.429,0.426,0.514,0.408,0.281,0.354,46009,30453,0.4534,0.2181,0.2980,0.9998,0.0327,0.0316,0.6004,0.9514,0.9592,0.1879,0.0636,0.0371,0.0000,0.1603,0.9333,0.1028,0.6443,0.9489,0.00254,3403,0.9994,0.8279,0.8711,0.9989,0.0329,0.0316,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.4484,5.3472,3.9293,0.0580,0.0324,0.0287,0.065,0.018,0.053,0.042,1907,0.1090,0.0043,0.0042,0.00212,0.00060,0.00073,20.40,26.83,25.82,1530.2716,0.1048,20.4375,5.9893,6.3101,1112733,1485991,0.6647,0.0200,2093.2,1530.2716,18.32,0,0,0,0,0,0,9705,16452.643,14452.663,0.9516,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.36e-15,11966.8,4.1583,2.6217,20.783,0.000,0.000,0.000,0.0
43000,8493,2302,78103,153869,137797,74739,1027,25966,174,0,264117,3668719,39171.606,27835.096,1.0089,11180.083,0.040,0.829,0.076,0.054,0.512,0.365,266,0.1220,0.7122,0.072,17.0,32.0,61.7,27.18,2.32,7.20,0.24,17.42,6.16,1.406,0.215,0.215,0.217,6.824,0.332,0.0033,72,314,1022,17728,111,18,0.483,2980,625,945,6923,1229,1208,6056,7.50,15.34,16512,15.3608,64378,17528,170516,2612.5,-0.0,903759,13.918,2616370.561,9.08e-15,0.00013,28.99,59187,33.078,2.346,30.042,0.690,33.106,3442,1314,3737,0.2519,0.954,1.104,2.000,1.493,0.968,1.480,9597.643,16187.122,17511.090,9570.847,23269.752,9995.301,1901.459,4758.253,0.492,0.461,0.556,0.445,0.420,0.548,44003,38497,0.5093,0.1543,0.2235,0.9999,0.0297,0.0359,0.6119,0.8752,0.8940,0.1613,0.0476,0.0190,0.0000,0.6894,0.9354,0.2576,0.7183,0.9491,0.00250,2731,0.9994,0.7569,0.8392,0.9983,0.0297,0.0359,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.1458,5.3093,4.2329,0.0615,0.0318,0.0265,0.062,0.031,0.045,0.035,2366,0.1170,0.0046,0.0043,0.00185,0.00074,0.00075,25.30,27.65,27.60,1430.3054,0.1009,32.9571,7.1798,6.7377,1114418,1485117,0.7302,0.0593,2219.0,1430.3054,21.32,0,0,0,0,0,0,9809,16655.013,14570.439,0.9609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.27e-15,11736.7,3.8402,2.7206,19.429,0.000,0.000,0.000,0.0
44000,10057,2738,76370,163526,144517,86357,799,21279,196,0,247134,3632967,40512.455,28448.590,0.9636,13564.442,0.041,0.828,0.085,0.046,0.525,0.359,177,0.0931,0.7125,0.077,17.0,32.0,50.0,21.63,1.52,7.05,0.20,12.85,5.57,1.567,0.228,0.155,0.157,6.906,0.303,0.0029,72,305,841,14253,56,17,0.417,3232,332,848,8877,1433,1109,7515,5.25,14.69,15986,15.1575,64299,16704,163287,2264.1,-0.0,905135,11.604,2616370.561,2.67e-15,0.00007,6.88,72064,39.377,2.335,35.757,1.285,39.410,3430,1491,5136,0.2021,0.984,2.000,2.000,1.636,0.975,1.693,8217.466,19942.542,16029.221,8185.183,29862.493,7138.830,1830.776,5914.543,0.464,0.480,0.585,0.467,0.422,0.590,37798,35908,0.5370,0.1882,0.2597,0.9999,0.0238,0.0310,0.7188,1.0015,1.0037,0.1219,0.0643,0.0274,0.0000,0.0000,0.8035,0.1463,0.6613,0.9447,0.00255,5616,0.9992,0.8480,0.8935,0.9986,0.0238,0.0310,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,3.8374,5.2215,3.6241,0.0714,0.0376,0.0304,0.071,0.015,0.053,0.041,1674,0.1241,0.0022,0.0026,0.00193,0.00082,0.00104,24.47,27.89,28.41,1360.0474,0.0840,38.1877,5.1507,6.4529,1114181,1484102,1.4239,0.2201,2390.9,1360.0474,17.29,0,0,0,0,0,0,10133,14884.149,12830.746,0.9554,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.26e-16,12108.0,3.7894,2.6606,10.002,0.000,0.000,0.000,0.0
45000,9780,2217,72423,135425,117772,62138,864,20277,164,0,228198,3409130,35544.069,23370.862,0.9648,9610.098,0.037,0.863,0.050,0.049,0.503,0.368,135,0.1059,0.7290,0.076,17.0,32.0,54.3,24.92,1.74,6.89,0.14,16.15,5.99,1.394,0.220,0.175,0.177,6.652,0.282,0.0029,68,313,771,15254,90,12,0.565,3119,78,1937,7765,349,2014,7417,9.75,18.20,17092,16.3987,64296,15453,161656,2405.4,0.0,904012,11.579,2616370.561,2.30e-14,0.00001,27.80,54001,32.246,2.337,29.090,0.819,32.278,3608,1956,4216,0.2773,0.953,1.080,2.000,1.462,0.963,1.536,8990.873,14716.098,15094.988,9011.867,21047.312,6981.039,1646.718,5133.008,0.444,0.509,0.548,0.434,0.420,0.498,36378,38918,0.6245,0.1808,0.2601,0.9998,0.0230,0.0403,0.6766,0.8758,0.9320,0.1234,0.0437,0.0277,0.0000,0.6890,0.9547,0.0691,0.7077,0.9563,0.00253,1830,0.9989,0.8050,0.8568,0.9989,0.0230,0.0403,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.2529,5.6054,4.2081,0.0596,0.0242,0.0182,0.043,0.010,0.026,0.030,2137,0.1563,0.0025,0.0041,0.00197,0.00074,0.00109,24.68,27.26,27.92,1508.4184,0.0873,30.2005,5.4144,6.1642,1114218,1483767,2.2404,0.2977,2405.6,1508.4184,17.98,0,0,0,0,0,0,9374,13760.765,11870.129,0.9590,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,4.86e-15,12633.3,4.0997,2.6759,12.244,0.000,0.000,0.000,0.0
46000,8248,2122,67443,124637,108466,56457,737,21452,146,0,239550,3322448,33676.567,24355.401,0.9916,9510.010,0.029,0.874,0.048,0.048,0.505,0.366,199,0.1213,0.7136,0.068,18.0,32.0,57.9,25.57,2.48,7.81,0.20,15.08,5.95,1.437,0.232,0.224,0.226,7.012,0.292,0.0031,72,315,714,16352,47,12,0.507,3107,79,1506,6663,321,2127,5800,8.75,17.49,17747,16.5936,64398,16806,161259,2116.1,-0.0,904452,11.996,2616370.561,8.37e-15,0.00046,16.52,46912,28.317,2.342,25.223,0.752,28.345,3801,1125,3322,0.2552,0.953,1.128,2.000,1.379,0.980,1.657,6644.332,13777.646,17146.352,6661.765,19378.459,8600.045,1757.146,4488.200,0.467,0.504,0.544,0.419,0.361,0.519,36006,34085,0.5199,0.1709,0.2919,0.9999,0.0296,0.0492,0.6342,1.0287,0.9485,0.1498,0.0559,0.0273,0.0000,0.1989,0.8646,0.2177,0.7076,0.9489,0.00251,2299,0.9997,0.9050,0.8869,0.9989,0.0296,0.0492,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.5596,5.5435,3.8982,0.0605,0.0274,0.0228,0.053,0.015,0.047,0.034,2396,0.1358,0.0034,0.0066,0.00226,0.00062,0.00114,24.40,26.04,27.94,1698.4187,0.0949,26.2391,6.1704,5.8256,1115270,1483858,2.3794,0.2538,2249.6,1698.4187,20.47,0,0,0,0,0,0,8597,14845.391,12996.127,0.9573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.27e-15,12198.9,4.1484,2.6047,29.576,0.000,0.000,0.000,0.0
47000,10879,2231,68119,118544,103613,49661,764,23366,112,0,241574,3088045,33112.793,23251.595,1.0157,7916.719,0.031,0.866,0.048,0.055,0.484,0.382,204,0.0931,0.7069,0.070,18.0,32.0,63.8,29.20,3.49,7.54,0.21,17.96,6.35,1.331,0.215,0.298,0.300,6.231,0.296,0.0035,73,317,760,18089,48,13,0.673,4145,191,1833,8855,749,3233,6897,6.75,15.45,17763,17.7573,64468,17605,166030,3149.2,-0.0,903267,11.780,2616370.561,2.26e-14,0.00007,12.20,40440,25.951,2.353,22.643,0.955,25.989,5515,1391,3973,0.2904,0.925,1.066,2.000,1.213,0.968,1.620,7728.292,10990.522,17984.971,7681.741,15362.800,9951.800,1406.785,3976.290,0.450,0.509,0.509,0.435,0.359,0.440,40325,30979,0.5372,0.1922,0.3105,0.9996,0.0276,0.0490,0.5537,0.9782,0.9757,0.1791,0.0264,0.0238,0.0000,0.0491,0.9221,0.0796,0.6427,0.9419,0.00254,1870,0.9993,0.8233,0.8776,0.9983,0.0276,0.0490,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8898,5.2243,3.8661,0.0475,0.0314,0.0275,0.037,0.041,0.042,0.035,1745,0.0874,0.0031,0.0051,0.00228,0.00064,0.00100,21.95,27.14,28.32,1742.0594,0.1000,23.2110,5.8508,5.9295,1115086,1482984,2.0259,0.1181,2071.1,1742.0594,17.80,0,0,0,0,0,0,7416,15334.876,13577.895,0.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,6.55e-15,12064.8,4.4393,2.5841,29.769,0.000,0.000,0.000,0.0
48000,9140,2001,66633,112907,99739,45400,874,25208,134,0,233963,2797583,31484.854,23730.544,1.0590,8245.073,0.034,0.856,0.049,0.062,0.456,0.401,160,0.1142,0.6919,0.072,16.4,33.1,67.2,31.72,4.28,8.43,0.17,18.85,6.84,1.174,0.230,0.361,0.363,6.122,0.286,0.0038,75,333,672,18357,71,14,0.833,3691,369,1551,7220,1524,1497,6119,9.50,17.21,18653,16.8953,64687,17447,169182,2215.4,-0.0,905505,12.385,2616370.561,4.27e-15,0.00014,35.52,35269,22.574,2.357,19.819,0.398,22.605,4382,1838,2920,0.3617,0.920,1.023,2.000,1.107,0.964,1.407,7671.222,10091.744,17353.277,7646.261,14730.390,10433.470,1231.341,3820.659,0.431,0.483,0.472,0.416,0.319,0.438,44219,30284,0.5501,0.1386,0.2905,0.9998,0.0264,0.0439,0.5040,0.8773,0.9720,0.1994,0.0417,0.0424,0.0000,0.8251,0.9503,0.2215,0.6527,0.9517,0.00251,3928,0.9991,0.8015,0.7720,0.9986,0.0264,0.0439,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1807,5.2507,4.5217,0.0421,0.0205,0.0171,0.037,0.023,0.040,0.024,1783,0.0778,0.0035,0.0071,0.00214,0.00052,0.00089,26.55,27.07,27.51,1709.0322,0.1025,22.4842,6.6111,5.7739,1117094,1482837,1.8291,0.0219,1958.0,1709.0322,23.35,0,0,0,0,0,0,7035,15485.470,13804.984,0.9587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.90e-15,11190.3,4.2238,2.5253,39.156,0.000,0.000,0.000,0.0
49000,7525,1965,86468,194911,182115,106914,1529,26756,125,0,277290,3439504,50595.687,35105.410,1.0736,16499.713,0.025,0.867,0.053,0.055,0.485,0.391,196,0.1373,0.6761,0.068,17.0,32.0,71.1,32.40,5.45,8.51,0.13,18.31,6.93,1.154,0.235,0.415,0.419,7.097,0.326,0.0036,67,284,649,22589,57,13,0.786,3273,367,1090,6068,1666,933,4926,5.50,14.44,10652,12.9642,64747,14102,158323,1905.7,-0.0,920168,12.827,2616370.561,2.42e-14,0.00019,12.67,50538,26.106,2.350,23.507,0.248,26.132,3657,1419,2449,0.3357,0.933,1.023,2.000,1.072,0.976,1.379,12199.571,16490.189,30099.279,12215.742,24780.380,12431.858,1605.771,4568.067,0.473,0.513,0.479,0.596,0.433,0.563,36708,45226,0.4923,0.1622,0.2472,0.9998,0.0289,0.0472,0.4742,0.9414,0.9105,0.2415,0.0486,0.0592,0.0000,0.0000,0.8238,0.2005,0.6398,0.9637,0.00255,6205,0.9996,0.9024,0.8477,0.9988,0.0289,0.0472,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2978,5.1800,4.5531,0.0427,0.0202,0.0169,0.031,0.016,0.030,0.028,1614,0.0623,0.0037,0.0051,0.00243,0.00096,0.00116,23.96,27.03,27.23,1804.0129,0.1064,37.1531,6.6036,6.2233,1120057,1482560,2.1325,0.0700,1782.2,1804.0129,23.30,0,0,0,0,0,0,8157,18605.696,16702.053,0.9546,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,4.74e-15,9062.5,3.2411,2.2854,47.514,0.000,0.000,0.000,0.0
50000,7401,1468,58222,112732,103959,53725,785,20210,92,0,177777,2402845,32274.468,19832.977,1.0901,7721.139,0.026,0.870,0.048,0.055,0.470,0.394,107,0.1105,0.6959,0.067,15.0,32.0,69.0,32.23,4.29,7.84,0.11,20.00,6.93,1.128,0.224,0.377,0.379,6.052,0.301,0.0037,71,315,475,15268,25,10,0.874,2823,92,1301,6008,1178,712,5511,6.75,15.64,12303,12.5158,64764,13656,153929,2414.9,-0.0,923937,9.953,2616370.561,1.35e-14,0.00065,27.47,28351,16.654,2.355,14.104,0.194,16.680,2552,1908,2941,0.3395,0.942,1.023,1.493,1.052,0.972,1.296,10362.786,11386.738,13885.883,10343.410,15766.313,7429.520,1193.322,3488.997,0.435,0.543,0.442,0.533,0.397,0.492,35419,27775,0.6299,0.2293,0.2302,1.0000,0.0287,0.0457,0.4845,0.7825,0.8081,0.2382,0.0617,0.0561,0.0000,0.6512,0.9569,0.0347,0.6482,0.9851,0.00260,3779,0.9993,0.7951,0.7418,0.9982,0.0287,0.0457,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3893,5.2425,4.8652,0.0384,0.0181,0.0149,0.021,0.018,0.029,0.023,1247,0.0673,0.0039,0.0044,0.00235,0.00068,0.00095,24.20,26.46,27.05,1691.7386,0.0787,26.2178,4.5034,5.4493,1122175,1481664,2.7345,0.1964,1747.5,1691.7386,22.79,0,0,0,0,0,0,5243,12111.839,10882.936,0.9611,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.39e-16,8368.6,3.1290,1.8194,30.606,0.000,0.000,0.000,0.0
51000,7793,1137,60302,113455,104413,52210,943,20080,99,0,191497,2325132,32113.916,20006.150,1.0379,7584.149,0.026,0.869,0.042,0.063,0.468,0.393,167,0.1045,0.7063,0.064,14.7,32.0,63.3,32.31,3.22,7.88,0.28,20.93,7.01,1.081,0.226,0.326,0.329,5.262,0.293,0.0038,66,285,412,14288,27,11,0.915,2823,29,1592,6172,303,1132,6358,12.00,18.90,14773,13.2330,64829,12967,150301,2439.4,-0.0,923621,9.410,2616370.561,9.79e-15,0.00002,29.17,29106,16.429,2.360,13.864,0.205,16.454,2533,2546,2714,0.3955,0.933,1.023,1.195,1.042,0.964,1.228,11118.076,12081.135,11731.250,11089.610,16877.205,7634.538,1379.667,3407.795,0.388,0.547,0.468,0.417,0.418,0.525,32892,29089,0.6226,0.2247,0.2387,0.9997,0.0304,0.0356,0.5406,0.8002,0.7795,0.2122,0.0363,0.0445,0.0000,0.5546,0.9483,0.1972,0.6793,0.9961,0.00259,4197,0.9991,0.6865,0.7018,0.9978,0.0305,0.0356,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4974,5.5322,5.1515,0.0347,0.0346,0.0312,0.074,0.031,0.054,0.040,1162,0.0791,0.0032,0.0034,0.00259,0.00071,0.00091,26.92,26.84,27.11,1680.9145,0.0782,28.1288,3.8133,5.5963,1123364,1480582,2.8842,0.2487,1729.7,1680.9145,26.64,0,0,0,0,0,0,5283,12422.000,11184.602,0.9638,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.48e-15,8437.3,3.3082,1.5773,25.340,0.000,0.000,0.000,0.0
52000,6946,1038,56701,97262,89445,39968,593,20374,85,0,178209,1898844,28216.812,17417.457,1.0150,6112.537,0.036,0.847,0.056,0.061,0.419,0.425,123,0.1200,0.7083,0.089,13.5,32.0,65.8,32.11,3.87,7.61,0.21,20.43,7.10,1.062,0.221,0.383,0.386,4.984,0.292,0.0042,69,277,373,17295,45,11,0.923,2577,48,1530,5368,225,1165,5556,10.25,17.83,16049,13.9067,64777,15389,152122,1842.1,-0.0,922605,9.292,2616370.561,1.71e-14,0.00037,11.84,26913,14.537,2.362,12.047,0.128,14.561,2506,2244,2196,0.4403,0.910,1.022,1.152,1.021,0.963,1.208,9564.779,8977.291,12151.576,9570.447,12607.326,6765.223,1472.786,3066.911,0.354,0.508,0.402,0.407,0.374,0.450,34591,23558,0.6586,0.2103,0.2812,0.9991,0.0386,0.0445,0.5248,0.8218,0.7926,0.1980,0.0619,0.0719,0.0000,0.0000,0.8796,0.0900,0.6490,0.9780,0.00260,6520,0.9989,0.7957,0.6806,0.9969,0.0386,0.0445,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4169,5.2579,5.0661,0.0331,0.0242,0.0227,0.029,0.028,0.050,0.034,1408,0.0968,0.0035,0.0031,0.00273,0.00073,0.00088,21.94,26.82,26.84,1731.2449,0.0857,22.2708,3.9180,5.3741,1123620,1480422,2.3310,0.2129,1687.6,1731.2449,21.67,0,0,0,0,0,0,5603,11304.920,10099.534,0.9592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,8.81e-15,8921.0,3.4767,1.5510,21.835,0.000,0.000,0.000,0.0
53000,7353,1216,57850,101155,92570,42554,751,21339,99,0,191639,1988961,27558.662,18518.879,0.9847,6725.278,0.024,0.852,0.052,0.071,0.423,0.423,176,0.1158,0.7150,0.069,17.0,32.0,64.9,32.50,3.53,7.39,0.56,21.03,6.94,1.150,0.219,0.346,0.348,5.970,0.262,0.0043,66,272,342,19861,17,11,0.818,2520,130,1473,5750,772,2118,4463,9.75,17.13,16315,15.9290,64860,17454,157742,1861.6,-0.0,919766,9.217,2616370.561,1.19e-14,0.00040,35.70,28444,16.427,2.333,13.875,0.219,16.453,4134,1466,1753,0.3801,0.931,1.023,2.000,1.144,0.980,1.307,7973.303,8012.975,14920.347,7948.987,11414.606,7120.444,1444.857,3228.300,0.356,0.498,0.433,0.466,0.340,0.428,39759,23981,0.4512,0.1623,0.2331,0.9989,0.0343,0.0398,0.5705,0.9440,0.8362,0.1419,0.0328,0.0682,0.0000,0.8160,0.9595,0.1737,0.6633,0.9604,0.00260,4113,0.9990,0.8700,0.7638,0.9975,0.0343,0.0399,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0769,5.2124,4.9751,0.0369,0.0695,0.0498,0.059,0.118,0.087,0.035,1294,0.0869,0.0034,0.0031,0.00263,0.00060,0.00076,23.89,26.41,26.44,1613.8588,0.0866,19.4855,4.1879,5.0293,1122173,1480095,1.3592,0.1010,1753.7,1613.8588,22.84,0,0,0,0,0,0,6617,11793.601,10467.065,0.9637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.82e-15,9909.7,3.9823,1.8527,16.778,0.000,0.000,0.000,0.0
54000,7060,1335,60341,101926,90780,40917,668,23966,121,0,245378,2183010,26842.932,22719.182,0.9928,7494.112,0.048,0.843,0.053,0.056,0.422,0.421,164,0.1338,0.7023,0.052,18.4,32.0,63.2,28.87,4.31,8.93,0.27,15.36,6.29,1.297,0.253,0.404,0.408,5.342,0.297,0.0044,71,301,384,22015,27,12,0.675,2857,607,1144,5309,1179,1709,4172,12.00,18.09,15088,15.0420,64871,19135,164884,1726.1,-0.0,922906,10.589,2616370.561,1.37e-14,0.00009,11.91,34101,21.302,2.345,18.597,0.361,21.326,4133,901,2026,0.2676,0.952,1.037,2.000,1.296,0.977,1.441,6789.344,6423.366,18082.225,6759.380,9495.439,10179.062,1164.012,3881.996,0.389,0.496,0.418,0.436,0.342,0.391,47815,21369,0.5328,0.2124,0.3029,0.9995,0.0316,0.0435,0.5578,0.9011,0.8708,0.1933,0.0649,0.0652,0.0000,0.0000,0.7388,0.2764,0.6462,0.9489,0.00256,4637,0.9993,0.8372,0.7842,0.9983,0.0316,0.0436,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0733,5.3705,4.8613,0.0343,0.0572,0.0314,0.045,0.032,0.031,0.042,1859,0.0878,0.0041,0.0044,0.00228,0.00049,0.00053,24.95,26.73,27.31,1528.8686,0.0986,16.3402,5.8455,4.7436,1123046,1479709,0.6554,0.0148,1872.8,1528.8686,20.92,0,0,0,0,0,0,8682,15225.070,13464.659,0.9457,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.26e-16,10016.4,3.7605,2.1919,21.644,0.000,0.000,0.000,0.0
55000,8494,1258,60772,102419,89147,40967,680,20786,137,0,246790,2067385,26748.888,21505.962,0.9717,6518.251,0.031,0.860,0.051,0.057,0.412,0.426,152,0.1109,0.7044,0.037,17.4,32.0,60.1,27.09,2.66,7.91,0.52,16.01,6.19,1.334,0.240,0.265,0.267,5.317,0.249,0.0040,68,288,342,17303,28,9,0.646,2934,635,1044,6815,1379,909,6206,17.00,22.79,16238,15.3330,64808,20049,168717,1803.3,-0.0,923502,9.462,2616370.561,1.07e-15,0.00015,18.47,38579,24.014,2.343,21.133,0.537,24.042,3535,1538,3421,0.2508,0.953,1.053,2.000,1.408,0.961,1.425,6217.570,8991.894,14587.325,6203.261,12476.554,9960.650,1294.575,3732.484,0.367,0.492,0.442,0.350,0.396,0.464,52402,23801,0.5630,0.2396,0.3462,1.0000,0.0316,0.0410,0.6425,0.7686,0.8766,0.1729,0.0400,0.0480,0.0000,0.2209,0.9429,0.1043,0.6496,0.9443,0.00259,3438,0.9982,0.7641,0.7540,0.9989,0.0316,0.0410,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0651,5.3005,4.7639,0.0397,0.0744,0.0387,0.102,0.060,0.088,0.081,2173,0.1225,0.0042,0.0033,0.00214,0.00047,0.00080,22.02,27.21,27.42,1554.7986,0.1099,18.7649,5.8011,3.6605,1123634,1478204,0.7639,0.0782,1925.0,1554.7986,17.19,0,0,0,0,0,0,9003,14987.710,13169.129,0.9571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.73e-15,10186.4,3.8332,2.2815,20.291,0.000,0.000,0.000,0.0
