step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain,seed,sprouted
1000,-60,0,5237,972.7524,586.55,88.85,1.83,427,2.52,0.215,14.848,0.5008,28.032,2481.56,428.2885
1000,-60,1,2495,954.9822,491.03,643.46,0.93,424,0.37,0.101,16.332,0.9432,38.508,1349.22,345.6727
1000,-60,2,2,1.4567,2.90,2.35,22.54,0,9.05,0.490,9.940,0.9826,61.702,1.00,0.3939
1000,-50,0,7092,1308.6109,719.33,93.72,15.18,714,11.88,2.205,10.174,0.3830,52.876,3265.38,660.3108
1000,-50,1,1602,723.8914,300.24,500.15,13.61,315,10.49,1.942,11.010,0.7461,90.820,863.51,309.3076
1000,-50,2,4,2.7935,3.38,6.60,30.22,0,13.44,1.574,7.922,0.9540,89.380,1.47,0.7791
1000,-40,0,6203,989.9107,584.27,63.96,26.06,570,21.24,6.351,6.849,0.3137,108.691,2996.15,577.6402
1000,-40,1,1874,760.1492,251.38,687.37,24.63,439,19.69,5.870,7.610,0.6151,187.889,1036.78,385.1296
1000,-40,2,4,0.8661,0.02,4.91,21.54,0,23.99,6.482,4.596,0.5400,211.334,1.73,0.6440
1000,-30,0,4594,894.3695,446.12,97.37,33.07,453,27.97,10.302,5.132,0.3298,226.370,2169.04,484.7886
1000,-30,1,3083,1223.6582,590.13,1369.53,29.44,579,27.13,10.060,5.588,0.4880,311.252,1710.66,562.3578
1000,-30,2,500,184.5069,61.97,692.30,38.30,98,28.94,10.989,4.988,0.6139,444.519,226.13,98.3107
1000,-20,0,2074,413.1185,196.57,39.50,51.18,118,33.29,13.756,4.038,0.3126,359.388,972.00,209.1218
1000,-20,1,2375,949.2104,413.67,1012.83,29.94,299,32.47,13.384,4.333,0.4438,493.131,1364.77,424.0499
1000,-20,2,3770,1539.2830,501.51,10216.99,34.06,813,31.76,13.112,4.633,0.7357,746.904,1379.39,728.0281
1000,-10,0,1836,348.0011,195.76,25.57,64.76,28,36.95,16.266,3.367,0.2819,456.329,967.35,151.7008
1000,-10,1,2060,830.0892,313.89,903.77,35.28,66,36.84,16.205,3.386,0.3870,669.572,1244.61,340.2146
1000,-10,2,4328,1977.4980,782.34,14386.72,34.74,1068,34.15,14.822,4.252,0.7515,992.936,1459.67,776.3749
1000,0,0,1805,306.6096,208.58,24.74,72.80,13,38.84,17.515,2.987,0.2152,425.272,1050.65,133.8305
1000,0,1,1791,742.2952,365.29,899.16,40.65,18,38.59,17.327,3.014,0.3734,758.740,1082.16,279.2774
1000,0,2,4771,2207.8679,798.63,13690.53,37.91,907,35.19,15.581,4.119,0.6881,1021.014,1714.36,824.1778
1000,10,0,3207,826.7849,500.48,60.78,70.89,97,37.67,16.706,3.212,0.2548,435.094,1688.84,283.6286
1000,10,1,2710,1326.4919,617.23,1345.58,46.98,202,37.01,16.334,3.409,0.4157,702.153,1560.00,454.2182
1000,10,2,3528,1721.4642,663.17,8309.30,21.71,763,32.04,13.875,5.095,0.6968,825.051,1385.31,648.8335
1000,20,0,4535,769.1597,373.84,63.86,57.24,212,32.49,13.578,4.547,0.2312,250.617,1683.26,310.1919
1000,20,1,2915,1316.8932,531.71,1373.99,37.96,335,31.76,13.227,4.791,0.4574,472.624,1539.81,486.5688
1000,20,2,995,573.3225,318.85,1604.69,7.43,208,29.35,12.178,5.728,0.6811,599.953,431.45,196.7989
1000,30,0,6686,1086.3417,573.05,87.65,38.07,574,26.39,9.868,6.069,0.2513,157.506,2478.98,509.6617
1000,30,1,2369,1194.9823,468.58,995.34,40.47,423,29.36,11.151,4.834,0.5219,349.196,1191.44,434.0593
1000,30,2,219,140.9437,48.76,239.29,71.25,60,26.68,9.599,5.561,0.7016,336.889,98.70,46.2066
1000,40,0,6673,812.7185,380.83,60.36,28.32,535,19.85,6.109,7.811,0.2615,85.979,1841.31,459.9427
