gx,gy,land,dry,temp,predicted,region
0,0,64,0.8863,-34.68,0.00236,0
1,0,64,0.8907,-35.19,0.00236,0
2,0,64,0.9182,-34.66,8e-05,0
3,0,64,0.93,-34.32,8e-05,0
4,0,64,0.9644,-32.52,8e-05,0
5,0,42,0.98,-29.81,8e-05,0
13,0,13,0.7165,-27.33,0.0,0
14,0,64,0.8019,-29.99,0.00236,0
15,0,62,0.8712,-30.18,0.00236,0
16,0,64,0.9248,-30.39,8e-05,0
17,0,49,0.9512,-28.93,8e-05,0
18,0,64,0.907,-29.79,8e-05,0
19,0,64,0.9322,-30.69,8e-05,0
20,0,64,0.9296,-31.71,8e-05,0
21,0,64,0.9252,-32.82,8e-05,0
22,0,64,0.9419,-32.39,8e-05,0
23,0,49,0.9669,-30.07,8e-05,0
51,0,25,0.0685,-28.01,0.0,0
52,0,59,0.1097,-29.59,0.05643,1
53,0,63,0.1672,-30.19,0.05643,1
54,0,58,0.3423,-29.76,0.05643,1
55,0,17,0.1224,-26.87,0.0,0
59,0,17,0.5804,-27.42,0.0,0
60,0,57,0.7271,-30.04,0.0093,0
61,0,64,0.7712,-32.3,0.00545,0
62,0,64,0.7823,-33.96,0.00545,0
63,0,64,0.8343,-34.7,0.00236,0
0,1,64,0.8783,-33.74,0.00236,0
1,1,64,0.8973,-33.63,0.00236,0
2,1,64,0.9298,-32.84,8e-05,0
3,1,64,0.9473,-31.96,8e-05,0
4,1,61,0.9678,-30.04,8e-05,0
5,1,21,0.9763,-27.8,0.0,0
13,1,14,0.7493,-27.63,0.0,0
14,1,63,0.8196,-29.45,0.00236,0
15,1,64,0.8724,-30.17,0.00236,0
16,1,64,0.9153,-29.82,8e-05,0
17,1,20,0.937,-26.86,0.0,0
18,1,45,0.9025,-28.11,8e-05,0
19,1,64,0.9197,-29.57,8e-05,0
20,1,64,0.9333,-30.3,8e-05,0
21,1,64,0.9441,-30.18,8e-05,0
22,1,60,0.9543,-29.67,8e-05,0
23,1,59,0.9658,-29.01,8e-05,0
24,1,17,0.9435,-26.49,0.0,0
45,1,10,0.3735,-26.64,0.0,0
46,1,15,0.1755,-27.06,0.0,0
49,1,18,0.0787,-27.38,0.0,0
50,1,54,0.0431,-28.91,0.05643,1
51,1,62,0.0172,-29.59,0.05643,1
52,1,64,0.0181,-30.4,0.05643,1
53,1,64,0.037,-30.3,0.05643,1
54,1,64,0.07,-29.61,0.05643,1
55,1,60,0.0654,-29.02,0.05643,1
56,1,55,0.039,-28.12,0.05643,1
