gx,gy,land,dry,temp,predicted,region
32,3,64,0.8861,-28.42,0.00236,0
33,3,64,0.9203,-27.51,8e-05,0
34,3,47,0.8728,-25.39,0.00236,0
35,3,4,0.6822,-20.2,0.0,0
37,3,8,0.4463,-20.2,0.0,0
38,3,23,0.5284,-22.22,0.0,0
24,4,7,0.4757,-19.71,0.0,0
25,4,23,0.5611,-22.87,0.0,0
26,4,34,0.5436,-23.85,0.02827,0
27,4,42,0.4492,-23.3,0.03522,0
28,4,64,0.6119,-25.95,0.01831,0
29,4,64,0.6994,-26.78,0.01417,0
30,4,64,0.7478,-28.59,0.0093,0
31,4,64,0.8066,-29.37,0.00236,0
32,4,64,0.8879,-29.31,0.00236,0
33,4,64,0.926,-28.82,8e-05,0
34,4,64,0.9248,-28.3,8e-05,0
35,4,63,0.844,-26.41,0.00236,0
36,4,54,0.763,-25.31,0.00545,0
37,4,64,0.788,-26.64,0.00545,0
38,4,63,0.8167,-26.33,0.00236,0
39,4,5,0.774,-19.27,0.0,0
42,4,7,0.4392,-14.8,0.0,0
24,5,32,0.6698,-21.85,0.01417,0
25,5,64,0.8008,-25.45,0.00236,0
26,5,64,0.8091,-26.23,0.00236,0
27,5,64,0.8093,-25.76,0.00236,0
28,5,64,0.8234,-26.32,0.00236,0
29,5,64,0.8429,-26.95,0.00236,0
30,5,64,0.8547,-27.93,0.00236,0
31,5,64,0.867,-29.06,0.00236,0
32,5,64,0.9049,-29.35,8e-05,0
33,5,64,0.9334,-28.99,8e-05,0
34,5,64,0.9417,-28.45,8e-05,0
35,5,64,0.9321,-27.28,8e-05,0
36,5,64,0.9027,-26.76,8e-05,0
37,5,64,0.8997,-26.43,0.00236,0
38,5,64,0.9084,-25.77,8e-05,0
39,5,5,0.9179,-18.6,0.0,0
25,6,36,0.8014,-21.64,0.00236,0
26,6,64,0.8674,-25.1,0.00236,0
27,6,56,0.8695,-23.45,0.00236,0
28,6,50,0.8954,-22.79,0.00236,0
29,6,64,0.921,-24.82,8e-05,0
30,6,64,0.9135,-26.62,8e-05,0
31,6,64,0.9197,-27.54,8e-05,0
32,6,64,0.9422,-27.4,8e-05,0
33,6,64,0.9611,-26.58,8e-05,0
34,6,60,0.9709,-24.42,8e-05,0
35,6,60,0.9668,-23.94,8e-05,0
36,6,56,0.9545,-23.94,8e-05,0
37,6,53,0.9485,-23.66,8e-05,0
38,6,37,0.9553,-21.94,8e-05,0
42,6,16,0.5435,-17.35,0.0,0
43,6,41,0.6321,-19.91,0.01831,0
44,6,2,0.5412,-14.16,0.0,0
14,7,3,0.1022,-15.43,0.0,0
15,7,16,0.3596,-18.2,0.0,0
16,7,11,0.3975,-18.25,0.0,0
20,7,13,0.1012,-18.54,0.0,0
21,7,24,0.1011,-20.46,0.0,0
22,7,3,0.0193,-16.34,0.0,0
25,7,16,0.5878,-18.79,0.0,0
26,7,64,0.8482,-23.72,0.00236,0
27,7,31,0.8737,-20.81,0.0,0
29,7,17,0.9267,-17.31,0.0,0
30,7,40,0.9438,-21.63,8e-05,0
31,7,64,0.9497,-24.86,8e-05,0
32,7,64,0.9642,-24.93,8e-05,0
33,7,51,0.9764,-22.04,8e-05,0
34,7,1,0.9758,-15.38,0.0,0
41,7,6,0.5602,-15.48,0.0,0
42,7,20,0.6273,-16.75,0.0,0
43,7,27,0.7912,-19.4,0.0,0
52,7,1,0.0085,-13.81,0.0,0
53,7,16,0.2623,-18.55,0.0,0
54,7,22,0.3324,-18.92,0.0,0
55,7,1,0.0459,-14.5,0.0,0
10,8,45,0.391,-19.41,0.05643,0
11,8,43,0.5187,-20.39,0.02827,0
12,8,13,0.2873,-15.42,0.0,0
13,8,34,0.4875,-18.57,0.03522,0
14,8,59,0.6643,-21.15,0.01417,0
15,8,64,0.7627,-22.39,0.00545,0
16,8,55,0.7604,-21.23,0.00545,0
17,8,19,0.6596,-17.9,0.0,0
18,8,17,0.5462,-17.07,0.0,0
19,8,13,0.2682,-16.01,0.0,0
20,8,63,0.5049,-22.19,0.02827,0
21,8,64,0.5056,-23.83,0.02827,0
22,8,43,0.4506,-20.17,0.03522,0
24,8,3,0.0047,-13.27,0.0,0
25,8,21,0.2964,-15.91,0.0,0
26,8,54,0.8181,-20.76,0.00236,0
27,8,21,0.8864,-18.47,0.0,0
30,8,1,0.8933,-13.87,0.0,0
31,8,46,0.9262,-20.57,8e-05,0
32,8,58,0.9643,-21.26,8e-05,0
33,8,12,0.977,-17.59,0.0,0
50,8,17,0.5611,-17.61,0.0,0
51,8,28,0.6,-18.96,0.0,0
52,8,50,0.5903,-20.5,0.02325,0
53,8,64,0.7013,-23.16,0.0093,0
54,8,64,0.7516,-23.19,0.00545,0
55,8,41,0.6594,-19.86,0.01417,0
56,8,35,0.4941,-19.26,0.03522,0
57,8,28,0.531,-18.98,0.0,0
59,8,2,0.0144,-12.17,0.0,0
7,9,5,0.3888,-14.65,0.0,0
8,9,22,0.383,-17.45,0.0,0
9,9,30,0.3764,-17.67,0.0,0
10,9,64,0.7017,-21.42,0.0093,0
11,9,64,0.804,-21.23,0.00236,0
12,9,51,0.6733,-18.6,0.01417,0
13,9,59,0.7616,-19.48,0.00545,0
14,9,64,0.841,-20.84,0.00236,0
15,9,63,0.8798,-20.53,0.00236,0
16,9,59,0.8961,-20.45,0.00236,0
17,9,37,0.8412,-18.72,0.00236,0
18,9,41,0.7546,-18.34,0.00545,0
19,9,62,0.6976,-20.23,0.01417,0
20,9,64,0.7321,-21.64,0.0093,0
21,9,64,0.7378,-22.55,0.0093,0
22,9,64,0.7735,-21.48,0.00545,0
23,9,64,0.4422,-20.73,0.03522,0
24,9,63,0.2824,-20.1,0.05643,0
25,9,3,0.0173,-12.61,0.0,0
27,9,6,0.204,-11.74,0.0,0
50,9,40,0.7245,-18.65,0.0093,0
51,9,54,0.7879,-18.65,0.00545,0
52,9,63,0.8189,-21.28,0.00236,0
53,9,64,0.843,-22.31,0.00236,0
54,9,60,0.8913,-20.59,0.00236,0
55,9,64,0.8853,-21.07,0.00236,0
56,9,64,0.8066,-21.36,0.00236,0
57,9,64,0.8224,-21.59,0.00236,0
58,9,19,0.7155,-16.81,0.0,0
59,9,56,0.614,-19.29,0.01831,0
60,9,50,0.6504,-19.58,0.01417,0
61,9,14,0.5889,-16.77,0.0,0
7,10,42,0.6508,-18.25,0.01417,0
8,10,64,0.7049,-21.45,0.0093,0
9,10,64,0.7371,-21.36,0.0093,0
10,10,64,0.8156,-21.26,0.00236,0
11,10,64,0.8774,-21.05,0.00236,0
12,10,62,0.8913,-19.49,0.00236,0
13,10,14,0.8142,-11.88,0.0,0
14,10,5,0.9112,-13.62,0.0,0
15,10,29,0.9087,-16.92,0.0,0
16,10,41,0.9328,-18.02,8e-05,0
18,10,8,0.4781,-12.89,0.0,0
19,10,64,0.7947,-20.0,0.00545,0
20,10,64,0.8283,-20.8,0.00236,0
21,10,64,0.8802,-20.19,0.00236,0
22,10,64,0.7988,-21.21,0.00545,0
23,10,64,0.6921,-21.16,0.01417,0
24,10,64,0.6301,-19.32,0.01831,0
25,10,3,0.0974,-12.67,0.0,0
27,10,24,0.4118,-13.69,0.0,0
46,10,1,0.4552,-9.54,0.0,0
47,10,17,0.5739,-13.03,0.0,0
50,10,26,0.7159,-16.67,0.0,0
51,10,64,0.8559,-19.9,0.00236,0
52,10,64,0.8832,-20.41,0.00236,0
53,10,64,0.9228,-19.56,8e-05,0
54,10,26,0.8561,-15.75,0.0,0
55,10,64,0.91,-19.83,8e-05,0
56,10,55,0.9125,-18.81,8e-05,0
57,10,38,0.903,-17.76,8e-05,0
58,10,63,0.8585,-19.39,0.00236,0
59,10,63,0.8096,-20.38,0.00236,0
60,10,64,0.8534,-20.92,0.00236,0
61,10,43,0.8401,-18.0,0.00236,0
7,11,36,0.7121,-17.06,0.0093,0
8,11,64,0.823,-20.01,0.00236,0
9,11,64,0.8737,-20.02,0.00236,0
10,11,64,0.9077,-19.43,8e-05,0
11,11,64,0.931,-19.34,8e-05,0
12,11,64,0.9437,-18.59,8e-05,0
13,11,54,0.8685,-15.9,0.00236,0
14,11,48,0.7993,-16.52,0.00545,0
15,11,10,0.7776,-11.71,0.0,0
16,11,30,0.898,-13.94,0.0,0
17,11,35,0.7848,-16.43,0.00545,0
18,11,46,0.6453,-17.2,0.01831,0
19,11,64,0.8085,-19.73,0.00236,0
20,11,64,0.8923,-19.41,0.00236,0
21,11,64,0.9159,-18.9,8e-05,0
22,11,64,0.8183,-20.1,0.00236,0
23,11,64,0.7386,-20.32,0.0093,0
24,11,64,0.7513,-19.75,0.00545,0
25,11,59,0.6148,-17.91,0.01831,0
26,11,44,0.4857,-17.21,0.03522,0
27,11,35,0.3911,-15.01,0.05643,0
28,11,15,0.3478,-13.25,0.0,0
29,11,7,0.2826,-12.77,0.0,0
31,11,2,0.0218,-10.46,0.0,0
32,11,3,0.0251,-10.99,0.0,0
46,11,1,0.4667,-8.96,0.0,0
47,11,2,0.5879,-10.57,0.0,0
50,11,3,0.6691,-11.7,0.0,0
51,11,40,0.8535,-16.79,0.00236,0
52,11,64,0.9107,-19.46,8e-05,0
53,11,64,0.941,-19.37,8e-05,0
54,11,64,0.922,-18.46,8e-05,0
55,11,64,0.9266,-19.19,8e-05,0
56,11,63,0.9355,-18.87,8e-05,0
57,11,46,0.8556,-17.08,0.00236,0
58,11,64,0.9142,-18.98,8e-05,0
59,11,64,0.9025,-19.42,8e-05,0
60,11,51,0.924,-17.95,8e-05,0
61,11,11,0.9304,-14.58,0.0,0
7,12,41,0.6875,-15.6,0.01417,0
8,12,64,0.8675,-18.36,0.00236,0
9,12,64,0.9295,-18.06,8e-05,0
10,12,64,0.9459,-17.79,8e-05,0
11,12,56,0.9582,-15.84,8e-05,0
12,12,13,0.964,-13.22,0.0,0
13,12,6,0.9384,-11.09,0.0,0
14,12,13,0.8964,-12.6,0.0,0
15,12,1,0.8836,-8.67,0.0,0
16,12,6,0.8139,-11.92,0.0,0
17,12,50,0.855,-16.64,0.00236,0
18,12,64,0.8102,-19.04,0.00236,0
19,12,64,0.851,-19.18,0.00236,0
20,12,64,0.9136,-18.7,8e-05,0
21,12,64,0.9252,-18.04,8e-05,0
22,12,64,0.8563,-18.42,0.00236,0
23,12,64,0.7995,-18.8,0.00545,0
24,12,64,0.8093,-18.66,0.00236,0
25,12,64,0.8286,-18.1,0.00236,0
26,12,64,0.7703,-18.3,0.00545,0
27,12,63,0.7689,-17.43,0.00545,0
28,12,54,0.6812,-16.04,0.01417,0
29,12,54,0.6614,-15.58,0.01417,0
30,12,20,0.4727,-13.21,0.0,0
31,12,47,0.4847,-15.57,0.03522,0
32,12,60,0.5776,-16.49,0.02325,0
33,12,26,0.4517,-14.38,0.0,0
34,12,10,0.2279,-11.1,0.0,0
51,12,24,0.7886,-14.35,0.0,0
52,12,64,0.9032,-18.12,8e-05,0
53,12,64,0.9455,-18.48,8e-05,0
54,12,64,0.954,-18.05,8e-05,0
55,12,64,0.9453,-18.36,8e-05,0
56,12,64,0.9569,-18.11,8e-05,0
57,12,56,0.9338,-16.65,8e-05,0
58,12,50,0.9415,-16.29,8e-05,0
59,12,41,0.9479,-15.81,8e-05,0
60,12,16,0.9588,-13.6,0.0,0
7,13,54,0.7214,-13.66,0.0093,0
8,13,56,0.9022,-14.17,8e-05,0
9,13,36,0.9267,-11.84,8e-05,0
10,13,64,0.9473,-16.37,8e-05,0
11,13,25,0.9661,-13.33,0.0,0
17,13,16,0.7851,-12.18,0.0,0
18,13,64,0.8503,-17.62,0.00236,0
19,13,64,0.8814,-18.34,0.00236,0
20,13,64,0.9377,-17.37,8e-05,0
21,13,64,0.903,-17.73,8e-05,0
22,13,64,0.8896,-16.79,0.00236,0
23,13,64,0.8692,-16.8,0.00236,0
24,13,64,0.8643,-17.02,0.00236,0
25,13,64,0.8733,-16.89,0.00236,0
26,13,64,0.865,-16.96,0.00236,0
27,13,64,0.8652,-17.18,0.00236,0
28,13,64,0.8586,-16.83,0.00236,0
29,13,64,0.8583,-16.54,0.00236,0
30,13,64,0.7849,-17.09,0.00545,0
31,13,64,0.7432,-17.41,0.0093,0
32,13,64,0.7997,-17.43,0.00545,0
33,13,64,0.7884,-17.17,0.00545,0
34,13,64,0.732,-15.75,0.0093,0
35,13,14,0.5998,-11.09,0.0,0
51,13,1,0.7469,-8.79,0.0,0
52,13,29,0.8948,-13.63,0.0,0
53,13,29,0.9579,-14.37,0.0,0
54,13,45,0.9625,-14.71,8e-05,0
55,13,37,0.9651,-14.66,8e-05,0
56,13,26,0.972,-13.27,0.0,0
9,14,26,0.8871,-11.43,0.0,0
10,14,28,0.9308,-11.71,0.0,0
11,14,6,0.9641,-9.61,0.0,0
17,14,16,0.6809,-10.76,0.0,0
18,14,62,0.8647,-14.6,0.00236,0
19,14,64,0.9189,-16.1,8e-05,0
20,14,64,0.9302,-16.6,8e-05,0
21,14,64,0.8667,-17.17,0.00236,0
22,14,64,0.8589,-16.47,0.00236,0
23,14,64,0.8979,-15.45,0.00236,0
24,14,64,0.9048,-15.16,8e-05,0
25,14,62,0.8998,-14.71,0.00236,0
26,14,43,0.8971,-13.99,0.00236,0
27,14,64,0.9115,-15.66,8e-05,0
28,14,64,0.9107,-15.98,8e-05,0
29,14,64,0.9077,-15.9,8e-05,0
30,14,64,0.8816,-16.44,0.00236,0
31,14,64,0.8418,-17.1,0.00236,0
32,14,64,0.8629,-17.06,0.00236,0
33,14,64,0.8828,-16.64,0.00236,0
34,14,64,0.8905,-14.74,0.00236,0
35,14,10,0.8549,-9.66,0.0,0
10,15,2,0.5614,-3.51,0.0,0
17,15,1,0.6361,-6.61,0.0,0
18,15,62,0.7864,-12.8,0.00545,0
19,15,64,0.8913,-15.64,0.00236,0
20,15,64,0.9053,-16.19,8e-05,0
21,15,64,0.8097,-16.69,0.00236,0
22,15,64,0.8581,-15.65,0.00236,0
23,15,64,0.9163,-14.18,8e-05,0
24,15,64,0.9199,-13.86,8e-05,0
25,15,64,0.9141,-13.86,8e-05,0
26,15,48,0.872,-10.9,0.00236,0
27,15,22,0.922,-10.99,0.0,0
28,15,60,0.9386,-13.17,8e-05,0
29,15,64,0.934,-14.84,8e-05,0
30,15,64,0.9076,-15.93,8e-05,0
31,15,64,0.8632,-17.33,0.00236,0
32,15,64,0.8783,-17.33,0.00236,0
33,15,64,0.9192,-16.08,8e-05,0
34,15,35,0.9443,-12.17,8e-05,0
39,15,4,0.4972,-7.07,0.0,0
40,15,18,0.5019,-9.0,0.0,0
10,16,8,0.6105,-3.99,0.0,0
17,16,6,0.5276,-6.01,0.0,0
18,16,63,0.7742,-12.72,0.00545,0
19,16,64,0.8897,-14.59,0.00236,0
20,16,64,0.8914,-15.15,0.00236,0
21,16,64,0.7964,-15.46,0.00545,0
22,16,64,0.8837,-14.27,0.00236,0
23,16,64,0.9182,-13.33,8e-05,0
24,16,64,0.9248,-12.98,8e-05,0
25,16,61,0.9212,-12.27,8e-05,0
26,16,14,0.8963,-6.53,0.0,0
28,16,44,0.8834,-10.34,0.00236,0
29,16,64,0.9397,-13.23,8e-05,0
30,16,64,0.9251,-14.6,8e-05,0
31,16,64,0.901,-16.01,8e-05,0
32,16,64,0.9212,-15.73,8e-05,0
33,16,64,0.9424,-14.93,8e-05,0
34,16,30,0.9668,-10.56,0.0,0
39,16,8,0.5828,-7.67,0.0,0
40,16,21,0.6928,-9.42,0.0,0
18,17,19,0.8271,-8.45,0.0,0
19,17,61,0.902,-11.48,8e-05,0
20,17,64,0.8844,-13.19,0.00236,0
21,17,64,0.8468,-13.41,0.00236,0
22,17,64,0.9012,-12.83,8e-05,0
23,17,64,0.9203,-12.38,8e-05,0
24,17,64,0.9276,-12.13,8e-05,0
25,17,64,0.9371,-10.83,8e-05,0
26,17,8,0.9293,-4.99,0.0,0
28,17,6,0.8354,-6.42,0.0,0
29,17,36,0.9232,-9.38,8e-05,0
30,17,63,0.9429,-11.34,8e-05,0
31,17,64,0.954,-11.78,8e-05,0
32,17,64,0.9656,-11.26,8e-05,0
33,17,64,0.9679,-12.02,8e-05,0
34,17,61,0.9509,-11.01,8e-05,0
35,17,22,0.8209,-7.23,0.0,0
0,18,48,0.2181,-8.54,0.05643,0
1,18,43,0.2533,-7.57,0.05643,0
19,18,16,0.8101,-6.26,0.0,0
20,18,64,0.8115,-11.07,0.00236,0
21,18,64,0.8238,-12.37,0.00236,0
22,18,64,0.9173,-11.22,8e-05,0
23,18,64,0.9282,-11.09,8e-05,0
24,18,63,0.9376,-9.83,8e-05,0
25,18,7,0.9367,-4.18,0.0,0
26,18,3,0.8149,0.66,0.0,0
27,18,33,0.3767,-5.72,0.05643,0
28,18,2,0.1403,-0.89,0.0,0
30,18,8,0.9305,-5.27,0.0,0
31,18,6,0.9536,-5.27,0.0,0
32,18,3,0.9599,-4.73,0.0,0
33,18,53,0.9496,-9.05,8e-05,0
34,18,64,0.9608,-10.39,8e-05,0
35,18,29,0.9367,-7.38,0.0,0
42,18,6,0.0984,-1.73,0.0,0
43,18,45,0.445,-7.0,0.03522,0
44,18,15,0.3626,-6.1,0.0,0
62,18,35,0.4959,-7.32,0.03522,0
63,18,53,0.3802,-8.8,0.05643,0
0,19,64,0.5553,-9.7,0.02325,0
1,19,61,0.652,-8.01,0.01417,0
12,19,1,0.354,-1.3,0.0,0
13,19,25,0.4526,-4.95,0.0,0
18,19,7,0.1307,-2.64,0.0,0
19,19,26,0.2484,-5.58,0.0,0
20,19,64,0.7146,-9.51,0.0093,0
21,19,64,0.87,-10.3,0.00236,0
22,19,64,0.9302,-9.61,8e-05,0
23,19,59,0.9421,-8.55,8e-05,0
24,19,37,0.9448,-6.94,8e-05,0
25,19,3,0.5235,-2.28,0.0,0
26,19,29,0.4376,-5.69,0.0,0
27,19,26,0.3525,-5.21,0.0,0
33,19,5,0.9153,-4.19,0.0,0
34,19,37,0.9428,-6.09,8e-05,0
35,19,28,0.8957,-4.91,0.0,0
36,19,11,0.3963,-3.39,0.0,0
37,19,1,0.0679,-0.77,0.0,0
39,19,24,0.3347,-5.71,0.0,0
40,19,47,0.4885,-7.27,0.03522,0
41,19,40,0.5409,-6.92,0.02827,0
42,19,17,0.2551,-2.22,0.0,0
43,19,43,0.5701,-6.09,0.02325,0
44,19,6,0.565,-4.19,0.0,0
62,19,55,0.6191,-7.79,0.01831,0
63,19,64,0.6003,-9.76,0.01831,0
0,20,64,0.7149,-9.07,0.0093,0
1,20,62,0.82,-7.73,0.00236,0
2,20,15,0.6601,-3.96,0.0,0
12,20,10,0.5305,-2.69,0.0,0
13,20,53,0.7042,-5.56,0.0093,0
14,20,7,0.6418,-2.38,0.0,0
17,20,10,0.4634,-2.5,0.0,0
18,20,64,0.5527,-7.64,0.02325,0
19,20,64,0.6246,-8.2,0.01831,0
20,20,64,0.8168,-8.12,0.00236,0
21,20,64,0.9247,-7.81,8e-05,0
22,20,63,0.9408,-7.55,8e-05,0
23,20,19,0.9453,-4.2,0.0,0
25,20,37,0.7274,-5.35,0.0093,0
26,20,64,0.7256,-8.23,0.0093,0
27,20,47,0.6297,-5.86,0.01831,0
34,20,2,0.8725,-1.64,0.0,0
35,20,55,0.8745,-6.39,0.00236,0
36,20,64,0.7587,-7.64,0.00545,0
37,20,62,0.6053,-7.13,0.01831,0
38,20,39,0.5171,-4.72,0.02827,0
39,20,44,0.4852,-4.54,0.03522,0
40,20,36,0.7271,-6.24,0.0093,0
41,20,49,0.7836,-6.2,0.00545,0
42,20,37,0.615,-5.1,0.01831,0
43,20,41,0.4025,-5.55,0.03522,0
44,20,8,0.3114,-2.66,0.0,0
62,20,56,0.6914,-6.45,0.01417,0
63,20,64,0.6425,-8.85,0.01831,0
0,21,64,0.8323,-7.66,0.00236,0
1,21,64,0.8711,-7.73,0.00236,0
2,21,50,0.8294,-5.03,0.00236,0
13,21,14,0.6589,-1.62,0.0,0
14,21,41,0.731,-3.95,0.0093,0
17,21,14,0.5578,-2.83,0.0,0
18,21,64,0.6995,-7.27,0.01417,0
19,21,64,0.8056,-7.19,0.00236,0
20,21,64,0.8892,-6.71,0.00236,0
21,21,64,0.9345,-6.68,8e-05,0
22,21,43,0.9502,-4.95,8e-05,0
25,21,51,0.7256,-5.2,0.0093,0
26,21,64,0.8276,-6.93,0.00236,0
27,21,62,0.8354,-5.72,0.00236,0
35,21,34,0.797,-4.5,0.00545,0
36,21,64,0.8448,-7.12,0.00236,0
37,21,64,0.8225,-7.52,0.00236,0
38,21,64,0.8145,-6.75,0.00236,0
39,21,57,0.7509,-5.27,0.00545,0
40,21,4,0.6817,-0.73,0.0,0
41,21,8,0.5616,-0.58,0.0,0
42,21,64,0.7558,-6.2,0.00545,0
43,21,64,0.7394,-6.52,0.0093,0
44,21,29,0.706,-3.09,0.0,0
62,21,32,0.5811,-4.19,0.02325,0
63,21,64,0.7247,-7.1,0.0093,0
0,22,64,0.8952,-5.92,0.00236,0
1,22,64,0.9298,-5.67,8e-05,0
2,22,37,0.9362,-3.31,8e-05,0
13,22,4,0.6131,0.61,0.0,0
14,22,10,0.7635,-0.89,0.0,0
17,22,3,0.5244,0.24,0.0,0
18,22,61,0.7419,-5.13,0.0093,0
19,22,64,0.8769,-5.76,0.00236,0
20,22,64,0.9243,-5.06,8e-05,0
21,22,60,0.9482,-4.12,8e-05,0
22,22,32,0.9538,-2.89,8e-05,0
24,22,1,0.4779,4.02,0.0,0
25,22,61,0.7062,-4.51,0.0093,0
26,22,64,0.8357,-6.28,0.00236,0
27,22,64,0.8958,-4.85,0.00236,0
28,22,1,0.8134,1.74,0.0,0
35,22,25,0.7152,-2.53,0.0,0
36,22,64,0.8638,-5.51,0.00236,0
37,22,64,0.902,-5.72,8e-05,0
38,22,64,0.8978,-5.99,0.00236,0
39,22,64,0.8901,-5.21,0.00236,0
40,22,47,0.7752,-3.35,0.00545,0
41,22,36,0.4349,-1.88,0.03522,0
42,22,26,0.7617,-2.96,0.0,0
43,22,18,0.814,-2.4,0.0,0
61,22,27,0.5121,-2.17,0.0,0
62,22,58,0.4875,-4.64,0.03522,0
63,22,64,0.7624,-6.0,0.00545,0
0,23,24,0.9389,-2.03,0.0,0
1,23,38,0.9394,-2.17,8e-05,0
2,23,18,0.9436,-0.81,0.0,0
18,23,29,0.7701,-1.92,0.0,0
19,23,30,0.913,-2.17,0.0,0
20,23,14,0.9422,-1.0,0.0,0
25,23,49,0.7318,-2.97,0.0093,0
26,23,64,0.8557,-5.0,0.00236,0
27,23,64,0.9211,-4.44,8e-05,0
28,23,57,0.7622,-2.72,0.00545,0
29,23,16,0.4361,-0.42,0.0,0
36,23,20,0.8719,-1.03,0.0,0
37,23,15,0.9387,-0.18,0.0,0
38,23,46,0.9296,-2.74,8e-05,0
39,23,43,0.9379,-1.76,8e-05,0
40,23,44,0.8762,-2.24,0.00236,0
41,23,15,0.5845,0.27,0.0,0
42,23,16,0.0388,0.03,0.0,0
43,23,5,0.0134,1.1,0.0,0
61,23,28,0.6402,-1.27,0.0,0
62,23,64,0.7348,-3.8,0.0093,0
