gx,gy,land,dry,temp,predicted,region
42,0,2,0.3811,22.78,0.0,0
43,0,56,0.2301,19.74,0.0768,1
44,0,64,0.2091,16.04,0.0768,1
45,0,64,0.1974,10.87,0.0768,1
46,0,64,0.043,3.69,0.06287,1
47,0,64,0.0136,2.89,0.06287,1
48,0,64,0.0618,2.06,0.06287,1
49,0,64,0.1144,2.35,0.06287,1
50,0,64,0.0895,-2.25,0.05643,1
51,0,64,0.2043,-4.45,0.05643,1
52,0,64,0.6186,-3.86,0.01831,0
53,0,64,0.9437,0.95,0.00095,0
54,0,64,0.988,6.37,0.00095,0
55,0,64,0.9594,9.56,0.00095,0
56,0,64,0.9506,14.15,0.00118,0
57,0,64,0.9956,19.81,0.00118,0
58,0,3,0.9851,24.6,0.0,0
43,1,49,0.2215,21.82,0.08437,1
44,1,64,0.1724,15.02,0.0768,1
45,1,64,0.1173,10.24,0.0768,1
46,1,64,0.088,6.19,0.06287,1
47,1,64,0.4942,8.77,0.05087,1
48,1,64,0.5288,8.06,0.0403,1
49,1,64,0.2442,5.08,0.06287,1
50,1,64,0.1243,-0.46,0.05643,1
51,1,64,0.3019,-2.62,0.05643,1
52,1,64,0.6992,-2.71,0.01417,0
53,1,64,0.9916,2.1,0.00095,0
54,1,64,1.0,8.95,0.00095,0
55,1,64,1.0,14.64,0.00118,0
56,1,64,1.0,20.0,0.00118,0
57,1,55,0.9994,22.91,0.0008,0
58,1,6,0.9385,25.95,0.0,0
42,2,8,0.0174,27.0,0.0,0
43,2,62,0.052,20.5,0.08437,1
44,2,64,0.0112,13.57,0.0768,1
45,2,64,0.0231,10.7,0.0768,1
46,2,64,0.1547,8.91,0.06287,1
47,2,64,0.5805,11.5,0.04594,1
48,2,64,0.4737,10.41,0.06117,1
49,2,64,0.2963,7.87,0.06287,1
50,2,64,0.1354,0.84,0.06287,1
51,2,64,0.2008,-2.58,0.05643,1
52,2,64,0.9217,0.58,0.00095,0
53,2,64,0.9989,3.84,0.00095,0
54,2,64,0.991,8.17,0.00095,0
55,2,64,0.9992,14.79,0.00118,0
56,2,64,1.0,22.14,0.0008,0
57,2,28,0.995,25.45,0.0,0
42,3,12,0.0,28.12,0.0,0
43,3,64,0.0188,21.49,0.08437,1
44,3,64,0.0916,17.13,0.0768,1
45,3,64,0.1282,14.19,0.0768,1
46,3,64,0.1975,11.49,0.0768,1
47,3,64,0.7317,12.76,0.02505,0
48,3,64,0.4979,11.82,0.06117,1
49,3,64,0.232,8.05,0.06287,1
50,3,64,0.0502,0.2,0.06287,1
51,3,64,0.0427,-2.13,0.05643,1
52,3,64,0.8008,1.53,0.00768,0
53,3,64,0.9737,4.43,0.00095,0
54,3,64,0.7831,6.43,0.01248,0
55,3,64,0.9316,14.31,0.00118,0
56,3,64,0.9994,23.98,0.0008,0
57,3,32,0.9699,28.43,0.00027,0
11,4,1,0.2457,31.61,0.0,0
42,4,7,0.0113,29.51,0.0,0
43,4,62,0.1344,26.41,0.08516,1
44,4,64,0.2019,21.45,0.08437,1
45,4,64,0.1819,17.07,0.0768,1
46,4,64,0.2812,14.74,0.0768,1
47,4,64,0.3553,15.43,0.0768,1
48,4,64,0.3139,12.61,0.0768,1
49,4,64,0.1228,5.47,0.06287,1
50,4,64,0.0856,2.48,0.06287,1
51,4,64,0.3622,2.56,0.06287,1
52,4,64,0.5582,2.4,0.03395,1
53,4,64,0.8637,6.13,0.00768,0
54,4,64,0.9018,13.28,0.00118,0
55,4,64,0.9341,18.61,0.00118,0
56,4,64,0.9841,26.17,0.00027,0
57,4,18,0.9336,29.32,0.0,0
11,5,31,0.2946,30.87,0.0,0
12,5,59,0.3269,29.39,0.08516,2
13,5,45,0.4564,30.14,0.05985,2
14,5,7,0.5554,31.75,0.0,0
43,5,57,0.1313,28.09,0.08516,1
44,5,64,0.1218,23.36,0.08437,1
45,5,64,0.1632,19.45,0.0768,1
46,5,64,0.1697,15.58,0.0768,1
47,5,64,0.1694,14.48,0.0768,1
48,5,64,0.065,9.96,0.06287,1
49,5,64,0.0285,4.11,0.06287,1
50,5,64,0.1873,4.77,0.06287,1
51,5,64,0.6815,5.78,0.02437,0
52,5,64,0.8773,7.31,0.00768,0
53,5,64,0.9033,11.24,0.00118,0
54,5,64,0.9866,19.81,0.00118,0
55,5,64,0.9922,23.81,0.0008,0
56,5,61,0.9726,29.03,0.00027,0
57,5,3,0.879,31.13,0.0,0
11,6,45,0.3039,30.19,0.08602,2
12,6,64,0.2506,28.19,0.08516,2
13,6,64,0.4189,28.33,0.06185,2
14,6,11,0.7245,31.48,0.0,0
23,6,1,0.2928,31.72,0.0,0
24,6,16,0.339,31.02,0.0,0
25,6,8,0.5415,31.2,0.0,0
26,6,39,0.5122,30.99,0.04373,0
27,6,12,0.5452,31.22,0.0,0
43,6,47,0.1816,29.6,0.08516,1
44,6,64,0.1366,23.44,0.08437,1
45,6,64,0.1586,20.28,0.08437,1
46,6,64,0.1533,16.35,0.0768,1
47,6,64,0.0588,12.77,0.0768,1
48,6,64,0.0154,8.52,0.06287,1
49,6,64,0.0224,4.15,0.06287,1
50,6,64,0.1217,4.49,0.06287,1
51,6,64,0.5263,7.4,0.0403,1
52,6,64,0.6314,8.46,0.02961,0
53,6,64,0.8828,15.11,0.0107,0
54,6,64,0.9495,21.41,0.0008,0
55,6,64,0.9802,25.74,0.00027,0
56,6,36,0.9976,29.76,0.00027,0
10,7,12,0.2741,29.04,0.0,0
11,7,59,0.2425,26.56,0.08516,2
12,7,64,0.2718,23.88,0.08437,2
13,7,64,0.3333,24.13,0.08437,2
14,7,46,0.6561,27.93,0.03484,2
23,7,15,0.099,30.01,0.0,0
24,7,64,0.11,28.23,0.08516,0
25,7,64,0.3668,28.3,0.08516,0
26,7,62,0.6362,29.39,0.04183,0
27,7,12,0.6918,30.69,0.0,0
43,7,41,0.2135,29.19,0.08516,1
44,7,58,0.2815,26.97,0.08516,1
45,7,64,0.2921,23.5,0.08437,1
46,7,64,0.1618,15.41,0.0768,1
47,7,64,0.1852,14.11,0.0768,1
48,7,64,0.1745,10.86,0.0768,1
49,7,64,0.1874,6.67,0.06287,1
50,7,64,0.3551,7.85,0.06287,1
51,7,64,0.4416,8.85,0.05087,1
52,7,64,0.5105,10.58,0.04852,1
53,7,64,0.7785,17.01,0.01921,0
54,7,64,0.9585,23.16,0.0008,0
55,7,64,0.9797,26.81,0.00027,0
56,7,45,0.9798,29.2,0.00027,0
8,8,4,0.328,28.71,0.0,0
9,8,28,0.2414,27.5,0.0,0
10,8,55,0.0268,25.58,0.08516,2
11,8,64,0.0691,22.69,0.08437,2
12,8,64,0.1022,20.7,0.08437,2
13,8,64,0.0715,20.45,0.08437,2
14,8,62,0.706,25.0,0.02826,0
15,8,7,0.8011,28.16,0.0,0
23,8,4,0.3547,29.99,0.0,0
24,8,51,0.4479,27.67,0.06185,0
25,8,64,0.4669,25.77,0.06185,0
26,8,63,0.8182,27.28,0.01192,0
27,8,56,0.7479,27.44,0.02826,0
28,8,62,0.6015,26.98,0.04183,4
29,8,51,0.4745,26.31,0.06185,4
30,8,49,0.4541,25.61,0.06185,4
31,8,32,0.5158,26.28,0.05523,4
32,8,17,0.58,27.11,0.0,0
44,8,1,0.3675,30.07,0.0,0
45,8,36,0.3279,26.71,0.08516,1
46,8,64,0.277,19.7,0.0768,1
47,8,64,0.288,16.35,0.0768,1
48,8,64,0.3153,13.92,0.0768,1
49,8,64,0.3552,11.98,0.0768,1
50,8,64,0.4299,12.2,0.06117,1
51,8,64,0.4576,12.46,0.06117,1
52,8,64,0.5439,14.25,0.04852,1
53,8,64,0.6891,18.65,0.03248,1
54,8,64,0.8597,23.52,0.01563,0
55,8,64,0.8068,25.32,0.01192,0
56,8,61,0.7079,27.2,0.02826,0
8,9,5,0.3252,27.99,0.0,0
9,9,59,0.2073,25.15,0.08516,2
10,9,64,0.0045,21.6,0.08437,2
11,9,64,0.029,20.58,0.08437,2
12,9,64,0.1564,19.56,0.0768,2
13,9,64,0.2753,20.09,0.08437,2
14,9,64,0.664,23.19,0.03598,2
15,9,10,0.6966,27.15,0.0,0
20,9,17,0.8319,26.57,0.0,0
22,9,16,0.8643,26.88,0.0,0
23,9,5,0.896,27.1,0.0,0
24,9,32,0.8213,26.7,0.01192,0
25,9,54,0.8547,26.17,0.01192,0
26,9,47,0.8987,26.34,0.01192,0
27,9,48,0.6852,25.5,0.03484,4
28,9,64,0.4919,23.0,0.06721,4
29,9,64,0.3842,21.55,0.08437,4
30,9,64,0.3333,18.82,0.0768,4
