step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies
10000,1462,1.205,1.991,17.14,86538,65166,0,21104,253,1830336,736587.9,625584.8,0.116,0.689,0.068,0.128,89,23.77,13.09,0.06,0.92,4.66,6.01,0.44,1.63,18.12,21.90,0.00,0.00,0.187,0.213,972,0.073,0.023,0.940,0.003,0.034,115423,70329,1,0.179,0.821,0.120,1962539,0.197,3.099,0.232,130.57,46564,212,0.342,0.191,0.370,8285775,1.02,4.79,0.313,0.606,0.000,6.0,24.3,41.4,66.8,34035,0.130,0.00,0.0028,0.141,393,0.607,0.000,0.529,0.297,3.68,4.84,4.76,0.00,0.000,1.02,1.02,1.02,0.662,0.01162,35.70,22.2240,529.43,96881.3,140059.3,0.057,25.9795,160.196,0.000,1.000,0.005,50.7,66.071,134.964,4888,29786.9,10.27,124.212,7.00,27.823,1056.0,11.491,0.136,2.00,5.5015,8043.2,0.4347,0.2765,23.28,1.338,0.649,1.5122,0.0000,0.610,0.180,0.713,76.0334,6.00,2.06,5,16,57,100,52.2026,0.0027,0.3981,0.0000,0.0000,53.6164,100.00,76.2957,320.5387,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0037,0.0014,0.000016,1,0.1906,0.0075,0.0137,40,137,399,0.0000,0.0000,0.0101,0.041,13.4217,0.0372,3.7650
20000,1089,1.001,2.058,22.41,23304,21259,0,2387,30,345946,279294.4,131914.3,0.076,0.692,0.082,0.150,117,24.66,11.67,0.14,1.46,3.01,3.38,1.14,2.66,18.71,21.08,0.00,0.00,0.120,0.130,711,0.033,0.049,0.930,0.003,0.018,24531,12140,5,0.395,0.247,0.287,1499949,0.138,3.152,0.236,53.45,14228,327,0.381,0.175,0.327,2212605,1.03,3.97,0.326,0.593,0.000,8.0,26.0,34.1,78.7,25047,0.096,0.00,0.0014,0.190,272,0.450,0.000,0.383,0.175,3.64,4.70,4.82,0.00,0.000,1.02,1.02,1.04,0.481,0.00665,4.92,4.0841,241.23,97043.2,140059.3,0.000,6.0369,57.778,0.000,1.000,0.011,40.1,26.265,49.513,4992,30968.8,9.27,42.891,6.74,6.760,1088.7,2.530,0.135,2.00,7.0057,7629.2,0.5242,0.3152,23.00,1.452,0.664,0.4878,0.0000,0.506,0.143,0.471,27.9203,5.75,2.20,7,16,54,109,21.3457,0.0071,0.4656,0.0000,0.0000,14.7910,100.00,96.9689,166.3208,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0032,0.0013,0.000009,1,0.0894,0.0386,0.0221,51,162,581,0.0000,0.0000,0.0087,0.020,3.3018,0.0148,0.7409
30000,1087,0.753,2.082,26.00,109047,81652,0,27199,197,2023467,714911.3,660792.0,0.082,0.741,0.080,0.097,74,22.80,10.61,0.06,0.94,5.11,4.67,1.72,1.96,11.35,15.48,0.00,0.00,0.186,0.161,633,0.143,0.022,0.958,0.002,0.018,133666,65143,3,0.224,0.716,0.614,9403926,0.138,3.144,0.233,136.17,75336,201,0.327,0.227,0.448,9876598,1.02,3.96,0.513,0.472,0.000,6.0,28.0,30.2,92.3,19837,0.076,0.00,0.0058,0.180,327,0.555,0.000,0.563,0.235,3.09,4.29,4.26,0.00,0.002,1.02,1.02,1.01,0.607,0.01724,32.78,20.7808,270.19,97400.9,140059.3,0.000,22.2489,161.230,0.000,1.000,0.001,40.2,64.701,141.513,5128,31109.1,11.78,118.951,6.43,24.248,1064.5,10.878,0.135,2.00,6.6201,7196.0,0.5173,0.2715,18.25,1.529,0.643,1.5122,0.0000,0.662,0.259,0.636,73.5061,5.27,1.83,6,16,36,144,50.2263,0.0095,0.5483,0.0000,0.0000,54.5661,100.00,79.8072,313.2547,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0038,0.0014,0.000030,1,0.1137,0.0239,0.0091,39,125,403,0.0000,0.0000,0.0099,0.041,16.1241,0.0092,3.7824
40000,1257,0.908,2.007,25.68,22736,19160,0,3398,3,382942,280422.3,140965.7,0.070,0.743,0.068,0.119,105,25.51,10.54,0.04,0.65,4.50,3.97,1.08,2.00,13.49,15.90,0.00,0.00,0.159,0.137,629,0.226,0.030,0.952,0.000,0.018,25152,13445,4,0.713,0.000,0.556,3416908,0.141,3.149,0.233,53.33,13803,264,0.368,0.277,0.361,2315402,1.01,3.27,0.525,0.470,0.000,8.0,30.8,32.0,70.3,24019,0.092,0.00,0.0017,0.192,336,0.442,0.000,0.380,0.193,3.05,4.31,4.36,0.00,0.001,1.00,1.01,1.01,0.472,0.00650,4.70,3.9858,224.14,94793.1,140059.3,0.000,6.1175,57.575,0.000,1.000,0.000,43.0,25.927,49.438,4822,30477.3,11.78,43.367,6.51,7.086,889.0,2.793,0.135,2.00,8.4039,10563.7,0.6273,0.3116,19.11,1.619,0.602,0.4878,0.0000,0.735,0.309,0.712,28.1131,5.16,1.90,8,16,38,100,20.6285,0.0120,0.4765,0.0000,0.0000,14.7977,100.00,96.2016,163.2377,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0029,0.0011,0.000007,5,0.1127,0.0446,0.0246,47,158,600,0.0000,0.0000,0.0046,0.017,2.8196,0.0213,0.6247
50000,1346,0.752,2.020,30.31,63426,49702,0,13403,106,1068950,717195.3,395926.0,0.050,0.779,0.059,0.112,83,26.41,10.42,0.06,0.78,3.71,3.89,0.38,1.46,13.04,13.67,0.00,0.00,0.132,0.135,686,0.118,0.030,0.961,0.000,0.009,75069,36208,6,0.433,0.352,0.149,6070964,0.144,3.117,0.229,135.99,42556,239,0.370,0.251,0.210,11286603,1.01,2.35,0.513,0.469,0.000,8.0,31.0,32.0,82.4,23137,0.088,0.00,0.0041,0.174,386,0.652,0.000,0.474,0.216,3.10,4.17,4.15,0.00,0.000,1.01,1.01,1.02,0.679,0.01226,32.51,13.3824,529.60,85188.8,140059.3,0.000,18.4781,153.591,0.000,1.000,0.000,46.1,67.509,140.788,4943,30007.9,16.86,116.662,5.71,24.481,1006.8,11.036,0.135,2.00,14.8619,20004.1,1.2826,0.2950,17.19,1.765,0.498,1.5122,0.0000,0.839,0.192,0.863,73.5237,4.75,1.63,6,16,24,113,56.2739,0.0106,0.5550,0.0000,0.0000,54.7869,100.00,72.8458,313.7669,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0024,0.0010,0.000008,126,1.0742,0.2563,0.0365,46,162,600,0.0000,0.0000,0.0188,0.084,8.1184,0.3850,2.0843
60000,1269,0.928,1.947,27.56,15941,13735,0,2013,45,186400,281405.7,98099.0,0.085,0.672,0.071,0.171,114,25.48,11.55,0.18,1.65,3.83,4.04,0.57,2.03,17.06,20.07,0.00,0.00,0.131,0.135,671,0.198,0.028,0.948,0.004,0.020,16235,8131,7,0.339,0.206,0.154,1062190,0.164,3.094,0.226,53.65,10369,293,0.526,0.341,0.279,2320242,1.05,5.36,0.470,0.421,0.000,7.2,30.0,32.0,93.7,27455,0.105,0.00,0.0013,0.173,291,0.478,0.000,0.309,0.153,3.68,4.45,5.00,0.00,0.000,1.02,1.05,1.06,0.494,0.00568,5.13,5.1341,259.65,93665.2,140059.3,0.000,6.3127,56.779,0.000,1.000,0.004,45.0,26.425,50.581,4731,29375.6,11.82,43.655,5.91,6.340,898.5,2.464,0.134,2.01,9.9485,12624.6,0.7150,0.3805,21.64,1.494,0.672,0.4878,0.0000,0.766,0.253,0.732,28.0966,6.07,2.81,8,16,45,163,21.9784,0.0607,0.4783,0.0000,0.0000,14.7980,100.00,94.4228,167.7127,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0020,0.0009,0.000004,225,0.6889,0.0812,0.0839,52,192,1112,0.0000,0.0000,0.0563,0.403,1.9074,0.2768,0.5782
70000,1548,0.726,1.809,32.36,45987,37031,0,7928,286,700441,730610.2,304708.6,0.059,0.757,0.055,0.129,93,25.72,9.40,0.07,1.27,2.61,3.28,0.27,1.45,12.69,10.76,0.00,0.00,0.094,0.115,738,0.189,0.030,0.964,0.000,0.006,51217,23823,9,0.694,0.130,0.080,2142145,0.161,2.978,0.207,139.04,30631,258,0.435,0.219,0.114,11429778,1.02,2.95,0.486,0.483,0.000,8.0,30.0,32.0,63.4,24219,0.092,0.00,0.0037,0.192,415,0.670,0.000,0.533,0.178,3.05,3.91,4.18,0.00,0.000,1.01,1.02,1.04,0.688,0.01010,33.46,14.7215,582.37,80913.1,140059.3,0.000,16.1069,152.877,0.000,1.000,0.000,50.1,67.580,143.929,4551,26862.0,19.08,117.355,4.96,20.535,744.8,9.943,0.136,1.99,17.7851,27531.3,1.5322,0.3063,15.65,1.828,0.464,1.5122,0.0000,0.862,0.156,0.953,74.6128,4.78,2.11,6,16,16,107,57.4454,0.0271,0.5433,0.0000,0.0000,54.7257,100.00,69.3282,315.0218,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0018,0.0008,0.000005,463,2.2127,0.3023,0.0706,55,188,886,0.0000,0.0000,0.1121,1.092,7.3618,0.8669,2.1295
80000,1491,0.953,1.807,25.64,13598,11721,0,1438,44,126325,280001.4,89106.4,0.193,0.604,0.061,0.142,117,23.81,11.13,0.35,2.73,3.62,3.96,0.34,1.47,14.61,13.68,0.00,0.00,0.122,0.137,773,0.184,0.040,0.948,0.001,0.011,12635,6388,4,0.455,0.032,0.117,780908,0.169,3.029,0.213,53.67,8419,375,0.705,0.291,0.235,2521929,1.10,6.09,0.443,0.449,0.000,6.3,29.0,32.0,85.3,28209,0.108,0.00,0.0013,0.157,388,0.525,0.000,0.366,0.117,3.47,4.16,4.93,0.01,0.005,1.04,1.11,1.14,0.537,0.00426,5.43,6.5940,277.13,93143.0,140059.3,0.000,6.7732,56.928,0.000,1.000,0.000,46.9,26.153,51.056,4412,27516.9,23.83,43.700,4.75,5.992,648.1,2.286,0.134,1.99,10.1455,15126.9,0.7358,0.4245,18.92,1.459,0.680,0.4878,0.0000,0.755,0.226,0.758,27.9604,6.07,2.64,8,16,36,100,22.3077,0.0528,0.4447,0.0000,0.0000,14.8207,100.00,91.6964,167.1681,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0015,0.0007,0.000003,452,1.0750,0.0744,0.1323,56,231,2066,0.0000,0.0000,0.2183,3.990,1.3651,0.4579,0.5660
90000,1739,0.627,1.476,34.86,35233,27916,0,5958,122,382050,735901.6,258869.3,0.125,0.738,0.049,0.088,99,26.44,8.84,0.01,0.24,1.05,2.52,0.13,0.94,12.47,6.18,0.00,0.00,0.037,0.086,616,0.389,0.043,0.951,0.001,0.006,37303,16429,7,0.658,0.108,0.045,1302295,0.183,2.682,0.160,140.57,22863,304,0.678,0.209,0.069,12083287,1.00,1.27,0.539,0.458,0.000,10.0,32.0,32.0,73.8,23760,0.091,0.00,0.0034,0.178,477,0.694,0.000,0.530,0.145,2.96,3.76,3.77,0.00,0.000,1.00,1.00,1.00,0.704,0.00852,33.43,18.5915,910.52,75658.3,140059.3,0.000,16.9301,150.889,0.000,1.000,0.000,53.0,65.783,145.213,3894,21053.7,21.99,118.299,4.37,19.109,497.9,9.277,0.136,2.01,21.9420,38157.2,2.0497,0.3808,13.66,1.979,0.172,1.5122,0.0000,0.898,0.109,0.976,75.2208,4.08,0.65,5,16,16,122,56.2970,0.0449,0.5704,0.0000,0.0000,54.6534,100.00,61.4992,323.2121,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0013,0.0005,0.000003,989,3.1077,0.3646,0.1111,59,223,1672,0.0000,0.0000,0.1270,1.511,3.9089,1.2540,1.7403
100000,1140,0.809,1.923,28.92,12471,10368,0,1839,88,114594,279586.9,98332.5,0.236,0.595,0.050,0.120,128,25.93,10.59,0.03,0.61,4.99,4.16,0.22,1.45,12.99,14.82,0.00,0.00,0.167,0.134,468,0.353,0.035,0.952,0.001,0.012,12101,6270,7,0.681,0.079,0.056,518101,0.179,3.068,0.220,54.57,8053,355,0.858,0.328,0.321,2672525,1.01,4.92,0.564,0.387,0.000,7.8,32.0,32.0,89.9,20793,0.079,0.00,0.0019,0.185,263,0.544,0.000,0.378,0.137,3.32,4.11,4.54,0.00,0.002,1.00,1.01,1.01,0.554,0.00542,5.64,9.0306,224.69,94535.1,140059.3,0.000,7.0370,58.095,0.000,1.000,0.002,40.3,26.502,51.444,4710,28948.3,12.27,43.039,4.73,4.962,797.3,1.959,0.136,2.00,10.9314,12461.7,0.8196,0.4208,18.24,1.635,0.615,0.4878,0.0000,0.828,0.247,0.790,27.8769,5.55,2.64,8,16,29,121,22.6695,0.0738,0.5544,0.0000,0.0000,14.7476,100.00,92.1723,170.7050,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0013,0.0006,0.000003,775,1.4998,0.0833,0.1662,51,223,3101,0.0000,0.0000,0.0678,0.568,1.0144,0.6500,0.5871
