step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn
100000,6.00,16,0,2,0,1,0,1.00,8,0.333,3279,0.00,99.71,41.80,219,1,0,0,1.00,1.00,1.00,1,1,3,35.2,7.725,3,2.000,0.002,4,1.000,10
100000,4.00,16,0,0,0,2,0,1.00,10,0.000,3201,0.00,114.10,40.56,219,0,0,0,1.00,1.00,1.00,2,2,1,8.0,15.602,2,2.000,0.004,4,1.000,8
100000,6.00,16,0,0,0,3,0,1.00,8,0.000,3200,0.67,103.45,14.17,219,0,0,0,1.00,1.00,1.00,2,3,1,5.4,9.868,3,2.000,0.006,4,1.000,9
100000,6.00,16,0,1,0,2,0,1.00,8,0.167,2885,0.00,86.88,109.17,188,1,0,0,1.00,1.00,1.00,2,2,2,35.6,6.073,3,2.000,0.224,4,1.000,7
100000,22.00,16,0,6,0,5,0,1.00,0,0.273,2824,0.00,62.70,131.01,188,0,0,0,1.00,1.00,1.00,4,4,4,22.2,0.152,11,2.000,0.235,4,1.000,5
100000,22.00,16,0,6,0,5,0,1.00,0,0.273,2789,2.40,69.81,107.31,188,0,1,0,1.00,1.00,1.00,2,4,4,17.2,9.600,11,2.000,0.235,4,1.000,5
100000,26.00,16,0,8,0,5,0,1.00,0,0.308,2681,2.08,72.47,257.35,223,0,0,0,1.00,1.00,1.00,4,4,4,21.4,16.363,13,2.000,0.045,4,1.000,3
100000,6.00,16,0,3,0,0,0,1.00,8,0.500,2661,0.00,43.42,158.37,219,0,0,0,1.00,1.00,1.00,1,2,2,12.3,2.666,3,2.000,0.017,4,1.000,5
100000,24.00,16,0,0,0,12,0,1.00,0,0.000,2660,0.00,129.30,16.09,219,0,0,0,1.00,1.00,1.00,2,4,4,3.4,84.514,12,2.000,0.002,4,1.000,4
100000,20.00,16,0,0,0,10,0,1.00,0,0.000,2421,0.00,72.61,21.08,188,0,0,0,1.00,1.00,1.00,3,4,4,22.0,8.896,10,2.000,0.158,4,1.000,3
100000,30.00,16,0,9,0,6,0,1.00,0,0.300,2299,0.00,65.51,269.92,188,2,1,0,1.00,1.00,1.00,4,4,4,41.8,67.509,15,2.000,0.235,4,1.000,1
100000,28.00,16,0,0,0,14,0,1.00,0,0.000,2245,1.07,100.55,13.47,219,0,0,0,1.00,1.00,1.00,4,4,4,5.2,53.260,14,2.000,0.006,4,1.000,2
100000,28.00,16,0,10,0,4,0,1.00,0,0.357,2236,0.24,44.56,259.88,219,2,0,0,1.00,1.00,1.00,2,4,4,40.0,34.292,14,2.000,0.017,4,1.000,1
100000,28.00,16,0,9,0,5,0,1.00,0,0.321,2228,0.00,78.19,168.37,188,2,0,0,1.00,1.00,1.00,3,4,4,45.1,33.944,14,2.000,0.235,4,1.000,2
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2070,0.00,62.62,23.23,188,0,0,0,1.00,1.00,1.00,4,4,4,23.1,3.718,16,2.000,0.236,4,1.000,0
100000,32.00,16,0,7,0,9,0,1.00,0,0.219,2064,0.00,50.45,40.23,219,0,1,0,1.00,1.00,1.00,4,4,4,22.0,12.052,16,2.000,0.005,4,1.000,0
100000,32.00,16,0,10,0,6,0,1.00,0,0.312,1996,0.00,55.23,114.98,219,1,0,0,1.00,1.00,1.00,4,4,4,29.3,32.743,16,2.000,0.006,4,1.000,0
100000,32.00,16,0,10,0,6,0,1.00,0,0.312,1967,0.00,41.86,122.83,188,0,2,0,1.00,1.00,1.00,2,4,4,27.5,10.100,16,2.000,0.235,4,1.000,0
100000,32.00,16,0,12,0,4,0,1.00,0,0.375,1938,2.52,41.94,137.46,219,1,1,0,1.00,1.00,1.00,4,4,4,37.1,15.946,16,2.000,0.017,4,1.000,0
100000,28.00,16,0,11,0,3,0,1.00,0,0.393,1918,0.00,35.52,52.81,223,0,0,0,1.00,1.00,1.00,2,4,4,8.6,12.419,14,2.000,0.042,4,1.000,1
100000,30.00,16,0,9,0,6,0,1.00,0,0.300,1883,-0.00,57.51,27.87,219,0,0,0,1.00,1.00,1.00,2,4,4,26.1,14.779,15,2.000,0.007,4,1.000,1
100000,32.00,16,0,10,0,6,0,1.00,0,0.312,1852,0.00,48.96,94.07,188,1,0,0,1.00,1.00,1.00,4,4,4,32.5,5.598,16,2.000,0.235,4,1.000,0
